,count_of_sizes,colors,color,product_code,reviews,star_rating,Size,comfort,quality
15,"['M 5 / W 6', 'M 6 / W 7', 'M 6.5 / W 7.5', 'M 7 / W 8', 'M 7.5 / W 8.5', 'M 8 / W 9', 'M 8.5 / W 9.5', 'M 9 / W 10', 'M 11 / W 12', 'M 11.5 / W 12.5', 'M 12 / W 13', 'M 13 / W 14']","['Bright Royal / Cloud White / Solar Red', 'Core Black / Core Black / Core Black', 'Cloud White / Cloud White / Cloud White', 'Cloud White / Core Black / Lucid Lemon F23']",[],['Product code: HQ4516'],['Reviews (78)'],['4.4'],['52.5641'],['75.9615'],['80.7692']
16,"['6.5', '7']","['Royal Blue / Cloud White / Royal Blue', 'Wonder Blue / Impact Orange / Core Black', 'Cream White / Carbon / Grey Four', 'Orbit Grey / Chalk White / Grey Four', 'Better Scarlet S23 / Core Black / Better Scarlet S23', 'Royal Blue / Off White / Core Black', 'Silver Metallic / Core Black / Grey One', 'Cloud White / Core Black / Cloud White', 'Crew Yellow S21 / Core Black / Crew Yellow S21']",[],['Product code: IF5619'],['Reviews (177)'],['4.7'],['51.6949'],['83.8983'],['88.9831']
17,"['4.5', '5', '5.5', '6', '6.5', '7', '7.5', '8']","['Pantone / Pantone / Crystal White', 'Better Scarlet / Better Scarlet / Core Black', 'Core Black / Core Black / Crystal White', 'Crystal White / Off White / Blue Bird', 'Core Black / Core Black / Simple Brown', 'Cloud White / Green / Off White', 'Cloud White / Cloud White / Cloud White']",[],['Product code: IG2476'],['Reviews (34)'],['4.2'],['63.2353'],['64.7059'],['86.7647']
18,"['M 5 / W 6', 'M 6.5 / W 7.5', 'M 7 / W 8', 'M 7.5 / W 8.5', 'M 8 / W 9', 'M 8.5 / W 9.5', 'M 9 / W 10', 'M 9.5 / W 10.5', 'M 10 / W 11', 'M 10.5 / W 11.5', 'M 11 / W 12', 'M 11.5 / W 12.5', 'M 12 / W 13']","['Core Black / Cloud White / Team Shock Pink 2', 'Cloud White / Cloud White / Core Black', 'Core Black / Core Black / Cloud White', 'Team Solar Orange / Core Black / Core Black', 'Cloud White / Core Black / Lucid Lemon F23', 'Bright Royal / Cloud White / Bliss Blue F22']",[],['Product code: GZ0035'],['Reviews (135)'],['4.6'],['50.1852'],['80.1852'],['85']
19,"['6', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '12.5', '13', '14']","['Core Black / Grey Six / Grey Four', 'Core Black / Cloud White / Impact Orange F22']",[],['Product code: GW9431'],['Reviews (16)'],['4.2'],['54.6875'],['79.6875'],['78.125']
20,"['5', '5.5', '6.5', '7', '7.5', '8.5', '10', '10.5', '11', '11.5', '12', '12.5', '13']","['Bliss / Cloud White / Bright Blue', 'Bright Blue / Carbon / Core Black', 'Pyrite / Pyrite / Mesa', 'Blue / Blue / Bright Royal']",[],['Product code: GX3126'],['Reviews (23)'],['4.9'],['54.3478'],['80.4348'],['93.4783']
21,"['M 6 / W 7', 'M 7 / W 8', 'M 8 / W 9', 'M 9.5 / W 10.5', 'M 10 / W 11', 'M 11 / W 12', 'M 11.5 / W 12.5', 'M 12 / W 13', 'M 13 / W 14', 'M 14 / W 15']","['Core Black / Cloud White / Core Black', 'Core Black / Lucid Lemon / Blue Bird', 'Cloud White / Dash Grey / Blue Dawn S23', 'Wonder Beige F23 / Carbon / Wonder White F21', 'Cloud White / Carbon / Metal Grey', 'Dash Grey / Metal Grey / Bright Blue', 'Metal Grey / Carbon / Better Scarlet']",[],['Product code: IE9358'],['Reviews (154)'],['4.7'],['51.9481'],['84.2532'],['89.2857']
22,"['M 6.5 / W 7.5', 'M 7 / W 8', 'M 7.5 / W 8.5', 'M 8 / W 9', 'M 8.5 / W 9.5', 'M 9 / W 10', 'M 9.5 / W 10.5', 'M 10 / W 11', 'M 10.5 / W 11.5', 'M 12 / W 13', 'M 12.5 / W 13.5', 'M 13 / W 14']","['Bright Royal / Cloud White / Bliss Blue F22', 'Cloud White / Core Black / Lucid Lemon F23']",[],['Product code: IE9487'],['Reviews (41)'],['4.2'],['43.9024'],['72.561'],['87.8049']
23,"['11', '11.5', '12', '13']","['Cloud White / Core Black / Cloud White', 'Core Black / Cloud White / Carbon', 'Carbon / Zero Metalic / Cloud White', 'Focus Olive F21 / Zero Metalic / Orbit Green F21', 'Cloud White / Core Black / Impact Orange F22', 'Impact Orange F22 / Cloud White / Trace Grey', 'Halo Silver S21 / Night Metallic / Carbon', 'Core Black / Night Metallic / Lucid Blue', 'Better Scarlet / Cloud White / Solar Red', 'Crystal White / Night Metallic / Pulse Mint']",[],['Product code: HP7668'],['Reviews (1027)'],['4.6'],['48.1743'],['86.9279'],['87.7313']
24,"['M 5 / W 6', 'M 5.5 / W 6.5', 'M 6 / W 7', 'M 6.5 / W 7.5', 'M 7 / W 8', 'M 7.5 / W 8.5', 'M 8 / W 9', 'M 8.5 / W 9.5', 'M 9 / W 10', 'M 9.5 / W 10.5', 'M 10 / W 11', 'M 11.5 / W 12.5', 'M 12 / W 13', 'M 13 / W 14', 'M 13.5 / W 14.5']",[],['Core Black / Team Solar Yellow 2 / Grey Five'],['Product code: IG0782'],['Reviews (4)'],['4.8'],['43.75'],['87.5'],['87.5']
25,"['5', '5.5', '6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '12.5', '13', '14']","['Core Black / Grey Five / Grey Two', 'Solar Yellow / Silver Metallic / Core Black', 'Cloud White / Core Black / Off White', 'Cloud White / Clear Mint / Halo Blue S21']",[],['Product code: IF4014'],['Reviews (6)'],['4.7'],['50'],['79.1667'],['79.1667']
26,"['9.5', '11.5', '12', '13']","['Cloud White / Core Black / Pulse Mint', 'Cloud White / Core Black / Grey Three', 'Non Dyed / Cloud White / Core Black']",[],['Product code: GX6646'],['Reviews (45)'],['4.1'],['46.6667'],['66.6667'],['77.2222']
27,"['6.5', '7', '7.5', '13']","['Core Black / Cloud White / Cloud White', 'Core Black / Core Black / Cloud White', 'Grey Five / Cloud White / Halo Blue S21', 'Core Black / Carbon / Wonder White F21', 'Grey Three / Bronze Strata / Core Black', 'Solar Gold / Cloud White / Impact Orange', 'Core Black / Cloud White / Cloud White', 'Core Black / Carbon / Pulse Lime S22']",[],['Product code: HQ1085'],['Reviews (195)'],['4.6'],['48.3333'],['81.4103'],['85.3846']
28,"['8.5', '11.5', '12.5']","['Core Black / Collegiate Orange / Dark Green', 'Grey Two / Cloud White / Grey Two', 'Team College Purple / Cloud White / Team College Purple', 'Team Power Red 2 / Cloud White / Team Power Red 2', 'Cloud White / Core Black / Cloud White', 'Core Black / Cloud White / Core Black', 'Team Maroon 2 / Cloud White / Team Maroon 2']",[],['Product code: IE9374'],['Reviews (43)'],['4.5'],['43.0233'],['75'],['84.8837']
29,"['M 5 / W 6', 'M 6 / W 7', 'M 6.5 / W 7.5', 'M 7 / W 8', 'M 7.5 / W 8.5', 'M 8 / W 9', 'M 8.5 / W 9.5', 'M 9 / W 10', 'M 9.5 / W 10.5', 'M 10 / W 11', 'M 10.5 / W 11.5', 'M 11 / W 12', 'M 11.5 / W 12.5', 'M 12 / W 13', 'M 12.5 / W 13.5', 'M 13 / W 14', 'M 14 / W 15']","['Core Black / Cloud White / Cloud White', 'Cloud White / Lucid Blue S23 / Better Scarlet S23', 'Arctic Fusion F23 / Cloud White / Lucid Lemon F23', 'Cloud White / Core Black / Off White', 'Chalk White / Wonder Clay F23 / Cloud White']",[],['Product code: IE7024'],['Reviews (39)'],['4.7'],['51.2821'],['78.8462'],['94.2308']
30,"['5', '7.5', '9.5']","['Cream White / Royal Blue / Royal Blue', 'Better Scarlet / Cloud White / Gold Metallic', 'Supplier Colour / Core Black / Better Scarlet', 'Cloud White / Better Scarlet S23 / Chalk White', 'Cloud White / Core Black / Hi-Res Green', 'Cloud White / Core Black / Turbo']",[],['Product code: FZ6193'],['Reviews (401)'],['4.8'],['48.6908'],['85.7855'],['91.2718']
31,"['6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13']","['Solar Red / Legend Ink / Blue Dawn S23', 'Victory Blue F21 / Cloud White / Lucid Blue S23', 'Better Scarlet S23 / Cloud White / Solar Red', 'Halo Silver S21 / Cloud White / Carbon', 'Core Black / Core Black / Carbon', 'Core Black / Cloud White / Carbon', 'Cloud White / Core Black / Carbon', 'Lucid Lemon / Core Black / Wonder Blue', 'Arctic Night / Cloud White / Wonder Blue', 'Lucid Cyan F23 / Black Blue Met. / Wonder Silver F23', 'Core Black / Zero Metalic / Green Spark S24', 'Cloud White / Core Black / Bright Red']",[],['Product code: HQ1347'],['Reviews (107)'],['4.5'],['47.8972'],['80.6075'],['87.3832']
32,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '11.5', '12', '13']","['Core Black / Core Black / Core Black', 'Cloud White / Core Black / Cloud White', 'Core Black / Cloud White / Core Black', 'Cloud White / Cloud White / Cloud White', 'Core Black / Violet Fusion / Cream White', 'Semi Impact Orange / Craft Orange / Purple Rush', 'Sand Strata / Magic Beige / Legend Ink', 'Cloud White / Wonder Steel F22 / Cloud White', 'Cloud White / Off White / Light Blue', 'Cloud White / Cloud White / Off White', 'Cloud White / Cloud White / Chalk White', 'Cloud White / Vivid Red S21 / Cloud White', 'Crystal White / Preloved Red S23 / Clay Strata S23', 'Bliss / Magic Beige / Cream White', 'Cloud White / Sand Strata / Bright Royal', 'Cloud White / Semi Screaming Green / Blue Dawn', 'Core Black / Focus Olive F21 / Cloud White', 'Cloud White / Core Black / Green', 'Cloud White / Bright Blue / Red', 'Aluminium / Aluminium / Off White', 'Cloud White / Bright Blue / Red', 'Dark Green / Core White / Gold Metallic', 'Earth Strata / Olive Strata / Aluminium', 'Better Scarlet S23 / Cloud White / Charcoal S24', 'Core Black / Cloud White / Off White', 'Collegiate Green / Crew Yellow / Cloud White', 'Crystal White / Wonder Beige F23 / Earth Strata S23']",[],['Product code: FZ6475'],['Reviews (4876)'],['4.8'],['52.4825'],['82.6377'],['89.3355']
33,"['M 9 / W 10', 'M 9.5 / W 10.5', 'M 10 / W 11', 'M 10.5 / W 11.5', 'M 11 / W 12', 'M 11.5 / W 12.5', 'M 12 / W 13', 'M 13 / W 14']","['Core Black / Cloud White / Team Colleg Gold 2', 'Team Dark Green / Cloud White / Collegiate Orange', 'Team Power Red 2 / Cloud White / Core Black', 'Core White / Silver Green S23 / Off White', 'Core White / Chalky Brown S22 / Off White', 'Shadow Navy / Court Green / Dash Grey', 'Cloud White / Cloud White / Cloud White', 'Collegiate Purple / Preloved Yellow F23 / Aluminium', 'Crew Blue S21 / Grey Six / Off White', 'Wonder Silver / Core Black / Off White', 'Wonder Beige / Clay / Off White', 'Grey / Off White / Wonder Beige F23', 'Cloud White / Off White / Acid Orange', 'Cloud White / Semi Lucid Blue / Clear Sky', 'Team Maroon 2 / Cloud White / Stone', 'Regal Purple / Cloud White / Team Sand']",[],['Product code: IE7701'],['Reviews (166)'],['4.5'],['49.5482'],['79.2169'],['87.9518']
34,"['5', '5.5', '6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '12.5', '13', '14']","['Cloud White / Collegiate Purple / Cloud White', 'Cloud White / Core Black / Cloud White']",[],['Product code: HP9542'],['Reviews (2)'],['4.5'],['50'],['75'],['75']
35,"['6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '13', '14']","['Impact Orange F22 / Beam Orange F22 / Pulse Lilac F22', 'Core Black / Cloud White / Grey Six', 'Cloud White / Gold Metallic / Cloud White', 'Impact Orange F22 / Beam Orange F22 / Pulse Lilac F22', 'Team Shock Pink / Cloud White / Clear Pink', 'Team Power Red / Cloud White / Vivid Red S21', 'Team Navy / Cloud White / Wonder Steel F22', 'Royal Blue / Cloud White / Blue Rush S22', 'Team Light Grey / Cloud White / Cloud White', 'Cloud White / Core Black / Cloud White']",[],['Product code: GZ4580'],['Reviews (45)'],['4.8'],['50.5556'],['88.3333'],['88.3333']
36,"['5', '5.5', '6', '6.5']","['Cloud White / Off White / Blue Bird', 'Cloud White / Cloud White / Cloud White', 'Cloud White / Cloud White / Chalk White', 'Core White / Aluminium / Off White']",[],['Product code: IG2477'],['Reviews (119)'],['4.6'],['47.479'],['76.8908'],['88.8655']
37,"['M 10 / W 11', 'M 11 / W 12', 'M 12 / W 13', 'M 13 / W 14', 'M 14 / W 15']","['Core Black / Off White / Preloved Yellow', 'Off White / Carbon / Wonder Beige', 'Team Colleg Gold 2 / Team Navy / Team Coll Burgundy 2']",[],['Product code: IE9287'],['Reviews (77)'],['4.5'],['50.3247'],['82.4675'],['88.961']
38,"['M 5 / W 6', 'M 7 / W 8', 'M 12 / W 13']","['Cloud White / Platinum Metallic / Cloud White', 'Legend Ink / Bright Cyan / Legend Ink', 'Core Black / Gold Metallic / Core Black', 'Cloud White / Core Black / Cloud White', 'Dark Blue / Cloud White / Dark Blue', 'Core Black / Cloud White / Core Black', 'Core Black / Core Black / Core Black', 'Off White / Off White / Off White', 'Core Black / Core Black / Core Black', 'Olive Strata S23 / Olive Strata S23 / Olive Strata S23', 'Pink Fusion F23 / Pink Fusion F23 / Pink Fusion F23']",[],['Product code: IF7372'],['Reviews (10630)'],['4.5'],['41.3375'],['76.6134'],['85.0659']
39,"['7', '7.5', '8', '8.5', '14', '15', '16', '17', '18']","['Team Orange / Cloud White / Team Colleg Gold', 'Team Green / Cloud White / Vivid Red S21', 'Cloud White / Cloud White / Cloud White', 'Cloud White / Gold Metallic / Cloud White', 'Cloud White / Team Power Red 2 / Cloud White', 'Cloud White / Team Navy Blue 2 / Cloud White', 'Cloud White / Team Colleg Gold 2 / Cloud White']",[],['Product code: GX5413'],['Reviews (177)'],['4.3'],['46.7514'],['78.1073'],['81.9209']
40,"['5', '5.5', '6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '12.5', '13', '14']","['Grey Four / Core White / Gum', 'Core Black / Core White / Gum']",[],['Product code: IE9917'],['Reviews (1)'],['4.0'],['100'],['100'],['100']
41,"['6.5', '7', '7.5', '8', '9.5', '10', '10.5', '11', '11.5', '12', '12.5', '13', '13.5']","['Core Black / Cloud White / Lucid Lemon F23', 'Light Aqua / Off White / Bright Royal']",[],['Product code: ID1506'],['Reviews (88)'],['4.3'],['44.3182'],['76.7045'],['83.2386']
42,"['5', '5.5', '6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '12.5', '13', '14']","['Core Black / Core Black / Carbon', 'Cloud White / Cloud White / Cloud White']",[],['Product code: GZ9797'],['Reviews (24)'],['4.5'],['52.0833'],['83.3333'],['86.4583']
43,"['7', '9.5', '10', '10.5', '11', '11.5', '12', '12.5', '13']","['Core Black / Grey Six / Impact Orange F22', 'Blue Fusion S23 / Blue Fusion S23 / Impact Orange F22', 'Semi Flash Aqua F23 / Wonder Silver F23 / Lucid Lemon F23', 'Wonder Silver F23 / Crystal White / Lucid Lemon F23']",[],['Product code: GX1822'],['Reviews (83)'],['4.4'],['52.4096'],['76.506'],['84.6386']
44,"['5', '6', '6.5', '7', '7.5', '8', '9', '10', '10.5', '11', '11.5', '12', '12.5', '13', '14']","['Victory Blue / Cloud White / Solar Yellow', 'Core Black / Core Black / Cloud White', 'Halo Silver S21 / Halo Silver S21 / Grey', 'Shadow Navy / Dash Grey / Legend Ink', 'Core Black / Core Black / Grey Six', 'Magic Beige / Beige Tone F21 / Bliss', 'Grey Four / Grey Five / Carbon']",[],['Product code: HP6479'],['Reviews (676)'],['4.6'],['47.2633'],['80.1405'],['87.1672']
45,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']","['Team Orange / Cloud White / Team Colleg Gold', 'Team Green / Cloud White / Vivid Red S21', 'Cloud White / Cloud White / Cloud White', 'Cloud White / Gold Metallic / Cloud White', 'Cloud White / Team Power Red 2 / Cloud White', 'Cloud White / Team Navy Blue 2 / Cloud White', 'Cloud White / Team Colleg Gold 2 / Cloud White']",[],['Product code: GX2863'],['Reviews (177)'],['4.3'],['46.7514'],['78.1073'],['81.9209']
46,"['M 5.5 / W 6.5', 'M 6 / W 7', 'M 6.5 / W 7.5', 'M 7 / W 8', 'M 7.5 / W 8.5', 'M 8 / W 9', 'M 8.5 / W 9.5', 'M 9 / W 10', 'M 9.5 / W 10.5', 'M 10 / W 11', 'M 10.5 / W 11.5', 'M 11 / W 12', 'M 11.5 / W 12.5', 'M 12 / W 13', 'M 12.5 / W 13.5', 'M 13 / W 14', 'M 13.5 / W 14.5']","['Core Black / Core Black / Cloud White', 'Cloud White / Cloud White / Cloud White', 'Cloud White / Core Black / Lucid Lemon', 'Bright Royal / Cloud White / Bliss Blue']",[],['Product code: GZ2606'],['Reviews (25)'],['4.7'],['55'],['82'],['86']
47,"['M 5.5 / W 6.5', 'M 6 / W 7', 'M 6.5 / W 7.5', 'M 7 / W 8', 'M 7.5 / W 8.5', 'M 8 / W 9', 'M 8.5 / W 9.5', 'M 9 / W 10', 'M 9.5 / W 10.5', 'M 10 / W 11', 'M 10.5 / W 11.5', 'M 11 / W 12', 'M 11.5 / W 12.5', 'M 12 / W 13', 'M 12.5 / W 13.5', 'M 13 / W 14', 'M 14 / W 15']","['Grey One / Core Black / Lucid Lemon F23', 'Wonder Beige F23 / Core Black / Solar Red']",[],['Product code: HP6885'],['Reviews (7)'],['4.3'],['53.5714'],['96.4286'],['71.4286']
48,"['M 5 / W 6', 'M 6 / W 7', 'M 7 / W 8']","['Core Black / Cloud White / Core Black', 'Carbon / Core Black / Core Black']",[],['Product code: GX4285'],['Reviews (2564)'],['4.5'],['42.3272'],['84.6544'],['88.7968']
49,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11.5', '12', '13']","['Team Coll Burgundy 2 / Collegiate Navy / Collegiate Green', 'Off White / Collegiate Burgundy / Cream White', 'Cloud White / Core Black / Wonder Quartz S23', 'Grey One / Cloud White / Crystal White', 'Core Black / Carbon / Solar Gold', 'Grey Four / Cream White / Collegiate Navy']",[],['Product code: HQ7114'],['Reviews (300)'],['4.7'],['53.9167'],['80.9167'],['89.25']
50,"['9', '9.5', '10', '10.5', '11', '11.5', '12', '12.5', '13']","['Cloud White / Royal Blue / Solar Blue', 'Cloud White / Silver Metallic / Clear Grey', 'Team Power Red 2 / Cloud White / Bright Red', 'Core Black / Gold Metallic / Core Black']",[],['Product code: GV8307'],['Reviews (17)'],['3.9'],['45.5882'],['63.2353'],['76.4706']
