,ShoeName,URL,no_colors,price_reduce,price,Category
91,CA Pro Women's SneakersPUMA White-Warm White,/us/en/pd/ca-pro-womens-sneakers/394749?swatch=01&referrer-category=womens-shop-all-womens,1 Color,-,$100.00,Women
92,Palermo SneakersPelé Yellow-Club Red,/us/en/pd/palermo-sneakers/396463?swatch=01&referrer-category=womens-shop-all-womens,5 Colors,-,$90.00,Women
93,Dinara Women's BootsChocolate,/us/en/pd/dinara-womens-boots/394786?swatch=04&referrer-category=womens-shop-all-womens,2 Colors,-,$100.00,Women
94,PUMA x CIELE Deviate NITRO™ 2 Women's Running ShoesDusty Tan,/us/en/pd/puma-x-ciele-deviate-nitro%E2%84%A2-2-womens-running-shoes/378437?swatch=02&referrer-category=womens-shop-all-womens,2 Colors,-,$160.00,Women
95,PUMA x CIELE Deviate NITRO™ 2 Women's Running ShoesVibrant Red,/us/en/pd/puma-x-ciele-deviate-nitro%E2%84%A2-2-womens-running-shoes/378437?swatch=01&referrer-category=womens-shop-all-womens,2 Colors,-,$160.00,Women
96,Palermo SneakersClub Red-Club Navy,/us/en/pd/palermo-sneakers/396463?swatch=09&referrer-category=womens-shop-all-womens,5 Colors,-,$90.00,Women
97,PUMA-180 PRM Women's SneakersPUMA White-Icy Blue-Warm White,/us/en/pd/puma-180-prm-womens-sneakers/393764?swatch=03&referrer-category=womens-shop-all-womens,2 Colors,-,$110.00,Women
98,Magnify NITRO™ 2 Women's Running ShoesAsh Gray-PUMA White-Yellow Burst-Vivid Violet,/us/en/pd/magnify-nitro%E2%84%A2-2-womens-running-shoes/377540?swatch=05&referrer-category=womens-shop-all-womens,2 Colors,-,$140.00,Women
99,PUMA-180 PRM Women's SneakersFrosted Ivory-PUMA White,/us/en/pd/puma-180-prm-womens-sneakers/393764?swatch=02&referrer-category=womens-shop-all-womens,2 Colors,-,$110.00,Women
100,Deviate NITRO™ Elite 2 'Marathon Series' Women's Running ShoesPUMA Black-Strawberry Burst-Yellow Blaze,/us/en/pd/deviate-nitro%E2%84%A2-elite-2-marathon-series-womens-running-shoes/378454?swatch=01&referrer-category=womens-shop-all-womens,1 Color,-,$200.00,Women
101,Fuse 2.0 Women's Training ShoesPUMA White-Fire Orchid-PUMA Black,/us/en/pd/fuse-2-0-womens-training-shoes/376169?swatch=10&referrer-category=womens-shop-all-womens,3 Colors,-,$100.00,Women
102,SEASONS Voyage NITRO™ 3 Women's Running ShoesPUMA Black-Cool Dark Gray-PUMA Silver,/us/en/pd/seasons-voyage-nitro%E2%84%A2-3-womens-running-shoes/377746?swatch=01&referrer-category=womens-shop-all-womens,5 Colors,-,$140.00,Women
103,PWRSPIN Indoor Cycling ShoesUltra Orange-PUMA Black,/us/en/pd/pwrspin-indoor-cycling-shoes/378096?swatch=02&referrer-category=womens-shop-all-womens,1 Color,-,$120.00,Women
104,SEASONS Voyage NITRO™ 3 Women's Running ShoesCool Dark Gray-Koral Ice,/us/en/pd/seasons-voyage-nitro%E2%84%A2-3-womens-running-shoes/377746?swatch=03&referrer-category=womens-shop-all-womens,5 Colors,-,$140.00,Women
105,FUTURE ULTIMATE FG/AG Women's Soccer CleatsPersian Blue-PUMA White-Pro Green,/us/en/pd/future-ultimate-fg-ag-womens-soccer-cleats/107356?swatch=03&referrer-category=womens-shop-all-womens,1 Color,-,$220.00,Women
106,PUMA x FIRST MILE Velocity NITRO™ 2 Women's Running ShoesWarm White-Bright Melon,/us/en/pd/puma-x-first-mile-velocity-nitro%E2%84%A2-2-womens-running-shoes/379114?swatch=01&referrer-category=womens-shop-all-womens,1 Color,-,$130.00,Women
107,PWR XX NITRO™ Luxe Retro Glam Women's Training ShoesPUMA Black-Cool Dark Gray-PUMA Silver,/us/en/pd/pwr-xx-nitro%E2%84%A2-luxe-retro-glam-womens-training-shoes/378791?swatch=01&referrer-category=womens-shop-all-womens,1 Color,-,$110.00,Women
108,Liberate NITRO™ 2 Women's Running ShoesIcy Blue-PUMA Silver-Regal Blue,/us/en/pd/liberate-nitro%E2%84%A2-2-womens-running-shoes/377316?swatch=07&referrer-category=womens-shop-all-womens,2 Colors,-,$120.00,Women
109,SEASONS Fast-Trac NITRO™ GORE-TEX® Women's Running ShoesPUMA Black-Fire Orchid,/us/en/pd/seasons-fast-trac-nitro%E2%84%A2-gore-tex%C2%AE-womens-running-shoes/377063?swatch=04&referrer-category=womens-shop-all-womens,1 Color,-,$140.00,Women
110,SEASONS Explore NITRO™ Women's Hiking ShoesPUMA Black-Platinum Gray,/us/en/pd/seasons-explore-nitro%E2%84%A2-womens-hiking-shoes/377855?swatch=01&referrer-category=womens-shop-all-womens,3 Colors,-,$110.00,Women
111,SEASONS Voyage NITRO™ 3 GORE-TEX Women's Trail Running ShoesAstro Red-Fire Orchid-PUMA Black,/us/en/pd/seasons-voyage-nitro%E2%84%A2-3-gore-tex-womens-trail-running-shoes/377839?swatch=02&referrer-category=womens-shop-all-womens,1 Color,-,$160.00,Women
112,Electrify NITRO™ 3 Women's Running ShoesFire Orchid-Ultra Blue,/us/en/pd/electrify-nitro%E2%84%A2-3-womens-running-shoes/378456?swatch=05&referrer-category=womens-shop-all-womens,3 Colors,-,$100.00,Women
113,Liberate NITRO™ 2 Women's Running ShoesFire Orchid-PUMA Silver-Icy Blue,/us/en/pd/liberate-nitro%E2%84%A2-2-womens-running-shoes/377316?swatch=09&referrer-category=womens-shop-all-womens,2 Colors,-,$120.00,Women
114,Velocity NITRO™ 2 GORE-TEX® Women's Running ShoesPUMA Black-Purple Pop-Yellow Burst,/us/en/pd/velocity-nitro%E2%84%A2-2-gore-tex%C2%AE-womens-running-shoes/377508?swatch=04&referrer-category=womens-shop-all-womens,1 Color,-,$140.00,Women
115,Deviate NITRO™ 2 'Marathon Series' Women's Running ShoesPUMA Black-Strawberry Burst-Yellow Blaze,/us/en/pd/deviate-nitro%E2%84%A2-2-marathon-series-womens-running-shoes/378684?swatch=01&referrer-category=womens-shop-all-womens,1 Color,-,$170.00,Women
116,Palermo Special Women's SneakersPink Delight-PUMA Green-Gum,/us/en/pd/palermo-special-womens-sneakers/397858?swatch=01&referrer-category=womens-shop-all-womens,1 Color,-,$90.00,Women
117,Puma-180 Corduroy Women's SneakersEucalyptus-PUMA White,/us/en/pd/puma-180-corduroy-womens-sneakers/396383?swatch=02&referrer-category=womens-shop-all-womens,1 Color,-,$100.00,Women
118,SEASONS Explore NITRO™ Women's Hiking ShoesAsh Gray-Alpine Snow-Koral Ice,/us/en/pd/seasons-explore-nitro%E2%84%A2-womens-hiking-shoes/377855?swatch=06&referrer-category=womens-shop-all-womens,3 Colors,-,$110.00,Women
119,Palermo SneakersVine-Clementine,/us/en/pd/palermo-sneakers/396463?swatch=05&referrer-category=womens-shop-all-womens,5 Colors,-,$90.00,Women
120,PUMA x CIELE ForeverRun NITRO™ Women's Running ShoesPUMA Black,/us/en/pd/puma-x-ciele-foreverrun-nitro%E2%84%A2-womens-running-shoes/379288?swatch=01&referrer-category=womens-shop-all-womens,1 Color,-,$160.00,Women
121,Velophasis Technisch Sneakers Warm White-Yellow Burst-Parakeet Green,/us/en/pd/velophasis-technisch-sneakers%C2%A0/390932?swatch=09&referrer-category=womens-shop-all-womens,3 Colors,-,$120.00,Women
122,BMW M Motorsport RS-Puls Women's SneakersPUMA Black-Cool Cobalt-Pop Red,/us/en/pd/bmw-m-motorsport-rs-puls-womens-sneakers/307761?swatch=01&referrer-category=womens-shop-all-womens,1 Color,-,$120.00,Women
123,SEASONS Fast-Trac NITRO™ 2 Women's Running ShoesNeon Sun-Alpine Snow-PUMA Black,/us/en/pd/seasons-fast-trac-nitro%E2%84%A2-2-womens-running-shoes/307685?swatch=04&referrer-category=womens-shop-all-womens,2 Colors,-,$120.00,Women
124,SEASONS Fast-Trac NITRO™ 2 Women's Running ShoesAsh Gray-PUMA Black-Koral Ice,/us/en/pd/seasons-fast-trac-nitro%E2%84%A2-2-womens-running-shoes/307685?swatch=03&referrer-category=womens-shop-all-womens,2 Colors,-,$120.00,Women
125,Fuse 2.0 Nova Shine Training Women's ShoesPUMA Black-Cool Dark Gray,/us/en/pd/fuse-2-0-nova-shine-training-womens-shoes/377942?swatch=01&referrer-category=womens-shop-all-womens,1 Color,-,$100.00,Women
126,Deviate NITRO™ Elite 2 Women's Running ShoesPUMA White-Fire Orchid-Ultra Blue-PUMA Black,/us/en/pd/deviate-nitro%E2%84%A2-elite-2-womens-running-shoes/377787?swatch=03&referrer-category=womens-shop-all-womens,2 Colors,-,$200.00,Women
127,SEASONS Voyage NITRO™ 3 Women's Running ShoesActive Red-Ocean Tropic-Lime Pow,/us/en/pd/seasons-voyage-nitro%E2%84%A2-3-womens-running-shoes/377746?swatch=07&referrer-category=womens-shop-all-womens,5 Colors,-,$140.00,Women
128,Velophasis 'Retreat Yourself' Women's SneakersPure Green-Green Illusion,/us/en/pd/velophasis-retreat-yourself-womens-sneakers/395997?swatch=01&referrer-category=womens-shop-all-womens,1 Color,-,$120.00,Women
129,SEASONS Fast-Trac Apex NITRO™ Women's Running ShoesKoral Ice-Cool Mid Gray-PUMA Black,/us/en/pd/seasons-fast-trac-apex-nitro%E2%84%A2-womens-running-shoes/378551?swatch=04&referrer-category=womens-shop-all-womens,1 Color,-,$150.00,Women
130,PUMA x LEMLEM Velocity NITRO™ 2 Women's Running ShoesGhost Pepper-PUMA Black-Pink Glimmer,/us/en/pd/puma-x-lemlem-velocity-nitro%E2%84%A2-2-womens-running-shoes/379115?swatch=01&referrer-category=womens-shop-all-womens,1 Color,-,$160.00,Women
131,PUMA x CIELE Fast-R NITRO™ Elite Women's Running ShoesDusty Tan,/us/en/pd/puma-x-ciele-fast-r-nitro%E2%84%A2-elite-womens-running-shoes/378435?swatch=02&referrer-category=womens-shop-all-womens,1 Color,-,$250.00,Women
