,product_code,count_of_sizes,colors
293,DR0126-600,8,"['Noise Aqua/Noise Aqua/Summit White/Light Orewood Brown', 'Enamel Green/Enamel Green/Gum Light Brown/Summit White', 'Medium Soft Pink/Medium Soft Pink/Summit White/Black', 'Black/Black/Gum Light Brown/White', 'Black/Black/Gum Light Brown/White']"
294,CW3203-600,12,"['Adobe/Guava Ice/Bright Crimson', 'Sesame/Coconut Milk/Desert Ochre', 'Enigma Stone/Elemental Gold/Seafoam']"
295,FN5714-001,10,['Black/Siren Red/Racer Blue/Vivid Sulfur']
296,DD1901-600,13,['Burgundy Crush/Racer Blue/Black']
297,DD9535-005,10,"['Phantom/Black/Atomic Green/Light Iron Ore', 'Black/Sail/Volt', 'Black/Metallic Gold', 'Black/Iron Grey/White/White']"
298,FD2652-002,6,"['Sky J Purple/Sky J Purple', 'Light Silver/Light Silver', 'Ozone Blue/Ozone Blue', 'Brilliant Orange/Brilliant Orange', 'Sea Coral/Sea Coral', 'Celestial Gold/Celestial Gold']"
299,FN0784-004,15,"['Black/Metallic Black/Black', 'Phantom/Smokey Mauve/Light Orewood Brown/Smokey Mauve', 'Summit White/Bright Crimson/Fierce Pink/Black', 'Phantom/Football Grey/Volt/White', 'White/Pure Platinum/Black', 'Light Silver/Buff Gold/Pink Oxford/Summit White']"
300,DZ5211-100,1,"['Obsidian/Summit White/Ashen Slate/Obsidian', 'White/White', 'Summit White/Summit White/White/Desert Ochre', 'White/Pearl Pink/Action Green/Opti Yellow', 'White/Black/Sanddrift', 'White/Black', 'Summit White/Coconut Milk/Summit White/Summit White', 'White/Sail/Doll/Military Blue', 'White/White/White']"
301,DH3395-102,0,"['Sail/Rush Fuchsia/Violet Dust', 'Vivid Orange/Bright Cactus/Picante Red/Opti Yellow', 'White/Picante Red/Black', 'Blackened Blue/White', 'Purple Smoke/Black/Metallic Copper/Metallic Gold', 'Crimson Bliss/Total Orange/Pearl White']"
302,FN0569-900,22,['Multi-Color/Multi-Color/Multi-Color']
303,DQ1979-500,2,"['Ironstone/Light Iron Ore/Light Bone/Malt', 'Canyon Purple/Doll/Grey Fog/Amethyst Wave']"
304,AO3622-002,8,"['Barely Rose/Barely Rose/Dark Smoke Grey', 'Black/White/Metallic Silver', 'Black/Hyper Pink']"
305,FB2390-900,23,"['Multi-Color/Multi-Color', 'Multi-Color/Multi-Color', 'Multi-Color/Multi-Color', 'Multi-Color/Multi-Color']"
306,DJ9431-001,10,"['Wolf Grey/Blue Tint/University Blue/White', 'Black/Anthracite/Picante Red/Metallic Black', 'Light Fusion Red/Noble Red/Track Red/Bright Crimson', 'Black/White/Blue Tint/Black', 'Mica Green/Jade Ice/Industrial Blue/Bright Crimson']"
307,AA0286-106,18,"['White/Game Royal', 'Black/White', 'White/University Red', 'White/Black']"
308,FJ8900-900,15,"['Multi-Color/Multi-Color', 'Multi-Color/Multi-Color', 'Multi-Color/Multi-Color', 'Multi-Color/Multi-Color', 'Multi-Color/Multi-Color', 'Multi-Color/Multi-Color']"
309,DX5655-500,15,"['Doll/Magic Ember/Total Orange/Medium Ash', 'White/Total Orange/Black', 'Black/Metallic Silver/Total Orange/Summit White']"
310,FB1362-100,17,"['White/Black/Sail/University Gold', 'Black/Anthracite/Sail/White', 'White/Pewter/Sail/Black', 'White/Black/Sail/Mystic Red', 'White/Black/Sail/Polar']"
311,FN0569-900,22,['Multi-Color/Multi-Color/Multi-Color']
312,DJ6015-603,14,"['Black/Anthracite/Football Grey/White', 'Black/Anthracite/Bright Crimson/White', 'Industrial Blue/Jade Ice/Bright Crimson/Black', 'Track Red/Ember Glow/Sail/Football Grey', 'Pure Platinum/Summit White/Track Red/Metallic Silver']"
313,FJ8900-900,15,['Multi-Color/Multi-Color']
314,DV3279-102,11,"['White/Metallic Silver', 'White/High Voltage/Luminous Green', 'Black/White/Metallic Red Bronze']"
315,DV7408-100,3,['White/Black/Clear/Metallic Silver']
316,DR6851-100,4,"['White/Pure Platinum/Black/Amarillo', 'White/Pure Platinum/Black/College Navy']"
317,DQ4124-105,7,"['Light Orewood Brown/Volt/Black/White', 'White/Night Maroon/Siren Red/Red Stardust']"
318,DX5048-600,15,"['Multi-Color/Black/Multi-Color', 'Fierce Pink/Fierce Pink/Fierce Pink', 'Black/Black/Black', 'Violet Ash/Vast Grey/Violet Ash', 'Jade Ice/Jade Ice/Jade Ice', 'Game Royal/Game Royal/Game Royal']"
319,FB5059-100,1,['Summit White/Sail/Photon Dust/Phantom']
320,DR1020-400,5,"['Dark Driftwood/Canyon Purple/Dark Smoke Grey/Light Iron Ore', 'Black/Black/Anthracite/Grey Fog', 'Thunder Blue/Black/Summit White/Yellow Ochre', 'Solar Flare/Cinnabar/Cacao Wow/Action Grape', 'Pilgrim/Pilgrim/Black/Black']"
321,FN0569-900,22,"['Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color']"
322,FN0569-900,22,['Multi-Color/Multi-Color/Multi-Color']
323,,0,[None]
324,FB5057-900,15,"['Multi-Color/Multi-Color', 'Multi-Color/Multi-Color', 'Multi-Color/Multi-Color']"
325,CD5434-001,0,"['White/Hot Punch/Bright Cactus/Phantom', 'White/Volt/Black/Sea Coral', 'White/Grey Fog/Black/University Red', 'White/White/White', 'Black/White']"
326,FN0569-900,22,['Multi-Color/Multi-Color/Multi-Color']
327,CU1722-960,24,['Multi-Color/Multi-Color']
328,CW7358-601,3,"['Champagne/Barely Rose/Arctic Pink/White', 'White/Iris Whisper/Pink Prime/Mystic Hibiscus', 'Black/Anthracite/Volt/White', 'Iris Whisper/Provence Purple/Black/White', 'Black/Thunder Blue/Ashen Slate/Metallic Gold Coin']"
329,,0,[None]
330,DC3730-001,3,['Black/Metallic Silver/Thunder Blue/Iron Grey']
331,DX9013-008,12,['Smoke Grey/Light Smoke Grey/Dark Smoke Grey/Laser Orange']
332,FJ8915-400,13,"['University Red/White', 'Wolf Grey/White', 'Game Royal/White', 'White/Black']"
333,A05685C-650,12,['Cactus Flower/Egret']
334,DZ5205-500,1,"['White/Pearl Pink/Sail/White', 'Lilac/Barely Grape/University Blue/Black', 'Pink Blast/Photo Blue/Volt/Black', 'Pink Oxford/Rose Whisper/Metallic Silver/Pink Oxford', 'Black/Praline/Light British Tan/Habanero Red', 'White/Pure Platinum/Metallic Silver/White']"
335,DV5141-017,4,"['White/White/Black', 'Varsity Red/White/Black', 'White/Palomino/White/Black', 'White/Field Purple/Black', 'Black/Tour Yellow/White']"
336,FJ4576-100,15,"['Beach/Metallic Gold/Sail/Beach', 'White/Pearl Pink/Medium Soft Pink', 'Black/Anthracite/White/Black']"
337,FD6812-400,0,['Midnight Navy/Football Grey/Black']
338,DC8990-002,15,"['Sea Glass/Sesame/Summit White/Deep Jungle', 'Black/Cool Grey/Volt/White', 'Cool Grey/White/Volt/Black', 'Midnight Navy/White/Volt/Black', 'University Red/White/Volt/Black', 'White/Photon Dust/Volt/Black', 'White/Pure Platinum/Wolf Grey', 'Wolf Grey/Cool Grey/Pure Platinum/White', 'Black/Dark Grey/White']"
339,DD9625-400,15,"['Obsidian/Summit White/Ashen Slate/Obsidian', 'White/White', 'Summit White/Summit White/White/Desert Ochre', 'White/Pearl Pink/Action Green/Opti Yellow', 'White/Black/Sanddrift', 'White/Black', 'Summit White/Coconut Milk/Summit White/Summit White', 'White/Sail/Doll/Military Blue', 'White/White/White']"
340,FZ6829-002,15,['Black/White/Metallic Gold']
341,DX6405-600,10,"['Off Noir/Off Noir', 'Red Stardust/Red Stardust']"
342,,0,[None]
343,DX5883-100,15,"['Platinum Violet/Coconut Milk/Volt/Sail', 'White/Rugged Orange', 'White/White/White']"
344,749867-105,2,['White/White']
345,DV7415-600,0,"['Pink Oxford/White/Pink Oxford', 'Rush Fuchsia/Rush Fuchsia/Pale Ivory/Rush Fuchsia', 'Neutral Olive/Sail/Neutral Olive']"
346,560250F-001,9,['Black']
347,DM0886-100,9,"['Natural/Natural/Natural', 'Smoke Grey/Smoke Grey', 'Earth/Earth', 'Midnight Navy/Midnight Navy']"
348,DH5359-100,5,"['Sail/Light Lemon Twist/Guava Ice/Fierce Pink', 'Racer Blue/Lime Blast/Safety Orange/White']"
349,CZ2959-402,19,['Navy/Noble Green/White/Summit White']
350,HF0004-900,26,['Multi-Color/Multi-Color']
351,FB2392-900,15,"['Multi-Color/Multi-Color', 'Multi-Color/Multi-Color', 'Multi-Color/Multi-Color', 'Multi-Color/Multi-Color', 'Multi-Color/Multi-Color', 'Multi-Color/Multi-Color']"
352,DA8570-600,0,"['Doll/Lilac/Rush Orange/White', 'Medium Soft Pink/Summit White/Pearl Pink/Light Crimson', 'Black/White', 'Black/Lapis/Light Thistle/Neptune Green', 'Black/White']"
353,DZ3621-900,15,"['Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color']"
354,DC8725-101,20,"['Sail/Light Lemon Twist/Guava Ice/Fierce Pink', 'Racer Blue/Lime Blast/Safety Orange/White', 'Blue Chill/Bright Crimson/White/Black', 'Hyper Pink/Laser Orange/Black', 'Bright Crimson/Volt/White/Black', 'White/Metallic Silver/Pure Platinum/Black', 'Black/Dark Smoke Grey/Light Smoke Grey/Metallic Silver']"
355,FB2390-900,26,['Multi-Color/Multi-Color']
356,FB9019-700,2,"['Anthracite/Black/Sail/Gym Red', 'Galactic Jade/Sail/Team Gold/Desert', 'Black/Guava Ice/Sail/Sky J Mauve', 'Off White/Medium Soft Pink/White/Cool Grey', 'Team Gold/Brown Kelp/Sail/Shadow Brown']"
357,AO0808-002,20,"['Racer Blue/Safety Orange/White', 'Black/Light Lemon Twist/Fierce Pink']"
358,DV3809-100,0,['White/Pink Prime/White']
359,HF0004-900,26,"['Multi-Color/Multi-Color', 'Multi-Color/Multi-Color', 'Multi-Color/Multi-Color', 'Multi-Color/Multi-Color', 'Multi-Color/Multi-Color', 'Multi-Color/Multi-Color']"
360,DC9093-001,1,['Black/Iron Grey']
361,DV2019-101,12,"['White/Sail/Gum Light Brown/Light Blue', 'White/Luminous Green/High Voltage', 'White/Pure Platinum/Metallic Silver', 'Black/White']"
362,DZ7533-002,9,"['Noble Red/Desert Berry/Medium Soft Pink/Ice Peach', 'Geode Teal/Purple Ink/Jade Ice/Stadium Green', 'Fossil Stone/Desert Berry/Guava Ice/Celestial Gold', 'Black/Black/Black', 'Black/White/White/Black', 'Malachite/Medium Soft Pink/Coconut Milk/Malachite', 'Phantom/Ice Peach/Blue Lightning', 'White/Black']"
363,FB2269-103,15,"['White/Sky J Light Olive/Galactic Jade', 'Sail/Black/Brown Kelp', 'Sail/Wolf Grey/Red Stardust', 'Sail/Ozone Blue/Sky J French Blue', 'Black/Muslin/Varsity Royal']"
364,DV2220-100,5,"['Summit White/Solar Flare/Medium Soft Pink/Hyper Pink', 'Sail/Worn Blue/Vivid Green/Arctic Orange', 'White/Bright Crimson/Photo Blue/Black', 'Moon Fossil/Rattan/Photon Dust/Dutch Blue', 'White/Mica Green/Photon Dust/Obsidian', 'White/Pure Platinum', 'White/Hyper Pink/Vivid Purple/Black', 'Phantom/Velvet Brown/Light Bone/Light Curry', 'Black/Anthracite/Black']"
365,FQ7223-905,23,"['Multi-Color/Multi-Color', 'Multi-Color/Multi-Color', 'Multi-Color/Multi-Color', 'Multi-Color/Multi-Color', 'Multi-Color/Multi-Color']"
366,FD8357-100,0,['White/Phantom/Total Orange/Black']
367,DV0496-006,15,"['Sea Glass/Sesame/Summit White/Deep Jungle', 'Light Smoke Grey/Photon Dust/Black', 'University Red/Mystic Red/Black', 'Black/Iron Grey/White', 'Midnight Navy/White/Black', 'White/Photon Dust/Black']"
368,DH7505-101,19,"['White/White/White/Black', 'White/White/White/White', 'Black/Black/Black/Black']"
369,DR2741-100,20,"['Sail/Light Lemon Twist/Fierce Pink', 'Racer Blue/Safety Orange/White']"
370,M9697-410,22,"['Black', 'Navy', 'White']"
371,CI2955-160,17,"['White/Gum Light Brown/University Red', 'White/Gum Light Brown/Game Royal', 'White/Gum Light Brown/Black', 'Black/Gum Light Brown/White']"
372,FV6149-001,22,['Football Grey/White/Luminous Green/Black']
373,FN0569-900,22,['Multi-Color/Multi-Color/Multi-Color']
374,FV1894-800,22,['Rugged Orange/Ice Peach/Sail/Light Lemon Twist']
375,FN0564-001,2,['Photon Dust/Light Smoke Grey/Midnight Navy/White']
376,325256-401,22,"['White/Black/Black', 'Black/White/White', 'Game Royal/White/Metallic Silver', 'Black/White/Metallic Silver', 'White/Wolf Grey/Metallic Gold']"
377,864349-204,5,"['Midnight Navy/Midnight Navy/Black/Noise Aqua', 'Baroque Brown/Baroque Brown/White/Adobe', 'Black/White/White/White', 'Summit White/Summit White/White/Laser Orange', 'Oxen Brown/Oxen Brown/Gum Dark Brown/Black', 'Black/Black/Sail/White']"
378,,0,[None]
379,DZ3356-500,10,"['Black/Bright Concord/Aquatone/True Red', 'White/University Red/Metallic Gold/Black', 'Light Marine/Royal Pulse/Flash Crimson/Astronomy Blue', 'White/Siren Red/Black']"
380,685135-004,16,"['Racer Blue/Lime Blast/Safety Orange/White', 'Anthracite/Black/Light Lemon Twist/Fierce Pink']"
381,FJ4036-900,26,['Multi-Color/Multi-Color/Multi-Color']
382,394053-101,15,['White/Metallic Silver/Mist Blue/Cherry']
383,DJ6149-400,1,"['Pale Vanilla/Coral Chalk/Blue Lightning', 'White/Black/Stadium Green/Oxygen Purple', 'Ironstone/Cobblestone/Sail/Orange Trance', 'Laser Blue/Light Menta/Glacier Blue/Lilac', 'Indigo Haze/Blue Tint/Baltic Blue/Space Purple']"
384,DR2948-600,15,"['Cedar/Sail/Cedar', 'Summit White/Phantom/Light Cream/White']"
385,FJ8901-900,15,"['Multi-Color/Multi-Color', 'Multi-Color/Multi-Color', 'Multi-Color/Multi-Color', 'Multi-Color/Multi-Color', 'Multi-Color/Multi-Color', 'Multi-Color/Multi-Color']"
386,FB9894-100,8,"['White/Sail/Gum Light Brown/White', 'Black/Medium Ash/Gum Light Brown/Black', 'Sail/Pale Vanilla/Gum Medium Brown/College Grey']"
387,DC0774-102,15,"['Sail/Dark Grey/White/Off Noir', 'White/White/White', 'White/Galactic Jade', 'Wolf Grey/Black/White/Gym Red', 'Pure Platinum/White/Sky J Orange', 'Black/Black/White', 'Black/Sail/Gym Red']"
388,537345-001,8,"['Black/Anthracite', 'Light Taupe/Medium Olive/Black/Light Bone']"
389,AJ8119-002,17,"['Black/Anthracite/Light Lemon Twist/Fierce Pink', 'White/Racer Blue/Lime Blast/White']"
390,FQ9395-600,16,['Hot Punch/Track Red/Coral Chalk/Black']
391,BQ4153-100,3,"['White/Summit White/Phantom/Black', 'Black/White']"
392,FV6147-001,23,['Football Grey/White/Luminous Green/Black']
393,FN7481-100,18,['White/Pure Platinum/Metallic Gold']
394,DQ8992-001,2,"['Legend Pink/Legend Pink', 'Cacao Wow/Cacao Wow', 'Team Gold/Team Gold', 'Yellow Pulse/Yellow Pulse', 'Black/Black', 'Pistachio Frost/Pistachio Frost', 'Off White/Off White']"
395,FD8701-001,2,['Black/Lilac Ice/Hydrogen Blue/Orange Chalk']
396,FJ9822-601,15,"['Bordeaux/Cedar/Bordeaux', 'Black/Anthracite/Black', 'Light Orewood Brown/Phantom/Light Orewood Brown', 'Deep Royal Blue/Royal Pulse/Deep Royal Blue', 'Fierce Pink/Red Stardust/Fierce Pink', 'White/Platinum Tint/White']"
397,DZ5217-100,0,"['White/Platinum Tint/Team Orange/Black', 'Black/Dark Smoke Grey/White']"
398,DM3493-002,12,"['Black/Black/Gum Light Brown/White', 'Black/Black/White', 'University Red/Black/White/White', 'Summit White/Summit White/Sanddrift/Action Grape']"
399,,0,[None]
400,DC8794-002,9,['Black/Lapis/Bright Mango/Flash Crimson']
401,685134-400,17,"['Racer Blue/Safety Orange/Black/White', 'Anthracite/Black/Light Lemon Twist/Fierce Pink']"
402,DN1772-108,2,"['Light Orewood Brown/Black/Barely Green/Light Menta', 'White/Black/Total Orange']"
403,FN4182-001,16,"['Black/University Red/White/Metallic Silver', 'University Gold/University Gold/White/Game Royal']"
404,FJ8890-900,24,"['Multi-Color/Multi-Color', 'Multi-Color/Multi-Color', 'Multi-Color/Multi-Color']"
405,DV2185-100,4,['White/Racer Blue/Atomic Green/Black']
406,CW4439-011,0,['Black/Light Smoke Grey/Dark Smoke Grey/Black']
407,DO7433-900,15,"['Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color']"
408,DQ7605-200,1,['Grain/Fossil Rose/Fuel Orange/Bicoastal']
409,FB7065-600,15,['Fireberry/Multi-Color/Fierce Pink/Metallic Red Bronze']
410,DJ7552-009,22,"['Black/Sail/Volt', 'Black/Gym Red/University Red']"
411,FD0794-700,5,['Alabaster/Earth/Night Maroon/Rosewood']
412,DX4260-100,15,['White/Sundial/Clear Jade']
413,,0,[None]
414,DJ4487-121,2,"['Black/Black/White', 'White/White/Black', 'White/Bright Crimson/Pink Blast/Black']"
415,DQ5012-133,3,"['Sail/Harvest Moon/Hot Curry/Canyon Purple', 'Summit White/Sail/Black/White', 'Cinnabar/Lapis/Sanddrift/Yellow Ochre']"
416,FJ6035-600,4,"['University Red/Black/Clear/White', 'White/Black/Varsity Red', 'Black/Black/Clear/White']"
417,CD5436-100,3,"['Black/White', 'White/White/White']"
418,DJ4473-170,23,['White/Summit White/Gum Light Brown/Metallic Gold']
419,DZ2832-200,1,['Vachetta Tan/Sanddrift/Gum Medium Brown/White']
420,CU1724-960,24,['Multi-Color/Multi-Color']
421,DJ4702-002,15,['Black/Black/Black/Anthracite']
422,DZ1725-300,10,['Lime Blast/Indigo Force/Noise Aqua']
423,DX6779-100,6,"['Safety Orange/Citron Tint/Citron Tint', 'Summit White/Pure Platinum/Indigo Storm', 'Summit White/Summit White/Pure Platinum']"
424,FQ9008-800,15,['Cone/Brilliant Orange/Melon Tint/Black']
425,FD5113-400,0,"['Midnight Navy/Football Grey/Anthracite/Black', 'Summit White/Pure Platinum/Summit White/University Red', 'University Red/University Gold/Summit White/Midnight Navy']"
426,DC8892-001,1,"['Black/Gunsmoke/Black', 'Rugged Orange/Armory Navy/Summit White/Rugged Orange']"
427,DV7896-600,13,"['Skylight/Skylight/White/University Red', 'Black/Black/White/White', 'Hot Punch/Hot Punch/Hot Punch/White', 'Game Royal/Game Royal/Game Royal/White', 'University Red/University Red/University Red/White', 'Summit White/Tour Yellow/Lucky Green/Black', 'Black/Black/Summit White/White', 'Enamel Green/Enamel Green/White/White', 'White/Summit White/Hyper Pink/Black']"
428,DA7698-004,1,"['Guava Ice/Rush Fuchsia/Vivid Sulfur/White', 'Pearl Pink/White/Coral Chalk/Midnight Navy', 'Black/Off Noir/Neptune Green/Light Thistle', 'Black/Anthracite/White']"
429,,0,[None]
430,DH0222-101,5,['White/Grey Fog/Metallic Silver']
431,DR9842-400,3,"['Summit White/Cave Purple/Metallic Gold/Summit White', 'Lapis/Metallic Gold/Lapis']"
432,FN0569-900,22,['Multi-Color/Multi-Color/Multi-Color']
433,DZ5648-100,11,"['White/University Red/Black/Black', 'Black/Black/Black/University Red', 'Baroque Brown/Black/Obsidian', 'White/White/Black/Black', 'Orange/Orange/Black/Blue Jay', 'Black/Black/Black/Black']"
434,DX7992-700,15,"['White/Total Orange/Laser Orange/Black', 'Black/Dark Smoke Grey/White/Metallic Silver', 'Volt/Black/Hyper Pink/White']"
435,CW9705-200,3,['Sesame/Sanddrift/Gum Light Brown/Sail']
436,BQ3378-100,15,['White/Cool Grey/Black/White']
437,DH1270-100,0,['White/Medium Blue/Siren Red/Black']
438,,0,[None]
439,FB9893-300,15,"['Brown Kelp/Sail/Sky J Light Olive', 'White/White/Blue Tint/Rush Fuchsia', 'Sky J Orange/Sail', 'Celestial Gold/Sail/Muslin', 'Sport Spice/Coconut Milk/Black']"
440,DV3907-900,15,['Multi-Color/Multi-Color/Multi-Color']
441,DZ2616-800,17,"['Phantom/Light Bone/Black', 'Atomic Orange/Ice Peach/Peach Cream/White']"
442,,0,[None]
443,FB2390-900,26,['Multi-Color/Multi-Color']
444,DZ3544-200,17,"['Stone/Light Bone/Summit White/Stone', 'Dark Smoke Grey/Iron Grey/Smoke Grey/Dark Smoke Grey']"
445,FV6148-001,18,['Football Grey/White/Luminous Green/Black']
446,DC3579-800,4,['Burnt Sunrise/Black/Gum Medium Brown/Pink Prime']
447,FJ4547-100,14,"['White/Barely Green/Gum Light Brown/Spring Green', 'Multi-Color/Sail/Habanero Red/White', 'White/University Blue']"
448,A04955C-101,2,['Ivory']
449,FB9149-400,1,"['Black/Black', 'Vast Grey/Black/Sail/Vast Grey', 'Worn Blue/Dutch Blue/Mystic Navy/Football Grey']"
450,,0,[None]
451,DX5550-700,11,"['White/Sail/Black/White', 'Topaz Gold/Sail/Metallic Gold/Topaz Gold']"
452,DV6841-100,8,['Sail/Phantom/Indigo Haze/Oxygen Purple']
453,CZ0775-001,10,['Black/Tech Grey/White/Muslin']
454,CV0400-400,21,"['Hyper Pink/Laser Orange/Black', 'Sail/Light Lemon Twist/Guava Ice/Fierce Pink', 'Racer Blue/Safety Orange/Lime Blast/White', 'Gym Red/Black/Night Maroon/White']"
455,DZ4701-600,6,"['White/Platinum Tint/Metallic Summit White/Team Orange', 'Iris Whisper/Summit White/Light Madder Root/Madder Root', 'Light Soft Pink/Light Orewood Brown/Metallic Silver']"
456,,0,[None]
457,,0,[None]
458,CT0079-400,21,"['Anthracite/Black/Fierce Pink', 'Racer Blue/Safety Orange/White']"
459,DR0675-300,10,"['Black/Laser Orange/Citron Pulse/White', 'White/Cement Grey/Pure Platinum/University Red', 'Mint Foam/Psychic Purple/Flash Crimson/Concord']"
460,DO9458-100,1,['White/Sail/Lemon Wash/Multi-Color']
461,844994-002,15,"['White/Black/White', 'Black/Dark Grey/White']"
462,DZ2794-102,0,['Sail/Pink Oxford/Sail/Sanddrift']
463,FN0569-900,22,['Multi-Color/Multi-Color/Multi-Color']
464,DQ4124-106,15,"['Light Orewood Brown/Volt/Black/White', 'White/Night Maroon/Siren Red/Red Stardust']"
465,943790-100,18,['White/White/Pure Platinum']
466,FV5914-010,2,['Black/Tour Yellow/University Red/White']
467,CW4440-011,19,"['Sail/Hyper Pink/Laser Blue/White', 'White/Pure Platinum/Wolf Grey/White', 'Black/Light Smoke Grey/Dark Smoke Grey/Black']"
468,FD0211-300,15,['Cargo Khaki/Medium Olive/Campfire Orange/Sesame']
469,DD0161-100,11,['White/Team Orange/Black']
470,FN7999-001,15,['Black/White']
471,FD0089-101,24,"['White/White/Black', 'White/White/Metallic Vivid Gold']"
472,FN6743-900,17,['Multi-Color/Multi-Color/Multi-Color']
473,DX4220-100,7,['Summit White/Clear Jade/Baltic Blue/Summit White']
474,CT2904-002,5,['Black/Dark Grey/Black']
475,FQ8107-133,15,"['Sail/Light Orewood Brown/Coconut Milk/Campfire Orange', 'Anthracite/Black/Light Smoke Grey', 'Monarch/Light Bone/Sail/Black', 'Oil Green/Fir/Coconut Milk/Black', 'White/Summit White/Photon Dust/White', 'Cacao Wow/Bronzine/Black', 'Phantom/Phantom/Light Orewood Brown', 'Light Silver/Sail/Flat Pewter/Mica Green']"
476,343881-007,1,['Black/Rose Gold']
477,,0,[None]
478,FB2200-001,13,['Black/White']
479,FB7054-600,15,['Fireberry/Black/Metallic Rose Gold/Multi-Color']
480,DZ5226-300,0,['Dark Atomic Teal/Sail/Geode Teal/Dark Atomic Teal']
481,DM9554-900,1,"['Hyper Blue/Black/Sky Blue/Chamois', 'Sesame/White/Black/Bright Mandarin', 'Black/White/Cobalt Bliss/Action Grape', 'White/University Red/Wolf Grey/Black', 'Washed Teal/Mint Foam/Black/University Red', 'Multi-Color/Multi-Color', 'Black/White/Black']"
482,FD5088-200,2,['Medium Brown/Mushroom/Muslin/Mint Foam']
483,DO1850-007,4,['Black/Black/Metallic Gold']
484,DR0424-001,22,"['White/White/Phantom/Metallic Silver', 'Black/Black/Anthracite/Metallic Silver']"
485,HF0004-900,26,['Multi-Color/Multi-Color']
486,FB2390-900,26,['Multi-Color/Multi-Color']
487,DV9193-001,0,['Black/Volt/Mint Foam/Cave Purple']
488,DX3313-100,0,"['White/Yellow Ochre/Neptune Green', 'Summit White/Pale Ivory/Light Smoke Grey/White']"
489,454350-700,21,"['Haystack/Velvet Brown/Haystack', 'Black/Black/Black']"
490,CZ9907-003,2,"['Black/White', 'Pearl White/Vivid Sky']"
491,DC8184-001,0,['Black/Dark Smoke Grey/Smoke Grey/White']
492,DD6958-001,4,['Black/Midnight Fog/Midas Gold/Bordeaux']
493,DV7898-600,6,"['Black/Black/White/Anthracite', 'Night Maroon/Night Maroon/White/Rosewood']"
494,,0,[None]
495,FB2239-002,26,"['Black/Volt/White', 'Ashen Slate/Diffused Blue/University Blue/White', 'Sail/Bicoastal/Campfire Orange/Safety Orange', 'Black/University Red/Lime Blast/White', 'White/Light Smoke Grey/Black', 'Black/Field Purple/University Gold']"
496,BQ9138-001,5,['Black/Gum Light Brown/White']
497,FQ6873-101,11,['White/White/Black/Metallic Silver']
498,DO5047-411,0,"['True Blue/Sail/Topaz Gold', 'Bleached Aqua/White']"
499,FJ8893-900,22,['Multi-Color/Multi-Color']
500,,0,[None]
501,CZ1055-101,15,['White/Sail/Peach/Habanero Red']
502,FQ4298-800,13,['Monarch/Sundial/Clear Jade/Summit White']
503,CI1172-601,17,['Team Red/White/Black/White']
504,FV6079-001,24,['Black/Coconut Milk/University Red/Tour Yellow']
505,806561-400,15,['Racer Blue/Lime Blast/Safety Orange/White']
506,859550-200,14,"['Black/Sail/Reflect Silver/Black', 'Ale Brown/Sail/Velvet Brown/Ale Brown']"
507,FB7076-100,12,['Coconut Milk/Gum Light Brown/Sesame/Volt']
508,AO3108-006,8,['Phantom/Summit White']
509,685131-004,13,"['Anthracite/Black/Light Lemon Twist/Fierce Pink', 'Racer Blue/Safety Orange/Black/White']"
510,397690-018,9,"['Light Bone/White/Light Iron Ore/Light Bone', 'Black/White']"
511,DD1391-100,2,['White/White/Black']
512,FJ2596-002,8,"['Black/Black/White', 'Sea Glass/Sea Glass']"
513,FB2392-900,15,['Multi-Color/Multi-Color']
514,FN4216-001,11,['Black/White/Varsity Maize']
515,DZ2540-600,10,"['Smokey Mauve/Platinum Violet/Black', 'Light Silver/Guava Ice/Mica Green/Pale Ivory', 'Pink Oxford/Diffused Taupe/Pearl Pink/White']"
516,FZ3597-133,22,"['Sail/Vintage Green/Sesame', 'Blue Tint/White/Disco Purple/Polar', 'White/University Red/Wolf Grey/Obsidian', 'Summit White/Opti Yellow/Sail/White', 'Celestine Blue/Arctic Orange/Teal Tint/Off Noir', 'Pearl Pink/White/Pearl Pink/Coral Chalk', 'Summit White/Bright Mandarin/Action Grape/Black']"
517,FN7196-663,13,['Pink Foam/Sail/Burgundy Crush/Team Red']
518,HF0004-900,26,['Multi-Color/Multi-Color']
519,FN7778-600,11,['Mystic Red/Metallic Platinum/Reflect Silver/Mystic Red']
520,FJ4923-008,3,"['Black/Cardinal Red/White/Vivid Orange', 'Magic Ember/White/Black/Sundial', 'Black/White/Sail/Taxi', 'Black/Sesame/Fire Red/Multi-Color']"
