,product_code,count_of_sizes,colors
524,GV9735,3,"['Core Black / Cloud White / Cloud White', 'Core Black / Core Black / Cloud White', 'Core Black / Cloud White / Grey Two', 'Core Black / Cloud White / Cloud White', 'Core Black / Carbon / Core Black', 'Cloud White / Grey Two / Cloud White', 'Core Black / Core Black / Cloud White', 'Core Black / Cloud White / Core Black', 'Core Black / Gold Metallic / Core Black', 'Core Black / Cloud White / Core Black', 'Legend Ink / Cloud White / Legend Ink', 'Cloud White / Core Black / Core Black', 'Cloud White / Core Black / Grey Three', 'Core Black / Core Black / Core Black', 'Shadow Navy S22 / Cloud White / Shadow Navy S22', 'Core Black / Preloved Yellow / Core Black', 'Shadow Navy / Preloved Yellow / Shadow Navy']"
525,EE8935,5,[['Onix / Core Black / Solar Red']]
526,IF7611,2,"['Cloud White / Core Black / Grey Six', 'Cloud White / Core Black / Cloud White', 'Cloud White / Core Black / Cloud White', 'Cloud White / Cloud White / Cloud White', 'Cloud White / Copper Metallic / Core Black', 'Cloud White / Off White / Crystal White', 'Magic Beige F22 / Magic Beige F22 / Cloud White', 'Cloud White / Magic Lime S22 / Cloud White', 'Cloud White / Wonder White F21 / Off White', 'Cloud White / Semi Lucid Blue S23 / Gold Metallic', 'Sand Strata / Wonder Taupe / Core Black', 'Cloud White / Wonder White F21 / Better Scarlet S23', 'Core Black / Core Black / Cloud White', 'Core Black / Glow Blue / Off White', 'Core Black / Energy Ink / Silver Metallic', 'Cloud White / Orange / Royal Blue', 'Cloud White / Clear Pink / Semi Court Green', 'Off White / Core Black / Off White', 'Core Black / Off White / Magic Beige', 'Maroon / Wonder White / Maroon', 'Earth Strata / Wonder White / Earth Strata', 'Cloud White / Bright Red / Wonder Clay F23']"
527,GW4570,6,"['Core Black / Cloud White / Team Shock Pink 2', 'Cloud White / Cloud White / Core Black', 'Core Black / Core Black / Cloud White', 'Team Solar Orange / Core Black / Core Black', 'Cloud White / Core Black / Lucid Lemon', 'Bright Royal / Cloud White / Bliss Blue']"
528,IF7611,2,"['Cloud White / Core Black / Grey Six', 'Cloud White / Core Black / Cloud White', 'Cloud White / Core Black / Cloud White', 'Cloud White / Cloud White / Cloud White', 'Cloud White / Copper Metallic / Core Black', 'Cloud White / Off White / Crystal White', 'Magic Beige F22 / Magic Beige F22 / Cloud White', 'Cloud White / Magic Lime S22 / Cloud White', 'Cloud White / Wonder White F21 / Off White', 'Cloud White / Semi Lucid Blue S23 / Gold Metallic', 'Sand Strata / Wonder Taupe / Core Black', 'Cloud White / Wonder White F21 / Better Scarlet S23', 'Core Black / Core Black / Cloud White', 'Core Black / Glow Blue / Off White', 'Core Black / Energy Ink / Silver Metallic', 'Cloud White / Orange / Royal Blue', 'Cloud White / Clear Pink / Semi Court Green', 'Off White / Core Black / Off White', 'Core Black / Off White / Magic Beige', 'Maroon / Wonder White / Maroon', 'Earth Strata / Wonder White / Earth Strata', 'Cloud White / Bright Red / Wonder Clay F23']"
529,GW4570,6,"['Core Black / Cloud White / Team Shock Pink 2', 'Cloud White / Cloud White / Core Black', 'Core Black / Core Black / Cloud White', 'Team Solar Orange / Core Black / Core Black', 'Cloud White / Core Black / Lucid Lemon', 'Bright Royal / Cloud White / Bliss Blue']"
530,IE9333,14,"['Cloud White / Team Power Red 2 / Silver Metallic', 'Cloud White / Crystal White / Silver Metallic', 'Cloud White / Royal Blue / Silver Metallic']"
531,IE7354,4,"['Bliss / Feather Grey / Wonder White F21', 'Wonder White / Pulse Yellow / Core Black', 'Cloud White / Flash Aqua / Arctic Fusion', 'Core Black / Core Black / Grey Three', 'Shadow Violet / Shadow Violet / Wonder Beige', 'Lucid Pink / Lucid Pink / Off White', 'Silver Green / Collegiate Green / Sand Strata', 'Off White / Solar Yellow / Lucid Pink', 'Wonder Clay / Wonder Clay / Core White', 'Grey One / Grey One / Core White', 'Wonder Quartz / Wonder Quartz / Wonder Quartz', 'Linen Green / Linen Green / Off White', 'Off White / Wonder Beige F23 / Off White']"
532,FY4397,10,"['Core Black / Silver Metallic / Cloud White', 'Cloud White / Silver Metallic / Silver Metallic']"
533,IG5869,13,"['Team Colleg Gold 2 / Team Colleg Gold 2 / Team Maroon 2', 'Cloud White / Cloud White / Collegiate Navy', 'Core Black / Core Black / Team Colleg Gold 2', 'Off White / Team Victory Red / Cloud White', 'Cloud White / Cloud White / Collegiate Royal', 'Cloud White / Cloud White / Team Power Red 2', 'Core Black / Collegiate Green / Team Orange', 'Cloud White / Cloud White / Team Power Red 2', 'Team Power Red 2 / Team Power Red 2 / Core Black', 'Core Black / Core Black / Team Power Red 2', 'Cloud White / Cloud White / Team Maroon 2', 'Core Black / Carbon / Grey Six', 'Halo Silver S21 / Preloved Yellow F23 / Royal Blue', 'Core Black / Better Scarlet S23 / Royal Blue', 'Core Black / Core Black / Lucid Lemon', 'Core Black / Core Black / Team College Purple']"
534,H02347,11,"['Core Black / Silver Metallic / Cloud White', 'Cloud White / Silver Metallic / Silver Metallic']"
535,GV6917,4,"['Grey Two / Halo Blue / Chalk White', 'Chalk White / Chalk White / Bliss Orange']"
536,ID6929,12,"['Grey One / Silver Metallic / Silver Dawn', 'Core Black / Cloud White / Carbon', 'Cloud White / Core Black / Arctic Fusion', 'Wonder Blue / Lucid Lemon / Arctic Night', 'Silver Violet / Zero Metalic / Silver Dawn', 'Light Aqua / Carbon / Solar Red', 'Chalk White / Silver Metallic / Wonder Blue']"
537,GY5986,6,"['Cloud White / Core Black / Grey Six', 'Cloud White / Core Black / Cloud White', 'Cloud White / Core Black / Cloud White', 'Cloud White / Cloud White / Cloud White', 'Cloud White / Copper Metallic / Core Black', 'Cloud White / Off White / Crystal White', 'Magic Beige F22 / Magic Beige F22 / Cloud White', 'Cloud White / Magic Lime S22 / Cloud White', 'Cloud White / Wonder White F21 / Off White', 'Cloud White / Semi Lucid Blue S23 / Gold Metallic', 'Sand Strata / Wonder Taupe / Core Black', 'Cloud White / Wonder White F21 / Better Scarlet S23', 'Core Black / Core Black / Cloud White', 'Core Black / Glow Blue / Off White', 'Core Black / Energy Ink / Silver Metallic', 'Cloud White / Orange / Royal Blue', 'Cloud White / Clear Pink / Semi Court Green', 'Off White / Core Black / Off White', 'Core Black / Off White / Magic Beige', 'Maroon / Wonder White / Maroon', 'Earth Strata / Wonder White / Earth Strata', 'Cloud White / Bright Red / Wonder Clay F23']"
538,IE1666,5,"['Wonder Taupe / Semi Coral Fusion / Wonder Taupe', 'Wonder Quartz / Pulse Blue / Semi Coral Fusion']"
539,HQ1077,2,"['Core Black / Cloud White / Team Shock Pink 2', 'Core Black / Core Black / Cloud White', 'Cloud White / Core Black / Lucid Lemon F23', 'Bright Royal / Cloud White / Bliss Blue', 'Cloud White / Cloud White / Core Black']"
540,GX6422,12,"['Cloud White / Silver Metallic / Linen Green F22', 'Grey Two / Cloud White / Almost Blue F22', 'Bliss Orange / Beam Orange F22 / Cloud White']"
541,IF4806,4,"['Core Black / Gold Metallic / Tribe Purple', 'Core Black / Cloud White / Grey Three', 'Cloud White / Core Black / Off White', 'Cloud White / Team Collegiate Red / Cloud White', 'Team Solar Orange / Core Black / Team Solar Green']"
542,HQ1338,1,"['Grey One / Silver Metallic / Silver Dawn', 'Core Black / Cloud White / Carbon', 'Cloud White / Core Black / Arctic Fusion', 'Wonder Blue / Lucid Lemon / Arctic Night', 'Silver Violet / Zero Metalic / Silver Dawn', 'Light Aqua / Carbon / Solar Red', 'Chalk White / Silver Metallic / Wonder Blue']"
543,IG0676,11,"['Cloud White / Silver Violet S23 / Lucid Lemon F23', 'Lucid Pink / Zero Metalic / Wonder Blue', 'Core Black / Cloud White / Grey Five', 'Silver Violet / Acid Orange / Bliss Lilac', 'Wonder Quartz S23 / Zero Metalic / Wonder Orchid F23', 'Linen Green F22 / Zero Metalic / Lucid Lemon F23']"
544,ID7560,5,"['Carbon / Talc / Cloud White', 'Core Black / Wonder White / Impact Orange', 'Core White / Almost Yellow / Blue Dawn']"
545,ID9590,10,"['Halo Blue / Blue Dawn / Solar Red', 'Carbon / Off White / Screaming Orange', 'Wonder Quartz / Bright Royal / Wonder Clay', 'Silver Dawn / Shadow Navy / Coral Fusion', 'Shadow Violet F23 / Silver Violet S23 / Carbon', 'Core Black / Core Black / Grey Six', 'Dash Grey / Cloud White / Silver Metallic', 'Cloud White / Grey Four / Better Scarlet S23', 'Grey Five / Grey Five / Bliss Lilac', 'Off White / Cloud White / Linen Green', 'Core White / Wonder Quartz / Bliss Orange']"
546,GZ5888,3,"['Cloud White / Core Black / Cloud White', 'Focus Olive / Core Black / Focus Olive', 'Royal Blue / Cloud White / Royal Blue', 'Core Black / Cloud White / Core Black', 'Almost Pink / Cloud White / Almost Pink']"
547,GX1813,5,"['Bliss Orange / Bliss Orange / Bliss Orange', 'Shadow Navy S22 / Shadow Navy S22 / Grey Three', 'Grey Three / Royal Blue / Off White', 'Aluminium / Wonder Taupe S23 / Silver Violet S23', 'Wonder Quartz / Core White / Halo Blush', 'Cloud White / Linen Green F22 / Off White', 'Wonder White / Aluminium / Wonder Beige', 'Chalk White / Grey Two / Grey One', 'Carbon / Grey Two / Grey Six', 'Aluminium / Wonder Clay / Wonder Quartz', 'Off White / Sand Strata / Gum']"
548,IE7097,6,"['Bliss / Feather Grey / Wonder White F21', 'Wonder White / Pulse Yellow / Core Black', 'Cloud White / Flash Aqua / Arctic Fusion', 'Core Black / Core Black / Grey Three', 'Shadow Violet / Shadow Violet / Wonder Beige', 'Lucid Pink / Lucid Pink / Off White', 'Silver Green / Collegiate Green / Sand Strata', 'Off White / Solar Yellow / Lucid Pink', 'Wonder Clay / Wonder Clay / Core White', 'Grey One / Grey One / Core White', 'Wonder Quartz / Wonder Quartz / Wonder Quartz', 'Linen Green / Linen Green / Off White', 'Off White / Wonder Beige F23 / Off White']"
549,ID9337,3,"['Core Black / Core Black / Core Black', 'Cloud White / Core Black / Lucid Lemon F23', 'Bright Royal / Cloud White / Solar Red']"
550,FZ6116,2,"['Cloud White / Cloud White / Core Black', 'Core Black / Cloud White / Team Shock Pink 2', 'Cloud White / Core Black / Lucid Lemon F23', 'Bright Royal / Cloud White / Bliss Blue']"
551,H00947,1,"['Core Black / Matt Purple Met. F22 / Almost Pink S22', 'Core Black / Pulse Magenta F22 / Pulse Blue', 'Crew Navy S21 / Iron Metallic / Halo Blush F21', 'Core Black / Cloud White / Carbon', 'Core Black / Core Black / Cloud White', 'Cloud White / Cloud White / Core Black', 'Wonder Quartz / Wonder Quartz / Almost Pink', 'Silver Dawn / Silver Dawn / Silver Violet']"
552,IF7629,2,"['Off White / Wonder White F21 / Off White', 'Core Black / Cloud White / Core Black', 'Bliss / Core Black / Bliss', 'Acid Orange S21 / Clear Pink / Acid Orange S21']"
553,ID1889,7,"['Core Black / Utility Grey / Hi-Res Blue', 'Gobi-Smc / Mystery Ink / Unity Orange', 'Crew Yellow / Cloud White / Unity Orange']"
554,IF2772,6,"['Cloud White / Cloud White / Zero Metalic', 'Grey / Carbon / Cloud White', 'Cloud White / Zero Metalic / Cloud White', 'Core Black / Cloud White / Carbon', 'Olive Strata S23 / Gold Metallic / Off White']"
555,IF0041,1,"['Blue Dawn / Blue Dawn / Orchid Fusion', 'Orchid Fusion F23 / Almost Pink S22 / Pink Fusion F23', 'Core Black / Pink Fusion / Shadow Red', 'Off White / Orchid Fusion / Wonder Beige', 'Cloud White / Cloud White / Grey One', 'Core Black / Core Black / Cloud White', 'Carbon / Carbon / Blue Dawn', 'Cloud White / Cloud White / Bright Red', 'Cloud White / Zero Metalic / Grey One', 'Core Black / Black Blue Met. / Carbon']"
556,IF0227,9,"['Cloud White / Cloud White / Linen Green', 'Cloud White / Cloud White / Wonder Blue', 'Core Black / Core Black / Pink Fusion', 'Bliss Lilac / Bliss Lilac / Violet Fusion', 'Pink Fusion / Pink Fusion / Royal Blue', 'Shadow Red / Shadow Red / Wonder Clay']"
557,IF0006,11,"['Wonder Orchid / Off White / Shadow Red', 'Core Black / Acid Orange / Lucid Pink', 'Wonder Beige / Off White / Orbit Grey', 'Solar Green / Impact Orange / Core Black', 'Collegiate Gold / Acid Orange S21 / Legend Ink', 'Core Black / Better Scarlet S23 / Iron Metallic']"
558,HQ4304,7,"['Grey One / Off White / Blue Dawn', 'Off White / Wonder Taupe S23 / Beam Orange F22', 'Wonder Quartz S23 / Wonder White F21 / Off White', 'Linen Green F22 / Dark Green / Earth Strata S23']"
559,IG0649,12,"['Cloud White / Cloud White / Linen Green', 'Cloud White / Cloud White / Wonder Blue', 'Core Black / Core Black / Pink Fusion', 'Bliss Lilac / Bliss Lilac / Violet Fusion', 'Pink Fusion / Pink Fusion / Royal Blue', 'Shadow Red / Shadow Red / Wonder Clay']"
560,IE9488,7,"['Bright Royal / Cloud White / Bliss Blue', 'Cloud White / Core Black / Lucid Lemon']"
561,GZ0688,9,"['Bliss Lilac F22 / Beam Orange F22 / Pulse Magenta F22', 'Core Black / Core Black / Grey Six', 'Wonder Steel F22 / Grey Three / Purple', 'Trace Grey / Crystal White / Impact Orange F22', 'Core Black / Core Black / Grey Six', 'Wonder Taupe S23 / Taupe Met. S23 / Impact Orange F22', 'Acid Orange S21 / Sand Strata S23 / Silver Violet S23', 'Silver Dawn S23 / Blue Dawn S23 / Silver Violet S23', 'Wonder Silver F23 / Wonder Silver F23 / Lucid Lemon F23']"
562,IG7076,7,"['Core Black / Off White / Cloud White', 'Cloud White / Cloud White / Core Black', 'Off White / Core Black / Burnt Cayenne', 'Almost Blue / Off White / Core Black']"
563,GW6265,5,"['Cloud White / Silver Metallic / Bright Cyan', 'Cloud White / Silver Metallic / Cloud White', 'Solar Gold / Cloud White / Lucid Lemon F23', 'Bright Royal / Cloud White / Royal Blue']"
564,FZ6107,2,"['Cloud White / Cloud White / Core Black', 'Core Black / Core Black / Cloud White', 'Bright Royal / Cloud White / Bliss Blue', 'Cloud White / Core Black / Lucid Lemon']"
565,GY7378,16,"['Bright Royal / Cloud White / Solar Red', 'Cloud White / Core Black / Lucid Lemon', 'Cloud White / Cloud White / Cloud White', 'Core Black / Core Black / Core Black']"
566,GZ2291,3,"['Crystal White / Cloud White / Cloud White', 'Core Black / Cloud White / Cloud White', 'Shadow Red / Cloud White / Better Scarlet S23', 'Wonder Taupe / Cloud White / Lucid Blue', 'Core Black / Carbon / Core Black']"
567,IF8182,4,"['Core Black / Cloud White / Core Black', 'Pink Fusion F23 / Lucid Pink F23 / Bright Red', 'Dash Grey / Cloud White / Crystal White']"
568,IF7714,6,[['Cloud White / Supplier Colour / Preloved Brown']]
569,IG0280,1,"['Cloud White / Royal Blue / Gold Metallic', 'Bliss Orange / Cloud White / Core Black', 'Core White / Sand Strata / Off White', 'Cloud White / Better Scarlet S23 / Crystal White']"
570,GY1658,6,"['Core Black / Cloud White / Grey Five', 'Magic Mauve S22 / Cloud White / Pulse Magenta F22', 'Magic Beige F22 / Cloud White / Mesa']"
571,GY8313,9,"['Core Black / Cloud White / Magic Grey', 'Ecru Tint / Carbon / Beam Pink F22']"
572,HP5988,3,"['Purple / Cloud White / Lucid Fuchsia S23', 'Grey Four / Gum / Gum', 'Core Black / Cloud White / Cloud White', 'Crystal White / Cloud White / Cloud White', 'Core Black / Core Black / Core Black']"
573,IG5468,10,"['Solar Orange / Taupe Met. / Acid Orange', 'Lucid Blue S23 / Violet Fusion S23 / Pulse Mint S22', 'Royal Blue / Off White / Bright Red', 'Arctic Fusion / Cloud White / Wonder Clay']"
574,IE7284,7,"['Carbon / Talc / Cloud White', 'Core Black / Wonder White / Impact Orange', 'Core White / Almost Yellow / Blue Dawn']"
575,IE9327,15,"['Cloud White / Team Power Red 2 / Silver Metallic', 'Cloud White / Crystal White / Silver Metallic', 'Cloud White / Royal Blue / Silver Metallic']"
576,IE9327,15,"['Cloud White / Team Power Red 2 / Silver Metallic', 'Cloud White / Crystal White / Silver Metallic', 'Cloud White / Royal Blue / Silver Metallic']"
577,GZ0032,12,"['Bright Royal / Cloud White / Bliss Blue', 'Cloud White / Core Black / Lucid Lemon', 'Cloud White / Grey Two / Preloved Blue', 'Team Solar Orange / Core Black / Core Black', 'Core Black / Core Black / Cloud White', 'Cloud White / Cloud White / Cloud White', 'Core Black / Cloud White / Team Shock Pink 2']"
578,GV9034,16,[['Core Black / Sand Strata S23 / Impact Orange F22']]
579,GW4302,12,"['Core Black / Core Black / Cloud White', 'Non Dyed / Non Dyed / Non Dyed']"
580,IF4870,0,"['Core Black / Grey Three / Mint Ton', 'Semi Flash Aqua F23 / Core Black / Preloved Yellow F23', 'Wonder Silver F23 / Core Black / Grey Two']"
581,IE9681,0,"['Core Black / Cloud White / Carbon', 'Aurora Black S24 / Zero Metalic / Core Black', 'Cloud White / Cloud White / Halo Silver S21', 'Silver Violet S23 / Silver Metallic / Silver Dawn S23', 'Core Black / Carbon / Cloud White', 'Pink Fusion F23 / Cloud White / Wonder Orchid F23', 'Wonder Beige F23 / Silver Metallic / Lucid Lemon F23', 'Arctic Night F23 / Lucid Lemon F23 / Arctic Fusion F23', 'Legend Ink / Zero Metalic / Wonder Clay F23', 'Bliss Lilac F22 / Zero Metalic / Silver Dawn S23', 'Flash Aqua F23 / Silver Metallic / Light Aqua']"
582,IE4862,0,"['Cloud White / Cloud White / Core Black', 'Core Black / Cloud White / Core Black', 'Purple Glow / Cloud White / Core Black']"
583,H03663,0,"['Wonder White / Aluminium / Impact Orange', 'Savanna / Coral Fusion S23 / Court Green S23', 'Wonder Blue / Core Black / Lucid Lemon']"
584,GZ6196,4,[['Core Black / Core Black / Matte Gold']]
585,ID4464,3,[[]]
586,ID6992,5,"['Cloud White / Grey Two / Cloud White', 'Core Black / Cloud White / Cloud White']"
587,HQ3665,0,"['Team Rave Green / Team Rave Green / Team Rave Green', 'Off White / Off White / Off White', 'Orbit Grey / Bliss / Linen', 'Silver Metallic / Brown / Cream White', 'Core White / Core White / Core White', 'Black / Black / Black', 'Unity Ink / Unity Ink / Unity Ink']"
588,HQ1239,6,"['Core Black / Grey Three / Grey Four', 'Silver Violet / Blue Dawn / Coral Fusion']"
589,IG0765,15,[['Core Black / Team Solar Yellow 2 / Grey Five']]
590,GZ6412,2,"['Bold Green / Signal Orange / Vivid Berry', 'Bahia Magenta / Bahia Magenta / Collegiate Green', 'Royal Blue / Cloud White / Royal Blue', 'Core Black / Cloud White / Core Black', 'Mystery Blue / Hi-Res Yellow / Mystery Blue', 'Vision Met. / Vision Met. / Grey Two', 'Core Black / Grey Six / Core Black', 'Core Black / Core Black / Core Black', 'Core Black / Gold Metallic / Core Black', 'Core Black / Core Black / Beam Pink F22', 'Cloud White / Cloud White / Matte Gold', 'Grey Two / Silver Metallic / Grey Two', 'Sand Strata / Purple / Sand Strata', 'Ecru Tint / Coral Fusion / Ecru Tint', 'Night Indigo / Cloud White / Night Indigo']"
591,ID4291,7,[['Core Black / Grey Five / Carbon']]
592,HQ4381,6,"['Cloud White / Core Black / Aluminium', 'Grey One / Cream White / Core Black']"
593,GZ9654,5,"['Halo Blue S21 / Halo Blue S21 / Clear Sky', 'Grey Six / Matte Silver / Blue Fusion S23', 'Grey Two / Clear Pink / Cloud White', 'Cloud White / Bliss Orange / Bliss Orange', 'Magic Mauve / Burgundy / Shadow Maroon']"
594,HQ7022,0,"['Cloud White / Shadow Red / Cream White', 'Cloud White / Silver Metallic / Core Black']"
595,GX3122,0,"['Core Black / Core Black / Cloud White', 'Cloud White / Cloud White / Core Black', 'Supplier Colour / Supplier Colour / Cloud White']"
596,GX4634,0,"['Light Purple / Light Purple / Crystal White', 'Core Black / Utility Black / Utility Black', 'Magic Beige / Core Black / Cloud White', 'Cloud White / Cloud White / Cloud White']"
597,HQ6346,1,"['Silver Dawn / Silver Dawn / Lucid Blue', 'Core Black / Cloud White / Bright Royal', 'Non Dyed / Core Black / Wonder Quartz', 'Core Black / Cloud White / Core Black', 'Core Black / Bright Yellow / Cloud White', 'Blue Dawn / Coral Fusion / Blue Fusion', 'White Tint / Court Green S23 / Blue Dawn S23', 'Cloud White / Solar Red / Beam Pink F22', 'Acid Orange S21 / Dash Grey / Bliss Orange', 'Core Black / White Tint / Beam Pink', 'Core Black / Core Black / Magic Beige F22', 'Flash Aqua / Cloud White / Bright Red', 'Grey Four / Crystal White / Wonder Clay F23', 'Wonder Quartz S23 / Gold Metallic / Chalk White', 'Cloud White / Wonder Blue F23 / Lucid Lemon F23', 'Royal Blue / Silver Dawn S23 / Lucid Lemon F23', 'Grey Two / Cloud White / Grey One', 'Non Dyed / Lucid Pink F23 / Lucid Lemon F23', 'Violet Fusion S23 / Violet Fusion S23 / Flash Aqua F23', 'Chalk White / Cloud White / Dash Grey', 'Wonder Quartz S23 / Cloud White / Wonder Taupe S23']"
598,FZ1025,11,[['Grey Three / Pulse Yellow F21 / Grey Two']]
599,IE9332,16,"['Cloud White / Team Power Red 2 / Silver Metallic', 'Cloud White / Crystal White / Silver Metallic', 'Cloud White / Royal Blue / Silver Metallic']"
600,GZ0024,5,"['Core Black / Cloud White / Team Shock Pink 2', 'Core Black / Core Black / Cloud White', 'Cloud White / Core Black / Lucid Lemon F23', 'Bright Royal / Cloud White / Bliss Blue', 'Cloud White / Cloud White / Core Black']"
601,GZ9842,13,"['Core Black / Grey Three / Red', 'Magic Lime S22 / Burgundy / Orbit Green F21', 'Core Black / Grey Three / Red', 'Burgundy / Orbit Green F21 / Turbo']"
602,GX4021,12,"['Cloud White / Silver Metallic / Linen Green F22', 'Grey Two / Cloud White / Almost Blue F22', 'Bliss Orange / Beam Orange F22 / Cloud White']"
603,HP5400,8,"['Core Black / Cloud White / Grey Five', 'Beige Tone F21 / Core Black / Beam Yellow F22', 'Beam Orange F22 / Core Black / Semi Pulse Lilac F22', 'Silver Pebble / Core Black / Silver Pebble']"
604,GZ2314,4,"['Cloud White / Cloud White / Off White', 'Cloud White / Cloud White / Cloud White', 'Core Black / Core Black / Core Black']"
605,GZ9653,6,"['Halo Blue S21 / Halo Blue S21 / Clear Sky', 'Grey Six / Matte Silver / Blue Fusion S23', 'Grey Two / Clear Pink / Cloud White', 'Cloud White / Bliss Orange / Bliss Orange', 'Magic Mauve / Burgundy / Shadow Maroon']"
606,FU8298,3,"['Grey Three / Cloud White / Grey Three', 'Scarlet / Cloud White / Scarlet', 'Core Black / Cloud White / Core Black', 'Collegiate Navy / Cloud White / Collegiate Navy']"
607,GV9663,7,[['Grey Two / Cloud White / Pulse Mint S22']]
608,GZ0031,6,"['Bright Royal / Cloud White / Bliss Blue', 'Cloud White / Core Black / Lucid Lemon', 'Cloud White / Grey Two / Preloved Blue', 'Team Solar Orange / Core Black / Core Black', 'Core Black / Core Black / Cloud White', 'Cloud White / Cloud White / Cloud White', 'Core Black / Cloud White / Team Shock Pink 2']"
609,HP5987,4,"['Purple / Cloud White / Lucid Fuchsia S23', 'Grey Four / Gum / Gum', 'Core Black / Cloud White / Cloud White', 'Crystal White / Cloud White / Cloud White', 'Core Black / Core Black / Core Black']"
610,GV9712,4,"['Core Black / Cloud White / Cloud White', 'Core Black / Core Black / Cloud White', 'Core Black / Cloud White / Grey Two', 'Core Black / Cloud White / Cloud White', 'Core Black / Carbon / Core Black', 'Cloud White / Grey Two / Cloud White', 'Core Black / Core Black / Cloud White', 'Core Black / Cloud White / Core Black', 'Core Black / Gold Metallic / Core Black', 'Core Black / Cloud White / Core Black', 'Legend Ink / Cloud White / Legend Ink', 'Cloud White / Core Black / Core Black', 'Cloud White / Core Black / Grey Three', 'Core Black / Core Black / Core Black', 'Shadow Navy S22 / Cloud White / Shadow Navy S22', 'Core Black / Preloved Yellow / Core Black', 'Shadow Navy / Preloved Yellow / Shadow Navy']"
611,GV9530,5,"['Cloud White / Cloud White / Semi Pulse Lilac F22', 'Cloud White / Violet Fusion S23 / Lucid Blue S23']"
612,GX4020,6,"['Cloud White / Silver Metallic / Linen Green F22', 'Grey Two / Cloud White / Almost Blue F22', 'Bliss Orange / Beam Orange F22 / Cloud White']"
613,HP5982,3,"['Grey Three / Grey Three / Grey Two', 'Core Black / Grey Three / Carbon', 'Core Black / Core Black / Solar Red', 'Core Black / Core Black / Solar Gold', 'Shadow Navy / Shadow Navy / Acid Orange', 'Cloud White / Zero Metalic / Crystal White', 'Grey One / Cloud White / Solar Red', 'Silver Violet S23 / Silver Violet S23 / Silver Dawn S23', 'Core Black / Core Black / Solar Red', 'Core Black / Core Black / Carbon', 'Grey One / Silver Metallic / Core White', 'Core Black / Core Black / Coral Fusion', 'Orange / Orange / Core Black', 'Aluminium / Off White / Wonder Beige', 'Cloud White / Cloud White / Lucid Pink', 'Shadow Navy / Shadow Navy / Silver Metallic', 'Core Black / Core Black / Grey Six', 'Olive Strata / Core Black / Silver Pebble']"
614,GV9073,5,[['Pulse Mint / Core Black / Lucid Blue']]
615,GX9781,5,[['Solar Red / Cloud White / Coral Fusion S23']]
616,GW2127,4,[['Dash Grey / Cloud White / Silver Metallic']]
617,IG3332,2,"['Carbon / Talc / Cloud White', 'Core Black / Wonder White / Impact Orange', 'Core White / Almost Yellow / Blue Dawn']"
618,HQ1984,4,"['Cloud White / Cloud White / Core Black', 'Cloud White / Cloud White / Core Black', 'Bliss / Bliss / Off White', 'Cloud White / Core Black / Cloud White', 'Cloud White / Cloud White / Aluminium', 'Off White / Core Black / Core Black', 'Wonder Quartz / Grey One / Wonder Quartz']"
619,H02590,4,[['Core Black / Core Black / Active Red']]
620,IF5609,3,"['Core Black / Cloud White / Core Black', 'Core Black / Lucid Lemon / Blue Bird', 'Cloud White / Dash Grey / Blue Dawn S23', 'Wonder Beige F23 / Carbon / Wonder White F21', 'Cloud White / Carbon / Metal Grey', 'Dash Grey / Metal Grey / Bright Blue', 'Metal Grey / Carbon / Better Scarlet']"
621,EG5634,3,[['Core Black / Silver Metallic / Cloud White']]
622,GV9435,4,"['Cloud White / Cloud White / Coral Fusion', 'Chalk White / Chalk White / Wonder Quartz']"
623,GZ5893,3,"['Core Black / Cloud White / Cloud White', 'Core Black / Core Black / Cloud White', 'Core Black / Cloud White / Grey Two', 'Core Black / Cloud White / Cloud White', 'Core Black / Carbon / Core Black', 'Cloud White / Grey Two / Cloud White', 'Core Black / Core Black / Cloud White', 'Core Black / Cloud White / Core Black', 'Core Black / Gold Metallic / Core Black', 'Core Black / Cloud White / Core Black', 'Legend Ink / Cloud White / Legend Ink', 'Cloud White / Core Black / Core Black', 'Cloud White / Core Black / Grey Three', 'Core Black / Core Black / Core Black', 'Shadow Navy S22 / Cloud White / Shadow Navy S22', 'Core Black / Preloved Yellow / Core Black', 'Shadow Navy / Preloved Yellow / Shadow Navy']"
624,ID9340,4,"['Cloud White / Core Black / Lucid Lemon F23', 'Bright Royal / Cloud White / Solar Red', 'Cloud White / Cloud White / Cloud White', 'Core Black / Core Black / Core Black']"
625,F34057,5,"['Grey Four / Wonder White F21 / Wonder White F21', 'Olive Strata / Core Black / Core Black', 'Core Black / Cloud White / Off White', 'Cloud White / Cloud White / Off White']"
626,HQ8891,2,"['Cloud White / Core Black / Lucid Lemon F23', 'Cloud White / Cloud White / Cloud White', 'Core Black / Core Black / Core Black']"
627,HP9640,2,"['Dash Grey / Silver Metallic / Lucid Lemon', 'Core Black / Cloud White / Carbon', 'Cloud White / Altered Blue / Lucid Pink']"
628,IE9306,2,"['Wonder Orchid / Off White / Shadow Red', 'Core Black / Acid Orange / Lucid Pink', 'Wonder Beige / Off White / Orbit Grey', 'Solar Green / Impact Orange / Core Black', 'Collegiate Gold / Acid Orange S21 / Legend Ink', 'Core Black / Better Scarlet S23 / Iron Metallic']"
