,count_of_sizes,colors,product_code,reviews,quality
23,"['4', '4.5', '5', '5.5', '6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '12.5', '13', '14']","['PUMA Black-PUMA White-Fire Orchid', 'Persian Blue-Pro Green-Ultra Blue', 'Alpine Snow-Asphalt-Yellow Blaze']",['Style: 107563_01'],['Reviews (9)Average: 4.4 / 5Write A ReviewRead All ReviewsRead All'],['88.9']
24,"['4', '4.5', '5', '5.5', '6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '12.5', '13', '14']","['PUMA White-PUMA Black-Fire Orchid', 'PUMA Black-Asphalt', 'Ultra Blue-PUMA White-Pro Green', 'Yellow Blaze-PUMA White-PUMA Black']",['Style: 107311_02'],['Reviews (7)Average: 3.1 / 5Write A ReviewRead All ReviewsRead All'],['33.3']
25,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12']","['Puma White-Puma Black-Puma Team Gold', 'Puma White-Puma New Navy-Puma Team Gold']",['Style: 364669_01'],['Reviews (47)Average: 4.2 / 5Write A ReviewRead All ReviewsRead All'],['80.0']
26,"['5.5', '6', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12']",['PUMA White'],['Style: 307784_02'],['Reviews (0)Average: 0.0 / 5Write The First Review'],[]
27,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12']",['Eucalyptus-PUMA Black-Neon Sun'],['Style: 377858_06'],['Reviews (5)Average: 3.6 / 5Write A ReviewRead All ReviewsRead All'],['60.0']
28,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13']","['PUMA White-PUMA Silver-Cherry Tomato', 'Cherry Tomato-PUMA Black']",['Style: 380017_02'],['Reviews (1)Average: 5.0 / 5Write A ReviewRead All ReviewsRead All'],['100.0']
29,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']","['PUMA Black-Shadow Gray', 'Concrete Gray-Flat Dark Gray']",['Style: 379139_03'],['Reviews (2)Average: 3.0 / 5Write A ReviewRead All ReviewsRead All'],[]
30,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']","['Puma Black-Harbor Mist-Cherry Tomato', 'Cherry Tomato-Puma Black', 'Puma Black-CASTLEROCK', 'PUMA Black-Cayenne-Wood Violet', 'PUMA White-Platinum Gray-Dark Night', 'PUMA Black-Gray Tile-Fast Yellow', 'PUMA Black', 'Myrtle-PUMA Black-Yellow Burst']",['Style: 376151_01'],['Reviews (18)Average: 4.2 / 5Write A ReviewRead All ReviewsRead All'],['78.6']
31,"['4', '4.5', '5', '5.5', '6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']","['Sugared Almond-Prairie Tan', 'PUMA Black-PUMA Black', 'PUMA White-Cobalt Glaze-PUMA Black']",['Style: 389267_10'],['Reviews (2)Average: 3.5 / 5Write A ReviewRead All ReviewsRead All'],['100.0']
32,"['4', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']","['Alpine Snow-Warm White', 'Icy Blue-Warm White']",['Style: 393747_02'],['Reviews (2)Average: 5.0 / 5Write A ReviewRead All ReviewsRead All'],['50.0']
33,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']","['Club Navy', 'Dark Myrtle']",['Style: 398352_01'],['Reviews (4)Average: 5.0 / 5Write A ReviewRead All ReviewsRead All'],['100.0']
34,"['4', '4.5', '5', '5.5', '6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']",['PUMA White-PUMA Navy'],['Style: 394687_01'],['Reviews (0)Average: 0.0 / 5Write The First Review'],[]
35,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']",['Fall Foliage-Alpine Snow-Cool Light Gray'],['Style: 394057_01'],['Reviews (0)Average: 0.0 / 5Write The First Review'],[]
36,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']","['PUMA Black', 'Ultra Blue-PUMA Black-PUMA Silver', 'Fire Orchid-PUMA Black-Ultra Blue', 'Yellow Burst-PUMA Black-PUMA Silver', 'Lime Pow-PUMA Black-PUMA White', 'PUMA White-Ocean Tropic-Lime Pow']",['Style: 377757_11'],['Reviews (32)Average: 4.3 / 5Write A ReviewRead All ReviewsRead All'],['77.4']
37,"['4', '4.5', '5', '5.5', '6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']","['Alpine Snow-Chocolate Chip-Puma Team Gold', 'Granola-PUMA Black-Puma Team Gold']",['Style: 393490_03'],['Reviews (2)Average: 4.5 / 5Write A ReviewRead All ReviewsRead All'],['100.0']
38,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']","['PUMA Black-Shadow Gray', 'Concrete Gray-Flat Dark Gray']",['Style: 379139_01'],['Reviews (2)Average: 3.0 / 5Write A ReviewRead All ReviewsRead All'],[]
39,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13']","['For All Time Red-Ultra Blue', 'PUMA White-Ultra Blue']",['Style: 195336_08'],['Reviews (0)Average: 0.0 / 5Write The First Review'],[]
40,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']","['PUMA Black-PUMA White', 'PUMA White-PUMA White']",['Style: 307751_02'],['Reviews (0)Average: 0.0 / 5Write The First Review'],[]
41,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']",['PUMA Black-Pop Red'],['Style: 307986_01'],['Reviews (0)Average: 0.0 / 5Write The First Review'],[]
42,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']","['PUMA Black-Dark Coal', 'Inky Blue-PUMA Black-Neon Sun', 'Eucalyptus-Alpine Snow-PUMA Black', 'Neon Sun-PUMA Black', 'PUMA Black-Lime Pow-Active Red: out of stock']",['Style: 377745_03'],['Reviews (1)Average: 5.0 / 5Write A ReviewRead All ReviewsRead All'],['100.0']
43,"['4', '4.5', '5', '5.5', '6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12']",['PUMA Black-PUMA White'],['Style: 307789_01'],['Reviews (1)Average: 5.0 / 5Write A ReviewRead All ReviewsRead All'],['100.0']
44,"['4', '4.5', '5', '5.5', '6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']","['PUMA Black-PUMA White', 'PUMA White-PUMA White']",['Style: 307751_01'],['Reviews (0)Average: 0.0 / 5Write The First Review'],[]
45,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']",['Glacial Gray-PUMA Black'],['Style: 393286_01'],['Reviews (1)Average: 4.0 / 5Write A ReviewRead All ReviewsRead All'],['0.0']
46,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']","['PUMA Black-Dark Coal', 'Inky Blue-PUMA Black-Neon Sun', 'Eucalyptus-Alpine Snow-PUMA Black', 'Neon Sun-PUMA Black', 'PUMA Black-Lime Pow-Active Red: out of stock']",['Style: 377745_01'],['Reviews (1)Average: 5.0 / 5Write A ReviewRead All ReviewsRead All'],['100.0']
47,"['4', '4.5', '5', '5.5', '6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']","['Sugared Almond-Prairie Tan', 'PUMA Black-PUMA Black', 'PUMA White-Cobalt Glaze-PUMA Black']",['Style: 389267_17'],['Reviews (2)Average: 3.5 / 5Write A ReviewRead All ReviewsRead All'],['100.0']
48,"['4', '4.5', '5', '5.5', '6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']",['Cayenne Pepper-Astro Red'],['Style: 393301_02'],['Reviews (0)Average: 0.0 / 5Write The First Review'],[]
49,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']","['Puma Black-Harbor Mist-Cherry Tomato', 'Cherry Tomato-Puma Black', 'Puma Black-CASTLEROCK', 'PUMA Black-Cayenne-Wood Violet', 'PUMA White-Platinum Gray-Dark Night', 'PUMA Black-Gray Tile-Fast Yellow', 'PUMA Black', 'Myrtle-PUMA Black-Yellow Burst']",['Style: 376151_13'],['Reviews (18)Average: 4.2 / 5Write A ReviewRead All ReviewsRead All'],['78.6']
50,"['4', '4.5', '5', '5.5', '6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14', '15', '16']",['PUMA Navy'],['Style: 379886_01'],['Reviews (0)Average: 0.0 / 5Write The First Review'],[]
51,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '14']","['PUMA Black-Dark Coal', 'Inky Blue-PUMA Black-Neon Sun', 'Eucalyptus-Alpine Snow-PUMA Black', 'Neon Sun-PUMA Black', 'PUMA Black-Lime Pow-Active Red: out of stock']",['Style: 377745_04'],['Reviews (1)Average: 5.0 / 5Write A ReviewRead All ReviewsRead All'],['100.0']
52,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']","['PUMA Black', 'Ultra Blue-PUMA Black-PUMA Silver', 'Fire Orchid-PUMA Black-Ultra Blue', 'Yellow Burst-PUMA Black-PUMA Silver', 'Lime Pow-PUMA Black-PUMA White', 'PUMA White-Ocean Tropic-Lime Pow']",['Style: 377757_01'],['Reviews (32)Average: 4.3 / 5Write A ReviewRead All ReviewsRead All'],['77.4']
53,"['4', '4.5', '5', '6', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13']","['PUMA Black-PUMA White', 'Rosso Corsa-PUMA White']",['Style: 307822_02'],['Reviews (4)Average: 4.0 / 5Write A ReviewRead All ReviewsRead All'],['66.7']
54,"['4', '5', '5.5', '6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']","['PUMA White-PUMA Black', 'PUMA Black-PUMA White', 'Warm White-Yellow Burst-Parakeet Green']",['Style: 390932_02'],['Reviews (1)Average: 5.0 / 5Write A ReviewRead All ReviewsRead All'],[]
55,"['4', '4.5', '5', '5.5', '6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']","['PUMA White-Sedate Gray', 'PUMA Black-Strong Gray', 'Smokey Gray-Ash Gray']",['Style: 392982_01'],['Reviews (2)Average: 5.0 / 5Write A ReviewRead All ReviewsRead All'],['100.0']
56,"['6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12']",['PUMA White-PUMA Silver-Cherry Tomato'],['Style: 379068_04'],['Reviews (1)Average: 5.0 / 5Write A ReviewRead All ReviewsRead All'],['100.0']
57,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']",['Feather Gray-Warm White'],['Style: 393151_01'],['Reviews (0)Average: 0.0 / 5Write The First Review'],[]
58,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']",['Frosted Ivory-Granola'],['Style: 392721_01'],['Reviews (0)Average: 0.0 / 5Write The First Review'],[]
59,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']",['Day Dream-Yellow Sizzle-Dark Night'],['Style: 395121_01'],['Reviews (1)Average: 5.0 / 5Write A ReviewRead All ReviewsRead All'],['100.0']
60,"['4', '4.5', '5', '5.5', '6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12']","['Light Mint-PUMA Black-PUMA White', 'PUMA Black-Light Mint-PUMA White']",['Style: 307920_02'],['Reviews (4)Average: 5.0 / 5Write A ReviewRead All ReviewsRead All'],['75.0']
61,"['4', '5', '6', '7', '8', '9', '10', '11', '12']","['Puma Black-Puma White', 'Puma White-Puma Black', 'Peacoat-Puma White']",['Style: 384139_04'],['Reviews (4)Average: 5.0 / 5Write A ReviewRead All ReviewsRead All'],['100.0']
62,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']",['PUMA Black'],['Style: 392862_01'],['Reviews (1)Average: 5.0 / 5Write A ReviewRead All ReviewsRead All'],['0.0']
63,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']",['PUMA Black-Spectra Green'],['Style: 307847_01'],['Reviews (0)Average: 0.0 / 5Write The First Review'],[]
64,"['4', '4.5', '5', '5.5', '6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']",['Rosso Corsa-Frosted Ivory'],['Style: 307998_01'],['Reviews (0)Average: 0.0 / 5Write The First Review'],[]
65,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']","['Puma Black-Harbor Mist-Cherry Tomato', 'Cherry Tomato-Puma Black', 'Puma Black-CASTLEROCK', 'PUMA Black-Cayenne-Wood Violet', 'PUMA White-Platinum Gray-Dark Night', 'PUMA Black-Gray Tile-Fast Yellow', 'PUMA Black', 'Myrtle-PUMA Black-Yellow Burst']",['Style: 376151_02'],['Reviews (18)Average: 4.2 / 5Write A ReviewRead All ReviewsRead All'],['78.6']
66,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']","['Sand Dune-Concrete Gray-Warm White', 'Sand Dune-Concrete Gray-Granola']",['Style: 393306_02'],['Reviews (0)Average: 0.0 / 5Write The First Review'],[]
67,"['4', '4.5', '5', '5.5', '6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']",['Chocolate Chip-Flaxen'],['Style: 393449_02'],['Reviews (0)Average: 0.0 / 5Write The First Review'],[]
68,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']",['PUMA Black-Malachite-Yellow Burst'],['Style: 378472_01'],['Reviews (0)Average: 0.0 / 5Write The First Review'],[]
69,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']",['PUMA Black-Astro Red-Alpine Snow'],['Style: 378457_01'],['Reviews (0)Average: 0.0 / 5Write The First Review'],[]
70,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']","['PUMA Black-PUMA White', 'Eucalyptus-PUMA Black', 'PUMA White-Club Navy']",['Style: 378687_02'],['Reviews (3)Average: 5.0 / 5Write A ReviewRead All ReviewsRead All'],['66.7']
71,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13']","['For All Time Red-Ultra Blue', 'PUMA White-Ultra Blue']",['Style: 195336_09'],['Reviews (0)Average: 0.0 / 5Write The First Review'],[]
72,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']",['Amber-PUMA Black-Puma White'],['Style: 307791_01'],['Reviews (0)Average: 0.0 / 5Write The First Review'],[]
73,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']","['Sand Dune-Concrete Gray-Warm White', 'Sand Dune-Concrete Gray-Granola']",['Style: 393306_01'],['Reviews (0)Average: 0.0 / 5Write The First Review'],[]
74,"['4', '4.5', '5', '5.5', '6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']",['Sedate Gray-Pinktastic'],['Style: 393078_01'],['Reviews (1)Average: 4.0 / 5Write A ReviewRead All ReviewsRead All'],['0.0']
75,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']","['Puma White-Puma Team Gold', 'Puma White-Puma Black', 'Puma Black-Puma White', 'PUMA White-Malachite']",['Style: 386759_10'],['Reviews (7)Average: 3.3 / 5Write A ReviewRead All ReviewsRead All'],['42.9']
76,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13']","['PUMA Black-Shadow Gray', 'PUMA White-Alpine Snow']",['Style: 392718_04'],['Reviews (1)Average: 4.0 / 5Write A ReviewRead All ReviewsRead All'],['0.0']
77,"['4', '4.5', '5', '5.5', '6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']",['PUMA Black-Frosted Ivory'],['Style: 393115_02'],['Reviews (1)Average: 5.0 / 5Write A ReviewRead All ReviewsRead All'],[]
78,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']","['Puma Black-Harbor Mist-Cherry Tomato', 'Cherry Tomato-Puma Black', 'Puma Black-CASTLEROCK', 'PUMA Black-Cayenne-Wood Violet', 'PUMA White-Platinum Gray-Dark Night', 'PUMA Black-Gray Tile-Fast Yellow', 'PUMA Black', 'Myrtle-PUMA Black-Yellow Burst']",['Style: 376151_22'],['Reviews (18)Average: 4.2 / 5Write A ReviewRead All ReviewsRead All'],['78.6']
79,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']",['Smokey Gray-Cool Light Gray'],['Style: 394798_01'],['Reviews (0)Average: 0.0 / 5Write The First Review'],[]
80,"['5.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12']","['PUMA White-PUMA Black', 'PUMA Black-PUMA White', 'Warm White-Yellow Burst-Parakeet Green']",['Style: 390932_01'],['Reviews (1)Average: 5.0 / 5Write A ReviewRead All ReviewsRead All'],[]
81,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']",['Warm White-Club Navy'],['Style: 395773_02'],['Reviews (0)Average: 0.0 / 5Write The First Review'],[]
82,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14', '15', '16']",['PUMA Black-PUMA White-Lime Squeeze'],['Style: 378541_02'],['Reviews (2)Average: 3.0 / 5Write A ReviewRead All ReviewsRead All'],['100.0']
83,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13']",['Dusty Tan'],['Style: 378434_02'],['Reviews (1)Average: 2.0 / 5Write A ReviewRead All ReviewsRead All'],[]
84,"['4', '4.5', '5', '5.5', '6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']","['PUMA Black-Warm White', 'Rosso Corsa-Warm White']",['Style: 307826_02'],['Reviews (0)Average: 0.0 / 5Write The First Review'],[]
85,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']","['PUMA Black-Dark Coal', 'Neon Sun-Clementine-PUMA Black']",['Style: 307684_01'],['Reviews (0)Average: 0.0 / 5Write The First Review'],[]
86,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12']",['Ultra Blue-Luminous Pink-Luminous Blue'],['Style: 107553_01'],['Reviews (0)Average: 0.0 / 5Write The First Review'],[]
87,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13']",['PUMA Black-PUMA Silver'],['Style: 378474_01'],['Reviews (1)Average: 5.0 / 5Write A ReviewRead All ReviewsRead All'],['100.0']
88,"['4', '4.5', '5', '5.5', '6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']","['PUMA Black-Warm White', 'Rosso Corsa-Warm White']",['Style: 307826_01'],['Reviews (0)Average: 0.0 / 5Write The First Review'],[]
89,"['4', '4.5', '5', '5.5', '6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']",['PUMA White'],['Style: 393114_01'],['Reviews (0)Average: 0.0 / 5Write The First Review'],[]
