,count_of_sizes,colors,product_code,reviews,quality
90,"['4', '4.5', '5', '5.5', '6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']","['Sugared Almond-Prairie Tan', 'PUMA Black-PUMA Black', 'PUMA White-Cobalt Glaze-PUMA Black']",['Style: 389267_19'],['Reviews (2)Average: 3.5 / 5Write A ReviewRead All ReviewsRead All'],['100.0']
91,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13']","['PUMA Black', 'Ultra Blue-PUMA Black-PUMA Silver', 'Fire Orchid-PUMA Black-Ultra Blue', 'Yellow Burst-PUMA Black-PUMA Silver', 'Lime Pow-PUMA Black-PUMA White', 'PUMA White-Ocean Tropic-Lime Pow']",['Style: 377757_15'],['Reviews (32)Average: 4.3 / 5Write A ReviewRead All ReviewsRead All'],['77.4']
92,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14', '15', '16']","['Bold Blue-Dark Clove-Pro Green-Fire Orchid-Koral Ice', 'Lime Squeeze-PUMA White']",['Style: 379079_05'],['Reviews (7)Average: 4.6 / 5Write A ReviewRead All ReviewsRead All'],['57.1']
93,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']","['Inky Blue-Persian Blue', 'Cast Iron-PUMA Black']",['Style: 393152_02'],['Reviews (2)Average: 5.0 / 5Write A ReviewRead All ReviewsRead All'],['100.0']
94,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13']","['PUMA Black-PUMA White', 'PUMA White-Inky Blue']",['Style: 389365_06'],['Reviews (0)Average: 0.0 / 5Write The First Review'],[]
95,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '12.5', '14']","['PUMA Black-Dark Coal', 'PUMA Black-Yellow Burst-Malachite']",['Style: 378734_02'],['Reviews (0)Average: 0.0 / 5Write The First Review'],[]
96,"['4', '4.5', '5', '5.5', '6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12']",['PUMA White-Vivid Violet'],['Style: 107473_01'],['Reviews (0)Average: 0.0 / 5Write The First Review'],[]
97,[],['Turquoise Surf-Grape Mist: out of stock'],['Style: 395737_02'],['Reviews (0)Average: 0.0 / 5Write The First Review'],[]
98,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']",['PUMA White-Olive Drab'],['Style: 393277_02'],['Reviews (0)Average: 0.0 / 5Write The First Review'],[]
99,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13']",['Pristine-Elektro Purple'],['Style: 386329_06'],['Reviews (5)Average: 4.6 / 5Write A ReviewRead All ReviewsRead All'],['75.0']
100,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']",['PUMA White-Flaxen-Apple Cider'],['Style: 393136_01'],['Reviews (0)Average: 0.0 / 5Write The First Review'],[]
101,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']","['PUMA Black-Dark Coal', 'Inky Blue-PUMA Black-Neon Sun', 'Eucalyptus-Alpine Snow-PUMA Black', 'Neon Sun-PUMA Black', 'PUMA Black-Lime Pow-Active Red: out of stock']",['Style: 377745_05'],['Reviews (1)Average: 5.0 / 5Write A ReviewRead All ReviewsRead All'],['100.0']
102,"['4', '4.5', '5', '5.5', '6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']",['PUMA Black-Frosted Ivory'],['Style: 393115_02'],['Reviews (1)Average: 5.0 / 5Write A ReviewRead All ReviewsRead All'],[]
103,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14', '15', '16']","['Bold Blue-Dark Clove-Pro Green-Fire Orchid-Koral Ice', 'Lime Squeeze-PUMA White']",['Style: 379079_03'],['Reviews (7)Average: 4.6 / 5Write A ReviewRead All ReviewsRead All'],['57.1']
104,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']",['PUMA Black-PUMA Red'],['Style: 396127_01'],['Reviews (0)Average: 0.0 / 5Write The First Review'],[]
105,"['8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13']",['Ultra Blue-Jet Black'],['Style: 307756_01'],['Reviews (0)Average: 0.0 / 5Write The First Review'],[]
106,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']",['Dark Night-Royal Sapphire'],['Style: 379291_01'],['Reviews (1)Average: 3.0 / 5Write A ReviewRead All ReviewsRead All'],['0.0']
107,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13']","['PUMA Black-PUMA White', 'PUMA White-Inky Blue']",['Style: 389365_05'],['Reviews (0)Average: 0.0 / 5Write The First Review'],[]
108,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']",['Speed Green-PUMA Silver-PUMA Black'],['Style: 378455_07'],['Reviews (2)Average: 3.0 / 5Write A ReviewRead All ReviewsRead All'],['50.0']
109,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']","['Icy Blue-Icy Blue', 'Feather Gray-Feather Gray']",['Style: 393941_01'],['Reviews (0)Average: 0.0 / 5Write The First Review'],[]
110,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']","['Warm White-Granola', 'Warm White-Parisian Night']",['Style: 394799_03'],['Reviews (0)Average: 0.0 / 5Write The First Review'],[]
111,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13']",['PUMA Black-Dark Coal'],['Style: 307771_01'],['Reviews (1)Average: 5.0 / 5Write A ReviewRead All ReviewsRead All'],['100.0']
112,"['5', '5.5', '6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12']",['PUMA White-Fire Orchid-Vivid Violet-Sedate Gray'],['Style: 107474_01'],['Reviews (0)Average: 0.0 / 5Write The First Review'],[]
113,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']","['PUMA Black-Dark Coal', 'Neon Sun-Clementine-PUMA Black']",['Style: 307684_04'],['Reviews (0)Average: 0.0 / 5Write The First Review'],[]
114,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']","['PUMA Black-PUMA White', 'Eucalyptus-PUMA Black', 'PUMA White-Club Navy']",['Style: 378687_06'],['Reviews (3)Average: 5.0 / 5Write A ReviewRead All ReviewsRead All'],['66.7']
115,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']","['PUMA Black', 'Ultra Blue-PUMA Black-PUMA Silver', 'Fire Orchid-PUMA Black-Ultra Blue', 'Yellow Burst-PUMA Black-PUMA Silver', 'Lime Pow-PUMA Black-PUMA White', 'PUMA White-Ocean Tropic-Lime Pow']",['Style: 377757_13'],['Reviews (32)Average: 4.3 / 5Write A ReviewRead All ReviewsRead All'],['77.4']
116,[],"['Pelé Yellow-Club Red: out of stock', 'Fresh Mint-Fast Pink', 'Vine-Clementine', 'Cobalt Glaze-PUMA White', 'Club Red-Club Navy: out of stock']",['Style: 396463_01'],['Reviews (4)Average: 4.3 / 5Write A ReviewRead All ReviewsRead All'],['66.7']
117,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']",['PUMA Black-Yellow Burst-Malachite'],['Style: 378459_01'],['Reviews (0)Average: 0.0 / 5Write The First Review'],[]
118,[],"['Pelé Yellow-Club Red: out of stock', 'Fresh Mint-Fast Pink', 'Vine-Clementine', 'Cobalt Glaze-PUMA White', 'Club Red-Club Navy: out of stock']",['Style: 396463_09'],['Reviews (4)Average: 4.3 / 5Write A ReviewRead All ReviewsRead All'],['66.7']
119,"['4', '4.5', '5', '5.5', '6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']","['PUMA White-Feather Gray', 'PUMA Black-Silver Mist']",['Style: 397263_02'],['Reviews (0)Average: 0.0 / 5Write The First Review'],[]
120,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']","['PUMA Black', 'Ultra Blue-PUMA Black-PUMA Silver', 'Fire Orchid-PUMA Black-Ultra Blue', 'Yellow Burst-PUMA Black-PUMA Silver', 'Lime Pow-PUMA Black-PUMA White', 'PUMA White-Ocean Tropic-Lime Pow']",['Style: 377757_19'],['Reviews (32)Average: 4.3 / 5Write A ReviewRead All ReviewsRead All'],['77.4']
121,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']","['Warm White-Granola', 'Warm White-Parisian Night']",['Style: 394799_02'],['Reviews (0)Average: 0.0 / 5Write The First Review'],[]
122,"['4', '4.5', '5', '5.5', '6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']","['PUMA White-Feather Gray', 'PUMA Black-Silver Mist']",['Style: 397263_01'],['Reviews (0)Average: 0.0 / 5Write The First Review'],[]
123,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']","['PUMA Black', 'Ultra Blue-PUMA Black-PUMA Silver', 'Fire Orchid-PUMA Black-Ultra Blue', 'Yellow Burst-PUMA Black-PUMA Silver', 'Lime Pow-PUMA Black-PUMA White', 'PUMA White-Ocean Tropic-Lime Pow']",['Style: 377757_18'],['Reviews (32)Average: 4.3 / 5Write A ReviewRead All ReviewsRead All'],['77.4']
124,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']","['Puma Black', 'PUMA Black-Ocean Tropic-Lime Pow', 'Lime Pow-PUMA Black-PUMA White']",['Style: 376807_19'],['Reviews (28)Average: 4.3 / 5Write A ReviewRead All ReviewsRead All'],['81.5']
125,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']","['Puma Black', 'PUMA Black-Ocean Tropic-Lime Pow', 'Lime Pow-PUMA Black-PUMA White']",['Style: 376807_20'],['Reviews (28)Average: 4.3 / 5Write A ReviewRead All ReviewsRead All'],['81.5']
126,['8.5'],['Rosso Corsa-PUMA Black'],['Style: 308181_01'],['Reviews (0)Average: 0.0 / 5Write The First Review'],[]
127,"['4', '5.5', '6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12']",['PUMA White-Pristine'],['Style: 392086_01'],['Reviews (0)Average: 0.0 / 5Write The First Review'],[]
128,[],"['PUMA Black-Dark Coal', 'Inky Blue-PUMA Black-Neon Sun', 'Eucalyptus-Alpine Snow-PUMA Black', 'Neon Sun-PUMA Black', 'PUMA Black-Lime Pow-Active Red: out of stock']",['Style: 377745_06'],['Reviews (1)Average: 5.0 / 5Write A ReviewRead All ReviewsRead All'],['100.0']
129,['11.5'],['PUMA Black-PUMA White'],['Style: 308271_01'],['Reviews (1)Average: 3.0 / 5Write A ReviewRead All ReviewsRead All'],[]
130,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '12.5', '13', '14']","['Fire Orchid-Puma Black', 'Ultra Blue-Fire Orchid']",['Style: 195337_19'],['Reviews (44)Average: 4.4 / 5Write A ReviewRead All ReviewsRead All'],['79.5']
131,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13']","['Puma Black-Harbor Mist-Cherry Tomato', 'Cherry Tomato-Puma Black', 'Puma Black-CASTLEROCK', 'PUMA Black-Cayenne-Wood Violet', 'PUMA White-Platinum Gray-Dark Night', 'PUMA Black-Gray Tile-Fast Yellow', 'PUMA Black', 'Myrtle-PUMA Black-Yellow Burst']",['Style: 376151_17'],['Reviews (18)Average: 4.2 / 5Write A ReviewRead All ReviewsRead All'],['78.6']
132,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13']",['CASTLEROCK-Puma Black-High Risk Red'],['Style: 385754_01'],['Reviews (2)Average: 4.5 / 5Write A ReviewRead All ReviewsRead All'],['100.0']
133,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']","['Pelé Yellow-Club Red: out of stock', 'Fresh Mint-Fast Pink', 'Vine-Clementine', 'Cobalt Glaze-PUMA White', 'Club Red-Club Navy: out of stock']",['Style: 396463_07'],['Reviews (4)Average: 4.3 / 5Write A ReviewRead All ReviewsRead All'],['66.7']
134,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']",['PUMA Black'],['Style: 379286_01'],['Reviews (0)Average: 0.0 / 5Write The First Review'],[]
135,"['5', '6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13']","['PUMA White-Team Regal Red', 'PUMA White-Yellow Sizzle']",['Style: 394684_01'],['Reviews (0)Average: 0.0 / 5Write The First Review'],[]
136,"['4', '4.5', '5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']",['Sedate Gray-Sedate Gray'],['Style: 393314_02'],['Reviews (1)Average: 3.0 / 5Write A ReviewRead All ReviewsRead All'],['100.0']
137,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']",['Fire Orchid-PUMA Silver'],['Style: 377315_07'],['Reviews (10)Average: 4.0 / 5Write A ReviewRead All ReviewsRead All'],['87.5']
138,"['4', '5.5', '6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12']",['PUMA White-PUMA White'],['Style: 392085_01'],['Reviews (3)Average: 3.7 / 5Write A ReviewRead All ReviewsRead All'],['66.7']
139,"['5', '5.5', '6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '12.5', '13']",['Sun Stream-Sunset Glow-PUMA Black'],['Style: 379557_01'],['Reviews (0)Average: 0.0 / 5Write The First Review'],[]
140,"['5', '5.5', '6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '12.5', '13', '14']","['PUMA White-PUMA Black-Fire Orchid', 'PUMA Black-Asphalt', 'Ultra Blue-PUMA White-Pro Green', 'Yellow Blaze-PUMA White-PUMA Black']",['Style: 107311_03'],['Reviews (7)Average: 3.1 / 5Write A ReviewRead All ReviewsRead All'],['33.3']
141,"['4', '4.5', '5', '5.5', '6', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '12.5', '13', '14']",['Ultra Orange-PUMA Black'],['Style: 378096_02'],['Reviews (2)Average: 3.5 / 5Write A ReviewRead All ReviewsRead All'],['0.0']
142,"['4', '4.5', '5', '5.5', '6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14', '15', '16']","['PUMA Black-Warm White-Gum', 'Speed Blue-Lime Pow-Gum', 'Lavender Alert-Burnt Red-Gum']",['Style: 396403_02'],['Reviews (2)Average: 5.0 / 5Write A ReviewRead All ReviewsRead All'],['100.0']
143,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13']","['PUMA White-PUMA Black', 'PUMA Black-PUMA White', 'Warm White-Yellow Burst-Parakeet Green']",['Style: 390932_09'],['Reviews (1)Average: 5.0 / 5Write A ReviewRead All ReviewsRead All'],[]
144,"['4', '4.5', '5', '5.5', '6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '12.5', '13']",['Silver Sky-Persian Blue-PUMA White'],['Style: 107293_01'],['Reviews (1)Average: 5.0 / 5Write A ReviewRead All ReviewsRead All'],['100.0']
145,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']","['Icy Blue-Icy Blue', 'Feather Gray-Feather Gray']",['Style: 393941_02'],['Reviews (0)Average: 0.0 / 5Write The First Review'],[]
146,"['4', '4.5', '5', '5.5', '6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12']",['Persian Blue-Orange Brick'],['Style: 393326_01'],['Reviews (4)Average: 3.0 / 5Write A ReviewRead All ReviewsRead All'],['25.0']
147,"['6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']",['For All Time Red-Dark Orange-PUMA Black'],['Style: 395281_01'],['Reviews (0)Average: 0.0 / 5Write The First Review'],[]
148,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '14']",['Granola-Sand Dune-PUMA Black-Spring Fern'],['Style: 395033_01'],['Reviews (1)Average: 5.0 / 5Write A ReviewRead All ReviewsRead All'],['0.0']
149,"['4', '4.5', '5', '6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '12.5', '13']","['PUMA Black-PUMA White', 'Persian Blue-Pro Green-Ultra Blue', 'Alpine Snow-Asphalt-Yellow Blaze']",['Style: 107566_03'],['Reviews (2)Average: 4.5 / 5Write A ReviewRead All ReviewsRead All'],['50.0']
150,"['4', '4.5', '5', '5.5', '6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '12.5', '13.5']",['PUMA White-PUMA Black-Concrete Gray'],['Style: 107340_02'],['Reviews (1)Average: 3.0 / 5Write A ReviewRead All ReviewsRead All'],['0.0']
151,"['4', '5', '6', '7', '8', '9', '10', '11', '12', '13']","['Puma Black-Puma White', 'Puma White-Puma Black', 'Peacoat-Puma White']",['Style: 384139_01'],['Reviews (4)Average: 5.0 / 5Write A ReviewRead All ReviewsRead All'],['100.0']
152,"['4', '5', '5.5', '6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '12.5', '13', '14']","['PUMA Black-PUMA White-Fire Orchid', 'Persian Blue-Pro Green-Ultra Blue', 'Alpine Snow-Asphalt-Yellow Blaze']",['Style: 107563_05'],['Reviews (9)Average: 4.4 / 5Write A ReviewRead All ReviewsRead All'],['88.9']
153,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13']",['PUMA Black-PUMA Black'],['Style: 307954_01'],['Reviews (0)Average: 0.0 / 5Write The First Review'],[]
154,"['5', '5.5', '6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '12.5', '13', '14']","['PUMA Black-PUMA White-Fire Orchid', 'Persian Blue-Pro Green-Ultra Blue', 'Alpine Snow-Asphalt-Yellow Blaze']",['Style: 107563_04'],['Reviews (9)Average: 4.4 / 5Write A ReviewRead All ReviewsRead All'],['88.9']
155,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '12.5', '13']","['Ultra Blue-PUMA White-Pro Green', 'Yellow Blaze-PUMA White-PUMA Black']",['Style: 107422_03'],['Reviews (2)Average: 3.0 / 5Write A ReviewRead All ReviewsRead All'],['100.0']
156,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13']",['Fire Orchid-Ultra Blue-PUMA White'],['Style: 376591_08'],['Reviews (2)Average: 4.5 / 5Write A ReviewRead All ReviewsRead All'],['100.0']
157,"['4', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']",['PUMA White-For All Time Red'],['Style: 393196_01'],['Reviews (0)Average: 0.0 / 5Write The First Review'],[]
158,"['4', '4.5', '5', '5.5', '6', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '12.5', '13']",['Sun Stream-Sunset Glow-PUMA Black'],['Style: 378222_03'],['Reviews (2)Average: 3.0 / 5Write A ReviewRead All ReviewsRead All'],['50.0']
159,"['4', '4.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']","['PUMA White-Vapor Gray-Gum', 'PUMA Black-Feather Gray-Gum']",['Style: 396464_01'],['Reviews (9)Average: 3.9 / 5Write A ReviewRead All ReviewsRead All'],['75.0']
160,"['4', '4.5', '5', '5.5', '6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14', '15', '16']","['PUMA Black-Warm White-Gum', 'Speed Blue-Lime Pow-Gum', 'Lavender Alert-Burnt Red-Gum']",['Style: 396403_03'],['Reviews (2)Average: 5.0 / 5Write A ReviewRead All ReviewsRead All'],['100.0']
161,"['4', '4.5', '5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12']","['Light Mint-PUMA Black-PUMA White', 'PUMA Black-Light Mint-PUMA White']",['Style: 307920_01'],['Reviews (4)Average: 5.0 / 5Write A ReviewRead All ReviewsRead All'],['75.0']
162,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13']",['Eucalyptus-Neon Sun'],['Style: 378550_05'],['Reviews (0)Average: 0.0 / 5Write The First Review'],[]
163,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12']",['Dusty Tan'],['Style: 378436_02'],['Reviews (1)Average: 5.0 / 5Write A ReviewRead All ReviewsRead All'],[]
164,"['4', '4.5', '5', '5.5', '6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']","['PUMA White-Vapor Gray-Gum', 'PUMA Black-Feather Gray-Gum']",['Style: 396464_03'],['Reviews (9)Average: 3.9 / 5Write A ReviewRead All ReviewsRead All'],['75.0']
165,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '12.5', '13', '14']","['Fire Orchid-Puma Black', 'Ultra Blue-Fire Orchid']",['Style: 195337_16'],['Reviews (44)Average: 4.4 / 5Write A ReviewRead All ReviewsRead All'],['79.5']
166,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '12.5', '13']",['Persian Blue-PUMA White-Pro Green'],['Style: 107374_03'],['Reviews (1)Average: 5.0 / 5Write A ReviewRead All ReviewsRead All'],['100.0']
167,"['4', '4.5', '5', '5.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '12.5', '13']","['Fast Yellow-PUMA Navy-PUMA White', 'PUMA White-PUMA Black-Team Light Blue', 'PUMA White-Ravish-Fast Yellow', 'PUMA Navy-Fast Yellow-Puma White']",['Style: 107296_04'],['Reviews (11)Average: 3.7 / 5Write A ReviewRead All ReviewsRead All'],['55.6']
168,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']","['Pelé Yellow-Club Red: out of stock', 'Fresh Mint-Fast Pink', 'Vine-Clementine', 'Cobalt Glaze-PUMA White', 'Club Red-Club Navy: out of stock']",['Style: 396463_02'],['Reviews (4)Average: 4.3 / 5Write A ReviewRead All ReviewsRead All'],['66.7']
169,"['6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '12.5', '13', '14']","['PUMA White-PUMA Black-Fire Orchid', 'PUMA Black-Asphalt', 'Ultra Blue-PUMA White-Pro Green', 'Yellow Blaze-PUMA White-PUMA Black']",['Style: 107311_04'],['Reviews (7)Average: 3.1 / 5Write A ReviewRead All ReviewsRead All'],['33.3']
170,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '14']","['Pelé Yellow-Club Red: out of stock', 'Fresh Mint-Fast Pink', 'Vine-Clementine', 'Cobalt Glaze-PUMA White', 'Club Red-Club Navy: out of stock']",['Style: 396463_05'],['Reviews (4)Average: 4.3 / 5Write A ReviewRead All ReviewsRead All'],['66.7']
171,"['4', '4.5', '5', '5.5', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '12.5', '13', '14']","['Persian Blue-PUMA White-Pro Green', 'Sedate Gray-Asphalt-Yellow Blaze']",['Style: 107355_03'],['Reviews (20)Average: 1.9 / 5Write A ReviewRead All ReviewsRead All'],['26.3']
172,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13']","['PUMA Black-Luminous Blue-Electric Orchid', 'PUMA White-Luminous Blue-Electric Orchid']",['Style: 380007_01'],['Reviews (3)Average: 4.7 / 5Write A ReviewRead All ReviewsRead All'],[]
173,"['8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13']",['PUMA White-Rosso Corsa'],['Style: 307996_01'],['Reviews (0)Average: 0.0 / 5Write The First Review'],[]
174,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12']",['Frosted Ivory-Vapor Gray'],['Style: 393157_01'],['Reviews (0)Average: 0.0 / 5Write The First Review'],[]
