,count_of_sizes,colors,product_code,star_rating,Size,comfort,quality,n_reviews,yes_recommendations,%_recommended
1364,18,"['White/Cool Grey/Black', 'White/Black/Sail/Metallic Gold', 'White/Black/Sail/Game Royal', 'Black/Black/Anthracite/White', 'White/Sail/Black/Clover', 'Cacao Wow/Black/University Red/Sanddrift']",HF5258-102,0,,,,0.0,,
1365,9,['Black/College Navy/University Red'],DD0505-002,5,25.0,100.0,62.5,2.0,,
1366,17,['Light Smoke Grey/White/Signal Blue/Black'],FN2152-001,0,,,,0.0,,
1367,22,['Sail/Pearl White/Sesame/Dark Beetroot'],FB8942-133,4.6,,,,5.0,,
1368,18,"['Light Crimson/Bright Mandarin/Black/Pale Ivory', 'Guava Ice/Black', 'Metallic Silver/Black/Volt/Volt', 'Hyper Turquoise/Black/White/Fuchsia Dream', 'Bright Crimson/Black/White', 'Black/Hyper Royal/Chrome']",FD1168-600,0,,,,0.0,,
1369,16,"['Sequoia/Light Orewood Brown', 'Amber Brown/Phantom']",DV7186-301,4.8,50.0,100.0,63.33,5.0,2.0,40.0
1370,17,['Hot Punch/Volt/White/Racer Blue'],FB2664-600,0,,,,0.0,,
1371,1,['Light Cognac/Pink Glaze/Coconut Milk/Coconut Milk'],DO6676-200,5,50.0,100.0,75.0,1.0,,
1372,10,['Black/Sport Royal/Varsity Maize'],DX5645-002,0,,,,0.0,,
1373,10,['Black/College Navy/University Gold'],DD0555-002,0,,,,0.0,,
1374,15,['White/Deep Cardinal/Black'],DZ6002-100,0,,,,0.0,,
1375,22,['Multi-Color/Multi-Color/Multi-Color'],FN0569-900,,,,,,,
1376,16,"['Sea Glass/White', 'Alligator/Alligator/White', 'Dark Beetroot/Dark Beetroot/Black/Sail']",CW6539-301,4.7,47.0,67.0,57.0,128.0,,
1377,16,"['Metallic Silver/White/Light Smoke Grey/Black', 'White/Pure Platinum/Metallic Silver', 'Black/Anthracite/White', 'Volt/Mica Green/Opti Yellow/Black', 'University Red/Anthracite/Summit White/White', 'Game Royal/Anthracite/Summit White/White', 'Black/Dark Smoke Grey/Iron Grey/White', 'White/Pure Platinum/Metallic Silver']",DA5457-001,0,,,,0.0,,
1378,15,"['White/Total Orange/Laser Orange/Black', 'Black/Dark Smoke Grey/White/Metallic Silver', 'Volt/Black/Hyper Pink/White']",DX7992-700,4.9,57.0,84.0,57.42,16.0,5.0,31.25
1379,7,"['Summit White/Stadium Green/Coconut Milk/Black', 'Black/Light Silver/University Red/Coconut Milk']",DZ2554-001,5,43.0,100.0,76.83,8.0,7.0,87.5
1380,12,"['Black/Wolf Grey/White/Metallic Gold', 'Black/Game Royal/White']",342964-042,4.8,20.0,80.0,33.7,272.0,3.0,1.1
1381,12,"['Black/White/Varsity Red', 'White/Black/Light Silver/University Blue']",FV3928-101,5,50.0,100.0,83.33,1.0,1.0,100.0
1382,13,['Black/Volt/Black'],CN9675-015,4.7,45.0,88.0,44.65,832.0,8.0,0.96
1383,8,['Light Smoke Grey/Dark Grey/White/Iron Grey'],DA0701-002,4.8,50.0,84.0,67.0,16.0,,
1384,8,"['True Blue/Sail/Topaz Gold', 'Bleached Aqua/White']",DO5047-407,4.8,42.0,79.0,64.89,19.0,14.0,73.68
1385,17,['White/University Gold/White'],DX1156-101,4.2,55.0,82.0,48.44,12.0,1.0,8.33
1386,2,['Black/Smoke Grey/University Red'],DH0606-002,4.6,50.0,100.0,75.0,13.0,,
1387,15,['White/Cool Grey/Black/White'],BQ3378-100,4.5,,,,4.0,,
1388,19,['Black/Hyper Royal/Chrome'],DD9483-040,4.8,,,,14.0,,
1389,3,['Phantom/Topaz Gold/Summit White/Gridiron'],DX7435-007,3.5,50.0,50.0,50.0,2.0,,
1390,17,"['Khaki/White/Black', 'Night Maroon/White/Cedar/Black', 'Medium Olive/Oil Green/Metallic Silver/White', 'White/Hot Punch/Black', 'White/Midnight Navy/Psychic Blue/Chile Red', 'White/White/Black', 'White/Persian Violet/Dark Grey/White', 'Black/Black/Black', 'Thunder Grey/Desert Sand/Total Orange/Black', 'Black/White/Solar Red/Anthracite']",AH8050-107,4.7,43.0,84.0,42.77,3010.0,39.0,1.3
1391,1,['White/Medium Blue/Siren Red/Black'],DH1270-100,4.6,38.0,82.0,40.39,85.0,1.0,1.18
1392,0,[None],,,,,,,,
1393,2,['White/Fuchsia Dream/Sundial/Black'],DZ4558-100,5,75.0,75.0,83.33,2.0,2.0,100.0
1394,17,"['Grey Fog/Light Smoke Grey/White/White', 'Black/Orange/Clear/White', 'Black/Off Noir/Anthracite/Black', 'White/Summit White/White/Black']",DH9522-003,4.6,40.0,83.0,42.34,298.0,12.0,4.03
1395,17,"['White/Pure Platinum/Black', 'Cool Grey/Pure Platinum/Black', 'Pure Platinum/White/Off White/Wolf Grey', 'Black/Black/Black', 'Black/Anthracite/White']",849559-100,3.8,41.0,83.0,46.67,206.0,33.0,16.02
1396,2,['White/Light Silver/Fuchsia Dream/Clear Jade'],DV1407-100,5,50.0,75.0,75.0,2.0,2.0,100.0
1397,1,['Hemp/Ale Brown/White/Stadium Green'],DV2621-200,4.6,38.0,88.0,63.0,8.0,,
1398,15,['Multi-Color/Multi-Color/Multi-Color'],DV3907-900,,,,,,,
1399,0,[None],,,,,,,,
1400,10,['Black/Team Crimson/White'],DD0507-002,0,,,,0.0,,
1401,0,[None],,,,,,,,
1402,14,['White/Night Silver/Night Maroon'],DZ5992-100,0,,,,0.0,,
1403,7,"['Black/Bronzine/Blue Tint/Medium Ash', 'Phantom/Neutral Olive/Dark Russet/Black']",FB8891-001,0,,,,0.0,,
1404,0,[None],,,,,,,,
1405,5,['Summit White/Hemp/Light Orewood Brown/Black'],FN3414-100,5,75.0,100.0,77.38,7.0,4.0,57.14
1406,26,['Multi-Color/Multi-Color'],FB2390-900,,,,,,,
1407,17,['Football Grey/White/Luminous Green/Black'],FV6148-001,0,,,,0.0,,
1408,21,['Black/Black/Black'],DX2117-001,5,100.0,100.0,100.0,1.0,,
1409,10,['Black/University Red/Pewter Grey'],DD0534-002,4.2,,,,5.0,,
1410,15,['Gym Red/Court Purple/Deep Maroon/White'],FN0112-600,3,50.0,34.0,39.11,3.0,1.0,33.33
1411,7,['Black/Black/Phantom'],DJ3130-002,4.7,43.0,99.0,49.86,158.0,12.0,7.59
1412,2,['Ivory'],A04955C-101,0,,,,0.0,,
1413,1,"['White/Pure Platinum/Wolf Grey/Black', 'Anthracite/White/Cool Grey/Black']",DM8449-001,4.3,,67.0,50.16,3.0,1.0,33.33
1414,0,"['Black/Black', 'Cargo Khaki/Cargo Khaki']",DD5016-300,4.5,53.0,74.0,47.6,38.0,6.0,15.79
1415,14,"['Hyper Turquoise/Fuchsia Dream/White/Black', 'Black/Hyper Royal/Chrome']",DD9476-040,4.8,,,,4.0,,
1416,6,"['Cool Grey/Sail/University Red/Black', 'Sail/White/Gum Light Brown/Black', 'Phantom/Mantra Orange/White/Black']",DA8026-100,4.6,48.0,82.0,43.84,66.0,1.0,1.52
1417,1,['White/Light Menta/White'],DH7561-107,4.8,60.0,100.0,80.0,99.0,,
1418,4,['Light Bone/Khaki/Velvet Brown/Summit White'],DX3576-001,4.8,,,,8.0,,
1419,4,['Pewter Grey/University Red/White/Black'],DZ7741-001,5,50.0,100.0,83.33,3.0,3.0,100.0
1420,4,['Blue Chill/White/Blue Chill'],FD0734-442,5,50.0,100.0,75.0,4.0,,
1421,17,"['Saturn Gold/Light Bone/Phantom/Iron Grey', 'White/Black/White', 'Monarch/Light Bone/Sail/Black', 'Cacao Wow/Bronzine/Black', 'Light Orewood Brown/Geode Teal/Khaki/Black', 'White/Summit White/Photon Dust/White']",FJ9532-101,4.7,45.0,100.0,71.67,10.0,7.0,70.0
1422,21,"['Hyper Pink/Laser Orange/Black', 'Sail/Light Lemon Twist/Guava Ice/Fierce Pink', 'Racer Blue/Safety Orange/Lime Blast/White', 'Gym Red/Black/Night Maroon/White']",CV0400-400,4.9,42.0,92.0,45.71,32.0,1.0,3.12
1423,2,['Volt/Mint Foam/Vachetta Tan/Cave Purple'],DR9926-700,5,50.0,100.0,75.0,1.0,,
1424,5,['Black/Gorge Green/White/Team Orange'],DX8554-001,5,39.0,84.0,55.81,9.0,4.0,44.44
1425,3,['Anthracite/Black/Kumquat/Honeydew'],DZ0482-001,4.6,43.0,79.0,61.0,7.0,,
1426,4,['Pearl Pink/Baroque Brown/Picante Red/Baroque Brown'],FD0789-600,4.6,36.0,86.0,61.5,8.0,5.0,62.5
1427,0,[None],,,,,,,,
1428,21,"['White/Laser Orange/Hyper Pink/Black', 'Anthracite/Black/Fierce Pink', 'Racer Blue/Safety Orange/White', 'Mint Foam/Volt/Cave Purple']",CT0079-400,4.5,42.0,59.0,50.5,19.0,,
1429,12,['White/Black/Lucky Green'],322992-131,4.8,36.0,79.0,38.43,1405.0,4.0,0.28
1430,15,['Summit White/Phantom/Mica Green/White'],DV0797-100,4.6,,75.0,40.62,16.0,1.0,6.25
1431,0,[None],,,,,,,,
1432,17,"['White/Black', 'Black/White', 'Cargo Khaki/Sequoia/Black', 'Wolf Grey/White/Volt/White', 'Black/Anthracite']",942836-003,4.6,44.0,91.0,46.69,415.0,21.0,5.06
1433,1,['Barely Volt/Summit White/Volt'],DA1174-705,4.4,32.0,75.0,36.48,41.0,1.0,2.44
1434,17,['White/White/Black/Black'],FQ8784-100,0,,,,0.0,,
1435,7,['Summit White/Summit White/Summit White/Light Bone'],DZ2672-101,4.4,44.0,75.0,68.83,8.0,7.0,87.5
1436,4,['Phantom/Light Bone/Black/Phantom'],DV7231-001,5,50.0,100.0,66.67,2.0,1.0,50.0
1437,2,"['White/White/White/White', 'Black/Black/Black/Black', 'Summit White/Pure Platinum/Wolf Grey/Red Clay', 'Phantom/Olive Aura/Canyon Purple/Vivid Green']",DM0033-001,3.8,50.0,60.0,55.0,30.0,,
1438,22,['Multi-Color/Multi-Color/Multi-Color'],FN0569-900,,,,,,,
1439,0,[None],,,,,,,,
1440,6,['Photon Dust/Black/Game Royal/Photon Dust'],DV0790-001,5,50.0,75.0,58.33,4.0,2.0,50.0
1441,14,['Obsidian/Matte Olive/Citron Tint/Siren Red'],DC8793-401,4.7,48.0,88.0,45.71,178.0,2.0,1.12
1442,1,['Black/Tour Yellow/University Red/White'],FV5914-010,5,50.0,100.0,83.33,1.0,1.0,100.0
1443,19,"['Sail/Hyper Pink/Laser Blue/White', 'White/Pure Platinum/Wolf Grey/White', 'Black/Light Smoke Grey/Dark Smoke Grey/Black']",CW4440-011,4.4,,50.0,50.0,37.0,,
1444,1,['Fossil/White/Metallic Gold/Midnight Navy'],DA3130-241,4.7,42.0,82.0,62.0,236.0,,
1445,10,['Black/Apple Green/Yellow Strike'],DD0538-002,5,,,,1.0,,
1446,1,"['Habanero Red/Total Orange/Laser Blue/Black', 'Black/Anthracite/Wolf Grey/Pure Platinum']",DH0649-600,4.2,56.0,90.0,73.0,53.0,,
1447,3,"['Football Grey/Light Marine/Rush Orange/Blackened Blue', 'Barely Volt/Summit White/Volt', 'White/Baltic Blue/Pink Blast/Black', 'Black/Summit White/Light Photo Blue/Dark Smoke Grey']",CZ8482-054,4.5,48.0,87.0,46.57,85.0,4.0,4.71
1448,1,"['Black/Anthracite/Cool Grey/White', 'Iron Grey/Black/Infrared 23/White', 'White/Black']",CU9978-101,4.5,42.0,79.0,41.9,149.0,7.0,4.7
1449,0,[None],,,,,,,,
1450,10,"['Light Dew/Fuchsia Dream/Black', 'White/Bright Crimson/Black', 'Black/Hyper Royal/Chrome']",DV4341-300,4.7,50.0,100.0,61.11,3.0,1.0,33.33
1451,19,['White/Black/Team Crimson'],DZ5991-100,0,,,,0.0,,
1452,11,['White/Game Royal/Midnight Navy/Football Grey'],FQ8825-100,5,50.0,50.0,44.44,3.0,1.0,33.33
1453,0,['Blue Jay/Yellow Ochre/White/Sail'],DR9513-400,4.7,50.0,100.0,75.0,9.0,,
1454,14,['White/Black/University Red/White'],DJ4888-100,5,50.0,100.0,83.33,1.0,1.0,100.0
1455,24,"['White/White/Black', 'White/White/Metallic Vivid Gold']",FD0089-101,0,,,,0.0,,
1456,1,['Ocean Bliss/Black/Ocean Bliss'],DQ6453-400,4.4,50.0,100.0,70.0,5.0,3.0,60.0
1457,17,['Multi-Color/Multi-Color/Multi-Color'],FN6743-900,,,,,,,
1458,5,['Black/Dark Grey/Black'],CT2904-002,4.2,33.0,82.0,46.23,38.0,9.0,23.68
1459,16,['Rush Orange/Dark Smoke Grey/Pure Platinum/Dutch Blue'],DJ6080-800,4.1,46.0,93.0,69.5,22.0,,
1460,10,['Black/Team Crimson/White'],DD0506-002,4.4,40.0,100.0,70.0,9.0,,
1461,0,[None],,,,,,,,
1462,14,['White/Black/Soft Grey/Slate Blue'],FJ0698-100,4.8,50.0,92.0,69.56,6.0,4.0,66.67
1463,19,['Bright Crimson/White/University Red/Black'],DH9638-600,3,50.0,40.0,45.0,17.0,,
1464,2,['Medium Brown/Mushroom/Muslin/Mint Foam'],FD5088-200,4.9,43.0,65.0,54.0,10.0,,
1465,16,"['Pale Ivory/Sail/Jade Ice/Bright Mandarin', 'Light Armory Blue/Platinum Tint/Star Blue/Green Strike', 'Black/Anthracite/White/Black', 'University Red/Midnight Navy/Blue Joy/Rugged Orange']",DV1237-601,4.5,46.0,91.0,49.04,227.0,23.0,10.13
1466,1,['Bronze Eclipse/Redstone/Total Orange/Black'],DC3727-200,4.6,57.0,88.0,48.97,52.0,1.0,1.92
1467,18,"['Light Crimson/Bright Mandarin/Black/Pale Ivory', 'Bright Crimson/Black/Black/White']",FD1160-600,0,,,,0.0,,
1468,20,['White/University Red/College Navy'],DZ5945-100,0,,,,0.0,,
1469,26,['Multi-Color/Multi-Color'],HF0004-900,,,,,,,
1470,13,['White/University Red/Pine Green/White'],CU6312-100,5,50.0,100.0,75.0,2.0,,
1471,11,['Black/White/Metallic Gold'],FN6835-010,3.7,50.0,67.0,61.22,3.0,2.0,66.67
1472,26,['Multi-Color/Multi-Color'],FB2390-900,,,,,,,
1473,16,['White/Blue Glow/Pimento'],DZ5955-100,0,,,,0.0,,
1474,19,['Phantom/Midwest Gold/Electric Algae/Gridiron'],DV6799-007,4.3,34.0,100.0,61.33,6.0,3.0,50.0
1475,1,['Black/Volt/Mint Foam/Cave Purple'],DV9193-001,0,,,,0.0,,
1476,0,[None],,,,,,,,
1477,1,['Sanddrift/Lemon Wash/Dark Smoke Grey/University Red'],DZ5355-126,0,,,,0.0,,
1478,10,"['Haystack/Velvet Brown/Haystack', 'Black/Black/Black']",454350-700,4.7,49.0,95.0,48.9,408.0,11.0,2.7
1479,10,"['Black/White', 'Pearl White/Vivid Sky']",CZ9907-200,4.3,39.0,77.0,40.89,75.0,5.0,6.67
1480,0,[None],,,,,,,,
1481,15,['White/Purple Comet/Flat Pewter'],DZ5978-100,0,,,,0.0,,
1482,1,['Phantom/White/Elemental Gold/Phantom'],DX4980-001,5,60.0,60.0,60.0,5.0,,
1483,4,['Black/Midnight Fog/Midas Gold/Bordeaux'],DD6958-001,4.7,42.0,74.0,39.76,183.0,6.0,3.28
1484,3,"['Black/Black/White/Anthracite', 'Night Maroon/Night Maroon/White/Rosewood']",DV7898-001,3.8,25.0,75.0,50.0,4.0,,
1485,1,['White/Phantom/Laser Orange/Light Crimson'],FB9120-160,0,,,,0.0,,
1486,0,[None],,,,,,,,
1487,26,"['Black/Volt/White', 'Ashen Slate/Diffused Blue/University Blue/White', 'Sail/Bicoastal/Campfire Orange/Safety Orange', 'Black/University Red/Lime Blast/White', 'White/Light Smoke Grey/Black', 'Black/Field Purple/University Gold']",FB2239-002,4.2,19.0,73.0,54.8,29.0,21.0,72.41
1488,16,['White/University Gold/College Navy'],DZ6005-100,0,,,,0.0,,
1489,5,['White/Black/Grey Fog/Bright Crimson'],DC3637-160,4.5,50.0,89.0,69.5,106.0,,
1490,3,['Shimmer/Desert Sand/Pale Ivory/Sail'],CZ1929-200,4.7,53.0,91.0,72.0,22.0,,
1491,0,['Black/Dark Grey/White'],537732-004,4.6,41.0,91.0,66.0,160.0,,
1492,18,['Coyote/Coyote'],FN3720-900,5,50.0,100.0,83.33,1.0,1.0,100.0
1493,22,['Multi-Color/Multi-Color'],FJ8893-900,,,,,,,
1494,13,['White/College Navy/Valor Blue'],DZ5968-100,0,,,,0.0,,
1495,0,[None],,,,,,,,
1496,5,"['Black/Sail/Baltic Blue', 'White/White/Sail/Black']",FD0278-001,0,,,,0.0,,
1497,3,"['White/Black/White/Stadium Green', 'White/Summit White/University Red/Light Photo Blue']",DQ7684-101,5,50.0,84.0,78.0,3.0,3.0,100.0
1498,17,['Team Red/White/Black/White'],CI1172-601,4.6,50.0,79.0,64.5,98.0,,
1499,14,['White/Varsity Red/Yellow Ochre'],DZ6004-100,0,,,,0.0,,
1500,5,['White/Purple Smoke/University Blue/Cave Purple'],DQ4128-155,5,50.0,100.0,83.33,1.0,1.0,100.0
1501,17,['Black/Anthracite/Smoke Grey/White'],DZ2615-001,4.6,50.0,80.0,51.67,28.0,7.0,25.0
1502,24,['Black/Coconut Milk/University Red/Tour Yellow'],FV6079-001,5,50.0,100.0,83.33,1.0,1.0,100.0
1503,1,['Photon Dust/Sail/Safety Orange/Dark Smoke Grey'],FJ4022-025,3.5,42.0,75.0,55.67,6.0,3.0,50.0
1504,10,['Black/Pro Green/White'],DD0532-002,4.5,,50.0,50.0,2.0,,
1505,14,['Racer Blue/Lime Blast/Safety Orange/White'],806561-400,4.7,50.0,88.0,69.0,15.0,,
1506,11,"['Medium Grey/Gunsmoke/White', 'Black/Anthracite/Green Strike']",DZ3324-003,3.8,61.0,89.0,68.18,11.0,6.0,54.55
1507,13,['Coconut Milk/Gum Light Brown/Sesame/Volt'],FB7076-100,0,,,,0.0,,
1508,18,['White/White/White'],DZ3674-100,4.6,50.0,75.0,52.78,9.0,3.0,33.33
1509,17,"['Summit White/Industrial Blue/Phantom/Cool Grey', 'Phantom/Cargo Khaki/Light Bone/Black']",FB8900-001,3.5,50.0,100.0,66.67,2.0,1.0,50.0
1510,12,['University Red/Black/University Red'],CW6999-600,4.9,53.0,91.0,49.09,92.0,3.0,3.26
1511,1,['Black/Black/Anthracite/Sail'],DV0794-001,4.9,63.0,88.0,55.46,13.0,2.0,15.38
1512,0,['White/Sail/University Blue'],FQ6474-100,0,,,,0.0,,
1513,3,"['Yellow Ochre/Yellow Ochre', 'Team Gold/Team Gold', 'Black/Black']",DX5575-700,4.4,65.0,85.0,58.96,119.0,32.0,26.89
1514,13,"['Anthracite/Black/Light Lemon Twist/Fierce Pink', 'Racer Blue/Safety Orange/Black/White']",685131-004,4.2,42.0,61.0,35.78,23.0,1.0,4.35
1515,9,"['Chocolate/White', 'White/Gum Yellow/Forest Green']",FD7039-101,4.8,54.0,87.0,76.17,16.0,14.0,87.5
1516,17,['White/Safety Orange/Vivid Grape/Deep Jungle'],DX1978-101,4.6,48.0,97.0,59.44,33.0,11.0,33.33
1517,12,['Black/Light Smoke Grey/Black/Light Smoke Grey'],FJ6245-002,3.5,,17.0,21.0,4.0,1.0,25.0
1518,17,['Multi-Color/Multi-Color/Multi-Color'],DO7432-900,,,,,,,
1519,18,"['Black/White/University Red', 'White/White/Cool Grey', 'Black/White/Gym Red']",322992-067,4.8,36.0,79.0,38.43,1405.0,4.0,0.28
1520,17,['Mystic Red/Mystic Red/White/Cargo Khaki'],DV0833-600,4.8,48.0,82.0,50.19,214.0,44.0,20.56
1521,17,['White/Old Royal/Flat Pewter'],DZ5956-100,0,,,,0.0,,
1522,1,['Velvet Brown/Noble Green/Light Bone/Velvet Brown'],DJ6229-200,4,,,,1.0,,
1523,14,['Oil Green/Lemon Chiffon/Sequoia/Bright Cactus'],FB9761-300,4.7,40.0,85.0,75.0,10.0,10.0,100.0
1524,4,['Light Iron Ore/Summit White/Black/University Red'],DZ4839-001,5,25.0,100.0,50.0,4.0,1.0,25.0
1525,6,"['Coral Stardust/Oxen Brown/Sail/Bright Coral', 'Baltic Blue/Gridiron/Sail/Sesame']",FB8915-400,4.7,42.0,92.0,78.0,6.0,6.0,100.0
1526,4,['Mineral Slate/Lemon Wash/Khaki/Deep Royal Blue'],DV3050-300,5,50.0,100.0,75.0,2.0,,
1527,12,['White/Desert Orange/Anthracite'],DZ5951-100,5,50.0,100.0,83.33,2.0,2.0,100.0
1528,1,['Particle Grey/White/Black'],CU3517-014,4.6,25.0,63.0,29.84,132.0,2.0,1.52
1529,26,['Multi-Color/Multi-Color'],HF0004-900,,,,,,,
1530,13,['White/Football Grey/University Red/Hyper Violet'],FQ7724-106,0,,,,0.0,,
1531,14,"['Black/Cool Grey/White', 'White/Pure Platinum/Black', 'Iron Grey/Sea Glass/Luminous Green/Light Silver', 'Black/Smoke Grey/White', 'White/Black']",DV6800-110,4,50.0,50.0,66.67,1.0,1.0,100.0
1532,4,['Ridgerock/Turbo Green/Saturn Gold/Black'],DC6083-200,5,50.0,75.0,62.5,2.0,,
1533,10,['Black/University Red/White'],DD0525-002,4.8,50.0,100.0,75.0,8.0,,
1534,4,"['Black/Cardinal Red/White/Vivid Orange', 'Magic Ember/White/Black/Sundial', 'Black/White/Sail/Taxi', 'Black/Sesame/Fire Red/Multi-Color']",FJ4923-008,5,48.0,80.0,67.92,33.0,25.0,75.76
1535,17,['Phantom/Cargo Khaki/Black/Rugged Orange'],FB9619-001,0,,,,0.0,,
1536,7,"['White/Wolf Grey/Pure Platinum/Black', 'Black/Dark Smoke Grey/Light Smoke Grey/White']",CZ5911-100,4.8,17.0,50.0,22.84,132.0,2.0,1.52
1537,16,['Black/Black'],DD2858-001,4,63.0,87.0,59.09,22.0,6.0,27.27
1538,1,['White/White/White'],FD1146-100,4.6,58.0,82.0,48.15,112.0,5.0,4.46
1539,21,['White/Team Orange/Black'],DZ5954-100,0,,,,0.0,,
1540,12,['White/Court Purple/University Gold'],DZ5959-100,0,,,,0.0,,
1541,21,"['Racer Blue/Safety Orange/Lime Blast/White', 'Anthracite/Black/Light Lemon Twist/Fierce Pink']",AA1204-400,3.9,37.0,78.0,57.5,13.0,,
1542,10,['Black/Team Orange/White'],DD0537-002,5,,,,1.0,,
1543,6,['White/Gym Red/Sail/Midnight Navy'],FN6881-100,4.8,54.0,89.0,64.33,26.0,13.0,50.0
1544,0,[None],,,,,,,,
1545,15,['Multi-Color/Multi-Color/Multi-Color'],FZ0815-900,,,,,,,
1546,7,['Black/White/Varsity Maize/University Red'],FD7674-001,5,50.0,89.0,79.67,9.0,9.0,100.0
1547,22,['White/Black/Brilliant Orange'],DZ5973-100,0,,,,0.0,,
1548,3,['Summit White/Sail/Coconut Milk/White'],DZ5317-121,3.7,50.0,67.0,44.56,6.0,1.0,16.67
1549,10,['Black/Game Royal/University Orange'],DD0522-002,3.8,25.0,84.0,54.5,4.0,,
1550,10,['Black/White/Yellow Ochre'],DX5640-002,0,,,,0.0,,
1551,3,['Venice/Summit White'],DM0107-500,4.8,57.0,93.0,58.33,8.0,2.0,25.0
1552,5,['White/Wolf Grey/Deep Forest'],FB9128-100,5,50.0,100.0,66.67,2.0,1.0,50.0
1553,4,['Hemp/Dark Driftwood/Rattan/Sail'],DD9361-212,5,50.0,50.0,50.0,2.0,,
1554,17,"['Black/Cool Grey/Wolf Grey/White', 'White/Black/White/Malachite', 'Black/White/Game Royal', 'White/Pure Platinum/Black', 'Photon Dust/Dark Obsidian/White/Track Red', 'Black/Dark Grey/White', 'White/Pure Platinum/Black', 'Black/Dark Grey/Black']",DZ0795-102,4.8,25.0,75.0,46.67,5.0,2.0,40.0
1555,7,['Team Gold/White/Wolf Grey/Coconut Milk'],DN4890-700,3.5,75.0,75.0,55.56,6.0,1.0,16.67
1556,6,['Summit White/Black'],DX4976-100,4.8,38.0,63.0,67.0,8.0,8.0,100.0
1557,2,"['Black/Light Smoke Grey/Dark Smoke Grey/Black', 'White/Pure Platinum/Wolf Grey/White']",CZ6558-110,4.4,,,,25.0,,
1558,10,['Sail/University Red/Coconut Milk/Sail'],FN7439-133,4.5,50.0,63.0,71.0,4.0,4.0,100.0
1559,19,['White/Wolf Grey/College Navy'],DZ5944-100,0,,,,0.0,,
1560,17,['Cacao Wow/Black'],FN3721-200,0,,,,0.0,,
1561,0,['Tech Grey/Cement Grey/Sail/Black'],DZ4135-002,4,63.0,59.0,55.67,20.0,9.0,45.0
1562,0,[None],,,,,,,,
1563,10,['Black/New Orchid/University Orange'],DD0518-002,0,,,,0.0,,
1564,17,"['White/White/Gum Light Brown/Pure Platinum', 'White/Coastal Blue/Star Blue/White', 'Black/Black/Black', 'Anthracite/Light Current Blue/Cool Grey', 'Pure Platinum/Electric Green/Dark Grey', 'Black/Smoke Grey/Volt/White', 'White/Black/University Red', 'White/White/White']",687977-020,4.8,,,,389.0,,
1565,14,['White/Night Silver/Team Crimson'],DZ5972-100,5,25.0,100.0,75.0,2.0,2.0,100.0
1566,15,['Pink Oxford/Adobe/Anthracite'],FD8637-600,3.9,50.0,88.0,69.0,7.0,,
1567,3,['Summit White/Summit White/Summit White/Black'],BV2078-100,4.4,34.0,63.0,32.87,250.0,4.0,1.6
1568,6,['Blackened Blue/Blackened Blue/Blackened Blue/Wolf Grey'],DZ7260-400,4.8,50.0,100.0,66.67,4.0,2.0,50.0
1569,13,['Gorge Green/Team Orange/Phantom/Ale Brown'],DO9500-300,4.6,50.0,91.0,47.48,555.0,8.0,1.44
1570,0,['Campfire Orange/Summit White/Anthracite'],FV6909-800,,,,,,,
1571,2,['Soft Grey/Thunder Grey/Coconut Milk/Neutral Grey'],FD5088-001,4.9,43.0,65.0,54.0,10.0,,
1572,3,['Black/Tech Grey/White/Muslin'],CZ0790-001,4.8,53.0,77.0,69.01,675.0,520.0,77.04
1573,0,[None],,,,,,,,
1574,15,['Multi-Color/Multi-Color'],FB2392-900,,,,,,,
1575,25,"['Industrial Blue/Photon Dust/Emerald Rise/Metallic Silver', 'Violet Dust/Purple Cosmos/University Gold', 'Melon Tint/Metallic Red Bronze/Monarch', 'Light Bone/Coconut Milk/Dark Russet/Campfire Orange', 'Black/Iron Grey/Oil Green/Metallic Pewter']",FN0708-400,0,,,,0.0,,
1576,0,[None],,,,,,,,
1577,17,['Game Royal/White/Black'],FQ8740-480,0,,,,0.0,,
1578,10,['Black/Fortress Green/Orange Horizon'],DZ0961-002,0,,,,0.0,,
1579,0,[None],,,,,,,,
1580,7,['White/Black/Dark Grey/Racer Blue'],DV9367-100,4.9,50.0,94.0,58.0,20.0,6.0,30.0
1581,15,['White/Pewter Grey/University Red'],DZ5969-100,0,,,,0.0,,
1582,4,['White/Vast Grey/Metallic Gold'],DQ7688-170,5,50.0,100.0,58.33,4.0,1.0,25.0
1583,12,['Black/Black/Clear/White'],FJ2708-001,0,,,,0.0,,
1584,2,['Black/Smoke Grey/Campfire Orange/Black'],FQ8749-010,4.6,59.0,72.0,77.0,23.0,23.0,100.0
1585,17,"['Sail/Coconut Milk/Purple Ink/Melon Tint', 'Fir/Coconut Milk/Melon Tint/Team Red']",FV8106-181,5,59.0,59.0,67.9,7.0,6.0,85.71
1586,0,[None],,,,,,,,
1587,17,['White/University Red'],FJ4451-100,5,50.0,100.0,75.0,4.0,,
1588,1,['Light Iron Ore/Photon Dust/Flat Pewter/Metallic Silver'],FN6838-012,4.6,30.0,80.0,63.33,5.0,4.0,80.0
1589,14,['White/Team Crimson/Black'],FQ2145-100,0,,,,0.0,,
1590,2,['Black/Black/White'],CU3958-002,4.7,50.0,87.0,46.33,50.0,1.0,2.0
1591,3,['Cacao Wow/Cacao Wow/Pink Bloom/Pale Ivory'],DV0791-200,4.6,50.0,88.0,49.33,10.0,1.0,10.0
