,count_of_sizes,colors,color,product_code,reviews,star_rating,Size,comfort,quality
10,[],"['Black / Core White / Cream White', 'Core White / Cream White / Black']",[],['Product code: HR1936'],['Reviews (7)'],['4.6'],['60.7143'],['85.7143'],['92.8571']
11,[],"['Core Black / Cloud White / Gold Metallic', 'Crystal White / Collegiate Navy / Cloud White', 'Core Black / Cloud White / Gold Metallic', 'Core Black / Core Black / Cardboard', 'Shadow Navy S22 / Cream White / Cloud White', 'Grey Three / Grey Five / Cloud White', 'Grey Three / Cloud White / Gum']",[],['Product code: EG2740'],[],[],[],[],[]
12,[],"['Core Black / Cloud White / Carbon', 'Aurora Black S24 / Zero Metalic / Core Black', 'Cloud White / Cloud White / Halo Silver S21', 'Silver Violet S23 / Silver Metallic / Silver Dawn S23', 'Core Black / Carbon / Cloud White', 'Pink Fusion F23 / Cloud White / Wonder Orchid F23', 'Wonder Beige F23 / Silver Metallic / Lucid Lemon F23', 'Arctic Night F23 / Lucid Lemon F23 / Arctic Fusion F23', 'Legend Ink / Zero Metalic / Wonder Clay F23', 'Bliss Lilac F22 / Zero Metalic / Silver Dawn S23', 'Flash Aqua F23 / Silver Metallic / Light Aqua']",[],['Product code: IE9678'],['Reviews (144)'],['4.5'],['49.1319'],['81.7708'],['85.9375']
13,"['8', '10']","['Wonder Silver / Cream White / Wonder Beige', 'Wonder Quartz / Cream White / Wonder Quartz']",[],['Product code: IF5183'],['Reviews (15)'],['4.2'],['53.3333'],['78.3333'],['86.6667']
14,[],"['Cloud White / Lucid Pink / Wonder Blue', 'Core Black / Wonder Silver / Cloud White', 'Core Black / Pink Fusion / Cloud White']",[],['Product code: HQ1805'],['Reviews (51)'],['4.7'],['47.549'],['83.8235'],['86.7647']
15,[],"['Core Black / Halo Silver S21 / Dgh Solid Grey', 'Sand Strata S23 / Silver Violet S23 / Acid Orange S21', 'Grey Five / Mint Ton / Core Black', 'Semi Flash Aqua / Core Black / Wonder Beige']",[],['Product code: HP8714'],['Reviews (236)'],['4.3'],['52.8602'],['75.4237'],['86.9703']
16,[],"['Bliss / Feather Grey / Wonder White F21', 'Wonder White / Pulse Yellow / Core Black', 'Cloud White / Flash Aqua / Arctic Fusion', 'Core Black / Core Black / Grey Three', 'Shadow Violet / Shadow Violet / Wonder Beige', 'Lucid Pink / Lucid Pink / Off White', 'Silver Green / Collegiate Green / Sand Strata', 'Off White / Solar Yellow / Lucid Pink', 'Wonder Clay / Wonder Clay / Core White', 'Grey One / Grey One / Core White', 'Wonder Quartz / Wonder Quartz / Wonder Quartz', 'Linen Green / Linen Green / Off White', 'Off White / Wonder Beige F23 / Off White']",[],['Product code: IG5934'],['Reviews (610)'],['4.6'],['62.0082'],['88.5656'],['90.2049']
17,[],"['Core Black / Cloud White / Carbon', 'Wonder Blue F23 / Lucid Lemon F23 / Arctic Night F23', 'Core Black / Core Black / Cloud White', 'Crew Blue S21 / Cloud White / Dash Grey', 'Clear Pink / Cloud White / Core Black', 'Flash Aqua F23 / Cloud White / Silver Dawn S23', 'Core Black / Pink Fusion F23 / Grey Five']",[],['Product code: IF7885'],['Reviews (374)'],['4.6'],['49.0642'],['86.1631'],['88.0348']
18,[],[],['Core Black / Legacy Burgundy S22 / Cloud White'],['Product code: GV7909'],['Reviews (75)'],['4.5'],['55.4795'],['81.8493'],['93']
19,[],"['Blue Dawn S23 / Zero Metalic / Silver Dawn S23', 'Core Black / Cloud White / Core Black', 'Cloud White / Core Black / Core Black', 'Core Black / Pulse Magenta F22 / Grey Six', 'Shadow Navy S22 / Pulse Mint S22 / Silver Metallic', 'Grey Six / Crystal White / Beam Pink F22', 'Halo Silver S21 / Silver Metallic / Core Black', 'Wonder Orchid F23 / Cloud White / Core Black', 'Carbon / Cloud White / Core Black', 'Wonder Quartz S23 / Silver Metallic / Core Black']",[],['Product code: HP7555'],[],[],[],[],[]
20,[],"['Team Rave Green / Team Rave Green / Team Rave Green', 'Off White / Off White / Off White', 'Orbit Grey / Bliss / Linen', 'Silver Metallic / Brown / Cream White', 'Core White / Core White / Core White', 'Black / Black / Black', 'Unity Ink / Unity Ink / Unity Ink']",[],['Product code: ID4445'],['Reviews (5)'],['4.0'],['40'],['75'],['90']
21,[],"['Blue Dawn / Cloud White / Silver Violet', 'Cloud White / Zero Metalic / Grey One', 'Core Black / Cloud White / Pulse Magenta F22', 'Olive Strata / Cloud White / Pink Strata']",[],['Product code: H03780'],['Reviews (411)'],['4.0'],['52.9197'],['73.1752'],['78.9538']
22,[],"['Bliss / Feather Grey / Wonder White F21', 'Wonder White / Pulse Yellow / Core Black', 'Cloud White / Flash Aqua / Arctic Fusion', 'Core Black / Core Black / Grey Three', 'Shadow Violet / Shadow Violet / Wonder Beige', 'Lucid Pink / Lucid Pink / Off White', 'Silver Green / Collegiate Green / Sand Strata', 'Off White / Solar Yellow / Lucid Pink', 'Wonder Clay / Wonder Clay / Core White', 'Grey One / Grey One / Core White', 'Wonder Quartz / Wonder Quartz / Wonder Quartz', 'Linen Green / Linen Green / Off White', 'Off White / Wonder Beige F23 / Off White']",[],['Product code: IG5933'],['Reviews (610)'],['4.6'],['62.0082'],['88.5656'],['90.2049']
23,[],"['Blue Dawn / Cloud White / Silver Violet', 'Cloud White / Zero Metalic / Grey One', 'Core Black / Cloud White / Pulse Magenta F22', 'Olive Strata / Cloud White / Pink Strata']",[],['Product code: HQ1687'],['Reviews (411)'],['4.0'],['52.9197'],['73.1752'],['78.9538']
24,[],"['Supplier Colour / Cloud White / Supplier Colour', 'Maroon / Crystal White / Maroon', 'Cloud White / Semi Court Green / Cloud White', 'Cloud White / Clear Sky / Cloud White', 'Arctic Night / Cream White / Cloud White', 'Shadow Violet F23 / Crystal White / Shadow Violet F23', 'Silver Green S23 / Crystal White / Green Oxide S21']",[],['Product code: IF8125'],['Reviews (18)'],['4.7'],['48.6111'],['77.7778'],['90.2778']
25,[],"['Blue Dawn / Blue Dawn / Orchid Fusion', 'Orchid Fusion F23 / Almost Pink S22 / Pink Fusion F23', 'Core Black / Pink Fusion / Shadow Red', 'Off White / Orchid Fusion / Wonder Beige', 'Cloud White / Cloud White / Grey One', 'Core Black / Core Black / Cloud White', 'Carbon / Carbon / Blue Dawn', 'Cloud White / Cloud White / Bright Red', 'Cloud White / Zero Metalic / Grey One', 'Core Black / Black Blue Met. / Carbon']",[],['Product code: IG7348'],['Reviews (450)'],['4.5'],['50.9444'],['82.7222'],['87.7778']
26,[],"['Core Black / Cloud White / Grey Five', 'Magic Mauve S22 / Cloud White / Pulse Magenta F22', 'Magic Beige F22 / Cloud White / Mesa']",[],['Product code: GY1657'],['Reviews (88)'],['4.6'],['53.4091'],['87.7841'],['90.0568']
27,"['M 7.5 / W 8.5', 'M 9.5 / W 10.5', 'M 11 / W 12']","['Core Black / Core Black / Core Black', 'Cloud White / Core Black / Lucid Lemon F23']",[],['Product code: HQ8984'],['Reviews (129)'],['4.3'],['46.8992'],['74.8062'],['78.876']
28,"['9', '9.5']","['Cloud White / Silver Metallic / Wonder Quartz S23', 'Wonder Taupe / Cloud White / Wonder Quartz', 'Cloud White / Silver Metallic / Semi Flash Aqua']",[],['Product code: GV9392'],['Reviews (12)'],['4.6'],['47.9167'],['93.75'],['91.6667']
29,[],"['Core Black / Zero Metalic / Team Shock Pink 2', 'Cloud White / Core Black / Lucid Lemon F23']",[],['Product code: HQ8977'],['Reviews (49)'],['4.6'],['50.5102'],['85.7143'],['81.6327']
30,[],"['Cloud White / Cloud White / Zero Metalic', 'Grey / Carbon / Cloud White', 'Cloud White / Zero Metalic / Cloud White', 'Core Black / Cloud White / Carbon', 'Olive Strata S23 / Gold Metallic / Off White']",[],['Product code: IF2771'],['Reviews (178)'],['4.7'],['50'],['84.2697'],['89.6067']
31,[],"['Talc / Bliss / Cream White', 'Off White / Off White / Off White']",[],['Product code: FZ6391'],['Reviews (33)'],['4.4'],['70.4545'],['72.7273'],['93.9394']
32,[],"['Cloud White / Core Black / Better Scarlet S23', 'Carbon / Gold Metallic / Core Black', 'Core Black / Cloud White / Charcoal S24', 'Better Scarlet S23 / Cloud White / Charcoal S24']",[],['Product code: IE9278'],['Reviews (12)'],['3.9'],['41.6667'],['64.5833'],['72.9167']
33,[],"['Core Black / Cloud White / Carbon', 'Wonder Blue F23 / Lucid Lemon F23 / Arctic Night F23', 'Core Black / Core Black / Cloud White', 'Crew Blue S21 / Cloud White / Dash Grey', 'Clear Pink / Cloud White / Core Black', 'Flash Aqua F23 / Cloud White / Silver Dawn S23', 'Core Black / Pink Fusion F23 / Grey Five']",[],['Product code: IF7273'],['Reviews (374)'],['4.6'],['49.0642'],['86.1631'],['88.0348']
34,[],"['Core Black / Grey Three / Mint Ton', 'Semi Flash Aqua F23 / Core Black / Preloved Yellow F23', 'Wonder Silver F23 / Core Black / Grey Two']",[],['Product code: IF4872'],['Reviews (199)'],['4.5'],['44.0955'],['77.3869'],['87.8141']
35,[],"['Blue Dawn / Blue Dawn / Orchid Fusion', 'Orchid Fusion F23 / Almost Pink S22 / Pink Fusion F23', 'Core Black / Pink Fusion / Shadow Red', 'Off White / Orchid Fusion / Wonder Beige', 'Cloud White / Cloud White / Grey One', 'Core Black / Core Black / Cloud White', 'Carbon / Carbon / Blue Dawn', 'Cloud White / Cloud White / Bright Red', 'Cloud White / Zero Metalic / Grey One', 'Core Black / Black Blue Met. / Carbon']",[],['Product code: IG7344'],['Reviews (450)'],['4.5'],['50.9444'],['82.7222'],['87.7778']
36,[],[],['Core Black / Cloud White / Cloud White'],['Product code: GX8190'],['Reviews (45)'],['4.7'],['51.1111'],['88.3333'],['90.5556']
37,[],"['Core Black / Cloud White / Carbon', 'Aurora Black S24 / Zero Metalic / Core Black', 'Cloud White / Cloud White / Halo Silver S21', 'Silver Violet S23 / Silver Metallic / Silver Dawn S23', 'Core Black / Carbon / Cloud White', 'Pink Fusion F23 / Cloud White / Wonder Orchid F23', 'Wonder Beige F23 / Silver Metallic / Lucid Lemon F23', 'Arctic Night F23 / Lucid Lemon F23 / Arctic Fusion F23', 'Legend Ink / Zero Metalic / Wonder Clay F23', 'Bliss Lilac F22 / Zero Metalic / Silver Dawn S23', 'Flash Aqua F23 / Silver Metallic / Light Aqua']",[],['Product code: IE9682'],['Reviews (144)'],['4.5'],['49.1319'],['81.7708'],['85.9375']
38,[],"['Cloud White / Core Black / Gold Metallic', 'Core Black / Cloud White / Gold Metallic', 'Crystal White / Cloud White / Almost Blue F22', 'Aluminium / Silver Violet / Off White', 'Blue Dawn / Cloud White / Silver Metallic', 'Wonder White / Core Black / Gold Metallic']",[],['Product code: GX1840'],['Reviews (172)'],['4.2'],['48.6919'],['73.5465'],['83.4302']
39,[],"['Core Black / Lucid Pink / Bright Red', 'Cloud White / Dash Grey / Lucid Lemon', 'Core Black / Carbon / Cloud White', 'Cloud White / Cloud White / Cloud White', 'Carbon / Core Black / Grey Five', 'Wonder Quartz / Cloud White / Core Black']",[],['Product code: ID1952'],['Reviews (121)'],['4.4'],['54.5455'],['78.3058'],['84.5041']
40,[],"['Cloud White / Cloud White / Core Black', 'Bright Royal / Cloud White / Bliss Blue']",[],['Product code: GZ0019'],['Reviews (251)'],['4.6'],['49.1036'],['79.1833'],['82.2709']
41,[],"['Cloud White / Core Black / Pulse Lilac F22', 'Wonder Steel F22 / Pulse Blue / Matt Purple Met. F22']",[],['Product code: GY2208'],['Reviews (951)'],['4.6'],['52.1361'],['82.7004'],['85.5415']
42,[],[],['Power Red / Crystal White / Crystal White'],['Product code: GY2093'],['Reviews (50)'],['4.6'],['46.5'],['87.5'],['90.5']
43,[],"['Wonder Steel F22 / Cloud White / Cloud White', 'Cloud White / Cloud White / Core Black', 'Core Black / Cloud White / Core Black', 'Cloud White / Team Navy Blue 2 / Better Scarlet S23', 'Team Navy Blue 2 / Better Scarlet S23 / Cloud White', 'Lucid Blue S23 / Off White / Pulse Mint S22', 'Grey One / Off White / Lucid Fuchsia S23']",[],['Product code: HP5399'],['Reviews (565)'],['4.4'],['47.8242'],['74.3339'],['85.1327']
44,['M 12 / W 13'],"['Magic Grey Met / Impact Orange / Shadow Navy', 'Core Black / Red / Carbon', 'Cloud White / Gold Metallic / Core Black', 'Core Black / Black Blue Met. / Grey Five', 'Cloud White / Core Black / Blue Dawn', 'Core Black / Team Semi Sol Green2 / Impact Orange']",[],['Product code: HR0085'],['Reviews (548)'],['4.7'],['48.8139'],['88.0018'],['89.6442']
45,['11'],"['Cloud White / Cloud White / Cloud White', 'Cloud White / Core Black / Core Black', 'Wonder White / Core Black / Lucid Blue']",[],['Product code: HQ4426'],['Reviews (692)'],['4.7'],['53.7373'],['82.3295'],['91.2572']
46,[],"['Cloud White / Cloud White / Violet Fusion S23', 'Silver Dawn / Silver Dawn / Silver Violet', 'Core Black / Core Black / Beam Pink F22', 'Grey One / Grey Three / Cloud White', 'Core Black / Core Black / Cloud White', 'Cloud White / Cloud White / Cloud White', 'Off White / Off White / Silver Metallic', 'Light Solid Grey / Silver Dawn / Solar Red', 'Cloud White / Zero Metalic / Lucid Pink', 'Arctic Night / Arctic Night / Lucid Pink', 'Silver Dawn / Silver Dawn / Almost Pink', 'Pink Fusion / Pink Fusion / Gold Metallic', 'Off White / Off White / Gold Metallic', 'Off White / Crew Blue / Bliss Lilac', 'Carbon / Carbon / Bright Red', 'Shadow Red / Shadow Red / Core Black', 'Magic Beige / Magic Beige / Off White', 'Wonder Beige / Wonder Beige / Wonder White', 'Cloud White / Cloud White / Silver Metallic', 'Wonder Beige / Wonder Taupe / Impact Orange', 'Grey Five / Grey Five / Pink Fusion', 'Off White / Off White / Wonder Quartz']",[],['Product code: ID9665'],[],[],[],[],[]
47,"['M 6.5 / W 7.5', 'M 7 / W 8', 'M 8 / W 9', 'M 8.5 / W 9.5', 'M 9 / W 10']","['Off White / Off White / Off White', 'Core White / Core White / Cream White', 'Black / Black / Black', 'Unity Ink / Unity Ink / Off White']",[],['Product code: FZ6407'],['Reviews (53)'],['4.7'],['51.4151'],['81.1321'],['92.4528']
48,"['M 7 / W 8', 'M 7.5 / W 8.5', 'M 8.5 / W 9.5', 'M 11.5 / W 12.5']","['Off White / Off White / Off White', 'Core White / Core White / Cream White', 'Black / Black / Black', 'Unity Ink / Unity Ink / Off White']",[],['Product code: IE9542'],['Reviews (53)'],['4.7'],['51.4151'],['81.1321'],['92.4528']
49,['9'],"['Core Black / Core Black / Cloud White', 'Cloud White / Cloud White / Core Black', 'Supplier Colour / Supplier Colour / Cloud White']",[],['Product code: IF3249'],['Reviews (125)'],['4.5'],['56'],['82.8'],['87.2']
50,"['M 8.5 / W 9.5', 'M 10.5 / W 11.5', 'M 11 / W 12', 'M 12 / W 13', 'M 12.5 / W 13.5']","['Wonder Steel F22 / Cloud White / Cloud White', 'Cloud White / Cloud White / Core Black', 'Core Black / Cloud White / Core Black', 'Cloud White / Team Navy Blue 2 / Better Scarlet S23', 'Team Navy Blue 2 / Better Scarlet S23 / Cloud White', 'Lucid Blue S23 / Off White / Pulse Mint S22', 'Grey One / Off White / Lucid Fuchsia S23']",[],['Product code: HQ6710'],['Reviews (565)'],['4.4'],['47.8242'],['74.3339'],['85.1327']
51,['M 9 / W 10'],"['Almost Pink S22 / Acid Red S22 / Chalk White', 'Shadow Red / Sandy Beige Met / Shadow Red', 'Semi Coral Fusion / Core Black / Semi Coral Fusion', 'Shadow Violet / Impact Orange / Violet Fusion']",[],['Product code: GZ5925'],['Reviews (777)'],['4.7'],['48.9704'],['84.5882'],['88.2883']
52,"['5', '5.5', '11']","['Bliss Orange / Bliss Orange / Bliss Orange', 'Shadow Navy S22 / Shadow Navy S22 / Grey Three', 'Grey Three / Royal Blue / Off White', 'Aluminium / Wonder Taupe S23 / Silver Violet S23', 'Wonder Quartz / Core White / Halo Blush', 'Cloud White / Linen Green F22 / Off White', 'Wonder White / Aluminium / Wonder Beige', 'Chalk White / Grey Two / Grey One', 'Carbon / Grey Two / Grey Six', 'Aluminium / Wonder Clay / Wonder Quartz', 'Off White / Sand Strata / Gum']",[],['Product code: IE7064'],['Reviews (228)'],['4.6'],['58.8816'],['90.8991'],['89.1447']
53,"['6', '7']","['Mystery Blue / Hi-Res Yellow / Cloud White', 'Wonder Taupe / Off White / Purple', 'Cloud White / Cloud White / Silver Metallic']",[],['Product code: GX0872'],['Reviews (390)'],['4.5'],['58.8689'],['78.0848'],['86.5385']
54,[],"['Core Black / Bold Orange / Bold Gold', 'Royal Blue / Team Solar Yellow 2 / Cloud White']",[],['Product code: FZ6123'],[],[],[],[],[]
55,"['5.5', '6.5', '7', '10.5']","['Wonder Red F22 / Wonder Mauve / Beam Orange F22', 'Cloud White / Grey Two / Lucid Fuchsia S23', 'Pulse Mint S22 / Lucid Fuchsia S23 / Cloud White', 'Core Black / Pulse Mint S22 / Cloud White']",[],['Product code: HQ8578'],['Reviews (220)'],['4.6'],['52.5'],['84.4318'],['87.6136']
56,['M 12.5 / W 13.5'],"['Crystal White / Cloud White / Cloud White', 'Core Black / Cloud White / Cloud White', 'Shadow Red / Cloud White / Better Scarlet S23', 'Wonder Taupe / Cloud White / Lucid Blue', 'Core Black / Carbon / Core Black']",[],['Product code: GZ2293'],['Reviews (4)'],['5.0'],['50'],['100'],['100']
57,"['5.5', '8', '10']","['Halo Blue S21 / Halo Blue S21 / Clear Sky', 'Grey Six / Matte Silver / Blue Fusion S23', 'Grey Two / Clear Pink / Cloud White', 'Cloud White / Bliss Orange / Bliss Orange', 'Magic Mauve / Burgundy / Shadow Maroon']",[],['Product code: GZ9661'],['Reviews (203)'],['4.7'],['54.9261'],['86.6995'],['92.9803']
58,['M 13 / W 14'],[],['Core Black / Team Solar Yellow 2 / Grey Five'],['Product code: IG0767'],['Reviews (17)'],['4.5'],['48.5294'],['73.5294'],['85.2941']
59,"['M 7 / W 8', 'M 8 / W 9']","['Cloud White / Core Black / Cloud White', 'Pantone / Off White / Pantone', 'Core Black / Core Black / Cloud White', 'Cloud White / Cloud White / Core Black', 'Cloud White / Cloud White / Collegiate Navy', 'Cloud White / Cloud White / Green', 'Chalk White / Chalk White / Core Black', 'Aluminium / Collegiate Red / Aluminium', 'Core Black / Carbon / Gum', 'Pantone / Pantone / Gum', 'Chalk White / Chalk White / Wonder White', 'Cloud White / Blue Bird / Off White', 'Cloud White / Cloud White / Blue Dawn', 'Core White / Off White / Preloved Blue', 'Grey Three / Grey Five / Gum', 'Cloud White / Cloud White / Cloud White', 'Savanna / Savanna / Sand Strata', 'Cloud White / Pantone / Pantone', 'Core White / Magic Beige / Off White', 'Earth Strata S23 / Earth Strata S23 / Dark Brown', 'Semi Court Green S23 / Semi Court Green S23 / Collegiate Green', 'Cream White / Cream White / Core Black']",[],['Product code: HQ9930'],['Reviews (622)'],['4.6'],['50.9244'],['79.4212'],['87.0177']
60,['M 11 / W 12'],"['Purple / Cloud White / Lucid Fuchsia S23', 'Grey Four / Gum / Gum', 'Core Black / Cloud White / Cloud White', 'Crystal White / Cloud White / Cloud White', 'Core Black / Core Black / Core Black']",[],['Product code: HP9824'],['Reviews (138)'],['4.5'],['50.9058'],['79.1667'],['84.6014']
61,"['5', '9.5']","['Cloud White / Core Black / Grey Six', 'Cloud White / Core Black / Cloud White', 'Cloud White / Core Black / Cloud White', 'Cloud White / Cloud White / Cloud White', 'Cloud White / Copper Metallic / Core Black', 'Cloud White / Off White / Crystal White', 'Magic Beige F22 / Magic Beige F22 / Cloud White', 'Cloud White / Magic Lime S22 / Cloud White', 'Cloud White / Wonder White F21 / Off White', 'Cloud White / Semi Lucid Blue S23 / Gold Metallic', 'Sand Strata / Wonder Taupe / Core Black', 'Cloud White / Wonder White F21 / Better Scarlet S23', 'Core Black / Core Black / Cloud White', 'Core Black / Glow Blue / Off White', 'Core Black / Energy Ink / Silver Metallic', 'Cloud White / Orange / Royal Blue', 'Cloud White / Clear Pink / Semi Court Green', 'Off White / Core Black / Off White', 'Core Black / Off White / Magic Beige', 'Maroon / Wonder White / Maroon', 'Earth Strata / Wonder White / Earth Strata', 'Cloud White / Bright Red / Wonder Clay F23']",[],['Product code: HQ1905'],['Reviews (11282)'],['4.7'],['55.727'],['80.1694'],['86.5514']
62,"['8.5', '9.5', '10']","['Core Black / Core Black / Chalk White', 'Wonder Taupe / Wonder Taupe / Chalk White']",[],['Product code: HQ7087'],['Reviews (61)'],['4.0'],['75'],['77.459'],['86.0656']
63,"['9', '10']",[],['Cloud White / Cloud White / Core Black'],['Product code: HQ6040'],['Reviews (14)'],['5.0'],['53.5714'],['80.3571'],['87.5']
64,['7.5'],"['Blue Dawn / Cloud White / Silver Violet', 'Cloud White / Zero Metalic / Grey One', 'Core Black / Cloud White / Pulse Magenta F22', 'Olive Strata / Cloud White / Pink Strata']",[],['Product code: GZ6741'],['Reviews (411)'],['4.0'],['52.9197'],['73.1752'],['78.9538']
65,"['M 6.5 / W 7.5', 'M 7 / W 8', 'M 10.5 / W 11.5']","['Off White / Off White / Off White', 'Unity Ink / Unity Ink / Off White', 'Silver Green / Off White / Light Brown', 'Clear Onix / Clear Onix / Carbon']",[],['Product code: IE9541'],['Reviews (11)'],['4.7'],['50'],['86.3636'],['90.9091']
66,"['M 6.5 / W 7.5', 'M 7 / W 8', 'M 7.5 / W 8.5']","['Bright Royal / Cloud White / Bliss Blue', 'Cloud White / Core Black / Lucid Lemon', 'Cloud White / Grey Two / Preloved Blue S23', 'Team Solar Orange / Core Black / Core Black', 'Core Black / Core Black / Cloud White', 'Cloud White / Cloud White / Cloud White', 'Core Black / Cloud White / Team Shock Pink 2']",[],['Product code: GW4576'],['Reviews (163)'],['4.7'],['51.9939'],['81.7485'],['88.0368']
67,"['9', '9.5']","['Cloud White / Wonder Quartz / Grey Five', 'Core Black / Grey Five / Carbon', 'Wonder Quartz S23 / Taupe Met. S23 / Chalk White', 'Crystal White / Flash Aqua / Almost Yellow', 'Silver Dawn / Orchid Fusion / Almost Yellow', 'Crew Blue / Lucid Pink / Lucid Cyan', 'Grey One / Core Black / Silver Metallic', 'Cloud White / Silver Metallic / Green Spark']",[],['Product code: IE9727'],['Reviews (182)'],['4.3'],['61.9505'],['82.0055'],['86.1264']
68,"['M 6.5 / W 7.5', 'M 7 / W 8', 'M 7.5 / W 8.5']","['Bright Royal / Cloud White / Bliss Blue', 'Cloud White / Core Black / Lucid Lemon', 'Cloud White / Grey Two / Preloved Blue S23', 'Team Solar Orange / Core Black / Core Black', 'Core Black / Core Black / Cloud White', 'Cloud White / Cloud White / Cloud White', 'Core Black / Cloud White / Team Shock Pink 2']",[],['Product code: GW4574'],['Reviews (163)'],['4.7'],['51.9939'],['81.7485'],['88.0368']
69,[],[],['Grey Six / Iron Metallic / Core Black'],['Product code: GW2131'],['Reviews (8)'],['5.0'],['53.125'],['93.75'],['100']
