,count_of_sizes,colors,product_code,reviews,quality
13,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12']",['Archive Green-Warm White'],['Style: 393167_02'],['Reviews (6)Average: 4.3 / 5Write A ReviewRead All ReviewsRead All'],['100.0']
14,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13']",['Bright Melon-Frosted Ivory'],['Style: 393084_01'],['Reviews (0)Average: 0.0 / 5Write The First Review'],[]
15,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '12.5', '13', '14']",['Luminous Pink-Ultra Blue-Yellow Alert'],['Style: 107540_01'],['Reviews (0)Average: 0.0 / 5Write The First Review'],[]
16,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '12.5']",['PUMA Black-Yellow Blaze-Strawberry Burst'],['Style: 378683_01'],['Reviews (0)Average: 0.0 / 5Write The First Review'],[]
17,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14', '15', '16']","['PUMA White-PUMA Navy-Lime Squeeze', 'PUMA White-For All Time Red']",['Style: 379081_03'],['Reviews (2)Average: 3.5 / 5Write A ReviewRead All ReviewsRead All'],['50.0']
18,"['4', '4.5', '5', '6', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '12.5', '13', '14']","['PUMA White-PUMA Black-Fire Orchid', 'Ultra Blue-PUMA White-Pro Green']",['Style: 107521_03'],['Reviews (2)Average: 2.5 / 5Write A ReviewRead All ReviewsRead All'],['50.0']
19,"['4.5', '5', '5.5', '6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '12.5']","['Fast Yellow-PUMA Navy-PUMA White', 'PUMA White-PUMA Black-Team Light Blue', 'PUMA White-Ravish-Fast Yellow', 'PUMA Navy-Fast Yellow-Puma White']",['Style: 107296_01'],['Reviews (11)Average: 3.7 / 5Write A ReviewRead All ReviewsRead All'],['55.6']
20,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '12.5', '13']",['Purple Charcoal-Fast Yellow-Ravish-PUMA White'],['Style: 107539_01'],['Reviews (0)Average: 0.0 / 5Write The First Review'],[]
21,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '12.5', '13']","['PUMA White-PUMA Black-Fire Orchid', 'Ultra Blue-PUMA White-Pro Green']",['Style: 107522_03'],['Reviews (1)Average: 3.0 / 5Write A ReviewRead All ReviewsRead All'],[]
22,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '12.5']","['PUMA Black-Dark Coal', 'PUMA Black-Yellow Burst-Malachite']",['Style: 378734_01'],['Reviews (0)Average: 0.0 / 5Write The First Review'],[]
23,"['5', '5.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '12.5', '13', '14']","['PUMA Black-PUMA White', 'Persian Blue-Pro Green-Ultra Blue', 'Alpine Snow-Asphalt-Yellow Blaze']",['Style: 107566_02'],['Reviews (2)Average: 4.5 / 5Write A ReviewRead All ReviewsRead All'],['50.0']
24,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '12.5']","['Fast Yellow-PUMA Navy-PUMA White', 'PUMA White-PUMA Black-Team Light Blue', 'PUMA White-Ravish-Fast Yellow', 'PUMA Navy-Fast Yellow-Puma White']",['Style: 107296_03'],['Reviews (11)Average: 3.7 / 5Write A ReviewRead All ReviewsRead All'],['55.6']
25,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13']","['PUMA White-Team Regal Red', 'PUMA White-Yellow Sizzle']",['Style: 394684_02'],['Reviews (0)Average: 0.0 / 5Write The First Review'],[]
26,"['4.5', '5', '5.5', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '12.5']","['Fast Yellow-PUMA Navy-PUMA White', 'PUMA White-PUMA Black-Team Light Blue', 'PUMA White-Ravish-Fast Yellow', 'PUMA Navy-Fast Yellow-Puma White']",['Style: 107296_02'],['Reviews (11)Average: 3.7 / 5Write A ReviewRead All ReviewsRead All'],['55.6']
27,"['7', '8', '9', '10', '11', '12']","['Green Gecko-Prism Violet', 'PUMA Green-Fluro Yellow Pes-Fluro Green Pes']",['Style: 394223_04'],['Reviews (1)Average: 1.0 / 5Write A ReviewRead All ReviewsRead All'],['0.0']
28,"['2', '2.5', '3', '3.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '12.5', '13', '14']",['Sun Stream-Sunset Glow-Puma Black'],['Style: 377001_01'],['Reviews (1)Average: 5.0 / 5Write A ReviewRead All ReviewsRead All'],[]
29,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '12.5', '14']",['Alpine Snow-Cool Dark Gray-Astro Red'],['Style: 379113_01'],['Reviews (0)Average: 0.0 / 5Write The First Review'],[]
30,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12']","['Puma Black-Harbor Mist-Cherry Tomato', 'Cherry Tomato-Puma Black', 'Puma Black-CASTLEROCK', 'PUMA Black-Cayenne-Wood Violet', 'PUMA White-Platinum Gray-Dark Night', 'PUMA Black-Gray Tile-Fast Yellow', 'PUMA Black', 'Myrtle-PUMA Black-Yellow Burst']",['Style: 376151_15'],['Reviews (18)Average: 4.2 / 5Write A ReviewRead All ReviewsRead All'],['78.6']
31,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '12.5']",['PUMA Black-Alpine Snow-PUMA Gold-PUMA White'],['Style: 107609_01'],['Reviews (0)Average: 0.0 / 5Write The First Review'],[]
32,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '12.5', '13']","['Persian Blue-PUMA White-Pro Green', 'Sedate Gray-Asphalt-Yellow Blaze']",['Style: 107361_03'],['Reviews (5)Average: 4.4 / 5Write A ReviewRead All ReviewsRead All'],['33.3']
33,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '12.5', '13']",['Persian Blue-PUMA White-Pro Green'],['Style: 107375_03'],['Reviews (3)Average: 3.7 / 5Write A ReviewRead All ReviewsRead All'],['50.0']
34,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12']",['Dark Jasper-Frosted Ivory'],['Style: 391962_06'],['Reviews (4)Average: 4.3 / 5Write A ReviewRead All ReviewsRead All'],['50.0']
35,[],[],['Style: 379652_01'],['Reviews (4)Average: 4.0 / 5Write A ReviewRead All ReviewsRead All'],['75.0']
36,[],[],['Style: 378580_01'],['Reviews (8)Average: 4.6 / 5Write A ReviewRead All ReviewsRead All'],[]
37,"['4', '5', '6', '7', '8', '9', '10', '11', '12', '13']","['Puma Black-Puma Black', 'Putty-Putty']",['Style: 385296_02'],['Reviews (20)Average: 4.2 / 5Write A ReviewRead All ReviewsRead All'],['80.0']
38,"['4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14']","['Puma Black-Puma Black', 'Putty-Putty']",['Style: 385296_03'],['Reviews (20)Average: 4.2 / 5Write A ReviewRead All ReviewsRead All'],['80.0']
39,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12']",['Puma Black-Whisper White'],['Style: 386600_01'],['Reviews (4)Average: 5.0 / 5Write A ReviewRead All ReviewsRead All'],['50.0']
40,"['6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '12.5', '13']","['PUMA White-PUMA Black-Fire Orchid', 'PUMA Black-Asphalt', 'Ultra Blue-PUMA White-Pro Green', 'Yellow Blaze-PUMA White-PUMA Black']",['Style: 107311_01'],['Reviews (7)Average: 3.1 / 5Write A ReviewRead All ReviewsRead All'],['33.3']
41,"['4', '4.5', '5', '5.5', '6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']",['PUMA White-Puma Team Gold'],['Style: 397572_01'],['Reviews (2)Average: 4.5 / 5Write A ReviewRead All ReviewsRead All'],[]
42,"['4', '4.5', '5', '5.5', '6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '14']","['Deep Lichen Green-Dark Olive', 'Tapioca-Pebble']",['Style: 391610_01'],['Reviews (10)Average: 4.5 / 5Write A ReviewRead All ReviewsRead All'],['100.0']
43,"['4', '4.5', '5', '5.5', '6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']","['Day Dream-Evening Sky-PUMA White', 'Fizzy Apple-Platinum Gray-PUMA White']",['Style: 394981_02'],['Reviews (16)Average: 4.3 / 5Write A ReviewRead All ReviewsRead All'],['81.8']
44,"['4', '4.5', '5', '5.5', '6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']","['Malachite-Warm White', 'PUMA Black-PUMA Black']",['Style: 397112_01'],['Reviews (1)Average: 5.0 / 5Write A ReviewRead All ReviewsRead All'],['100.0']
45,"['4', '4.5', '5', '5.5', '6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']","['Deep Lichen Green-Dark Olive', 'Tapioca-Pebble']",['Style: 391610_02'],['Reviews (10)Average: 4.5 / 5Write A ReviewRead All ReviewsRead All'],['100.0']
46,"['4', '4.5', '5', '5.5', '6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']","['Malachite-Warm White', 'PUMA Black-PUMA Black']",['Style: 397112_02'],['Reviews (1)Average: 5.0 / 5Write A ReviewRead All ReviewsRead All'],['100.0']
47,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12']","['Orange Brick-Clementine', 'Hero Blue-Electric Peppermint']",['Style: 390717_01'],['Reviews (5)Average: 3.4 / 5Write A ReviewRead All ReviewsRead All'],['60.0']
48,"['4', '4.5', '5', '5.5', '6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']","['New Navy-Warm White', 'Alpine Snow-Warm White']",['Style: 392435_01'],['Reviews (0)Average: 0.0 / 5Write The First Review'],[]
49,"['4', '4.5', '5', '5.5', '6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']",['Inky Blue-PUMA Black-Sand Dune'],['Style: 396672_01'],['Reviews (0)Average: 0.0 / 5Write The First Review'],[]
50,"['7', '8', '9', '10', '11', '12']",['Puma Black-Puma White'],['Style: 382112_01'],['Reviews (21)Average: 4.8 / 5Write A ReviewRead All ReviewsRead All'],['95.2']
51,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12']",['Ribbon Red-Puma White-Puma Team Gold'],['Style: 366608_07'],['Reviews (57)Average: 3.4 / 5Write A ReviewRead All ReviewsRead All'],[]
52,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12']","['PUMA White-PUMA White-Spectra Green', 'Spectra Green-PUMA Black-Puma Black']",['Style: 307891_01'],['Reviews (8)Average: 4.6 / 5Write A ReviewRead All ReviewsRead All'],['80.0']
53,"['4', '4.5', '5', '5.5', '6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']","['PUMA White-Sedate Gray', 'PUMA Black-Strong Gray', 'Smokey Gray-Ash Gray']",['Style: 392982_04'],['Reviews (2)Average: 5.0 / 5Write A ReviewRead All ReviewsRead All'],['100.0']
54,"['4', '4.5', '5', '5.5', '6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']","['PUMA White-Sedate Gray', 'PUMA Black-Strong Gray', 'Smokey Gray-Ash Gray']",['Style: 392982_05'],['Reviews (2)Average: 5.0 / 5Write A ReviewRead All ReviewsRead All'],['100.0']
55,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12']","['PUMA White-PUMA White-Spectra Green', 'Spectra Green-PUMA Black-Puma Black']",['Style: 307891_02'],['Reviews (8)Average: 4.6 / 5Write A ReviewRead All ReviewsRead All'],['80.0']
56,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13']",['Sand Dune-PUMA White-PUMA Black'],['Style: 307778_03'],['Reviews (10)Average: 4.3 / 5Write A ReviewRead All ReviewsRead All'],['85.7']
57,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12']","['Puma White-Puma Team Gold', 'Puma White-Puma Black', 'Puma Black-Puma White', 'PUMA White-Malachite']",['Style: 386759_03'],['Reviews (7)Average: 3.3 / 5Write A ReviewRead All ReviewsRead All'],['42.9']
58,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14', '15']",['PUMA Black-Myrtle-Dark Clove-Bold Blue-Electric Blush'],['Style: 379087_01'],['Reviews (1)Average: 4.0 / 5Write A ReviewRead All ReviewsRead All'],[]
59,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']",['Chili Powder-PUMA Black'],['Style: 377044_07'],['Reviews (8)Average: 3.6 / 5Write A ReviewRead All ReviewsRead All'],['62.5']
60,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']","['PUMA Black-Speed Yellow', 'Rosso Corsa-PUMA Black']",['Style: 307959_01'],['Reviews (0)Average: 0.0 / 5Write The First Review'],[]
61,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']",['PUMA Red-Clyde Royal'],['Style: 393116_01'],['Reviews (5)Average: 3.4 / 5Write A ReviewRead All ReviewsRead All'],['66.7']
62,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13']",['Sand Dune-PUMA Black-Racing Blue'],['Style: 396106_01'],['Reviews (2)Average: 4.0 / 5Write A ReviewRead All ReviewsRead All'],['50.0']
63,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']",['Fast Yellow-PUMA Black'],['Style: 377827_01'],['Reviews (2)Average: 4.0 / 5Write A ReviewRead All ReviewsRead All'],['100.0']
64,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']","['Orange Brick-Clementine', 'Hero Blue-Electric Peppermint']",['Style: 390717_04'],['Reviews (5)Average: 3.4 / 5Write A ReviewRead All ReviewsRead All'],['60.0']
65,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']","['PUMA White-Ultra Blue', 'Glacial Gray-Green Fog', 'PUMA White-Peach Smoothie', 'Glacial Gray-Icy Blue', 'PUMA White-Vivid Violet']",['Style: 392724_01'],['Reviews (2)Average: 5.0 / 5Write A ReviewRead All ReviewsRead All'],['100.0']
66,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14', '15', '16']","['PUMA Black-Ultra Blue-PUMA White-Platinum Gray', 'PUMA Black-Sedate Gray-PUMA White-Metallic Gold']",['Style: 376582_32'],['Reviews (23)Average: 2.0 / 5Write A ReviewRead All ReviewsRead All'],['23.8']
67,"['4', '4.5', '5', '5.5', '6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']",['Ash Gray-Ultra Blue'],['Style: 392983_02'],['Reviews (0)Average: 0.0 / 5Write The First Review'],[]
68,"['4', '5', '5.5', '6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']","['PUMA White-Ultra Blue', 'Glacial Gray-Green Fog', 'PUMA White-Peach Smoothie', 'Glacial Gray-Icy Blue', 'PUMA White-Vivid Violet']",['Style: 392724_04'],['Reviews (2)Average: 5.0 / 5Write A ReviewRead All ReviewsRead All'],['100.0']
69,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']","['PUMA Black-Speed Yellow', 'Rosso Corsa-PUMA Black']",['Style: 307959_02'],['Reviews (0)Average: 0.0 / 5Write The First Review'],[]
70,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']",['PUMA White-Malachite-Dark Coal'],['Style: 396087_01'],['Reviews (0)Average: 0.0 / 5Write The First Review'],[]
71,"['7', '8', '9', '10', '11', '12']",['Strawberry Burst-Pinktastic-Spectra Green-Warm White'],['Style: 394628_01'],['Reviews (0)Average: 0.0 / 5Write The First Review'],[]
72,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']",['Spectra Green-PUMA Silver'],['Style: 307649_01'],['Reviews (1)Average: 5.0 / 5Write A ReviewRead All ReviewsRead All'],['100.0']
73,"['8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13']",['Ash Gray-Ash Gray'],['Style: 307758_01'],['Reviews (0)Average: 0.0 / 5Write The First Review'],[]
74,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']",['PUMA White-Nitro Blue'],['Style: 390196_01'],['Reviews (0)Average: 0.0 / 5Write The First Review'],[]
75,"['4', '4.5', '5', '5.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12']","['Day Dream-Evening Sky-PUMA White', 'Fizzy Apple-Platinum Gray-PUMA White']",['Style: 394981_01'],['Reviews (16)Average: 4.3 / 5Write A ReviewRead All ReviewsRead All'],['81.8']
76,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']",['Sun Stream-Sunset Glow-Puma Black'],['Style: 376999_01'],['Reviews (1)Average: 5.0 / 5Write A ReviewRead All ReviewsRead All'],['100.0']
77,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13']",['PUMA Black-PUMA Black-Burnt Red'],['Style: 394491_01'],['Reviews (2)Average: 4.5 / 5Write A ReviewRead All ReviewsRead All'],['100.0']
78,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']",['PUMA White-Warm White-Cool Light Gray'],['Style: 392434_01'],['Reviews (1)Average: 1.0 / 5Write A ReviewRead All ReviewsRead All'],[]
79,"['5.5', '6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11']",['Warm White-PUMA Black'],['Style: 394885_01'],['Reviews (0)Average: 0.0 / 5Write The First Review'],[]
80,"['4', '4.5', '5', '5.5', '6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']",['Clyde Royal-Harbor Mist-PUMA Black-Fire Orchid'],['Style: 379096_01'],['Reviews (1)Average: 5.0 / 5Write A ReviewRead All ReviewsRead All'],['100.0']
81,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12']",['Myrtle-Fall Foliage'],['Style: 396075_01'],['Reviews (9)Average: 4.8 / 5Write A ReviewRead All ReviewsRead All'],['100.0']
82,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12']",['Pebble Gray-Pebble Gray-Fizzy Apple'],['Style: 389160_01'],['Reviews (2)Average: 4.5 / 5Write A ReviewRead All ReviewsRead All'],['100.0']
83,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12']",['Green Fog-Hot Heat-Yellow Sizzle'],['Style: 394018_01'],['Reviews (1)Average: 5.0 / 5Write A ReviewRead All ReviewsRead All'],['100.0']
84,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13']",['Bluemazing-Puma Black'],['Style: 387499_01'],['Reviews (4)Average: 3.8 / 5Write A ReviewRead All ReviewsRead All'],[]
85,"['5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']","['PUMA White-Ultra Blue', 'Glacial Gray-Green Fog', 'PUMA White-Peach Smoothie', 'Glacial Gray-Icy Blue', 'PUMA White-Vivid Violet']",['Style: 392724_05'],['Reviews (2)Average: 5.0 / 5Write A ReviewRead All ReviewsRead All'],['100.0']
86,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13']",['PUMA Black-Yellow Burst'],['Style: 393646_02'],['Reviews (0)Average: 0.0 / 5Write The First Review'],[]
87,"['5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '12.5', '13', '14']",['PUMA Black-PUMA White-PUMA Red'],['Style: 377959_03'],['Reviews (0)Average: 0.0 / 5Write The First Review'],[]
88,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']","['PUMA Black-Ultra Blue-PUMA White-Platinum Gray', 'PUMA Black-Sedate Gray-PUMA White-Metallic Gold']",['Style: 376582_31'],['Reviews (23)Average: 2.0 / 5Write A ReviewRead All ReviewsRead All'],['23.8']
89,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12']",['PUMA Black-PUMA Red-Pitch Green'],['Style: 396138_01'],['Reviews (0)Average: 0.0 / 5Write The First Review'],[]
90,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']","['PUMA White-Ultra Blue', 'Glacial Gray-Green Fog', 'PUMA White-Peach Smoothie', 'Glacial Gray-Icy Blue', 'PUMA White-Vivid Violet']",['Style: 392724_07'],['Reviews (2)Average: 5.0 / 5Write A ReviewRead All ReviewsRead All'],['100.0']
91,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']",['Inky Blue-Neon Sun'],['Style: 377854_05'],['Reviews (5)Average: 5.0 / 5Write A ReviewRead All ReviewsRead All'],['100.0']
92,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12']","['PUMA White-PUMA Black', 'Alpine Snow-Warm White-PUMA Black']",['Style: 394933_09'],['Reviews (0)Average: 0.0 / 5Write The First Review'],[]
93,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']",['PUMA White'],['Style: 307859_01'],['Reviews (1)Average: 1.0 / 5Write A ReviewRead All ReviewsRead All'],[]
94,"['4', '5', '5.5', '6', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12']",['Sun Stream-Sunset Glow'],['Style: 387654_01'],['Reviews (7)Average: 4.6 / 5Write A ReviewRead All ReviewsRead All'],['100.0']
95,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13']",['PUMA Silver-PUMA Silver'],['Style: 307571_01'],['Reviews (4)Average: 4.5 / 5Write A ReviewRead All ReviewsRead All'],['100.0']
96,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12']","['Flat Dark Gray-Frosted Ivory', 'Concrete Gray-Frosted Ivory']",['Style: 393752_01'],['Reviews (1)Average: 5.0 / 5Write A ReviewRead All ReviewsRead All'],['100.0']
97,"['4', '4.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']",['Frosted Ivory'],['Style: 378986_02'],['Reviews (0)Average: 0.0 / 5Write The First Review'],[]
98,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '14']","['Puma White-Puma Team Gold', 'Puma White-Puma Black', 'Puma Black-Puma White', 'PUMA White-Malachite']",['Style: 386759_02'],['Reviews (7)Average: 3.3 / 5Write A ReviewRead All ReviewsRead All'],['42.9']
