,ShoeName,URL,no_colors,price_reduce,price,price_,Category
11,TERREX Free Hiker COLD.RDY Hiking Boots,https://www.adidas.com/us/terrex-free-hiker-cold.rdy-hiking-boots/FU7224.html,2 colors,$208,$260,-,Women's TERREX
12,Forum 84 Hi Shoes,https://www.adidas.com/us/forum-84-hi-shoes/HQ4382.html,2 colors,$91,$130,-,Women's Originals
13,X Crazyfast.3 Laceless Turf Soccer Shoes,https://www.adidas.com/us/x-crazyfast.3-laceless-turf-soccer-shoes/ID9347.html,Turf,$75,$100,-,WOMEN Soccer
14,Ultraboost 1.0 DNA Shoes,https://www.adidas.com/us/ultraboost-1.0-dna-shoes/H03834.html,-,$152,$190,-,Women's Sportswear
15,Stan Smith Bonega X Shoes,https://www.adidas.com/us/stan-smith-bonega-x-shoes/HQ6044.html,-,$88,$125,-,Women's Originals
16,VULCRAID3R SLIP ON,https://www.adidas.com/us/vulcraid3r-slip-on/GW4108.html,3 colors,$42,$60,-,WOMEN Essentials
17,TERREX Swift Solo Approach Shoes,https://www.adidas.com/us/terrex-swift-solo-approach-shoes/GZ0331.html,2 colors,$77,$110,-,WOMEN TERREX
18,Copa Pure Injection.3 Firm Ground Soccer Cleats,https://www.adidas.com/us/copa-pure-injection.3-firm-ground-soccer-cleats/IG0774.html,Firm Ground,$72,$80,-,WOMEN Soccer
19,Powerlift 5 Weightlifting Shoes,https://www.adidas.com/us/powerlift-5-weightlifting-shoes/GY8919.html,5 colors,$52,$130,-,WOMEN Weightlifting
20,Supernova 3 Running Shoes,https://www.adidas.com/us/supernova-3-running-shoes/IE4351.html,3 colors,$55,$100,-,Women's Running
21,Predator Edge.1 Firm Ground Soccer Cleats,https://www.adidas.com/us/predator-edge.1-firm-ground-soccer-cleats/GW1029.html,Firm Ground,$200,$250,-,WOMEN Football
22,Nizza RF Shoes,https://www.adidas.com/us/nizza-rf-shoes/EE5599.html,4 colors,$56,$80,-,WOMEN Originals
23,Dame Certified Basketball Shoes,https://www.adidas.com/us/dame-certified-basketball-shoes/HR0728.html,3 colors,$48,$95,-,WOMEN Basketball
24,Multix Shoes,https://www.adidas.com/us/multix-shoes/GX4620.html,4 colors,$63,$90,-,Women's Sportswear
25,NMD_R1 Shoes,https://www.adidas.com/us/nmd_r1-shoes/GW5698.html,50 colors,$45,$150,-,Women's Originals
26,Y-3 Ajatu Run Shoes,https://www.adidas.com/us/y-3-ajatu-run-shoes/GW8614.html,3 colors,-,-,-,WOMEN Y-3
27,NMD_R1 Shoes,https://www.adidas.com/us/nmd_r1-shoes/IE9613.html,50 colors,$45,$150,-,Women's Originals
28,Stan Smith Shoes,https://www.adidas.com/us/stan-smith-shoes/HP6378.html,2 colors,$33,$110,-,Women's Originals
29,Ultra 4D Running Shoes,https://www.adidas.com/us/ultra-4d-running-shoes/IG2264.html,2 colors,$154,$220,-,WOMEN Running
30,ULTRA 4D RUNNING SHOES,https://www.adidas.com/us/ultra-4d-running-shoes/IG2261.html,2 colors,$121,$220,-,WOMEN Running
31,NMD_R1 Shoes,https://www.adidas.com/us/nmd_r1-shoes/IE9627.html,50 colors,$45,$150,-,Women's Originals
32,Ultraboost Light Running Shoes,https://www.adidas.com/us/ultraboost-light-running-shoes/IE1694.html,22 colors,$76,$190,-,WOMEN Running
33,Ultraboost Light Running Shoes,https://www.adidas.com/us/ultraboost-light-running-shoes/HQ1401.html,2 colors,$77,$220,-,Women's Running
34,NMD_R1 Shoes,https://www.adidas.com/us/nmd_r1-shoes/FZ6000.html,50 colors,$53,$150,-,Women's Originals
35,NMD_W1 Shoes,https://www.adidas.com/us/nmd_w1-shoes/IE9594.html,10 colors,-,-,$160,Women's Originals
36,Duramo SL Running Shoes,https://www.adidas.com/us/duramo-sl-running-shoes/IF7870.html,2 colors,$49,$70,-,Women's Running
37,Adilette Comfort Sandals,https://www.adidas.com/us/adilette-comfort-sandals/GX4302.html,17 colors,$32,$40,-,WOMEN Sportswear
38,Ultraboost 1 LCFP Shoes,https://www.adidas.com/us/ultraboost-1-lcfp-shoes/HR0050.html,4 colors,$120,$200,-,Women's Sportswear
39,Adilette Comfort Slides,https://www.adidas.com/us/adilette-comfort-slides/GZ5897.html,17 colors,$28,$40,-,WOMEN Yoga
40,NMD_R1 Shoes,https://www.adidas.com/us/nmd_r1-shoes/HP2823.html,50 colors,$80,$160,-,Women's Originals
41,Superstar Bonega Shoes,https://www.adidas.com/us/superstar-bonega-shoes/GX1841.html,2 colors,$81,$115,-,Women's Originals
42,NMD_R1 Shoes,https://www.adidas.com/us/nmd_r1-shoes/IE9611.html,50 colors,$60,$150,-,Women's Originals
43,NMD_R1 Shoes,https://www.adidas.com/us/nmd_r1-shoes/HQ8862.html,50 colors,$112,$160,-,Women's Originals
44,Ultraboost Light Running Shoes,https://www.adidas.com/us/ultraboost-light-running-shoes/HP9206.html,2 colors,$76,$190,-,Women's Running
45,Adilette Shower Slides,https://www.adidas.com/us/adilette-shower-slides/GW8748.html,9 colors,$15,$30,-,WOMEN Yoga
46,Predator Accuracy.3 Firm Ground Soccer Cleats,https://www.adidas.com/us/predator-accuracy.3-firm-ground-soccer-cleats/GW4593.html,"5 colors, Firm Ground",$68,$90,-,WOMEN Soccer
47,Ultra 4D Mid Evolved Shoes,https://www.adidas.com/us/ultra-4d-mid-evolved-shoes/IG5342.html,-,$161,$230,-,WOMEN Running
0,Ultraboost 22 Running Shoes,https://www.adidas.com/us/ultraboost-22-running-shoes/HP2480.html,10 colors,$95,$190,-,Women's Running
1,Forum Mid Shoes,https://www.adidas.com/us/forum-mid-shoes/FY7939.html,7 colors,$66,$110,-,WOMEN Originals
2,OZWEEGO Shoes,https://www.adidas.com/us/ozweego-shoes/IE7102.html,14 colors,$84,$120,-,Women's Originals
3,Runfalcon 3 Running Shoes,https://www.adidas.com/us/runfalcon-3-running-shoes/ID2277.html,10 colors,$46,$65,-,Women's Running
4,Edge Lux 6.0 Shoes,https://www.adidas.com/us/edge-lux-6.0-shoes/ID1951.html,6 colors,$63,$90,-,Women's Training
5,Superstar Lux Shoes,https://www.adidas.com/us/superstar-lux-shoes/IE2300.html,2 colors,$44,$145,-,WOMEN Originals
6,Duramo SL Running Shoes,https://www.adidas.com/us/duramo-sl-running-shoes/IF7884.html,2 colors,$49,$70,-,Women's Running
7,NMD_R1 Shoes,https://www.adidas.com/us/nmd_r1-shoes/GZ4964.html,50 colors,$53,$150,-,Women's Originals
8,OZWEEGO Shoes,https://www.adidas.com/us/ozweego-shoes/IE7101.html,14 colors,$84,$120,-,Women's Originals
9,OZWEEGO Shoes,https://www.adidas.com/us/ozweego-shoes/IF5478.html,14 colors,$84,$120,-,Women's Originals
10,Copa Pure II.2 Firm Ground Soccer Cleats,https://www.adidas.com/us/copa-pure-ii.2-firm-ground-soccer-cleats/IE4895.html,Firm Ground,$84,$140,-,WOMEN Soccer
11,Y-3 Slides,https://www.adidas.com/us/y-3-slides/GW8630.html,7 colors,$120,$200,-,WOMEN Y-3
12,Supernova 3 Running Shoes,https://www.adidas.com/us/supernova-3-running-shoes/IE4345.html,2 colors,$45,$100,-,Women's Running
13,Ultraboost 1.0 Shoes,https://www.adidas.com/us/ultraboost-1.0-shoes/ID9685.html,24 colors,$133,$190,-,Women's Sportswear
14,Fevernova Court Indoor Shoes,https://www.adidas.com/us/fevernova-court-indoor-shoes/IF9940.html,Indoor,$52,$130,-,WOMEN Futsal
15,OZWEEGO Shoes,https://www.adidas.com/us/ozweego-shoes/IE9636.html,14 colors,$54,$120,-,Women's Originals
16,Adilette Comfort Slides,https://www.adidas.com/us/adilette-comfort-slides/GX4303.html,17 colors,$32,$40,-,WOMEN Sportswear
17,ZNCHILL LIGHTMOTION+ Shoes,https://www.adidas.com/us/znchill-lightmotion-plus-shoes/GZ4904.html,-,$96,$120,-,Women's Sportswear
18,NMD_V3 Shoes,https://www.adidas.com/us/nmd_v3-shoes/GZ2135.html,11 colors,$96,$160,-,Women's Originals
19,Adilette Boost Slides,https://www.adidas.com/us/adilette-boost-slides/FY8154.html,2 colors,$30,$65,-,WOMEN Yoga
20,Y-3 Kaiwa,https://www.adidas.com/us/y-3-kaiwa/IE7255.html,3 colors,$240,$400,-,WOMEN Y-3
21,TERREX SOULSTRIDE W,https://www.adidas.com/us/terrex-soulstride-w/IE9403.html,5 colors,$56,$80,-,Women's TERREX
22,Puremotion 2.0 Shoes,https://www.adidas.com/us/puremotion-2.0-shoes/HQ1714.html,5 colors,$38,$75,-,Women's Sportswear
23,Ultraboost Light Running Shoes,https://www.adidas.com/us/ultraboost-light-running-shoes/IE1689.html,22 colors,$76,$190,-,WOMEN Running
24,Forum Bold Shoes,https://www.adidas.com/us/forum-bold-shoes/IE4762.html,2 colors,$55,$110,-,Women's Originals
25,Forum Bonega Shoes,https://www.adidas.com/us/forum-bonega-shoes/HQ9840.html,4 colors,$84,$120,-,Women's Originals
26,Y-3 Rivalry Sandals,https://www.adidas.com/us/y-3-rivalry-sandals/FZ6400.html,2 colors,$180,$300,-,WOMEN Y-3
27,Y-3 Ajatu Run,https://www.adidas.com/us/y-3-ajatu-run/HQ5988.html,3 colors,$140,$350,-,WOMEN Y-3
28,Nizza Trek Shoes,https://www.adidas.com/us/nizza-trek-shoes/FZ5999.html,3 colors,$33,$110,-,Women's Originals
29,Advantage Shoes,https://www.adidas.com/us/advantage-shoes/GW4845.html,5 colors,$46,$70,-,Women's Sportswear
30,Puremotion Shoes,https://www.adidas.com/us/puremotion-shoes/GY2272.html,3 colors,$45,$75,-,Women's Sportswear
31,TERREX SOULSTRIDE W,https://www.adidas.com/us/terrex-soulstride-w/IF5030.html,5 colors,$90,$100,-,Women's TERREX
32,Stan Smith CS Shoes,https://www.adidas.com/us/stan-smith-cs-shoes/IG0345.html,4 colors,$30,$100,-,Women's Originals
33,Bravada 2.0 Platform Shoes,https://www.adidas.com/us/bravada-2.0-platform-shoes/IE2305.html,2 colors,$49,$70,-,Women's Sportswear
34,X_PLRPHASE Shoes,https://www.adidas.com/us/x_plrphase-shoes/IG4782.html,8 colors,$55,$110,-,Women's Sportswear
35,Edge Lux 6.0 Shoes,https://www.adidas.com/us/edge-lux-6.0-shoes/IE2348.html,6 colors,$63,$90,-,Women's Training
36,Racer TR23 Shoes,https://www.adidas.com/us/racer-tr23-shoes/IG7343.html,11 colors,$52,$80,-,Women's Essentials
37,Predator Accuracy.3 Low Turf Soccer Shoes,https://www.adidas.com/us/predator-accuracy.3-low-turf-soccer-shoes/GZ0003.html,"2 colors, Turf",$77,$85,-,WOMEN Soccer
38,Adilette Slides,https://www.adidas.com/us/adilette-slides/IE9618.html,6 colors,$39,$45,-,WOMEN Originals
39,X Crazyfast.2 Firm Ground Soccer Cleats,https://www.adidas.com/us/x-crazyfast.2-firm-ground-soccer-cleats/GY7422.html,"2 colors, Firm Ground",$120,$160,-,WOMEN Soccer
40,X Crazyfast.1 Artificial Grass Soccer Cleats,https://www.adidas.com/us/x-crazyfast.1-artificial-grass-soccer-cleats/IE6630.html,"2 colors, Artificial Grass",$195,$260,-,WOMEN Soccer
41,Bravada 2.0 Platform Mid Shoes,https://www.adidas.com/us/bravada-2.0-platform-mid-shoes/IE2312.html,-,$68,$75,-,Women's Sportswear
42,Alphaboost V1 Shoes,https://www.adidas.com/us/alphaboost-v1-shoes/IE9731.html,8 colors,$96,$120,-,Women's Sportswear
43,Adistar 2.0 Running Shoes,https://www.adidas.com/us/adistar-2.0-running-shoes/HP5646.html,2 colors,$52,$130,-,Women's Running
44,Predator Accuracy.4 Flexible Ground Soccer Cleats,https://www.adidas.com/us/predator-accuracy.4-flexible-ground-soccer-cleats/GW4605.html,"3 colors, Firm Ground",$49,$65,-,WOMEN Soccer
45,TERREX Trailmaker Hiking Shoes,https://www.adidas.com/us/terrex-trailmaker-hiking-shoes/GY6152.html,-,$66,$110,-,Women's TERREX
46,Catarina Macario Ultraboost 1.0 Shoes,https://www.adidas.com/us/catarina-macario-ultraboost-1.0-shoes/HR0080.html,39 colors,$100,$200,-,WOMEN Sportswear
47,Nizza Bonega Mid Shoes,https://www.adidas.com/us/nizza-bonega-mid-shoes/HQ9842.html,-,$77,$110,-,Women's Originals
0,Adilette Shower Slides,https://www.adidas.com/us/adilette-shower-slides/GZ5928.html,4 colors,$24,$30,-,WOMEN Yoga
1,Racer TR Slides,https://www.adidas.com/us/racer-tr-slides/G58170.html,-,$25,$35,-,WOMEN Yoga
2,Predator Edge.3 Firm Ground Soccer Cleats,https://www.adidas.com/us/predator-edge.3-firm-ground-soccer-cleats/GV9856.html,Firm Ground,$72,$90,-,WOMEN Soccer
3,Avacourt Clay Court Tennis Shoes,https://www.adidas.com/us/avacourt-clay-court-tennis-shoes/HQ8409.html,-,$98,$140,-,Women's Tennis
4,CODECHAOS 22 Spikeless Golf Shoes,https://www.adidas.com/us/codechaos-22-spikeless-golf-shoes/GX2612.html,4 colors,$84,$140,-,Women's Golf
5,Pureboost 22 Running Shoes,https://www.adidas.com/us/pureboost-22-running-shoes/GZ5181.html,5 colors,$112,$140,-,Women's Running
