,count_of_sizes,colors,color,product_code,reviews,star_rating,Size,comfort,quality
10,[],"['Wonder Taupe S23 / Wonder Taupe S23 / Core Black', 'Silver Metallic / Silver Metallic / Core Black', 'Silver Green S23 / Silver Green S23 / Core Black', 'Pulse Yellow F21 / Pulse Yellow F21 / Core Black', 'Core Black / Core Black / Grey Six', 'Halo Green S21 / Core Black / Halo Green S21', 'Collegiate Green / Core Black / Collegiate Green']",[],['Product code: IE4613'],['Reviews (165)'],['4.8'],['52.8788'],['89.0909'],['92.2727']
11,[],"['Cloud White / Cloud White / Violet Fusion S23', 'Silver Dawn / Silver Dawn / Silver Violet', 'Core Black / Core Black / Beam Pink F22', 'Grey One / Grey Three / Cloud White', 'Core Black / Core Black / Cloud White', 'Cloud White / Cloud White / Cloud White', 'Off White / Off White / Silver Metallic', 'Light Solid Grey / Silver Dawn / Solar Red', 'Core Black / Core Black / Team Solar Yellow 2', 'Cloud White / Zero Metalic / Lucid Pink', 'Arctic Night / Arctic Night / Lucid Pink', 'Silver Dawn / Silver Dawn / Almost Pink', 'Pink Fusion / Pink Fusion / Gold Metallic', 'Off White / Off White / Gold Metallic', 'Off White / Crew Blue / Bliss Lilac', 'Carbon / Carbon / Bright Red', 'Shadow Red / Shadow Red / Core Black', 'Magic Beige / Magic Beige / Off White', 'Wonder Beige / Wonder Beige / Wonder White', 'Cloud White / Cloud White / Silver Metallic', 'Wonder Beige / Wonder Taupe / Impact Orange', 'Grey Five / Grey Five / Pink Fusion', 'Off White / Off White / Wonder Quartz']",[],['Product code: HR0066'],['Reviews (462)'],['4.6'],['50.1082'],['84.2532'],['90.5844']
12,[],"['Off White / Cream White / Shadow Green', 'Crystal White / Off White / Core Black', 'Core Black / Core Black / Carbon', 'Off White / Cream White / Olive Strata S23', 'Off White / Silver Metallic / Sandy Beige', 'Crystal White / Grey / Off White', 'Off White / Cream White / Royal Blue', 'Wonder Quartz S23 / Wonder Quartz S23 / Wonder Taupe S23']",[],['Product code: HQ6787'],['Reviews (373)'],['4.7'],['53.7534'],['85.2547'],['92.0241']
13,[],"['Cloud White / Core Black / Grey Six', 'Cloud White / Core Black / Cloud White', 'Cloud White / Core Black / Cloud White', 'Cloud White / Cloud White / Cloud White', 'Cloud White / Copper Metallic / Core Black', 'Cloud White / Off White / Crystal White', 'Cloud White / Night Sky / Green', 'Magic Beige F22 / Magic Beige F22 / Cloud White', 'Cloud White / Magic Lime S22 / Cloud White', 'Cloud White / Wonder White F21 / Off White', 'Cloud White / Semi Lucid Blue S23 / Gold Metallic', 'Sand Strata / Wonder Taupe / Core Black', 'Cloud White / Wonder White F21 / Better Scarlet S23', 'Cloud White / Cloud White / Core Black', 'Core Black / Core Black / Cloud White', 'Core Black / Glow Blue / Off White', 'Core Black / Energy Ink / Silver Metallic', 'Cloud White / Orange / Royal Blue', 'Cloud White / Clear Pink / Semi Court Green', 'Off White / Core Black / Off White', 'Core Black / Off White / Magic Beige', 'Maroon / Wonder White / Maroon', 'Earth Strata / Wonder White / Earth Strata']",[],['Product code: IF7676'],['Reviews (11277)'],['4.7'],['55.7318'],['80.167'],['86.5473']
14,[],"['Wonder Taupe S23 / Wonder Taupe S23 / Core Black', 'Silver Metallic / Silver Metallic / Core Black', 'Silver Green S23 / Silver Green S23 / Core Black', 'Pulse Yellow F21 / Pulse Yellow F21 / Core Black', 'Core Black / Core Black / Grey Six', 'Halo Green S21 / Core Black / Halo Green S21', 'Collegiate Green / Core Black / Collegiate Green']",[],['Product code: IG2682'],['Reviews (165)'],['4.8'],['52.8788'],['89.0909'],['92.2727']
15,[],"['Pulse Mint / Zero Metalic / Lucid Fuchsia', 'Grey One / Silver Metallic / Silver Dawn', 'Core Black / Cloud White / Carbon', 'Cloud White / Core Black / Arctic Fusion', 'Wonder Blue / Lucid Lemon / Arctic Night', 'Silver Violet / Zero Metalic / Silver Dawn', 'Light Aqua / Carbon / Solar Red', 'Chalk White / Silver Metallic / Wonder Blue']",[],['Product code: ID6933'],['Reviews (156)'],['4.6'],['47.5962'],['84.1346'],['91.3462']
16,[],"['Cloud White / Core Black / Grey Six', 'Cloud White / Core Black / Cloud White', 'Cloud White / Core Black / Cloud White', 'Cloud White / Cloud White / Cloud White', 'Cloud White / Copper Metallic / Core Black', 'Cloud White / Off White / Crystal White', 'Cloud White / Night Sky / Green', 'Magic Beige F22 / Magic Beige F22 / Cloud White', 'Cloud White / Magic Lime S22 / Cloud White', 'Cloud White / Wonder White F21 / Off White', 'Cloud White / Semi Lucid Blue S23 / Gold Metallic', 'Sand Strata / Wonder Taupe / Core Black', 'Cloud White / Wonder White F21 / Better Scarlet S23', 'Cloud White / Cloud White / Core Black', 'Core Black / Core Black / Cloud White', 'Core Black / Glow Blue / Off White', 'Core Black / Energy Ink / Silver Metallic', 'Cloud White / Orange / Royal Blue', 'Cloud White / Clear Pink / Semi Court Green', 'Off White / Core Black / Off White', 'Core Black / Off White / Magic Beige', 'Maroon / Wonder White / Maroon', 'Earth Strata / Wonder White / Earth Strata']",[],['Product code: IE3000'],['Reviews (11277)'],['4.7'],['55.7318'],['80.167'],['86.5473']
17,[],"['Grey Three / Grey Three / Grey Two', 'Core Black / Grey Three / Carbon', 'Core Black / Core Black / Solar Red', 'Core Black / Core Black / Solar Gold', 'Shadow Navy / Shadow Navy / Acid Orange', 'Cloud White / Zero Metalic / Crystal White', 'Grey One / Cloud White / Solar Red', 'Silver Violet S23 / Silver Violet S23 / Silver Dawn S23', 'Core Black / Core Black / Solar Red', 'Core Black / Core Black / Carbon', 'Grey One / Silver Metallic / Core White', 'Core Black / Core Black / Coral Fusion', 'Orange / Orange / Core Black', 'Aluminium / Off White / Wonder Beige', 'Cloud White / Cloud White / Lucid Pink', 'Shadow Navy / Shadow Navy / Silver Metallic', 'Core Black / Core Black / Grey Six', 'Olive Strata / Core Black / Silver Pebble']",[],['Product code: IG2372'],['Reviews (193)'],['4.4'],['56.3472'],['76.2953'],['81.9948']
18,[],"['Core Black / Cloud White / Cloud White', 'Core Black / Grey Two / Cloud White', 'Cloud White / Grey Two / Cloud White', 'Core Black / Core Black / Carbon', 'Dash Grey / Silver Violet / Silver Dawn', 'Aluminium / Putty Grey / Silver Pebble', 'Grey Two / Charcoal Solid Grey / Silver Metallic']",[],['Product code: ID4430'],['Reviews (321)'],['4.4'],['50.4673'],['83.0997'],['86.9938']
19,[],"['Collegiate Green / Cloud White / Bold Gold', 'Cloud White / Cloud White / Gold Metallic', 'Crew Blue S21 / Preloved Red S23 / Dark Blue', 'Core Black / Core Black / Gold Metallic', 'Collegiate Burgundy / Cloud White / Collegiate Navy', 'Cloud White / Better Scarlet / Cloud White', 'Cloud White / Blue / Cloud White', 'Cloud White / Green / Cloud White', 'Grey Four / Grey Four / Core Black', 'Cloud White / Core Black / Gold Metallic', 'Shadow Olive / Shadow Olive / Core Black', 'Core Black / Cloud White / Gold Metallic']",[],['Product code: IF8114'],['Reviews (152)'],['4.8'],['53.9474'],['81.4145'],['92.4342']
20,[],"['Wonder Beige / Wonder Beige / Silver Pebble', 'Core Black / Core Black / Grey Six']",[],['Product code: IG5320'],['Reviews (15)'],['3.9'],['53.3333'],['78.3333'],['68.3333']
21,[],"['Cloud White / Core Black / Grey Six', 'Cloud White / Core Black / Cloud White', 'Cloud White / Core Black / Cloud White', 'Cloud White / Cloud White / Cloud White', 'Cloud White / Copper Metallic / Core Black', 'Cloud White / Off White / Crystal White', 'Cloud White / Night Sky / Green', 'Magic Beige F22 / Magic Beige F22 / Cloud White', 'Cloud White / Magic Lime S22 / Cloud White', 'Cloud White / Wonder White F21 / Off White', 'Cloud White / Semi Lucid Blue S23 / Gold Metallic', 'Sand Strata / Wonder Taupe / Core Black', 'Cloud White / Wonder White F21 / Better Scarlet S23', 'Cloud White / Cloud White / Core Black', 'Core Black / Core Black / Cloud White', 'Core Black / Glow Blue / Off White', 'Core Black / Energy Ink / Silver Metallic', 'Cloud White / Orange / Royal Blue', 'Cloud White / Clear Pink / Semi Court Green', 'Off White / Core Black / Off White', 'Core Black / Off White / Magic Beige', 'Maroon / Wonder White / Maroon', 'Earth Strata / Wonder White / Earth Strata']",[],['Product code: IF7615'],['Reviews (11277)'],['4.7'],['55.7318'],['80.167'],['86.5473']
22,[],"['Supplier Colour / Cloud White / Supplier Colour', 'Maroon / Crystal White / Maroon', 'Cloud White / Semi Court Green / Cloud White', 'Cloud White / Clear Sky / Cloud White', 'Arctic Night / Cream White / Cloud White', 'Shadow Violet F23 / Crystal White / Shadow Violet F23', 'Silver Green S23 / Crystal White / Green Oxide S21']",[],['Product code: IE7377'],['Reviews (17)'],['4.6'],['48.5294'],['79.4118'],['92.6471']
23,[],"['Off White / Off White / Off White', 'Noble Purple / Black / Off White', 'Off White / Team Rave Green / Wonder Silver', 'Off White / Unity Ink / Lush Red']",[],['Product code: FZ6396'],['Reviews (28)'],['4.2'],['58.9286'],['79.4643'],['89.2857']
24,[],"['Core Black / Halo Silver S21 / Dgh Solid Grey', 'Sand Strata S23 / Silver Violet S23 / Acid Orange S21', 'Grey Five / Mint Ton / Core Black', 'Semi Flash Aqua / Core Black / Wonder Beige']",[],['Product code: IF2403'],['Reviews (235)'],['4.3'],['52.8723'],['75.3191'],['86.9149']
25,[],"['Supplier Colour / Cloud White / Supplier Colour', 'Maroon / Crystal White / Maroon', 'Cloud White / Semi Court Green / Cloud White', 'Cloud White / Clear Sky / Cloud White', 'Arctic Night / Cream White / Cloud White', 'Shadow Violet F23 / Crystal White / Shadow Violet F23', 'Silver Green S23 / Crystal White / Green Oxide S21']",[],['Product code: IG2972'],['Reviews (17)'],['4.6'],['48.5294'],['79.4118'],['92.6471']
26,[],"['Cloud White / Core Black / Collegiate Purple', 'Team Orange / Cloud White / Team Light Blue', 'Off White / Sesame / Off White', 'Core Black / Cloud White / Collegiate Purple']",[],['Product code: IE7198'],['Reviews (100)'],['4.8'],['46.25'],['82.75'],['92.25']
27,[],"['Core Black / Cloud White / Carbon', 'Wonder Blue F23 / Lucid Lemon F23 / Arctic Night F23', 'Core Black / Core Black / Cloud White', 'Crew Blue S21 / Cloud White / Dash Grey', 'Clear Pink / Cloud White / Core Black', 'Flash Aqua F23 / Cloud White / Silver Dawn S23', 'Core Black / Pink Fusion F23 / Grey Five']",[],['Product code: IF7877'],['Reviews (371)'],['4.6'],['49.0566'],['86.2534'],['87.938']
28,"['5', '5.5', '6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11']","['Core Black / Crystal White / Acid Mint', 'Hazy Emerald S21 / Hazy Emerald S21 / Sand', 'Wonder Taupe S23 / Grey One / Acid Orange S21', 'Wonder Taupe S23 / Grey One / Purple', 'Core Black / Crystal White / Acid Mint']",[],['Product code: FX4453'],['Reviews (42)'],['4.4'],['48.7805'],['76.8293'],['85.7143']
29,[],"['Charcoal S24 / Cloud White / Core White', 'Wonder White F21 / Cloud White / Core White', 'Clear Pink / Cloud White / Core White']",[],['Product code: IG0344'],['Reviews (8)'],['5.0'],['53.125'],['90.625'],['100']
30,[],"['Cloud White / Silver Metallic / Bright Cyan', 'Cloud White / Silver Metallic / Cloud White', 'Solar Gold / Cloud White / Lucid Lemon F23', 'Bright Royal / Cloud White / Royal Blue']",[],['Product code: ID2080'],['Reviews (91)'],['4.3'],['50.2778'],['85.8333'],['81.3187']
31,[],"['Preloved Yellow F23 / Wonder Silver F23 / Semi Flash Aqua F23', 'Core Black / Core Black / Grey Four']",[],['Product code: IG2368'],['Reviews (15)'],['4.5'],['41.6667'],['85'],['88.3333']
32,[],"['Halo Blue / Blue Dawn / Solar Red', 'Carbon / Off White / Screaming Orange', 'Wonder Quartz / Bright Royal / Wonder Clay', 'Silver Dawn / Shadow Navy / Coral Fusion', 'Shadow Violet F23 / Silver Violet S23 / Carbon', 'Core Black / Core Black / Grey Six', 'Dash Grey / Cloud White / Silver Metallic', 'Cloud White / Grey Four / Better Scarlet S23', 'Grey Five / Grey Five / Bliss Lilac', 'Off White / Cloud White / Linen Green', 'Core White / Wonder Quartz / Bliss Orange']",[],['Product code: ID9600'],['Reviews (151)'],['4.4'],['62.9139'],['86.5894'],['88.5762']
33,[],"['Legend Ink / Gold Metallic / Wonder Blue', 'Core Black / Cloud White / Gold Metallic', 'Cloud White / Gold Metallic / Cloud White']",[],['Product code: GZ2528'],['Reviews (10)'],['4.2'],['50'],['77.5'],['67.5']
34,[],"['Cloud White / Better Scarlet / Gold Metallic', 'Cloud White / Cloud White / Gold Metallic', 'Cloud White / Cloud White / Ambient Blush', 'Off White / Off White / Bliss', 'Cloud White / Wonder Mauve / Pink Tint', 'Off White / Rose Tone / Off White', 'Cloud White / Victory Crimson / Clear Pink', 'Cloud White / Clear Pink / Victory Crimson', 'Cloud White / Off White / Shock Purple', 'Cloud White / Supplier Colour / Victory Blue', 'Core White / Linen Green F22 / Silver Metallic', 'Off White / Wonder Beige / Silver Metallic', 'Core Black / Off White / Wonder White', 'Cloud White / Off White / Wonder White', 'Cloud White / Collegiate Navy / Cloud White', 'Cloud White / Core Black / Cloud White', 'Cloud White / Green / Cloud White']",[],['Product code: IE4634'],['Reviews (3009)'],['4.6'],['59.4136'],['79.7727'],['85.9993']
35,[],[],['Semi Flash Aqua / Core Black / Wonder Beige'],['Product code: IF2401'],['Reviews (73)'],['4.8'],['45.5479'],['84.9315'],['90.0685']
36,[],"['Off White / Wonder Taupe / Pink Strata', 'Grey Two / Grey Three / Blue Dawn S23', 'Core Black / Grey Three / Grey Five', 'Core Black / Cloud White / Aluminium', 'Cloud White / Magic Beige F22 / Ecru Tint', 'Cloud White / Grey One / Silver Metallic', 'Feather Grey / Grey Two / Sandy Beige Met.', 'Sand / Chalky Brown S22 / Wonder White F21', 'Shadow Red / Super Pop / Beam Orange F22', 'Off White / Beam Orange / Super Pop']",[],['Product code: HQ9115'],['Reviews (267)'],['4.2'],['56.7416'],['76.2172'],['82.6779']
37,[],"['Supplier Colour / Cloud White / Supplier Colour', 'Maroon / Crystal White / Maroon', 'Cloud White / Semi Court Green / Cloud White', 'Cloud White / Clear Sky / Cloud White', 'Arctic Night / Cream White / Cloud White', 'Shadow Violet F23 / Crystal White / Shadow Violet F23', 'Silver Green S23 / Crystal White / Green Oxide S21']",[],['Product code: IG2971'],['Reviews (17)'],['4.6'],['48.5294'],['79.4118'],['92.6471']
38,[],"['Lucid Fuchsia / Blue Dawn / Cloud White', 'Cloud White / Core Black / Core Black']",[],['Product code: HP6651'],['Reviews (112)'],['4.6'],['54.9107'],['85.0446'],['88.6161']
39,[],"['Cloud White / Cloud White / Violet Fusion S23', 'Silver Dawn / Silver Dawn / Silver Violet', 'Core Black / Core Black / Beam Pink F22', 'Grey One / Grey Three / Cloud White', 'Core Black / Core Black / Cloud White', 'Cloud White / Cloud White / Cloud White', 'Off White / Off White / Silver Metallic', 'Light Solid Grey / Silver Dawn / Solar Red', 'Core Black / Core Black / Team Solar Yellow 2', 'Cloud White / Zero Metalic / Lucid Pink', 'Arctic Night / Arctic Night / Lucid Pink', 'Silver Dawn / Silver Dawn / Almost Pink', 'Pink Fusion / Pink Fusion / Gold Metallic', 'Off White / Off White / Gold Metallic', 'Off White / Crew Blue / Bliss Lilac', 'Carbon / Carbon / Bright Red', 'Shadow Red / Shadow Red / Core Black', 'Magic Beige / Magic Beige / Off White', 'Wonder Beige / Wonder Beige / Wonder White', 'Cloud White / Cloud White / Silver Metallic', 'Wonder Beige / Wonder Taupe / Impact Orange', 'Grey Five / Grey Five / Pink Fusion', 'Off White / Off White / Wonder Quartz']",[],['Product code: ID9676'],['Reviews (462)'],['4.6'],['50.1082'],['84.2532'],['90.5844']
40,[],"['Core Black / Cloud White / Team Shock Pink 2', 'Cloud White / Cloud White / Core Black', 'Core Black / Core Black / Cloud White', 'Team Solar Orange / Core Black / Core Black', 'Cloud White / Core Black / Lucid Lemon', 'Bright Royal / Cloud White / Bliss Blue']",[],['Product code: GW4569'],['Reviews (133)'],['4.7'],['50.3759'],['80.6391'],['85.7143']
41,[],"['Wonder Silver F23 / Semi Flash Aqua F23 / Lucid Lemon F23', 'Core Black / Grey Six / Semi Impact Orange']",[],['Product code: ID6715'],['Reviews (7)'],['4.0'],['53.5714'],['85.7143'],['82.1429']
42,[],"['Off White / Wonder Taupe / Pink Strata', 'Grey Two / Grey Three / Blue Dawn S23', 'Core Black / Grey Three / Grey Five', 'Core Black / Cloud White / Aluminium', 'Cloud White / Magic Beige F22 / Ecru Tint', 'Cloud White / Grey One / Silver Metallic', 'Sand / Chalky Brown S22 / Wonder White F21', 'Shadow Red / Super Pop / Beam Orange F22', 'Off White / Beam Orange / Super Pop']",[],['Product code: GZ2133'],['Reviews (267)'],['4.2'],['56.7416'],['76.2172'],['82.6779']
43,[],"['Sand Strata S23 / Sand Strata S23 / Sand Strata S23', 'Olive Strata / Olive Strata / Olive Strata', 'Carbon / Carbon / Core Black']",[],['Product code: HQ9918'],['Reviews (291)'],['4.1'],['68.9003'],['70.0172'],['79.811']
44,[],"['Bliss Lilac F22 / Beam Orange F22 / Pulse Magenta F22', 'Core Black / Core Black / Grey Six', 'Wonder Steel F22 / Grey Three / Purple', 'Trace Grey / Crystal White / Impact Orange F22', 'Core Black / Core Black / Grey Six', 'Wonder Taupe S23 / Taupe Met. S23 / Impact Orange F22', 'Acid Orange S21 / Sand Strata S23 / Silver Violet S23', 'Silver Dawn S23 / Blue Dawn S23 / Silver Violet S23', 'Wonder Silver F23 / Wonder Silver F23 / Lucid Lemon F23']",[],['Product code: GV8920'],['Reviews (50)'],['4.5'],['46'],['82.5'],['88.5']
45,[],"['Team Colleg Gold 2 / Team Colleg Gold 2 / Team Maroon 2', 'Cloud White / Cloud White / Collegiate Navy', 'Core Black / Core Black / Team Colleg Gold 2', 'Off White / Team Victory Red / Cloud White', 'Cloud White / Cloud White / Collegiate Royal', 'Cloud White / Cloud White / Team Power Red 2', 'Core Black / Collegiate Green / Team Orange', 'Cloud White / Cloud White / Team Power Red 2', 'Team Power Red 2 / Team Power Red 2 / Core Black', 'Cloud White / Cloud White / Team Power Red 2', 'Core Black / Core Black / Team Power Red 2', 'Cloud White / Cloud White / Team Maroon 2', 'Core Black / Carbon / Grey Six', 'Halo Silver S21 / Preloved Yellow F23 / Royal Blue', 'Core Black / Better Scarlet S23 / Royal Blue', 'Core Black / Core Black / Lucid Lemon', 'Core Black / Core Black / Team College Purple']",[],['Product code: IG5876'],['Reviews (289)'],['4.8'],['51.6436'],['90.8304'],['93.7716']
46,[],"['Silver Violet S23 / Cloud White / Silver Dawn S23', 'Core Black / Cloud White / Carbon', 'Arctic Night F23 / Lucid Lemon F23 / Carbon', 'Cloud White / Silver Metallic / Grey Five', 'Royal Blue / Zero Metalic / Lucid Lemon F23']",[],['Product code: IF8170'],['Reviews (7)'],['5.0'],['53.5714'],['92.8571'],['96.4286']
47,[],"['Bold Green / Signal Orange / Vivid Berry', 'Bahia Magenta / Bahia Magenta / Collegiate Green', 'Royal Blue / Cloud White / Royal Blue', 'Core Black / Cloud White / Core Black', 'Mystery Blue / Hi-Res Yellow / Mystery Blue', 'Vision Met. / Vision Met. / Grey Two', 'Core Black / Grey Six / Core Black', 'Core Black / Core Black / Core Black', 'Core Black / Gold Metallic / Core Black', 'Core Black / Core Black / Beam Pink F22', 'Cloud White / Cloud White / Matte Gold', 'Grey Two / Silver Metallic / Grey Two', 'Sand Strata / Purple / Sand Strata', 'Ecru Tint / Coral Fusion / Ecru Tint', 'Night Indigo / Cloud White / Night Indigo']",[],['Product code: GX9835'],['Reviews (6103)'],['4.7'],['54.7304'],['90.9132'],['90.7177']
48,[],"['Cloud White / Cloud White / Grey Five', 'Core Black / Cloud White / Carbon']",[],['Product code: IG0310'],['Reviews (64)'],['4.5'],['50.7812'],['84.375'],['87.1094']
49,[],"['Grey Six / Silver Metallic / Better Scarlet', 'Solar Orange / Taupe Met. S23 / Ecru Tint', 'Crystal White / Impact Orange F22 / Semi Pulse Lilac F22']",[],['Product code: HQ8392'],['Reviews (126)'],['3.7'],['49.8016'],['63.6905'],['71.2302']
50,[],"['Bliss Lilac F22 / Beam Orange F22 / Pulse Magenta F22', 'Core Black / Core Black / Grey Six', 'Wonder Steel F22 / Grey Three / Purple', 'Trace Grey / Crystal White / Impact Orange F22', 'Core Black / Core Black / Grey Six', 'Wonder Taupe S23 / Taupe Met. S23 / Impact Orange F22', 'Acid Orange S21 / Sand Strata S23 / Silver Violet S23', 'Silver Dawn S23 / Blue Dawn S23 / Silver Violet S23', 'Wonder Silver F23 / Wonder Silver F23 / Lucid Lemon F23']",[],['Product code: HP7496'],['Reviews (50)'],['4.5'],['46'],['82.5'],['88.5']
51,[],"['Off White / Wonder Taupe / Pink Strata', 'Grey Two / Grey Three / Blue Dawn S23', 'Core Black / Grey Three / Grey Five', 'Core Black / Cloud White / Aluminium', 'Cloud White / Magic Beige F22 / Ecru Tint', 'Cloud White / Grey One / Silver Metallic', 'Feather Grey / Grey Two / Sandy Beige Met.', 'Sand / Chalky Brown S22 / Wonder White F21', 'Shadow Red / Super Pop / Beam Orange F22', 'Off White / Beam Orange / Super Pop']",[],['Product code: GY4189'],['Reviews (267)'],['4.2'],['56.7416'],['76.2172'],['82.6779']
