,product_code,count_of_sizes,colors
287,384139_02,10,"['Puma Black-Puma White', 'Puma White-Puma Black', 'Peacoat-Puma White']"
288,393473_18,19,"['Cobalt Glaze-Pelé Yellow', 'Pink Delight-PUMA Green']"
289,380017_01,12,"['PUMA White-PUMA Silver-Cherry Tomato', 'Cherry Tomato-PUMA Black']"
290,379908_07,15,['Passionfruit-PUMA Green-Peach Fizz']
291,393490_04,19,"['Alpine Snow-Chocolate Chip-Puma Team Gold', 'Granola-PUMA Black-Puma Team Gold']"
292,397116_01,20,['PUMA White-PUMA Black-Vapor Gray']
293,307822_01,19,"['PUMA Black-PUMA White', 'Rosso Corsa-PUMA White']"
294,398352_02,13,"['Club Navy', 'Dark Myrtle']"
295,307817_01,19,['Rosso Corsa-Frosted Ivory']
296,396704_02,19,['Sedate Gray-PUMA White']
297,393473_17,19,"['Cobalt Glaze-Pelé Yellow', 'Pink Delight-PUMA Green']"
298,107563_01,20,"['PUMA Black-PUMA White-Fire Orchid', 'Persian Blue-Pro Green-Ultra Blue', 'Alpine Snow-Asphalt-Yellow Blaze']"
299,107311_02,20,"['PUMA White-PUMA Black-Fire Orchid', 'PUMA Black-Asphalt', 'Ultra Blue-PUMA White-Pro Green', 'Yellow Blaze-PUMA White-PUMA Black']"
300,364669_01,11,"['Puma White-Puma Black-Puma Team Gold', 'Puma White-Puma New Navy-Puma Team Gold']"
301,307784_02,13,['PUMA White']
302,377858_06,11,['Eucalyptus-PUMA Black-Neon Sun']
303,380017_02,12,"['PUMA White-PUMA Silver-Cherry Tomato', 'Cherry Tomato-PUMA Black']"
304,379139_03,13,"['PUMA Black-Shadow Gray', 'Concrete Gray-Flat Dark Gray']"
305,376151_01,13,"['Puma Black-Harbor Mist-Cherry Tomato', 'Cherry Tomato-Puma Black', 'Puma Black-CASTLEROCK', 'PUMA Black-Cayenne-Wood Violet', 'PUMA White-Platinum Gray-Dark Night', 'PUMA Black-Gray Tile-Fast Yellow', 'PUMA Black', 'Myrtle-PUMA Black-Yellow Burst']"
306,389267_10,19,"['Sugared Almond-Prairie Tan', 'PUMA Black-PUMA Black', 'PUMA White-Cobalt Glaze-PUMA Black']"
307,393747_02,14,"['Alpine Snow-Warm White', 'Icy Blue-Warm White']"
308,398352_01,13,"['Club Navy', 'Dark Myrtle']"
309,394687_01,19,['PUMA White-PUMA Navy']
310,394057_01,13,['Fall Foliage-Alpine Snow-Cool Light Gray']
311,377757_11,13,"['PUMA Black', 'Ultra Blue-PUMA Black-PUMA Silver', 'Fire Orchid-PUMA Black-Ultra Blue', 'Yellow Burst-PUMA Black-PUMA Silver', 'Lime Pow-PUMA Black-PUMA White', 'PUMA White-Ocean Tropic-Lime Pow']"
312,393490_03,19,"['Alpine Snow-Chocolate Chip-Puma Team Gold', 'Granola-PUMA Black-Puma Team Gold']"
313,379139_01,13,"['PUMA Black-Shadow Gray', 'Concrete Gray-Flat Dark Gray']"
314,195336_08,12,"['For All Time Red-Ultra Blue', 'PUMA White-Ultra Blue']"
315,307751_02,13,"['PUMA Black-PUMA White', 'PUMA White-PUMA White']"
316,307986_01,13,['PUMA Black-Pop Red']
317,377745_03,13,"['PUMA Black-Dark Coal', 'Inky Blue-PUMA Black-Neon Sun', 'Eucalyptus-Alpine Snow-PUMA Black', 'Neon Sun-PUMA Black', 'PUMA Black-Lime Pow-Active Red: out of stock']"
318,307789_01,17,['PUMA Black-PUMA White']
319,307751_01,19,"['PUMA Black-PUMA White', 'PUMA White-PUMA White']"
320,393286_01,13,['Glacial Gray-PUMA Black']
321,377745_01,13,"['PUMA Black-Dark Coal', 'Inky Blue-PUMA Black-Neon Sun', 'Eucalyptus-Alpine Snow-PUMA Black', 'Neon Sun-PUMA Black', 'PUMA Black-Lime Pow-Active Red: out of stock']"
322,389267_17,19,"['Sugared Almond-Prairie Tan', 'PUMA Black-PUMA Black', 'PUMA White-Cobalt Glaze-PUMA Black']"
323,393301_02,19,['Cayenne Pepper-Astro Red']
324,376151_13,13,"['Puma Black-Harbor Mist-Cherry Tomato', 'Cherry Tomato-Puma Black', 'Puma Black-CASTLEROCK', 'PUMA Black-Cayenne-Wood Violet', 'PUMA White-Platinum Gray-Dark Night', 'PUMA Black-Gray Tile-Fast Yellow', 'PUMA Black', 'Myrtle-PUMA Black-Yellow Burst']"
325,379886_01,21,['PUMA Navy']
326,377745_04,12,"['PUMA Black-Dark Coal', 'Inky Blue-PUMA Black-Neon Sun', 'Eucalyptus-Alpine Snow-PUMA Black', 'Neon Sun-PUMA Black', 'PUMA Black-Lime Pow-Active Red: out of stock']"
327,377757_01,13,"['PUMA Black', 'Ultra Blue-PUMA Black-PUMA Silver', 'Fire Orchid-PUMA Black-Ultra Blue', 'Yellow Burst-PUMA Black-PUMA Silver', 'Lime Pow-PUMA Black-PUMA White', 'PUMA White-Ocean Tropic-Lime Pow']"
328,307822_02,16,"['PUMA Black-PUMA White', 'Rosso Corsa-PUMA White']"
329,390932_02,18,"['PUMA White-PUMA Black', 'PUMA Black-PUMA White', 'Warm White-Yellow Burst-Parakeet Green']"
330,392982_01,19,"['PUMA White-Sedate Gray', 'PUMA Black-Strong Gray', 'Smokey Gray-Ash Gray']"
331,379068_04,12,['PUMA White-PUMA Silver-Cherry Tomato']
332,393151_01,13,['Feather Gray-Warm White']
333,392721_01,13,['Frosted Ivory-Granola']
334,395121_01,13,['Day Dream-Yellow Sizzle-Dark Night']
335,307920_02,17,"['Light Mint-PUMA Black-PUMA White', 'PUMA Black-Light Mint-PUMA White']"
336,384139_04,9,"['Puma Black-Puma White', 'Puma White-Puma Black', 'Peacoat-Puma White']"
337,392862_01,13,['PUMA Black']
338,307847_01,13,['PUMA Black-Spectra Green']
339,307998_01,19,['Rosso Corsa-Frosted Ivory']
340,376151_02,13,"['Puma Black-Harbor Mist-Cherry Tomato', 'Cherry Tomato-Puma Black', 'Puma Black-CASTLEROCK', 'PUMA Black-Cayenne-Wood Violet', 'PUMA White-Platinum Gray-Dark Night', 'PUMA Black-Gray Tile-Fast Yellow', 'PUMA Black', 'Myrtle-PUMA Black-Yellow Burst']"
341,393306_02,13,"['Sand Dune-Concrete Gray-Warm White', 'Sand Dune-Concrete Gray-Granola']"
342,393449_02,19,['Chocolate Chip-Flaxen']
343,378472_01,13,['PUMA Black-Malachite-Yellow Burst']
344,378457_01,13,['PUMA Black-Astro Red-Alpine Snow']
345,378687_02,13,"['PUMA Black-PUMA White', 'Eucalyptus-PUMA Black', 'PUMA White-Club Navy']"
346,195336_09,12,"['For All Time Red-Ultra Blue', 'PUMA White-Ultra Blue']"
347,307791_01,13,['Amber-PUMA Black-Puma White']
348,393306_01,13,"['Sand Dune-Concrete Gray-Warm White', 'Sand Dune-Concrete Gray-Granola']"
349,393078_01,19,['Sedate Gray-Pinktastic']
350,386759_10,13,"['Puma White-Puma Team Gold', 'Puma White-Puma Black', 'Puma Black-Puma White', 'PUMA White-Malachite']"
351,392718_04,12,"['PUMA Black-Shadow Gray', 'PUMA White-Alpine Snow']"
352,393115_02,19,['PUMA Black-Frosted Ivory']
353,376151_22,13,"['Puma Black-Harbor Mist-Cherry Tomato', 'Cherry Tomato-Puma Black', 'Puma Black-CASTLEROCK', 'PUMA Black-Cayenne-Wood Violet', 'PUMA White-Platinum Gray-Dark Night', 'PUMA Black-Gray Tile-Fast Yellow', 'PUMA Black', 'Myrtle-PUMA Black-Yellow Burst']"
354,394798_01,13,['Smokey Gray-Cool Light Gray']
355,390932_01,12,"['PUMA White-PUMA Black', 'PUMA Black-PUMA White', 'Warm White-Yellow Burst-Parakeet Green']"
356,395773_02,13,['Warm White-Club Navy']
357,378541_02,15,['PUMA Black-PUMA White-Lime Squeeze']
358,378434_02,12,['Dusty Tan']
359,307826_02,19,"['PUMA Black-Warm White', 'Rosso Corsa-Warm White']"
360,307684_01,13,"['PUMA Black-Dark Coal', 'Neon Sun-Clementine-PUMA Black']"
361,107553_01,11,['Ultra Blue-Luminous Pink-Luminous Blue']
362,378474_01,12,['PUMA Black-PUMA Silver']
363,307826_01,19,"['PUMA Black-Warm White', 'Rosso Corsa-Warm White']"
364,393114_01,19,['PUMA White']
365,389267_19,19,"['Sugared Almond-Prairie Tan', 'PUMA Black-PUMA Black', 'PUMA White-Cobalt Glaze-PUMA Black']"
366,377757_15,12,"['PUMA Black', 'Ultra Blue-PUMA Black-PUMA Silver', 'Fire Orchid-PUMA Black-Ultra Blue', 'Yellow Burst-PUMA Black-PUMA Silver', 'Lime Pow-PUMA Black-PUMA White', 'PUMA White-Ocean Tropic-Lime Pow']"
367,379079_05,15,"['Bold Blue-Dark Clove-Pro Green-Fire Orchid-Koral Ice', 'Lime Squeeze-PUMA White']"
368,393152_02,13,"['Inky Blue-Persian Blue', 'Cast Iron-PUMA Black']"
369,389365_06,12,"['PUMA Black-PUMA White', 'PUMA White-Inky Blue']"
370,378734_02,13,"['PUMA Black-Dark Coal', 'PUMA Black-Yellow Burst-Malachite']"
371,107473_01,17,['PUMA White-Vivid Violet']
372,395737_02,0,['Turquoise Surf-Grape Mist: out of stock']
373,393277_02,13,['PUMA White-Olive Drab']
374,386329_06,12,['Pristine-Elektro Purple']
375,393136_01,13,['PUMA White-Flaxen-Apple Cider']
376,377745_05,13,"['PUMA Black-Dark Coal', 'Inky Blue-PUMA Black-Neon Sun', 'Eucalyptus-Alpine Snow-PUMA Black', 'Neon Sun-PUMA Black', 'PUMA Black-Lime Pow-Active Red: out of stock']"
377,393115_02,19,['PUMA Black-Frosted Ivory']
378,379079_03,15,"['Bold Blue-Dark Clove-Pro Green-Fire Orchid-Koral Ice', 'Lime Squeeze-PUMA White']"
379,396127_01,13,['PUMA Black-PUMA Red']
380,307756_01,10,['Ultra Blue-Jet Black']
381,379291_01,13,['Dark Night-Royal Sapphire']
382,389365_05,12,"['PUMA Black-PUMA White', 'PUMA White-Inky Blue']"
383,378455_07,13,['Speed Green-PUMA Silver-PUMA Black']
384,393941_01,13,"['Icy Blue-Icy Blue', 'Feather Gray-Feather Gray']"
385,394799_03,13,"['Warm White-Granola', 'Warm White-Parisian Night']"
386,307771_01,12,['PUMA Black-Dark Coal']
387,107474_01,15,['PUMA White-Fire Orchid-Vivid Violet-Sedate Gray']
388,307684_04,13,"['PUMA Black-Dark Coal', 'Neon Sun-Clementine-PUMA Black']"
389,378687_06,13,"['PUMA Black-PUMA White', 'Eucalyptus-PUMA Black', 'PUMA White-Club Navy']"
390,377757_13,13,"['PUMA Black', 'Ultra Blue-PUMA Black-PUMA Silver', 'Fire Orchid-PUMA Black-Ultra Blue', 'Yellow Burst-PUMA Black-PUMA Silver', 'Lime Pow-PUMA Black-PUMA White', 'PUMA White-Ocean Tropic-Lime Pow']"
391,396463_01,0,"['Pelé Yellow-Club Red: out of stock', 'Fresh Mint-Fast Pink', 'Vine-Clementine', 'Cobalt Glaze-PUMA White', 'Club Red-Club Navy: out of stock']"
392,378459_01,13,['PUMA Black-Yellow Burst-Malachite']
393,396463_09,0,"['Pelé Yellow-Club Red: out of stock', 'Fresh Mint-Fast Pink', 'Vine-Clementine', 'Cobalt Glaze-PUMA White', 'Club Red-Club Navy: out of stock']"
394,397263_02,19,"['PUMA White-Feather Gray', 'PUMA Black-Silver Mist']"
395,377757_19,13,"['PUMA Black', 'Ultra Blue-PUMA Black-PUMA Silver', 'Fire Orchid-PUMA Black-Ultra Blue', 'Yellow Burst-PUMA Black-PUMA Silver', 'Lime Pow-PUMA Black-PUMA White', 'PUMA White-Ocean Tropic-Lime Pow']"
396,394799_02,13,"['Warm White-Granola', 'Warm White-Parisian Night']"
397,397263_01,19,"['PUMA White-Feather Gray', 'PUMA Black-Silver Mist']"
398,377757_18,13,"['PUMA Black', 'Ultra Blue-PUMA Black-PUMA Silver', 'Fire Orchid-PUMA Black-Ultra Blue', 'Yellow Burst-PUMA Black-PUMA Silver', 'Lime Pow-PUMA Black-PUMA White', 'PUMA White-Ocean Tropic-Lime Pow']"
399,376807_19,13,"['Puma Black', 'PUMA Black-Ocean Tropic-Lime Pow', 'Lime Pow-PUMA Black-PUMA White']"
400,376807_20,13,"['Puma Black', 'PUMA Black-Ocean Tropic-Lime Pow', 'Lime Pow-PUMA Black-PUMA White']"
401,308181_01,1,['Rosso Corsa-PUMA Black']
402,392086_01,15,['PUMA White-Pristine']
403,377745_06,0,"['PUMA Black-Dark Coal', 'Inky Blue-PUMA Black-Neon Sun', 'Eucalyptus-Alpine Snow-PUMA Black', 'Neon Sun-PUMA Black', 'PUMA Black-Lime Pow-Active Red: out of stock']"
404,308271_01,1,['PUMA Black-PUMA White']
405,195337_19,14,"['Fire Orchid-Puma Black', 'Ultra Blue-Fire Orchid']"
406,376151_17,12,"['Puma Black-Harbor Mist-Cherry Tomato', 'Cherry Tomato-Puma Black', 'Puma Black-CASTLEROCK', 'PUMA Black-Cayenne-Wood Violet', 'PUMA White-Platinum Gray-Dark Night', 'PUMA Black-Gray Tile-Fast Yellow', 'PUMA Black', 'Myrtle-PUMA Black-Yellow Burst']"
407,385754_01,12,['CASTLEROCK-Puma Black-High Risk Red']
408,396463_07,13,"['Pelé Yellow-Club Red: out of stock', 'Fresh Mint-Fast Pink', 'Vine-Clementine', 'Cobalt Glaze-PUMA White', 'Club Red-Club Navy: out of stock']"
409,379286_01,13,['PUMA Black']
410,394684_01,15,"['PUMA White-Team Regal Red', 'PUMA White-Yellow Sizzle']"
411,393314_02,16,['Sedate Gray-Sedate Gray']
412,377315_07,13,['Fire Orchid-PUMA Silver']
413,392085_01,15,['PUMA White-PUMA White']
414,379557_01,17,['Sun Stream-Sunset Glow-PUMA Black']
415,107311_03,18,"['PUMA White-PUMA Black-Fire Orchid', 'PUMA Black-Asphalt', 'Ultra Blue-PUMA White-Pro Green', 'Yellow Blaze-PUMA White-PUMA Black']"
416,378096_02,19,['Ultra Orange-PUMA Black']
417,396403_02,21,"['PUMA Black-Warm White-Gum', 'Speed Blue-Lime Pow-Gum', 'Lavender Alert-Burnt Red-Gum']"
418,390932_09,12,"['PUMA White-PUMA Black', 'PUMA Black-PUMA White', 'Warm White-Yellow Burst-Parakeet Green']"
419,107293_01,19,['Silver Sky-Persian Blue-PUMA White']
420,393941_02,13,"['Icy Blue-Icy Blue', 'Feather Gray-Feather Gray']"
421,393326_01,17,['Persian Blue-Orange Brick']
422,395281_01,15,['For All Time Red-Dark Orange-PUMA Black']
423,395033_01,12,['Granola-Sand Dune-PUMA Black-Spring Fern']
424,107566_03,18,"['PUMA Black-PUMA White', 'Persian Blue-Pro Green-Ultra Blue', 'Alpine Snow-Asphalt-Yellow Blaze']"
425,107340_02,19,['PUMA White-PUMA Black-Concrete Gray']
426,384139_01,10,"['Puma Black-Puma White', 'Puma White-Puma Black', 'Peacoat-Puma White']"
427,107563_05,19,"['PUMA Black-PUMA White-Fire Orchid', 'Persian Blue-Pro Green-Ultra Blue', 'Alpine Snow-Asphalt-Yellow Blaze']"
428,307954_01,12,['PUMA Black-PUMA Black']
429,107563_04,18,"['PUMA Black-PUMA White-Fire Orchid', 'Persian Blue-Pro Green-Ultra Blue', 'Alpine Snow-Asphalt-Yellow Blaze']"
430,107422_03,13,"['Ultra Blue-PUMA White-Pro Green', 'Yellow Blaze-PUMA White-PUMA Black']"
431,376591_08,12,['Fire Orchid-Ultra Blue-PUMA White']
432,393196_01,14,['PUMA White-For All Time Red']
433,378222_03,18,['Sun Stream-Sunset Glow-PUMA Black']
434,396464_01,15,"['PUMA White-Vapor Gray-Gum', 'PUMA Black-Feather Gray-Gum']"
435,396403_03,21,"['PUMA Black-Warm White-Gum', 'Speed Blue-Lime Pow-Gum', 'Lavender Alert-Burnt Red-Gum']"
436,307920_01,14,"['Light Mint-PUMA Black-PUMA White', 'PUMA Black-Light Mint-PUMA White']"
437,378550_05,12,['Eucalyptus-Neon Sun']
438,378436_02,11,['Dusty Tan']
439,396464_03,19,"['PUMA White-Vapor Gray-Gum', 'PUMA Black-Feather Gray-Gum']"
440,195337_16,14,"['Fire Orchid-Puma Black', 'Ultra Blue-Fire Orchid']"
441,107374_03,13,['Persian Blue-PUMA White-Pro Green']
442,107296_04,17,"['Fast Yellow-PUMA Navy-PUMA White', 'PUMA White-PUMA Black-Team Light Blue', 'PUMA White-Ravish-Fast Yellow', 'PUMA Navy-Fast Yellow-Puma White']"
443,396463_02,13,"['Pelé Yellow-Club Red: out of stock', 'Fresh Mint-Fast Pink', 'Vine-Clementine', 'Cobalt Glaze-PUMA White', 'Club Red-Club Navy: out of stock']"
444,107311_04,15,"['PUMA White-PUMA Black-Fire Orchid', 'PUMA Black-Asphalt', 'Ultra Blue-PUMA White-Pro Green', 'Yellow Blaze-PUMA White-PUMA Black']"
445,396463_05,12,"['Pelé Yellow-Club Red: out of stock', 'Fresh Mint-Fast Pink', 'Vine-Clementine', 'Cobalt Glaze-PUMA White', 'Club Red-Club Navy: out of stock']"
446,107355_03,19,"['Persian Blue-PUMA White-Pro Green', 'Sedate Gray-Asphalt-Yellow Blaze']"
447,380007_01,12,"['PUMA Black-Luminous Blue-Electric Orchid', 'PUMA White-Luminous Blue-Electric Orchid']"
448,307996_01,10,['PUMA White-Rosso Corsa']
449,393157_01,11,['Frosted Ivory-Vapor Gray']
450,308277_01,9,['Flat Medium Gray-Pop Red-PUMA Black']
451,378687_01,13,"['PUMA Black-PUMA White', 'Eucalyptus-PUMA Black', 'PUMA White-Club Navy']"
452,380190_02,12,"['Puma White', 'Puma Black']"
453,107361_04,13,"['Persian Blue-PUMA White-Pro Green', 'Sedate Gray-Asphalt-Yellow Blaze']"
454,379081_04,15,"['PUMA White-PUMA Navy-Lime Squeeze', 'PUMA White-For All Time Red']"
455,107610_01,13,['PUMA White-Racing Blue-Lemon Meringue-Parakeet Green']
456,394223_01,7,"['Green Gecko-Prism Violet', 'PUMA Green-Fluro Yellow Pes-Fluro Green Pes']"
457,307940_01,13,['PUMA Black-Pop Red']
458,107355_04,17,"['Persian Blue-PUMA White-Pro Green', 'Sedate Gray-Asphalt-Yellow Blaze']"
459,378465_01,11,['PUMA Black-Yellow Blaze-Strawberry Burst']
460,377507_04,12,['PUMA Black-Malachite-Yellow Burst']
461,380007_02,12,"['PUMA Black-Luminous Blue-Electric Orchid', 'PUMA White-Luminous Blue-Electric Orchid']"
462,395032_01,11,['PUMA Green-Spring Fern-PUMA Black']
463,393167_02,11,['Archive Green-Warm White']
464,393084_01,12,['Bright Melon-Frosted Ivory']
465,107540_01,14,['Luminous Pink-Ultra Blue-Yellow Alert']
466,378683_01,12,['PUMA Black-Yellow Blaze-Strawberry Burst']
467,379081_03,15,"['PUMA White-PUMA Navy-Lime Squeeze', 'PUMA White-For All Time Red']"
468,107521_03,18,"['PUMA White-PUMA Black-Fire Orchid', 'Ultra Blue-PUMA White-Pro Green']"
469,107296_01,17,"['Fast Yellow-PUMA Navy-PUMA White', 'PUMA White-PUMA Black-Team Light Blue', 'PUMA White-Ravish-Fast Yellow', 'PUMA Navy-Fast Yellow-Puma White']"
470,107539_01,13,['Purple Charcoal-Fast Yellow-Ravish-PUMA White']
471,107522_03,13,"['PUMA White-PUMA Black-Fire Orchid', 'Ultra Blue-PUMA White-Pro Green']"
472,378734_01,12,"['PUMA Black-Dark Coal', 'PUMA Black-Yellow Burst-Malachite']"
473,107566_02,16,"['PUMA Black-PUMA White', 'Persian Blue-Pro Green-Ultra Blue', 'Alpine Snow-Asphalt-Yellow Blaze']"
474,107296_03,12,"['Fast Yellow-PUMA Navy-PUMA White', 'PUMA White-PUMA Black-Team Light Blue', 'PUMA White-Ravish-Fast Yellow', 'PUMA Navy-Fast Yellow-Puma White']"
475,394684_02,12,"['PUMA White-Team Regal Red', 'PUMA White-Yellow Sizzle']"
476,107296_02,16,"['Fast Yellow-PUMA Navy-PUMA White', 'PUMA White-PUMA Black-Team Light Blue', 'PUMA White-Ravish-Fast Yellow', 'PUMA Navy-Fast Yellow-Puma White']"
477,394223_04,6,"['Green Gecko-Prism Violet', 'PUMA Green-Fluro Yellow Pes-Fluro Green Pes']"
478,377001_01,18,['Sun Stream-Sunset Glow-Puma Black']
479,379113_01,13,['Alpine Snow-Cool Dark Gray-Astro Red']
480,376151_15,11,"['Puma Black-Harbor Mist-Cherry Tomato', 'Cherry Tomato-Puma Black', 'Puma Black-CASTLEROCK', 'PUMA Black-Cayenne-Wood Violet', 'PUMA White-Platinum Gray-Dark Night', 'PUMA Black-Gray Tile-Fast Yellow', 'PUMA Black', 'Myrtle-PUMA Black-Yellow Burst']"
481,107609_01,12,['PUMA Black-Alpine Snow-PUMA Gold-PUMA White']
482,107361_03,13,"['Persian Blue-PUMA White-Pro Green', 'Sedate Gray-Asphalt-Yellow Blaze']"
483,107375_03,13,['Persian Blue-PUMA White-Pro Green']
484,391962_06,11,['Dark Jasper-Frosted Ivory']
485,379652_01,0,[]
486,378580_01,0,[]
487,385296_02,10,"['Puma Black-Puma Black', 'Putty-Putty']"
488,385296_03,11,"['Puma Black-Puma Black', 'Putty-Putty']"
489,386600_01,11,['Puma Black-Whisper White']
490,107311_01,14,"['PUMA White-PUMA Black-Fire Orchid', 'PUMA Black-Asphalt', 'Ultra Blue-PUMA White-Pro Green', 'Yellow Blaze-PUMA White-PUMA Black']"
491,397572_01,19,['PUMA White-Puma Team Gold']
492,391610_01,18,"['Deep Lichen Green-Dark Olive', 'Tapioca-Pebble']"
493,394981_02,19,"['Day Dream-Evening Sky-PUMA White', 'Fizzy Apple-Platinum Gray-PUMA White']"
494,397112_01,19,"['Malachite-Warm White', 'PUMA Black-PUMA Black']"
495,391610_02,19,"['Deep Lichen Green-Dark Olive', 'Tapioca-Pebble']"
496,397112_02,19,"['Malachite-Warm White', 'PUMA Black-PUMA Black']"
497,390717_01,11,"['Orange Brick-Clementine', 'Hero Blue-Electric Peppermint']"
498,392435_01,19,"['New Navy-Warm White', 'Alpine Snow-Warm White']"
499,396672_01,19,['Inky Blue-PUMA Black-Sand Dune']
500,382112_01,6,['Puma Black-Puma White']
501,366608_07,11,['Ribbon Red-Puma White-Puma Team Gold']
502,307891_01,11,"['PUMA White-PUMA White-Spectra Green', 'Spectra Green-PUMA Black-Puma Black']"
503,392982_04,19,"['PUMA White-Sedate Gray', 'PUMA Black-Strong Gray', 'Smokey Gray-Ash Gray']"
504,392982_05,19,"['PUMA White-Sedate Gray', 'PUMA Black-Strong Gray', 'Smokey Gray-Ash Gray']"
505,307891_02,11,"['PUMA White-PUMA White-Spectra Green', 'Spectra Green-PUMA Black-Puma Black']"
506,307778_03,12,['Sand Dune-PUMA White-PUMA Black']
507,386759_03,11,"['Puma White-Puma Team Gold', 'Puma White-Puma Black', 'Puma Black-Puma White', 'PUMA White-Malachite']"
508,379087_01,14,['PUMA Black-Myrtle-Dark Clove-Bold Blue-Electric Blush']
509,377044_07,13,['Chili Powder-PUMA Black']
510,307959_01,13,"['PUMA Black-Speed Yellow', 'Rosso Corsa-PUMA Black']"
511,393116_01,13,['PUMA Red-Clyde Royal']
512,396106_01,12,['Sand Dune-PUMA Black-Racing Blue']
513,377827_01,13,['Fast Yellow-PUMA Black']
514,390717_04,13,"['Orange Brick-Clementine', 'Hero Blue-Electric Peppermint']"
515,392724_01,13,"['PUMA White-Ultra Blue', 'Glacial Gray-Green Fog', 'PUMA White-Peach Smoothie', 'Glacial Gray-Icy Blue', 'PUMA White-Vivid Violet']"
516,376582_32,15,"['PUMA Black-Ultra Blue-PUMA White-Platinum Gray', 'PUMA Black-Sedate Gray-PUMA White-Metallic Gold']"
517,392983_02,19,['Ash Gray-Ultra Blue']
518,392724_04,18,"['PUMA White-Ultra Blue', 'Glacial Gray-Green Fog', 'PUMA White-Peach Smoothie', 'Glacial Gray-Icy Blue', 'PUMA White-Vivid Violet']"
519,307959_02,13,"['PUMA Black-Speed Yellow', 'Rosso Corsa-PUMA Black']"
520,396087_01,13,['PUMA White-Malachite-Dark Coal']
521,394628_01,6,['Strawberry Burst-Pinktastic-Spectra Green-Warm White']
522,307649_01,13,['Spectra Green-PUMA Silver']
523,307758_01,10,['Ash Gray-Ash Gray']
524,390196_01,13,['PUMA White-Nitro Blue']
525,394981_01,15,"['Day Dream-Evening Sky-PUMA White', 'Fizzy Apple-Platinum Gray-PUMA White']"
526,376999_01,13,['Sun Stream-Sunset Glow-Puma Black']
527,394491_01,12,['PUMA Black-PUMA Black-Burnt Red']
528,392434_01,13,['PUMA White-Warm White-Cool Light Gray']
529,394885_01,12,['Warm White-PUMA Black']
530,379096_01,19,['Clyde Royal-Harbor Mist-PUMA Black-Fire Orchid']
531,396075_01,11,['Myrtle-Fall Foliage']
532,389160_01,11,['Pebble Gray-Pebble Gray-Fizzy Apple']
533,394018_01,11,['Green Fog-Hot Heat-Yellow Sizzle']
534,387499_01,12,['Bluemazing-Puma Black']
535,392724_05,14,"['PUMA White-Ultra Blue', 'Glacial Gray-Green Fog', 'PUMA White-Peach Smoothie', 'Glacial Gray-Icy Blue', 'PUMA White-Vivid Violet']"
536,393646_02,12,['PUMA Black-Yellow Burst']
537,377959_03,15,['PUMA Black-PUMA White-PUMA Red']
538,376582_31,13,"['PUMA Black-Ultra Blue-PUMA White-Platinum Gray', 'PUMA Black-Sedate Gray-PUMA White-Metallic Gold']"
539,396138_01,11,['PUMA Black-PUMA Red-Pitch Green']
540,392724_07,13,"['PUMA White-Ultra Blue', 'Glacial Gray-Green Fog', 'PUMA White-Peach Smoothie', 'Glacial Gray-Icy Blue', 'PUMA White-Vivid Violet']"
541,377854_05,13,['Inky Blue-Neon Sun']
542,394933_09,11,"['PUMA White-PUMA Black', 'Alpine Snow-Warm White-PUMA Black']"
543,307859_01,13,['PUMA White']
544,387654_01,15,['Sun Stream-Sunset Glow']
545,307571_01,12,['PUMA Silver-PUMA Silver']
546,393752_01,11,"['Flat Dark Gray-Frosted Ivory', 'Concrete Gray-Frosted Ivory']"
547,378986_02,15,['Frosted Ivory']
548,386759_02,12,"['Puma White-Puma Team Gold', 'Puma White-Puma Black', 'Puma Black-Puma White', 'PUMA White-Malachite']"
549,393390_01,12,['Harbor Mist-Pristine-Warm White']
550,307475_02,6,['PUMA Black-PUMA Silver']
551,394933_01,11,"['PUMA White-PUMA Black', 'Alpine Snow-Warm White-PUMA Black']"
552,378052_05,12,['PUMA White-Team Violet']
553,107566_01,16,"['PUMA Black-PUMA White', 'Persian Blue-Pro Green-Ultra Blue', 'Alpine Snow-Asphalt-Yellow Blaze']"
554,393231_04,13,['Sedate Gray-Frosted Ivory']
555,377007_01,13,['Sun Stream-Sunset Glow-Puma Black']
556,394544_01,12,['PUMA Black-Frosted Ivory']
557,392865_02,12,['PUMA White-Bold Blue']
558,377962_03,12,['PUMA White-PUMA Black-PUMA Red']
559,377000_02,12,['PUMA White-PUMA Black-PUMA Red']
560,379137_01,13,['PUMA Black-Pelé Yellow-Archive Green-Racing Blue-PUMA White']
561,307506_01,6,['PUMA White']
562,393752_02,13,"['Flat Dark Gray-Frosted Ivory', 'Concrete Gray-Frosted Ivory']"
563,393813_02,14,"['PUMA Black-Hot Heat', 'PUMA Black-PUMA Green']"
564,307759_01,10,['Ash Gray-Ash Gray']
565,394635_01,11,['Warm White-PUMA White']
566,307760_02,10,['Persian Blue-Persian Blue']
567,390972_01,13,['PUMA Black-PUMA White']
568,379013_07,13,"['Purple Glimmer-Bright Aqua-PUMA White', 'Ash Gray-PUMA White-PUMA Black-Ultra Blue-Team Aqua']"
569,388640_02,12,['Puma White-Puma White']
570,377961_01,14,['Sun Stream-PUMA Black-PUMA Silver']
571,377005_01,13,['Sun Stream-Sunset Glow-Puma Black']
572,307897_01,12,"['Smoked Pearl-PUMA Black-Warm White', 'PUMA White-Gray Violet-Warm White']"
