,count_of_sizes,colors,product_code,reviews,quality
27,"['5.5', '6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11']","['Warm White-Granola', 'Ash Gray-Frosted Ivory']",['Style: 393031_01'],['Reviews (0)Average: 0.0 / 5Write The First Review'],[]
28,"['5.5', '6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11']",['Parisian Night-Pristine-Warm Earth'],['Style: 393343_01'],['Reviews (5)Average: 4.0 / 5Write A ReviewRead All ReviewsRead All'],['80.0']
29,"['5.5', '6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11']","['Chocolate Chip', 'PUMA Black']",['Style: 393201_02'],['Reviews (1)Average: 5.0 / 5Write A ReviewRead All ReviewsRead All'],['100.0']
30,"['6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11']",['PUMA White-Warm White-Pearl Pink'],['Style: 389876_02'],['Reviews (4)Average: 5.0 / 5Write A ReviewRead All ReviewsRead All'],[]
31,"['5.5', '6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11']",['Puma White-Nimbus Cloud'],['Style: 387150_01'],['Reviews (1)Average: 4.0 / 5Write A ReviewRead All ReviewsRead All'],[]
32,"['5.5', '6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11']",['Ghost Pepper-Frosty Pink'],['Style: 393987_01'],['Reviews (0)Average: 0.0 / 5Write The First Review'],[]
33,"['5.5', '6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5']","['PUMA White-PUMA Black-Fire Orchid', 'Ultra Blue-PUMA White-Pro Green']",['Style: 107507_01'],['Reviews (2)Average: 3.0 / 5Write A ReviewRead All ReviewsRead All'],['0.0']
34,"['5.5', '6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5']",['PUMA White-PUMA Black-Fast Yellow-Electric Peppermint'],['Style: 107262_02'],['Reviews (0)Average: 0.0 / 5Write The First Review'],[]
35,"['6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11']",['Warm White-PUMA White'],['Style: 389844_01'],['Reviews (5)Average: 4.4 / 5Write A ReviewRead All ReviewsRead All'],['100.0']
36,"['5.5', '6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11']",['Warm White-PUMA Black'],['Style: 394885_01'],['Reviews (0)Average: 0.0 / 5Write The First Review'],[]
37,"['5.5', '6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11']",['PUMA Black-Hot Heat'],['Style: 395480_01'],['Reviews (1)Average: 5.0 / 5Write A ReviewRead All ReviewsRead All'],['100.0']
38,"['5.5', '6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11']","['Puma White-Marshmallow-Purple Charcoal', 'PUMA White-Lavender Fog-Anise Flower', 'PUMA White-Spring Lavender', 'PUMA White-Peach Smoothie']",['Style: 386270_15'],['Reviews (5)Average: 4.2 / 5Write A ReviewRead All ReviewsRead All'],[]
39,"['5.5', '6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5']","['Silver Sky-PUMA Black-Fire Orchid', 'Alpine Snow-Asphalt-Yellow Blaze']",['Style: 107565_01'],['Reviews (0)Average: 0.0 / 5Write The First Review'],[]
40,"['6', '7', '8', '9', '10']","['PUMA Black-PUMA Black', 'Pristine-Pristine']",['Style: 389082_02'],['Reviews (12)Average: 3.5 / 5Write A ReviewRead All ReviewsRead All'],['72.7']
41,"['5.5', '6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11']",['Ash Gray-Concrete Gray-Sedate Gray-Alpine Snow-PUMA Silver'],['Style: 395119_01'],['Reviews (0)Average: 0.0 / 5Write The First Review'],[]
42,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11']","['PUMA White-Marshmallow', 'PUMA White-Warm White-Dark Jasper']",['Style: 389853_04'],['Reviews (1)Average: 1.0 / 5Write A ReviewRead All ReviewsRead All'],[]
43,"['8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '12.5', '13', '13.5']","['Flat Dark Gray-Frosted Ivory', 'Concrete Gray-Frosted Ivory']",['Style: 393752_01'],['Reviews (1)Average: 5.0 / 5Write A ReviewRead All ReviewsRead All'],['100.0']
44,"['5.5', '6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11']",['Frosty Pink-Ghost Pepper'],['Style: 394009_01'],['Reviews (1)Average: 5.0 / 5Write A ReviewRead All ReviewsRead All'],['100.0']
45,"['5.5', '6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11']",['Granola-Day Dream'],['Style: 389894_02'],['Reviews (0)Average: 0.0 / 5Write The First Review'],[]
46,"['8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '12.5', '13', '13.5', '14.5', '15.5']","['Flat Dark Gray-Frosted Ivory', 'Concrete Gray-Frosted Ivory']",['Style: 393752_02'],['Reviews (1)Average: 5.0 / 5Write A ReviewRead All ReviewsRead All'],['100.0']
47,"['5.5', '6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11']",['Glowing Pink-Desert Clay-PUMA White'],['Style: 392884_02'],['Reviews (40)Average: 3.9 / 5Write A ReviewRead All ReviewsRead All'],['71.9']
48,"['6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11']","['Puma White-Marshmallow-Purple Charcoal', 'PUMA White-Lavender Fog-Anise Flower', 'PUMA White-Spring Lavender', 'PUMA White-Peach Smoothie']",['Style: 386270_09'],['Reviews (5)Average: 4.2 / 5Write A ReviewRead All ReviewsRead All'],['75.0']
49,"['5.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11']",['PUMA White-Pearl Pink'],['Style: 391096_02'],['Reviews (1)Average: 3.0 / 5Write A ReviewRead All ReviewsRead All'],[]
50,"['5.5', '6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11']","['PUMA White-Warm White', 'PUMA White-Summer Green']",['Style: 391098_07'],['Reviews (1)Average: 5.0 / 5Write A ReviewRead All ReviewsRead All'],['100.0']
51,"['5.5', '6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11']","['Frosty Pink-Flaxen', 'Warm White-Spring Fern']",['Style: 393032_01'],['Reviews (1)Average: 5.0 / 5Write A ReviewRead All ReviewsRead All'],[]
52,"['5.5', '6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5']",['PUMA White-Pop Red'],['Style: 307874_01'],['Reviews (1)Average: 1.0 / 5Write A ReviewRead All ReviewsRead All'],['0.0']
53,"['5.5', '6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11']","['PUMA Black-Vivid Violet', 'PUMA White-Vivid Violet']",['Style: 391013_01'],['Reviews (2)Average: 3.5 / 5Write A ReviewRead All ReviewsRead All'],['0.0']
54,"['5.5', '6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11']",['PUMA White'],['Style: 391086_01'],['Reviews (4)Average: 4.3 / 5Write A ReviewRead All ReviewsRead All'],['33.3']
55,"['5.5', '6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11']",['Toasted-PUMA White'],['Style: 393777_01'],['Reviews (0)Average: 0.0 / 5Write The First Review'],[]
56,"['5.5', '6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11']","['Frosty Pink-Flaxen', 'Warm White-Spring Fern']",['Style: 393032_02'],['Reviews (1)Average: 5.0 / 5Write A ReviewRead All ReviewsRead All'],[]
57,"['5.5', '6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11']","['PUMA Black-Vivid Violet', 'PUMA White-Vivid Violet']",['Style: 391013_02'],['Reviews (2)Average: 3.5 / 5Write A ReviewRead All ReviewsRead All'],['0.0']
58,"['6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11']",['Granola-PUMA White'],['Style: 393193_01'],['Reviews (0)Average: 0.0 / 5Write The First Review'],[]
59,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11']","['PUMA White-Warm White', 'PUMA White-Summer Green']",['Style: 391098_01'],['Reviews (1)Average: 5.0 / 5Write A ReviewRead All ReviewsRead All'],['100.0']
60,"['5.5', '6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11']",['PUMA White-Ravish'],['Style: 389893_01'],['Reviews (0)Average: 0.0 / 5Write The First Review'],[]
61,"['5.5', '6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11']",['Puma Black-Poppy Red-Blue Glow'],['Style: 387289_01'],['Reviews (2)Average: 4.0 / 5Write A ReviewRead All ReviewsRead All'],['0.0']
62,"['5.5', '6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11']",['Sand Dune-Green Fog-Fall Foliage'],['Style: 396115_01'],['Reviews (4)Average: 4.0 / 5Write A ReviewRead All ReviewsRead All'],['75.0']
63,"['5.5', '6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11']","['Puma Black-Puma White', 'High Risk Red-Puma White', 'Marshmallow-Puma White', 'Lily Pad-Lily Pad', 'Icy Blue-PUMA White', 'Granola-Warm White']",['Style: 381410_73'],['Reviews (160)Average: 4.2 / 5Write A ReviewRead All ReviewsRead All'],['82.3']
64,"['6', '7', '8', '9', '10', '11', '12']",['Fast Yellow-Marble-Warm White'],['Style: 383380_06'],['Reviews (17)Average: 4.6 / 5Write A ReviewRead All ReviewsRead All'],[]
65,"['5.5', '6', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11']",['Puma Black'],['Style: 384412_02'],['Reviews (2)Average: 5.0 / 5Write A ReviewRead All ReviewsRead All'],['100.0']
66,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11']",['PUMA White-Pristine'],['Style: 391226_01'],['Reviews (0)Average: 0.0 / 5Write The First Review'],[]
67,"['5.5', '6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5']",['PUMA White-PUMA Black-Spring Lavender-Minty Burst'],['Style: 107329_01'],['Reviews (0)Average: 0.0 / 5Write The First Review'],[]
68,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11']",['Puma White-Nimbus Cloud'],['Style: 387157_01'],['Reviews (4)Average: 3.5 / 5Write A ReviewRead All ReviewsRead All'],['50.0']
69,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11']","['Puma White-Marshmallow-Purple Charcoal', 'PUMA White-Lavender Fog-Anise Flower', 'PUMA White-Spring Lavender', 'PUMA White-Peach Smoothie']",['Style: 386270_14'],['Reviews (5)Average: 4.2 / 5Write A ReviewRead All ReviewsRead All'],['75.0']
70,"['6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11']",['Vine-Pristine'],['Style: 391570_01'],['Reviews (3)Average: 4.7 / 5Write A ReviewRead All ReviewsRead All'],['100.0']
71,"['6', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11']",['Dusty Tan-Granola-PUMA White'],['Style: 393402_03'],['Reviews (0)Average: 0.0 / 5Write The First Review'],[]
72,"['6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11']",['Platinum Gray-Platinum Gray'],['Style: 389161_01'],['Reviews (1)Average: 5.0 / 5Write A ReviewRead All ReviewsRead All'],['100.0']
73,"['6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11']",['Green Fog-PUMA White-Sand Dune'],['Style: 396113_01'],['Reviews (7)Average: 4.9 / 5Write A ReviewRead All ReviewsRead All'],['100.0']
74,"['6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11']","['Puma White-Marshmallow-Purple Charcoal', 'PUMA White-Lavender Fog-Anise Flower', 'PUMA White-Spring Lavender', 'PUMA White-Peach Smoothie']",['Style: 386270_02'],['Reviews (5)Average: 4.2 / 5Write A ReviewRead All ReviewsRead All'],['75.0']
75,"['7', '8', '9', '10', '11', '12']",['Puma White-Nimbus Cloud-Fizzy Melon'],['Style: 384433_02'],['Reviews (2)Average: 3.5 / 5Write A ReviewRead All ReviewsRead All'],[]
76,"['6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11']",['PUMA White-Frosty Pink'],['Style: 393077_01'],['Reviews (2)Average: 4.0 / 5Write A ReviewRead All ReviewsRead All'],['0.0']
77,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11']",['PUMA White'],['Style: 389585_01'],['Reviews (4)Average: 5.0 / 5Write A ReviewRead All ReviewsRead All'],[]
78,"['5.5', '6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11']",['PUMA White-Parisian Night-Vine'],['Style: 393340_01'],['Reviews (9)Average: 5.0 / 5Write A ReviewRead All ReviewsRead All'],[]
79,"['5.5', '6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5']",['Fizzy Light-Parisian Night-Blue Glimmer'],['Style: 106898_01'],['Reviews (0)Average: 0.0 / 5Write The First Review'],[]
80,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '12.5', '13.5', '14.5', '15.5']",['PUMA White-Warm White'],['Style: 393049_01'],['Reviews (1)Average: 5.0 / 5Write A ReviewRead All ReviewsRead All'],['100.0']
81,"['5.5', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11']",['Fast Yellow-PUMA Black'],['Style: 377046_09'],['Reviews (8)Average: 3.4 / 5Write A ReviewRead All ReviewsRead All'],['62.5']
82,"['5.5', '6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11']",['Pastel Parchment-Peach Pink-Ocean Dive'],['Style: 385517_02'],['Reviews (13)Average: 4.5 / 5Write A ReviewRead All ReviewsRead All'],[]
83,"['5.5', '6', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5']",['Fiery Coral-Fizzy Light-Puma Black-Salmon'],['Style: 107093_02'],['Reviews (2)Average: 1.0 / 5Write A ReviewRead All ReviewsRead All'],['0.0']
84,"['4', '4.5', '5', '5.5', '6', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']","['Puma Black-Puma White', 'High Risk Red-Puma White', 'Gray Violet-Puma White', 'Peacoat-Puma White', 'Honey Mustard-Puma White', 'Cabernet-Puma White', 'Steel Gray-Puma White', 'Puma Black-Puma Black', 'Malachite-PUMA White']",['Style: 374915_01'],['Reviews (421)Average: 4.2 / 5Write A ReviewRead All ReviewsRead All'],['80.8']
85,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14', '15', '16']",['PUMA White'],['Style: 379303_01'],['Reviews (1)Average: 5.0 / 5Write A ReviewRead All ReviewsRead All'],['0.0']
86,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14', '15', '16']",['Purple Glimmer-Green Gecko'],['Style: 378916_01'],['Reviews (72)Average: 4.2 / 5Write A ReviewRead All ReviewsRead All'],['71.2']
87,"['4', '4.5', '5', '5.5', '6', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']","['Puma Black-Puma White', 'High Risk Red-Puma White', 'Gray Violet-Puma White', 'Peacoat-Puma White', 'Honey Mustard-Puma White', 'Cabernet-Puma White', 'Steel Gray-Puma White', 'Puma Black-Puma Black', 'Malachite-PUMA White']",['Style: 374915_04'],['Reviews (421)Average: 4.2 / 5Write A ReviewRead All ReviewsRead All'],['80.8']
88,"['4', '4.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']","['Puma Black-Puma White', 'High Risk Red-Puma White', 'Gray Violet-Puma White', 'Peacoat-Puma White', 'Honey Mustard-Puma White', 'Cabernet-Puma White', 'Steel Gray-Puma White', 'Puma Black-Puma Black', 'Malachite-PUMA White']",['Style: 374915_12'],['Reviews (421)Average: 4.2 / 5Write A ReviewRead All ReviewsRead All'],['80.8']
89,"['4', '4.5', '5', '5.5', '6', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']","['Puma Black-Puma White', 'High Risk Red-Puma White', 'Gray Violet-Puma White', 'Peacoat-Puma White', 'Honey Mustard-Puma White', 'Cabernet-Puma White', 'Steel Gray-Puma White', 'Puma Black-Puma Black', 'Malachite-PUMA White']",['Style: 374915_07'],['Reviews (421)Average: 4.2 / 5Write A ReviewRead All ReviewsRead All'],['80.8']
90,"['4', '4.5', '5', '5.5', '6', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']","['Puma Black-Puma White', 'High Risk Red-Puma White', 'Gray Violet-Puma White', 'Peacoat-Puma White', 'Honey Mustard-Puma White', 'Cabernet-Puma White', 'Steel Gray-Puma White', 'Puma Black-Puma Black', 'Malachite-PUMA White']",['Style: 374915_02'],['Reviews (421)Average: 4.2 / 5Write A ReviewRead All ReviewsRead All'],['80.8']
91,"['4', '4.5', '5', '5.5', '6', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14', '15']","['Puma Black-Puma White', 'High Risk Red-Puma White', 'Gray Violet-Puma White', 'Peacoat-Puma White', 'Honey Mustard-Puma White', 'Cabernet-Puma White', 'Steel Gray-Puma White', 'Puma Black-Puma Black', 'Malachite-PUMA White']",['Style: 374915_06'],['Reviews (421)Average: 4.2 / 5Write A ReviewRead All ReviewsRead All'],['80.8']
92,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14', '15', '16']",['Feather Gray-Lime Smash'],['Style: 379235_01'],['Reviews (7)Average: 3.0 / 5Write A ReviewRead All ReviewsRead All'],['42.9']
93,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14', '15', '16']",['Fluro Green Pes-PUMA Green-Fluro Yellow Pes'],['Style: 379233_01'],['Reviews (26)Average: 4.0 / 5Write A ReviewRead All ReviewsRead All'],['80.0']
94,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']","['PUMA Black-Stormy Slate-For All Time Red', 'For All Time Red-PUMA Black-Gray Fog', 'Club Navy-PUMA Black-Electric Lime']",['Style: 379601_01'],['Reviews (1)Average: 5.0 / 5Write A ReviewRead All ReviewsRead All'],[]
95,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '16']","['Puma White-Silver', 'PUMA Black-PUMA Black']",['Style: 376941_04'],['Reviews (37)Average: 4.1 / 5Write A ReviewRead All ReviewsRead All'],['78.1']
96,"['4', '4.5', '5', '5.5', '6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']","['Puma Black-Puma White', 'High Risk Red-Puma White', 'Gray Violet-Puma White', 'Peacoat-Puma White', 'Honey Mustard-Puma White', 'Cabernet-Puma White', 'Steel Gray-Puma White', 'Puma Black-Puma Black', 'Malachite-PUMA White']",['Style: 374915_05'],['Reviews (421)Average: 4.2 / 5Write A ReviewRead All ReviewsRead All'],['80.8']
97,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']","['PUMA Black-Stormy Slate-For All Time Red', 'For All Time Red-PUMA Black-Gray Fog', 'Club Navy-PUMA Black-Electric Lime']",['Style: 379601_03'],['Reviews (1)Average: 5.0 / 5Write A ReviewRead All ReviewsRead All'],[]
98,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']","['Puma Black', 'PUMA Black-Ocean Tropic-Lime Pow', 'Lime Pow-PUMA Black-PUMA White']",['Style: 376807_01'],['Reviews (28)Average: 4.3 / 5Write A ReviewRead All ReviewsRead All'],['81.5']
99,"['4', '4.5', '5', '5.5', '6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13.5']","['Ash Gray-For All Time Red-PUMA Black', 'Myrtle-Myrtle-PUMA Black']",['Style: 387272_05'],['Reviews (64)Average: 4.7 / 5Write A ReviewRead All ReviewsRead All'],['93.0']
