,count_of_sizes,colors,product_code,reviews,quality
100,"['4', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14', '15', '16']","['PUMA Black-Warm White-Gum', 'Speed Blue-Lime Pow-Gum', 'Lavender Alert-Burnt Red-Gum']",['Style: 396403_01'],['Reviews (2)Average: 5.0 / 5Write A ReviewRead All ReviewsRead All'],['100.0']
101,"['4', '4.5', '5', '6', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']","['Puma White-Puma Team Gold', 'Puma Black-Puma Team Gold']",['Style: 366408_01'],['Reviews (36)Average: 4.1 / 5Write A ReviewRead All ReviewsRead All'],['73.5']
102,"['4.5', '5', '5.5', '6', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']","['Alpine Snow-Alpine Snow', 'PUMA Black-PUMA Black']",['Style: 392787_07'],['Reviews (3)Average: 3.7 / 5Write A ReviewRead All ReviewsRead All'],['100.0']
103,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '16']",['Metallic Gold-Fiery Coral'],['Style: 379223_01'],['Reviews (10)Average: 4.9 / 5Write A ReviewRead All ReviewsRead All'],['55.6']
104,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']",['For All Time Red-Dark Orange-PUMA Black'],['Style: 395542_01'],['Reviews (0)Average: 0.0 / 5Write The First Review'],[]
105,"['4', '4.5', '5', '5.5', '6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']","['PUMA Black-PUMA White-Dark Coal', 'Reflex Blue C-PUMA White-Sedate Gray']",['Style: 307936_02'],['Reviews (16)Average: 4.8 / 5Write A ReviewRead All ReviewsRead All'],['92.9']
106,"['4', '4.5', '5', '5.5', '6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']","['Puma White-Puma White', 'Puma White-Puma Black', 'Puma Black-Puma Black']",['Style: 374923_02'],['Reviews (42)Average: 3.9 / 5Write A ReviewRead All ReviewsRead All'],['69.2']
107,"['4', '4.5', '5', '5.5', '6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']","['Puma White-Puma White', 'Puma White-Puma Black', 'Puma Black-Puma Black']",['Style: 374923_01'],['Reviews (42)Average: 3.9 / 5Write A ReviewRead All ReviewsRead All'],['69.2']
108,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12']","['Alpine Snow-Alpine Snow', 'PUMA Black-PUMA Black']",['Style: 392787_04'],['Reviews (3)Average: 3.7 / 5Write A ReviewRead All ReviewsRead All'],['100.0']
109,"['4.5', '5', '6', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12']","['Puma Black-Puma White', 'High Risk Red-Puma White', 'Gray Violet-Puma White', 'Peacoat-Puma White', 'Honey Mustard-Puma White', 'Cabernet-Puma White', 'Steel Gray-Puma White', 'Puma Black-Puma Black', 'Malachite-PUMA White']",['Style: 374915_03'],['Reviews (421)Average: 4.2 / 5Write A ReviewRead All ReviewsRead All'],['80.8']
110,[],['Poison Pink-Fluro Orange Pes: out of stock'],['Style: 379330_01'],['Reviews (0)Average: 0.0 / 5Write The First Review'],[]
111,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']","['Puma Black-Gum', 'Pebble-Gum']",['Style: 381174_01'],['Reviews (13)Average: 4.3 / 5Write A ReviewRead All ReviewsRead All'],['81.8']
112,"['4', '4.5', '5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '14']","['Puma Black-Puma White', 'High Risk Red-Puma White', 'Gray Violet-Puma White', 'Peacoat-Puma White', 'Honey Mustard-Puma White', 'Cabernet-Puma White', 'Steel Gray-Puma White', 'Puma Black-Puma Black', 'Malachite-PUMA White']",['Style: 374915_89'],['Reviews (421)Average: 4.2 / 5Write A ReviewRead All ReviewsRead All'],['80.8']
113,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']","['Puma White', 'Puma Black']",['Style: 380190_01'],['Reviews (55)Average: 4.1 / 5Write A ReviewRead All ReviewsRead All'],['82.0']
114,"['4', '4.5', '5.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']","['Puma Black-Gum', 'Pebble-Gum']",['Style: 381174_02'],['Reviews (13)Average: 4.3 / 5Write A ReviewRead All ReviewsRead All'],['81.8']
115,"['4', '4.5', '5', '5.5', '6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13.5']","['Ash Gray-For All Time Red-PUMA Black', 'Myrtle-Myrtle-PUMA Black']",['Style: 387272_04'],['Reviews (64)Average: 4.7 / 5Write A ReviewRead All ReviewsRead All'],['93.0']
116,"['5', '5.5', '6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']",['Warm White-Warm White'],['Style: 394873_01'],['Reviews (1)Average: 4.0 / 5Write A ReviewRead All ReviewsRead All'],['0.0']
117,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']","['Inky Blue-Persian Blue', 'Cast Iron-PUMA Black']",['Style: 393152_01'],['Reviews (2)Average: 5.0 / 5Write A ReviewRead All ReviewsRead All'],['100.0']
118,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']","['PUMA Black-Shadow Gray', 'PUMA White-Alpine Snow']",['Style: 392718_01'],['Reviews (1)Average: 4.0 / 5Write A ReviewRead All ReviewsRead All'],[]
119,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']",['Pumpkin Pie-Amber'],['Style: 393260_01'],['Reviews (0)Average: 0.0 / 5Write The First Review'],[]
120,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']",['PUMA Black-PUMA Silver-Yellow Blaze'],['Style: 378453_01'],['Reviews (1)Average: 5.0 / 5Write A ReviewRead All ReviewsRead All'],['100.0']
121,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']",['Puma White-Puma White'],['Style: 387286_01'],['Reviews (1)Average: 5.0 / 5Write A ReviewRead All ReviewsRead All'],['0.0']
122,"['4', '4.5', '5', '5.5', '6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']","['Puma White-Puma White', 'Puma White-Puma Black', 'Puma Black-Puma Black']",['Style: 374923_03'],['Reviews (42)Average: 3.9 / 5Write A ReviewRead All ReviewsRead All'],['69.2']
123,"['4.5', '5', '5.5', '6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']","['PUMA Black-PUMA White-Dark Coal', 'Reflex Blue C-PUMA White-Sedate Gray']",['Style: 307936_01'],['Reviews (16)Average: 4.8 / 5Write A ReviewRead All ReviewsRead All'],['92.9']
124,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']","['PUMA Black-Stormy Slate-For All Time Red', 'For All Time Red-PUMA Black-Gray Fog', 'Club Navy-PUMA Black-Electric Lime']",['Style: 379601_02'],['Reviews (1)Average: 5.0 / 5Write A ReviewRead All ReviewsRead All'],[]
