,count_of_sizes,colors,color,product_code,reviews,star_rating,Size,comfort,quality
17,"['29805483:6', '29805491:6.5', '29805494:7', '29805478:7.5', '29805481:8', '29805480:8.5', '29805490:9', '29805493:9.5', '29805489:10', '29805482:10.5', '29805486:11', '29805485:11.5', '29805487:12', '29805488:12.5', '29805479:13', '29805492:14', '29805484:15']","['Cedar/Team Red/Lime Blast/White', 'Geode Teal/Teal Nebula/White', 'White/Kelly Green', 'White/Green Strike/Pale Ivory/Midnight Navy', 'Mineral Teal/Gridiron/Bright Cactus/Sail', 'White/Black', 'Black/White']",['Shown: Cedar/Team Red/Lime Blast/White'],['Style: DV3276-600'],['Reviews (7)'],['4.6'],['67% between Runs Small and True to Size'],['84% between Uncomfortable and Average'],['Yes (3)']
18,"['LTITEM8151:M 4 / W 5.5', 'LTITEM8152:M 4.5 / W 6', 'LTITEM8125:M 5 / W 6.5', 'LTITEM8126:M 5.5 / W 7', 'LTITEM8127:M 6 / W 7.5', 'LTITEM8128:M 6.5 / W 8', 'LTITEM8129:M 7 / W 8.5', 'LTITEM8131:M 7.5 / W 9', 'LTITEM8132:M 8 / W 9.5', 'LTITEM8133:M 8.5 / W 10', 'LTITEM8134:M 9 / W 10.5', 'LTITEM8135:M 9.5 / W 11', 'LTITEM8138:M 10 / W 11.5', 'LTITEM8139:M 10.5 / W 12', 'LTITEM8143:M 12 / W 13.5', 'LTITEM8144:M 12.5 / W 14', 'LTITEM8146:M 13 / W 14.5']","['Multi-Color/Multi-Color', 'University Red/University Red']",['Shown: Multi-Color/Multi-Color'],['Style: DX5266-902'],[],[],[],[],[]
19,"['24465898:6', '24465897:7', '24465906:7.5', '24465896:8', '24465904:8.5', '24465895:9', '24465902:9.5', '24466011:10', '24466010:11', '24465900:11.5', '24466009:12', '24465899:12.5', '24465907:13', '24465905:14', '24465903:15']","['White/Enigma Stone/Gum Light Brown/Fossil', 'White/Total Orange/Black']",['Shown: White/Total Orange/Black'],['Style: CT1726-100'],['Reviews (127)'],['4.5'],['42% between Runs Small and True to Size'],['84% between Uncomfortable and Average'],['Yes (4)']
20,['25501587:9.5'],[],['Shown: White/White Onyx/Black'],['Style: CQ9179-100'],['Reviews (115)'],['4.7'],['55% between Runs Small and True to Size'],['75% between Uncomfortable and Average'],['Yes (1)']
21,"['28600853:4', '28600861:4.5', '28600854:5', '28600846:5.5', '28600862:6', '28600856:6.5', '28600852:7', '28600857:7.5', '28600860:8', '28600858:8.5', '28600851:9', '28600864:9.5', '28600849:10', '28600850:10.5', '28600859:11', '28600863:11.5', '28600848:12', '28600855:13', '28600847:14']","['Black/Black/White', 'White/White/White', 'Pilgrim/Pilgrim/White/Black', 'Black/Black/Black', 'White/White/Gum Light Brown/Light Bone', 'Dark Driftwood/Dark Driftwood/Black/White']",['Shown: Pilgrim/Pilgrim/White/Black'],['Style: DM3494-301'],['Reviews (153)'],['4.8'],['49% between Runs Small and True to Size'],['86% between Uncomfortable and Average'],['Yes (9)']
22,"['28638382:6', '28638378:6.5', '28638384:7', '28638387:7.5', '28638373:8', '28638380:8.5', '28638377:9', '28638386:9.5', '28638376:10', '28638374:10.5', '28638381:11', '28638379:11.5', '28638383:12']","['Black/Neutral Olive/Black', 'Ale Brown/Black/Goldtone/Ale Brown']",['Shown: Ale Brown/Black/Goldtone/Ale Brown'],['Style: 805899-202'],['Reviews (107)'],['4.5'],['56% between Runs Small and True to Size'],['94% between Uncomfortable and Average'],['Yes (16)No (1)']
23,"['29545173:7', '29545180:7.5', '29545186:8', '29545177:8.5', '29545179:9', '29545176:9.5']","['Summit White/Coconut Milk/Metallic Gold/White', 'Light Silver/Steam/Mineral Spruce/Blue Jay']",['Shown: Light Silver/Steam/Mineral Spruce/Blue Jay'],['Style: FJ0980-001'],['Reviews (1)'],['5'],['50% between Runs Small and True to Size'],['100% between Uncomfortable and Average'],['Yes (1)']
24,"['29167056:6', '29167065:6.5', '29167068:7', '29167052:7.5', '29167054:8', '29167062:8.5', '29167070:9', '29167049:9.5', '29167060:10', '29167058:10.5', '29167046:11', '29167043:11.5', '29167066:12', '29167057:12.5', '29167053:13', '29167063:14', '29167050:15']","['Black/Dark Smoke Grey/White/Metallic Silver', 'White/Total Orange/Laser Orange/Black', 'Volt/Black/Hyper Pink/White']",['Shown: White/Total Orange/Laser Orange/Black'],['Style: DX7999-100'],['Reviews (10)'],['4.4'],['13% between Runs Small and True to Size'],['75% between Uncomfortable and Average'],['Yes (4)']
25,"['29748071:6', '29748076:6.5', '29748070:7', '29748081:7.5', '29748073:8', '29748079:8.5', '29748072:9', '29748068:9.5', '29748075:10', '29748067:10.5', '29748078:11', '29748066:11.5', '29748077:12', '29748074:12.5', '29748082:13', '29748080:14', '29748069:15']","['Black/Pure Platinum/Purple Ink/Burgundy Crush', 'Wolf Grey/Smoke Grey/Black/Volt', 'Black/Racer Blue/Sundial/High Voltage', 'Midnight Navy/Black/Dark Obsidian/Wolf Grey', 'Black/Dark Smoke Grey/Smoke Grey/White', 'Black/Dark Smoke Grey/Iron Grey/Black']",['Shown: Wolf Grey/Smoke Grey/Black/Volt'],['Style: DC8185-010'],['Reviews (57)'],['4.5'],['49% between Runs Small and True to Size'],['88% between Uncomfortable and Average'],['Yes (6)No (1)']
26,"['LTITEM8127:6', 'LTITEM8128:6.5', 'LTITEM8129:7', 'LTITEM8131:7.5', 'LTITEM8132:8', 'LTITEM8133:8.5', 'LTITEM8134:9', 'LTITEM8135:9.5', 'LTITEM8138:10', 'LTITEM8139:10.5', 'LTITEM8140:11', 'LTITEM8142:11.5', 'LTITEM8143:12', 'LTITEM8144:12.5', 'LTITEM8146:13', 'LTITEM8147:14']","['Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color']",['Shown: Multi-Color/Multi-Color/Multi-Color'],['Style: CW7635-991'],[],[],[],[],[]
27,"['29478477:4.5', '29478475:5', '29478473:6', '29478483:6.5', '29478487:7', '29478482:7.5', '29478469:8', '29478484:8.5', '29478481:9', '29478480:9.5', '29478485:10', '29478472:10.5', '29478478:11', '29478479:11.5', '29478471:12', '29478486:13']","['Hyper Turquoise/Fuchsia Dream/White/Black', 'Bright Crimson/White/University Red/Black', 'Guava Ice/Black', 'Black/Hyper Royal/Chrome']",['Shown: Black/Hyper Royal/Chrome'],['Style: DD9472-040'],['Reviews (53)'],['4.7'],['34% between Runs Small and True to Size'],['67% between Uncomfortable and Average'],['Yes (2)']
28,"['30382258:7', '30382254:7.5', '30382255:8', '30382250:8.5', '30382247:9', '30382251:9.5', '30382261:10', '30382249:10.5', '30382263:11', '30382253:11.5', '30382259:12', '30382256:12.5', '30382252:13', '30382246:13.5', '30382262:14', '30382260:14.5', '30382257:15', '30382248:16']","['White/White/Metallic Silver', 'Black/Black/White', 'White/Baltic Blue/Football Grey/Bright Crimson', 'Volt/Mica Green/Opti Yellow/Black', 'University Red/Anthracite/Bright Crimson/White', 'Game Royal/Anthracite/University Blue/White', 'White/Pure Platinum/Metallic Silver', 'Black/Iron Grey/White', 'Light Smoke Grey/Black/Khaki/White']",['Shown: Black/Black/White'],['Style: DA5456-001'],['Reviews (15)'],['4.6'],['47% between Runs Small and True to Size'],['82% between Uncomfortable and Average'],['Yes (7)No (1)']
29,"['29966756:6', '29966763:6.5', '29966755:7', '29966761:7.5', '29966754:8', '29966759:8.5', '29966765:9', '29966757:9.5', '29966750:10', '29966753:10.5', '29966749:11', '29966752:11.5', '29966764:12', '29966751:12.5', '29966762:13', '29966760:14', '29966758:15']","['White/Neutral Grey/Teal Nebula/Cement Grey', 'White/Racer Blue/Flat Silver/Hyper Pink', 'White/Starfish/Black', 'White/Pure Platinum/Racer Blue/Black', 'White/Black/Pure Platinum/Hot Lava', 'White/Dark Smoke Grey/Kumquat']",['Shown: White/Neutral Grey/Teal Nebula/Cement Grey'],['Style: FQ8829-100'],['Reviews (0)'],['0'],[],[],[]
30,"['29829919:6', '29829923:6.5', '29829926:7', '29829925:7.5', '29829914:8', '29829928:8.5', '29829927:9', '29829916:9.5', '29829918:10', '29829922:10.5', '29829924:11', '29829917:11.5', '29829915:12', '29829920:12.5', '29829913:13', '29829929:14', '29829921:15']","['White/Pure Platinum/White', 'White/Platinum Tint/Star Blue/Black', 'Smoke Grey/Black/Dark Smoke Grey/Safety Orange', 'Geode Teal/Deep Jungle/White/Purple Ink', 'Anthracite/Volt/Pure Platinum/White', 'Sea Glass/Midnight Navy/Rugged Orange/University Red', 'Black/Racer Blue/Sundial/White', 'White/Coconut Milk/Siren Red/University Red', 'White/Volt/Phantom/Black', 'Black/Iron Grey/White', 'Midnight Navy/White/Black/Pure Platinum']",['Shown: Geode Teal/Deep Jungle/White/Purple Ink'],['Style: DJ7883-300'],['Reviews (58)'],['4.5'],['47% between Runs Small and True to Size'],['89% between Uncomfortable and Average'],['Yes (38)No (4)']
31,"['28719936:3.5', '28719935:4', '28719924:4.5', '28719922:5', '28719927:5.5', '28719932:17', '28719915:18']","['White/Yellow Ochre/Metallic Gold/Black', 'Off Noir/Action Grape/Sail/Off Noir']",['Shown: Off Noir/Action Grape/Sail/Off Noir'],['Style: DQ1872-001'],['Reviews (3)'],['5'],['0% between Runs Small and True to Size'],['50% between Uncomfortable and Average'],[]
32,"['29624920:4', '29624916:9']","['Court Purple/White/White/Amarillo', 'Pine Green/White/White/Black', 'Pale Ivory/White/Hemp/Jade Ice', 'Pink Bloom/Phantom/Gum Yellow/Mineral Teal', 'Obsidian/White/Hyper Royal/Obsidian', 'Photon Dust/Photon Dust/White/Black', 'Black/Black/White']",['Shown: Pink Bloom/Phantom/Gum Yellow/Mineral Teal'],['Style: DV5477-600'],['Reviews (50)'],['4.7'],['42% between Runs Small and True to Size'],['89% between Uncomfortable and Average'],['Yes (15)No (1)']
33,"['LTITEM8127:6', 'LTITEM8128:6.5', 'LTITEM8129:7', 'LTITEM8131:7.5', 'LTITEM8132:8', 'LTITEM8133:8.5', 'LTITEM8134:9', 'LTITEM8135:9.5', 'LTITEM8138:10', 'LTITEM8139:10.5', 'LTITEM8140:11', 'LTITEM8142:11.5', 'LTITEM8143:12', 'LTITEM8144:12.5', 'LTITEM8146:13', 'LTITEM8147:14', 'LTITEM8148:15']",['Multi-Color/Multi-Color/Multi-Color'],['Shown: Multi-Color/Multi-Color/Multi-Color'],['Style: FZ0814-900'],[],[],[],[],[]
34,"['29750549:3.5', '29750565:4', '29750556:4.5', '29750560:5', '29750558:5.5', '29750562:6', '29750552:6.5', '29750569:7', '29750554:7.5', '29750570:8', '29750563:8.5', '29750568:9', '29750566:9.5', '29750557:10', '29750548:10.5', '29750559:11', '29750550:11.5', '29750553:12', '29750551:12.5', '29750555:13', '29750564:14', '29750567:15']","['White/Gum Medium Brown/Black', 'Black/Anthracite/Gum Medium Brown/White', 'Sea Glass/Mica Green/Lime Blast/Sequoia', 'Photon Dust/White/Track Red/Midnight Navy', 'White/Black', 'Black/White']",['Shown: Sea Glass/Mica Green/Lime Blast/Sequoia'],['Style: DV1403-002'],['Reviews (20)'],['4.5'],['32% between Runs Small and True to Size'],['82% between Uncomfortable and Average'],['Yes (5)No (1)']
35,['29815373:5.5'],"['Legend Medium Brown/Legend Coffee/Legend Light Brown/Legend Dark Brown', 'Galactic Jade/Sail/Sky J Mauve/Desert', 'White/Sail/Coconut Milk/Pure Platinum']",['Shown: White/Sail/Coconut Milk/Pure Platinum'],['Style: FB9891-100'],['Reviews (16)'],['4.9'],['50% between Runs Small and True to Size'],['94% between Uncomfortable and Average'],['Yes (16)']
36,"['29811968:7', '29811982:7.5', '29811981:8', '29811980:8.5', '29811970:9', '29811978:9.5', '29811971:10', '29811974:10.5', '29811972:11', '29811976:11.5', '29811967:12', '29811977:12.5', '29811983:13', '29811979:13.5', '29811969:14', '29811973:16']","['White/Pure Platinum/University Red', 'White/Pure Platinum/Midnight Navy', 'White/Pure Platinum/Wolf Grey', 'White/Pure Platinum/Blue Tint/Black', 'Black/Blue Tint/Anthracite/White']",['Shown: White/Pure Platinum/University Red'],['Style: DJ6519-104'],['Reviews (1)'],['5'],['50% between Runs Small and True to Size'],['50% between Uncomfortable and Average'],['Yes (1)']
37,"['LTITEM8127:6', 'LTITEM8128:6.5', 'LTITEM8129:7', 'LTITEM8131:7.5', 'LTITEM8132:8', 'LTITEM8133:8.5', 'LTITEM8134:9', 'LTITEM8135:9.5', 'LTITEM8138:10', 'LTITEM8139:10.5', 'LTITEM8140:11', 'LTITEM8142:11.5', 'LTITEM8143:12', 'LTITEM8144:12.5', 'LTITEM8146:13', 'LTITEM8147:14', 'LTITEM8148:15']","['Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color']",['Shown: Multi-Color/Multi-Color/Multi-Color'],['Style: DV2273-900'],[],[],[],[],[]
38,"['29105014:4.5', '29105015:5.5', '29084875:6', '29084876:6.5', '29084871:7', '29084872:7.5']","['Black/Volt/Black', 'Metallic Silver/Volt/Black', 'Black/Hyper Royal/Black', 'White/White/White', 'Blackened Blue/Volt/Black', 'White/Black/Metallic Gold']",['Shown: Blackened Blue/Volt/Black'],['Style: AT5889-407'],['Reviews (64)'],['4.6'],['39% between Runs Small and True to Size'],['95% between Uncomfortable and Average'],['Yes (2)']
39,"['29524862:6', '29524876:6.5', '29524863:7', '29524877:7.5', '29524864:8', '29524868:8.5', '29524873:9', '29524875:9.5', '29524865:10', '29524878:10.5', '29524866:11', '29524867:11.5', '29524870:12', '29524871:12.5', '29524872:14', '29524869:15']","['Cedar/White/Lime Blast/Team Red', 'Sundial/Monarch/White', 'Off White/Kelly Green', 'White/Green Strike/Gum Light Brown/Midnight Navy', 'White/Black', 'Black/White']",['Shown: Sundial/Monarch/White'],['Style: DV3278-700'],['Reviews (10)'],['2.6'],['50% between Runs Small and True to Size'],['72% between Uncomfortable and Average'],['Yes (1)No (3)']
40,['27007092:4'],"['Carbon Green/Electric Green/Pro Green/White', 'Redstone/Black/Desert Orange/Sequoia', 'Vast Grey/Black/White/Electric Green']",['Shown: Vast Grey/Black/White/Electric Green'],['Style: DJ3056-004'],['Reviews (65)'],['4.5'],['49% between Runs Small and True to Size'],['91% between Uncomfortable and Average'],['Yes (1)']
41,"['26072955:6', '26072956:6.5', '26072954:7', '26073061:7.5', '26072951:8']","['Black/Anthracite/White', 'Light Smoke Grey/Bright Mango/Summit White/Iron Grey']",['Shown: Black/Anthracite/White'],['Style: CW1648-003'],['Reviews (297)'],['4.6'],['58% between Runs Small and True to Size'],['86% between Uncomfortable and Average'],['Yes (1)']
42,"['29965615:1.5', '29965614:2', '29965616:2.5', '29965613:3', '29948852:3.5', '29763929:4', '29763945:4.5', '29763939:5', '29763938:6', '29763934:6.5', '29763937:7', '29763932:7.5', '29763936:8', '29763931:8.5', '29763947:9', '29763930:9.5', '29763946:10', '29763942:10.5', '29763944:11', '29763941:11.5', '29763935:12', '29763940:12.5', '29763933:13']","['White/White/Black', 'White/White/Metallic Vivid Gold']",['Shown: White/White/Metallic Vivid Gold'],['Style: FD0088-100'],['Reviews (0)'],['0'],[],[],[]
43,['26449551:12'],"['White/Pure Platinum/Imperial Blue/Multi-Color', 'Thunder Blue/Black/Grey Fog/Light Photo Blue']",['Shown: Thunder Blue/Black/Grey Fog/Light Photo Blue'],['Style: DA1105-400'],['Reviews (163)'],['4.5'],['53% between Runs Small and True to Size'],['90% between Uncomfortable and Average'],['Yes (4)No (1)']
44,[],[],[],[],[],[],[],[],[]
45,"['10054050:6', '10054051:6.5', '10054052:7', '10054053:7.5', '10054054:8', '10054055:8.5', '10054056:9', '10054057:9.5', '10054058:10', '10054059:10.5', '10054060:11', '10054061:11.5', '10054062:12', '10054063:12.5', '10054064:13', '10054065:14', '10054066:15']","['Black/White/Black', 'White/Midnight Navy/White/Metallic Silver', 'White/Black', 'Black/Black']",['Shown: Black/Black'],['Style: 416355-001'],['Reviews (601)'],['4.5'],['52% between Runs Small and True to Size'],['89% between Uncomfortable and Average'],['Yes (9)No (4)']
46,"['28878765:6', '28878776:6.5', '28878771:15']","['Iron Grey/Black/Gum Medium Brown/Phantom', 'Volt/Wolf Grey/Photon Dust/Diffused Blue', 'Phantom/Light Orewood Brown/Green Strike', 'White/Bright Crimson/Obsidian', 'Flat Pewter/Gum Medium Brown/Light Crimson/Phantom', 'Photon Dust/Light Bone/Anthracite/Black', 'Cargo Khaki/Sequoia/Alligator/Light Bone', 'Smoke Grey/Dark Smoke Grey/Light Smoke Grey/White', 'Black/Dark Smoke Grey/Smoke Grey/White']",['Shown: Photon Dust/Light Bone/Anthracite/Black'],['Style: DO9328-004'],['Reviews (136)'],['4.5'],['45% between Runs Small and True to Size'],['79% between Uncomfortable and Average'],['Yes (8)']
47,"['29753291:6', '29753277:6.5', '29753290:7', '29753282:7.5', '29753287:8', '29753280:8.5', '29753286:9', '29753288:9.5', '29753285:10', '29753293:10.5', '29753279:11', '29753292:11.5', '29753278:12', '29753284:12.5', '29753283:13', '29753281:14', '29753289:15']","['Iron Grey/Dark Smoke Grey/Pure Platinum/Black', 'Medium Olive/Cargo Khaki/White/Sail', 'Midnight Navy/White/Midnight Navy/Sail', 'Black/Black/White/White', 'White/Summit White/Black/Phantom']",['Shown: Iron Grey/Dark Smoke Grey/Pure Platinum/Black'],['Style: DX9428-003'],['Reviews (17)'],['4.8'],['50% between Runs Small and True to Size'],['80% between Uncomfortable and Average'],['Yes (3)']
