,product_code,n_reviews,quality,star_rating,Size,comfort
564,DV2024-001,1.0,83.33,5,100.0,50.0
565,DR9922-700,7.0,60.0,5,40.0,80.0
566,FD0731-001,4.0,83.33,5,50.0,100.0
567,DQ0660-130,19.0,73.14,4.8,56.0,95.0
568,FD1157-600,0.0,,0,,
569,DJ5630-600,0.0,,0,,
570,DJ5593-041,73.0,46.0,4.1,16.0,76.0
571,DX0024-100,1.0,83.33,4,50.0,100.0
572,FJ0850-001,0.0,,0,,
573,DM0103-003,93.0,46.08,4.5,54.0,81.0
574,DV1403-002,20.0,46.33,4.5,32.0,82.0
575,DJ5590-103,2.0,75.0,4.5,50.0,100.0
576,DD9315-108,107.0,49.69,4.7,54.0,82.0
577,DV1202-601,10.0,44.33,4.6,50.0,63.0
578,FD6815-001,10.0,69.33,4.6,56.0,72.0
579,DV6801-701,2.0,75.0,5,50.0,100.0
580,DV1376-101,38.0,67.11,4.8,78.0,97.0
581,DH4120-101,7.0,52.1,4.7,50.0,92.0
582,FB3124-100,2.0,66.67,3,50.0,100.0
583,DC5221-041,94.0,42.09,4.6,25.0,97.0
584,FD6853-001,3.0,89.0,4.3,67.0,100.0
585,DV1407-100,2.0,75.0,5,50.0,75.0
586,DM8449-001,3.0,50.16,4.3,,67.0
587,CU9978-101,149.0,41.9,4.5,42.0,79.0
588,DQ4128-155,1.0,83.33,5,50.0,100.0
589,DV6800-110,1.0,66.67,4,50.0,50.0
590,FD6848-001,5.0,83.33,5,50.0,100.0
591,DC9968-705,54.0,43.19,4.7,43.0,81.0
592,DJ4978-605,75.0,44.0,4.7,41.0,83.0
593,DD9465-600,34.0,32.94,4.4,20.0,70.0
594,FN6746-904,,,,,
595,DJ5167-300,0.0,,0,,
596,FD1162-600,1.0,100.0,4,100.0,100.0
597,DZ3183-100,5.0,,3.6,,
598,DJ5633-600,8.0,75.0,4.3,50.0,100.0
599,DJ5627-600,10.0,53.33,4.2,50.0,100.0
600,FN6750-900,,,,,
601,DJ5963-600,76.0,27.96,4.7,32.0,44.0
602,DX5257-900,,,,,
603,DD9475-705,0.0,,0,,
604,DX5261-902,,,,,
605,DV4336-040,6.0,54.33,4.3,25.0,88.0
606,DX5266-902,,,,,
607,DD9472-300,53.0,34.92,4.7,34.0,67.0
608,AT5889-407,64.0,45.71,4.6,39.0,95.0
609,DV4337-300,9.0,37.04,3.8,50.0,50.0
610,DD9482-600,9.0,,4.6,,
611,FN8406-300,32.0,46.92,4.6,20.0,77.0
612,DJ5598-040,58.0,28.57,4.4,17.0,67.0
613,DC9969-600,66.0,42.53,4.7,37.0,83.0
614,DC8466-102,47.0,37.5,4.5,32.0,72.0
615,DV4330-300,1.0,100.0,3,,
616,DV4340-040,0.0,,0,,
617,DJ5605-300,22.0,44.7,4.6,50.0,75.0
618,580456-500,38.0,34.54,4.8,34.0,67.0
619,DD9473-705,29.0,31.45,4.6,17.0,67.0
620,DD9463-300,17.0,53.92,4.6,50.0,100.0
621,DD9477-300,3.0,66.66,4.7,,100.0
622,DX5260-900,,,,,
623,DJ5961-600,60.0,39.89,4.3,34.0,84.0
624,FN6753-900,,,,,
625,DJ5165-040,2.0,,5,,
626,FJ4831-900,,,,,
627,CZ9890-007,56.0,54.5,4.6,36.0,73.0
628,DJ5629-605,14.0,42.43,4.4,25.0,88.0
629,DJ5969-040,4.0,,3.5,,
630,DD9441-040,6.0,47.22,4.5,75.0,50.0
631,FD1164-600,0.0,,0,,
632,FN8405-300,50.0,46.0,4.3,23.0,79.0
633,FN6749-906,,,,,
634,DJ5603-300,43.0,31.55,4.3,20.0,70.0
635,AT6178-010,28.0,52.38,4.6,50.0,100.0
636,DD9469-300,2.0,,2.5,,
637,DJ5631-300,57.0,54.5,4.6,42.0,67.0
638,DV4333-040,13.0,46.92,4.7,30.0,80.0
639,DJ5962-040,3.0,61.11,4,50.0,100.0
640,DJ5165-300,2.0,,5,,
641,CT0550-700,50.0,48.0,4.7,54.0,82.0
642,DJ5622-300,2.0,83.33,5,50.0,100.0
643,DV4342-100,6.0,66.67,4.7,50.0,100.0
644,DV4344-040,16.0,29.17,4.8,25.0,50.0
645,DJ5635-605,3.0,50.0,3.7,50.0,
646,DD9483-040,14.0,,4.8,,
647,DD9476-040,4.0,,4.8,,
648,DA1174-705,41.0,36.48,4.4,32.0,75.0
649,CZ8482-054,85.0,46.57,4.5,48.0,87.0
650,DV4341-100,3.0,61.11,4.7,50.0,100.0
651,DH9638-600,17.0,45.0,3,50.0,40.0
652,DD1391-100,350.0,39.05,4.7,46.0,68.0
653,FQ8826-100,5.0,76.67,5,50.0,80.0
654,DZ5485-042,832.0,48.05,4.9,50.0,79.0
655,DX5800-100,29.0,69.07,4.3,43.0,78.0
656,BV1358-003,29.0,71.69,4.8,55.0,98.0
657,FQ3381-600,99.0,57.84,4.7,41.0,81.0
658,FV3633-081,0.0,,0,,
659,FB8892-200,0.0,,0,,
660,FB8883-200,2.0,,5,,
661,FJ6196-001,0.0,,0,,
662,DZ3356-001,49.0,69.03,4.7,52.0,100.0
663,DV2917-500,39.0,52.03,4.4,46.0,87.0
664,DR5752-100,38.0,60.88,4.5,45.0,85.0
665,414571-171,1475.0,46.21,4.9,52.0,84.0
666,FD1334-001,11.0,79.0,4.8,50.0,87.0
667,CT8532-080,536.0,51.41,4.9,49.0,86.0
668,FB9927-200,56.0,71.02,4.8,44.0,78.0
669,FV8106-361,7.0,67.9,5,59.0,59.0
670,FQ8823-236,2.0,91.67,5,75.0,100.0
671,FQ8824-236,0.0,,0,,
672,DZ2538-300,45.0,72.81,4.3,50.0,84.0
673,AH8050-100,3010.0,42.77,4.7,43.0,84.0
674,DZ4627-101,1.0,66.67,4,50.0,50.0
675,FD0192-200,1.0,66.67,5,50.0,50.0
676,DX6934-200,0.0,,0,,
677,DR0675-018,15.0,44.78,3.6,27.0,54.0
678,DX9013-008,1.0,100.0,5,,100.0
679,CZ0790-161,675.0,69.01,4.8,53.0,77.0
680,DQ8426-106,562.0,54.49,4.9,51.0,84.0
681,DJ6188-101,459.0,45.44,4.9,55.0,75.0
682,DV0831-004,54.0,64.9,4.7,56.0,85.0
683,DV1307-101,90.0,69.44,4.8,51.0,94.0
684,FD6817-003,8.0,77.33,5,50.0,82.0
685,FQ8731-012,3.0,78.0,4.7,50.0,84.0
686,FD9082-104,135.0,58.74,4.8,46.0,88.0
687,FB9911-001,15.0,72.33,5,47.0,70.0
688,FB9907-001,5.0,49.33,4.2,38.0,50.0
689,FV2345-500,29.0,67.51,4.8,42.0,95.0
690,DR8784-500,192.0,52.81,4.8,42.0,93.0
691,FV3631-081,0.0,,0,,
692,DR2615-101,360.0,49.44,4.4,50.0,85.0
693,FB1362-100,9.0,75.63,4.9,50.0,88.0
694,FB9660-001,19.0,78.91,4.5,50.0,92.0
695,CT2302-100,862.0,47.84,4.9,56.0,86.0
696,FV6656-100,9.0,57.52,3.4,50.0,67.0
697,FZ3156-010,4.0,79.33,5,50.0,88.0
698,DZ3544-200,21.0,77.33,4.5,48.0,84.0
699,432997-121,118.0,44.69,4.7,57.0,72.0
700,FV4145-001,3.0,89.0,5,67.0,100.0
701,FV4137-001,1.0,50.0,3,50.0,50.0
702,FV1895-001,3.0,83.33,5,50.0,100.0
703,DX4985-600,29.0,69.55,4.5,47.0,72.0
704,DZ7533-600,57.0,53.38,4.5,29.0,75.0
705,FB2204-002,25.0,71.0,4.6,44.0,85.0
706,DR2665-100,189.0,47.33,4.5,29.0,86.0
707,FQ8827-324,1.0,83.33,5,50.0,100.0
708,FD5810-200,12.0,48.78,4.4,25.0,63.0
709,DJ7926-001,176.0,52.01,4.3,46.0,89.0
710,FB1309-001,30.0,79.44,4.7,52.0,93.0
711,DV1678-006,200.0,55.17,4.6,46.0,89.0
712,924453-007,2540.0,47.15,4.9,44.0,96.0
713,CN8490-001,329.0,49.55,4.7,49.0,89.0
714,FD6719-001,2.0,66.67,5,50.0,100.0
715,FD6848-001,5.0,83.33,5,50.0,100.0
716,FD6815-001,10.0,69.33,4.6,56.0,72.0
717,FN7459-002,23.0,67.43,4.3,37.0,74.0
718,DR8884-101,148.0,73.02,4.8,49.0,91.0
719,,,,,,
720,FV0393-001,11.0,65.52,4.8,42.0,100.0
721,BQ6472-033,990.0,44.71,4.9,50.0,80.0
722,DV0829-100,45.0,51.07,4.8,53.0,78.0
723,DZ4404-001,40.0,53.67,4.8,57.0,74.0
724,852542-007,643.0,45.67,4.8,50.0,80.0
725,849559-001,205.0,46.54,3.8,41.0,83.0
726,511881-023,445.0,51.97,4.3,60.0,95.0
727,DQ4122-100,53.0,48.58,4.4,33.0,75.0
728,FD5130-200,9.0,70.67,4.7,28.0,84.0
729,FN7304-100,4.0,,4.5,,
730,FD6819-300,37.0,57.14,4.8,50.0,89.0
731,AH8047-011,6.0,61.0,3.8,34.0,88.0
732,DQ3977-100,19.0,58.3,4.2,40.0,77.0
733,DJ4701-003,134.0,58.34,4.6,42.0,89.0
734,BQ6806-100,786.0,40.39,4.7,48.0,71.0
735,FD4116-200,164.0,47.8,4.3,27.0,78.0
736,DV1305-001,35.0,62.43,4.3,50.0,83.0
737,DH3162-100,166.0,33.47,4.6,34.0,61.0
738,CQ9356-004,176.0,39.14,4.4,38.0,76.0
739,FB9658-002,8.0,77.17,4.9,50.0,94.0
740,DV0788-105,184.0,51.59,4.8,54.0,85.0
741,DC3728-003,518.0,33.95,4.1,31.0,67.0
742,FD9082-102,135.0,58.74,4.8,46.0,88.0
743,DV5141-611,24.0,66.83,4.8,46.0,92.0
744,554724-136,2967.0,42.8,4.9,50.0,78.0
745,DQ7558-001,19.0,50.02,4.4,45.0,84.0
746,FD2592-002,6.0,69.78,4.5,42.0,84.0
747,DB2889-501,96.0,50.85,4.6,50.0,89.0
748,DV1302-100,54.0,54.78,4.7,54.0,77.0
749,553558-136,1598.0,45.98,4.9,50.0,79.0
750,FQ8338-017,11.0,78.64,4.9,50.0,95.0
751,CZ0326-100,19.0,51.84,4.8,57.0,88.0
752,FB8878-200,4.0,50.0,5,25.0,75.0
753,DQ0660-130,19.0,73.14,4.8,56.0,95.0
754,865031-009,246.0,51.03,4.8,52.0,95.0
755,DX4332-800,49.0,61.66,4.9,54.0,82.0
756,DM1123-100,281.0,48.54,4.8,40.0,96.0
757,DQ9011-100,17.0,71.45,4.6,38.0,94.0
758,DA6364-101,181.0,40.59,4.6,50.0,69.0
759,FB9657-002,2.0,75.0,4,50.0,75.0
760,DC0774-080,411.0,47.08,4.8,52.0,80.0
761,DN3253-061,60.0,48.56,4.3,47.0,72.0
762,DQ3505-100,14.0,69.81,4.9,46.0,92.0
763,DN2158-101,79.0,39.02,4.3,47.0,65.0
764,DH0295-102,115.0,52.33,4.5,54.0,83.0
765,DV0426-200,30.0,56.0,4.8,45.0,83.0
766,BQ3204-005,1124.0,44.99,4.6,49.0,85.0
767,DZ5485-105,832.0,48.05,4.9,50.0,79.0
768,942838-101,216.0,48.39,4.7,44.0,97.0
769,DX8733-103,48.0,52.53,4.7,55.0,88.0
770,FV0169-400,17.0,37.25,3.3,50.0,50.0
771,DH7004-600,81.0,50.02,4.7,60.0,74.0
772,FJ5471-121,3.0,61.44,4.7,67.0,84.0
773,CT2303-100,84.0,46.44,4.8,48.0,83.0
774,CZ4052-101,401.0,44.24,4.7,43.0,82.0
775,FN6622-201,41.0,60.11,4.7,48.0,86.0
776,FD1157-600,0.0,,0,,
777,DM1182-991,,,,,
778,DC9968-705,54.0,43.19,4.7,43.0,81.0
779,DN3577-002,252.0,39.99,4.7,53.0,63.0
780,DJ4978-605,75.0,44.0,4.7,41.0,83.0
781,DJ5593-041,73.0,46.0,4.1,16.0,76.0
782,FB2207-100,16.0,45.83,4.8,25.0,100.0
783,DZ2544-100,22.0,62.12,4.2,43.0,57.0
784,DX4361-002,13.0,74.21,4.8,50.0,88.0
785,DV5475-300,9.0,56.81,4.7,38.0,88.0
786,DZ3338-106,8.0,57.17,4.6,50.0,84.0
787,CD4382-400,31.0,38.89,4.9,15.0,92.0
788,FN6616-800,13.0,83.33,4.9,50.0,100.0
789,DX5635-002,1.0,75.0,1,,50.0
790,FD0670-001,11.0,50.0,4.5,,50.0
791,CD4382-600,31.0,38.89,4.9,15.0,92.0
792,DD9465-600,34.0,32.94,4.4,20.0,70.0
793,FN6746-904,,,,,
794,DD9304-602,171.0,41.09,4.5,40.0,78.0
795,FQ8732-010,6.0,83.33,5,50.0,100.0
796,DO1925-130,327.0,49.63,4.9,56.0,88.0
797,FQ8971-600,2.0,75.0,4,50.0,75.0
798,DZ2946-100,1.0,83.33,3,50.0,100.0
799,DJ5423-300,201.0,45.16,4.8,39.0,92.0
800,FZ3620-001,0.0,,0,,
801,DJ5167-300,0.0,,0,,
802,FD0808-001,13.0,57.38,4.8,34.0,92.0
803,864349-302,55.0,48.18,4.6,46.0,84.0
804,DX4981-103,21.0,73.0,4.8,50.0,69.0
805,DJ6520-001,11.0,75.0,4.9,50.0,100.0
806,FD1162-600,1.0,100.0,4,100.0,100.0
807,DZ3183-100,5.0,,3.6,,
808,DO6294-002,3.0,41.66,4.7,,50.0
809,DM8019-004,16.0,60.0,3.8,45.0,75.0
810,DJ5633-600,8.0,75.0,4.3,50.0,100.0
811,DX0024-100,1.0,83.33,4,50.0,100.0
812,CW7586-100,9.0,61.11,5,50.0,100.0
813,FN6594-002,0.0,,0,,
814,DM0174-302,79.0,73.0,4.6,53.0,93.0
815,DZ9360-007,3.0,61.11,4,50.0,100.0
816,FB8895-600,,,,,
817,FJ0850-001,0.0,,0,,
818,FB2907-100,0.0,,0,,
819,FD6255-102,0.0,,0,,
820,DJ5627-300,10.0,53.33,4.2,50.0,100.0
821,FJ8893-900,,,,,
822,921826-011,1291.0,43.13,4.8,45.0,83.0
823,FN6750-900,,,,,
824,DC7232-001,50.0,38.0,4.2,41.0,67.0
825,DM3413-002,267.0,46.37,4.3,45.0,84.0
826,DO7625-001,49.0,47.72,4.5,50.0,85.0
827,FJ2253-901,,,,,
828,DJ5963-600,76.0,27.96,4.7,32.0,44.0
829,DV5473-001,3.0,66.89,5,50.0,84.0
830,CD0197-006,96.0,46.49,4.5,45.0,83.0
831,DV3892-900,,,,,
832,FD0762-800,15.0,69.11,4.3,75.0,79.0
833,FJ1213-106,7.0,75.0,4.7,50.0,100.0
834,DX5257-900,,,,,
835,DN2647-651,7.0,60.76,4.3,84.0,84.0
836,DD9475-705,0.0,,0,,
837,CW3406-004,66.0,49.5,4.2,29.0,70.0
838,DO7424-900,,,,,
839,DJ6606-001,38.0,39.51,4.3,13.0,95.0
840,DZ4353-160,28.0,67.95,4.8,46.0,90.0
841,DM1206-174,26.0,69.74,4.7,52.0,88.0
842,CZ1884-004,581.0,46.85,4.6,46.0,93.0
843,FQ8077-104,4.0,75.33,4,63.0,88.0
844,DC8418-104,320.0,48.71,4.8,50.0,93.0
845,DC8753-100,83.0,25.4,4.6,25.0,50.0
846,DV3892-900,,,,,
847,CD4385-400,21.0,75.5,4.2,61.0,90.0
848,DD0007-900,16.0,41.08,3.4,23.0,94.0
849,394055-001,49.0,50.73,4.6,42.0,100.0
850,FB8889-100,2.0,75.0,5,50.0,75.0
851,A03938C-206,0.0,,0,,
852,CT2357-100,365.0,64.5,4.3,46.0,83.0
853,DR5540-002,30.0,49.67,4.4,43.0,96.0
854,DM0829-301,294.0,53.06,4.6,55.0,95.0
855,CW3400-001,275.0,46.33,4.8,48.0,87.0
856,DX5636-002,0.0,,0,,
857,DD0529-002,4.0,75.0,3.8,50.0,100.0
858,DM0823-101,21.0,49.6,4,50.0,75.0
859,FB8885-100,1.0,83.33,5,50.0,100.0
860,DX5261-902,,,,,
861,DM0103-003,93.0,46.08,4.5,54.0,81.0
862,FB8132-100,1.0,83.33,5,50.0,100.0
863,DV0806-102,30.0,48.67,4.7,46.0,90.0
864,DZ4637-001,1.0,83.33,5,50.0,100.0
865,DV4336-040,6.0,54.33,4.3,25.0,88.0
866,FQ7148-900,,,,,
867,DZ7740-800,1.0,83.33,5,50.0,100.0
868,DV3258-103,17.0,43.59,4.1,37.0,82.0
869,DA7245-011,267.0,49.0,4.6,49.0,92.0
870,FB1378-001,18.0,51.85,4.9,50.0,100.0
871,DM3004-001,4.0,47.33,3.8,50.0,67.0
872,168817C-102,1.0,100.0,4,100.0,100.0
873,FJ2843-100,372.0,49.74,4.7,50.0,89.0
874,DD6203-003,359.0,46.61,4.6,47.0,92.0
875,DD9293-003,158.0,44.41,4.6,43.0,82.0
876,FJ4036-900,,,,,
877,DD1579-103,38.0,47.54,4.3,57.0,83.0
878,DZ3407-800,10.0,71.33,4.9,44.0,100.0
879,DD9538-012,193.0,48.9,4.8,47.0,94.0
880,DV1734-100,4.0,62.5,3.5,50.0,75.0
881,DC8751-800,115.0,49.7,4.7,50.0,93.0
882,DZ5943-100,0.0,,0,,
883,FJ8896-900,,,,,
884,DC7695-102,17.0,48.92,4.9,47.0,88.0
885,DH0623-400,91.0,54.19,4.7,50.0,95.0
886,DZ5952-100,0.0,,0,,
887,DX3946-100,2.0,,5,,
888,DV2757-201,72.0,46.76,4.3,40.0,85.0
889,DX4397-170,17.0,78.41,4.8,50.0,97.0
890,FB9728-600,0.0,,0,,
891,AQ1199-001,13.0,60.0,4.1,42.0,78.0
892,HF0795-101,,,,,
893,DR8785-401,252.0,44.41,4.5,38.0,75.0
894,FB2382-900,,,,,
895,DO9387-001,8.0,75.0,4.5,70.0,80.0
896,DR0508-001,5.0,40.0,4,20.0,60.0
897,DM0029-105,429.0,48.12,4.9,48.0,91.0
898,DM0825-103,469.0,44.56,4.7,46.0,83.0
899,DX3666-005,7.0,81.0,4.7,50.0,93.0
900,FQ9044-800,1.0,75.0,4,,50.0
901,FQ0205-133,2.0,75.0,4.5,50.0,75.0
902,DM9015-105,1.0,75.0,1,50.0,100.0
903,CT6649-414,88.0,42.05,4.7,50.0,75.0
904,DA5457-010,0.0,,0,,
905,FJ1683-100,4.0,79.33,5,50.0,88.0
906,DJ6258-100,65.0,44.21,4.3,39.0,89.0
907,DA5455-616,10.0,59.33,4.5,50.0,78.0
908,DZ2906-600,2.0,58.33,4,25.0,50.0
909,DV0804-200,7.0,54.76,4.9,50.0,100.0
910,DQ9624-400,28.0,55.95,4.9,50.0,100.0
911,DH2987-112,525.0,42.49,4.7,56.0,69.0
912,DJ6521-002,19.0,,4.9,,
913,DX7998-700,14.0,50.0,3.8,,50.0
914,DR2693-300,134.0,48.91,4.7,50.0,90.0
915,DJ6517-001,2.0,75.0,5,50.0,100.0
916,DM0259-900,1.0,50.0,4,,50.0
917,DV3276-600,7.0,64.62,4.6,67.0,84.0
918,DX5266-902,,,,,
919,CT1726-100,127.0,43.05,4.5,42.0,84.0
920,CQ9179-100,115.0,43.62,4.7,55.0,75.0
921,DM3494-301,153.0,46.96,4.8,49.0,86.0
922,805899-202,107.0,54.98,4.5,56.0,94.0
923,FJ0980-001,1.0,83.33,5,50.0,100.0
924,DX7999-100,10.0,42.67,4.4,13.0,75.0
925,DC8185-010,57.0,49.18,4.5,49.0,88.0
926,CW7635-991,,,,,
927,DD9472-040,53.0,34.92,4.7,34.0,67.0
928,DA5456-001,15.0,58.56,4.6,47.0,82.0
929,FQ8829-100,0.0,,0,,
930,DJ7883-300,58.0,67.17,4.5,47.0,89.0
931,DQ1872-001,3.0,50.0,5,,50.0
932,DV5477-600,50.0,53.67,4.7,42.0,89.0
933,FZ0814-900,,,,,
934,DV1403-002,20.0,46.33,4.5,32.0,82.0
935,FB9891-100,16.0,81.33,4.9,50.0,94.0
936,DJ6519-104,1.0,66.67,5,50.0,50.0
937,DV2273-900,,,,,
938,AT5889-407,64.0,45.71,4.6,39.0,95.0
939,DV3278-700,10.0,44.0,2.6,50.0,72.0
940,DJ3056-004,65.0,47.18,4.5,49.0,91.0
941,CW1648-003,297.0,48.11,4.6,58.0,86.0
942,FD0088-100,0.0,,0,,
943,DA1105-400,163.0,48.48,4.5,53.0,90.0
944,,,,,,
945,416355-001,601.0,47.5,4.5,52.0,89.0
946,DO9328-004,136.0,43.29,4.5,45.0,79.0
947,DX9428-003,17.0,49.22,4.8,50.0,80.0
948,DV3908-900,,,,,
949,FV0400-001,0.0,,0,,
950,FJ5464-010,2.0,91.67,4.5,75.0,100.0
951,DV4337-300,9.0,37.04,3.8,50.0,50.0
952,DZ3299-400,9.0,80.0,4.8,45.0,95.0
953,DR2695-600,37.0,47.37,4.6,50.0,84.0
954,DC9835-300,79.0,54.59,4.5,52.0,89.0
955,166800C-001,9.0,57.41,5,50.0,100.0
956,CZ5478-400,159.0,74.5,4.6,59.0,90.0
957,DV2018-600,3.0,61.11,4.7,50.0,100.0
958,DM8465-100,3.0,75.0,5,50.0,100.0
959,FJ1056-100,6.0,61.11,5,50.0,100.0
960,FJ4036-900,,,,,
961,DJ5590-103,2.0,75.0,4.5,50.0,100.0
962,DC8877-200,12.0,83.67,4.9,59.0,92.0
963,DC7695-100,17.0,48.92,4.9,47.0,88.0
964,DA8697-001,195.0,45.84,4.5,50.0,87.0
965,DV6798-001,8.0,53.0,5,34.0,100.0
966,DJ4471-121,0.0,,0,,
967,DD9482-040,9.0,,4.6,,
968,DJ4487-121,8.0,20.83,3.8,25.0,25.0
969,DZ4475-300,121.0,60.56,4.8,51.0,91.0
970,DD0553-002,1.0,100.0,5,,100.0
971,DO7189-100,30.0,53.56,4.8,47.0,87.0
972,DM0886-100,3.0,61.11,3,50.0,100.0
973,FN8406-300,32.0,46.92,4.6,20.0,77.0
974,DZ5961-100,0.0,,0,,
975,DN1856-002,106.0,49.24,4.8,55.0,88.0
976,FN3435-148,1.0,83.33,5,50.0,100.0
977,DD0535-002,0.0,,0,,
978,FB1396-070,23.0,67.54,4.2,48.0,72.0
979,DH9227-101,15.0,35.56,4.2,37.0,63.0
980,DX2670-001,2.0,37.5,2,50.0,25.0
981,DX5643-002,0.0,,0,,
982,FJ8890-905,,,,,
983,CD6404-400,24.0,67.67,4.9,53.0,100.0
984,BQ4639-203,698.0,42.48,4.7,32.0,94.0
985,DV7903-003,93.0,47.55,4.3,47.0,72.0
986,FD0759-133,1.0,66.67,5,50.0,50.0
987,DR6191-103,10.0,61.0,4.8,50.0,93.0
988,CZ6559-110,18.0,51.85,4.2,50.0,100.0
989,DD9315-108,108.0,49.65,4.8,54.0,82.0
990,DJ5598-040,58.0,28.57,4.4,17.0,67.0
991,CW2290-111,78.0,47.75,4.9,52.0,81.0
992,DC9969-600,66.0,42.53,4.7,37.0,83.0
993,CJ8524-401,18.0,87.5,5,75.0,100.0
994,DC4073-003,53.0,47.81,4.7,50.0,84.0
995,DC8466-102,47.0,37.5,4.5,32.0,72.0
996,FN7454-100,0.0,,0,,
997,DZ3744-100,6.0,56.67,4.5,50.0,70.0
998,366683-003,58.0,33.91,4.5,25.0,75.0
999,FD0090-101,0.0,,0,,
1000,DM0106-117,0.0,,0,,
1001,FQ8725-084,0.0,,0,,
1002,DM1106-002,30.0,44.0,3.9,53.0,69.0
1003,FJ1582-130,3.0,67.0,5,50.0,84.0
1004,FD0735-442,5.0,62.5,4.8,25.0,100.0
1005,FN2452-170,0.0,,0,,
1006,CI2964-610,4.0,50.0,4.5,25.0,75.0
1007,FD9081-001,4.0,75.0,4.8,50.0,75.0
1008,DM4044-102,48.0,41.44,4.6,37.0,79.0
1009,DO7432-900,,,,,
1010,DM1120-008,33.0,39.4,4.2,30.0,67.0
1011,DV5468-300,12.0,50.33,3.6,37.0,64.0
1012,DZ3306-100,30.0,61.33,4.8,34.0,100.0
1013,DC1975-001,74.0,75.5,4.9,63.0,88.0
1014,FD3598-001,8.0,54.17,4.1,50.0,100.0
1015,FB2863-600,12.0,81.11,4.7,65.0,95.0
1016,CV5708-010,33.0,40.72,4.4,25.0,82.0
1017,DZ2545-600,2.0,75.0,5,50.0,75.0
1018,DX1165-100,5.0,75.0,5,50.0,100.0
1019,DZ5984-100,0.0,,0,,
1020,DX5644-002,0.0,,0,,
1021,CN0050-100,5.0,56.67,3.2,50.0,100.0
1022,DZ5320-200,12.0,58.56,4.9,50.0,84.0
1023,FN0096-401,2.0,75.0,5,25.0,100.0
1024,DR6966-102,10.0,51.33,4.5,50.0,84.0
1025,FN0234-104,2.0,58.33,4.5,25.0,100.0
1026,DZ6763-102,3.0,78.0,5,50.0,84.0
1027,FD0268-100,1.0,83.33,5,50.0,100.0
1028,DJ6418-001,4.0,64.33,3.5,34.0,84.0
1029,,,,,,
1030,DR2733-400,2.0,50.0,4,50.0,50.0
1031,DM1124-002,62.0,45.91,4.6,30.0,90.0
1032,FB2908-106,1.0,83.33,5,50.0,100.0
1033,AH4000-100,58.0,79.5,4.7,59.0,100.0
1034,456975-001,29.0,58.5,4.3,39.0,78.0
1035,DA1446-100,70.0,47.38,4.6,52.0,83.0
1036,DV3353-001,25.0,14.5,4.8,,25.0
1037,621716-020,514.0,45.53,4.1,52.0,84.0
1038,CW3396-001,159.0,47.05,4.6,50.0,88.0
1039,,,,,,
1040,FV0392-101,0.0,,0,,
1041,FQ3391-010,0.0,,0,,
1042,DR2756-400,7.0,38.1,4.3,25.0,75.0
1043,DQ7674-001,7.0,29.76,4.7,50.0,25.0
1044,DZ6003-100,0.0,,0,,
1045,FB9722-001,1.0,100.0,5,,100.0
1046,CT3550-101,278.0,47.45,4.8,47.0,95.0
1047,FJ4036-900,,,,,
1048,FB2067-003,23.0,74.77,4.5,45.0,88.0
1049,DH7546-101,12.0,66.89,4.3,46.0,88.0
1050,FV3826-001,20.0,66.33,4.9,40.0,84.0
1051,DR2686-001,85.0,52.94,4.7,50.0,90.0
1052,CZ4099-400,564.0,55.5,4.6,39.0,72.0
1053,DV4330-300,1.0,100.0,3,,
1054,FZ3984-900,,,,,
1055,DV4340-040,0.0,,0,,
1056,DJ5605-300,22.0,44.7,4.6,50.0,75.0
1057,DV1202-601,10.0,44.33,4.6,50.0,63.0
1058,DA5456-101,15.0,58.56,4.6,47.0,82.0
1059,DD0550-002,7.0,75.0,4.9,50.0,100.0
1060,DR0455-001,5.0,76.67,5,30.0,100.0
1061,580456-500,38.0,34.54,4.8,34.0,67.0
1062,DD9473-040,29.0,31.45,4.6,17.0,67.0
1063,FN6743-900,,,,,
1064,DV2273-900,,,,,
1065,DZ2522-001,55.0,55.76,4.9,50.0,90.0
1066,CI9923-005,379.0,45.55,4.4,46.0,88.0
1067,DH1537-002,145.0,42.97,4.4,48.0,74.0
1068,DD0204-009,88.0,42.52,3.9,50.0,73.0
1069,DH0956-002,10.0,,4.3,,
1070,DZ3635-900,,,,,
1071,DD9463-300,17.0,53.92,4.6,50.0,100.0
1072,DD9477-300,3.0,66.66,4.7,,100.0
1073,CT0079-101,19.0,50.5,4.5,42.0,59.0
1074,CT2405-606,23.0,66.51,4.4,53.0,90.0
1075,FQ1910-100,0.0,,0,,
1076,FJ0691-100,1.0,100.0,5,,100.0
1077,FZ4655-900,,,,,
1078,DV7775-300,13.0,68.85,4.7,45.0,100.0
1079,FJ8902-900,,,,,
1080,FB8894-002,1.0,75.0,5,,50.0
1081,DZ2927-400,4.0,50.33,3,63.0,63.0
1082,DX5260-900,,,,,
1083,CN9675-100,832.0,44.65,4.7,45.0,88.0
1084,DA7995-400,244.0,47.27,4.6,56.0,85.0
1085,DJ6158-201,316.0,47.76,4.7,44.0,92.0
1086,DD0524-002,1.0,83.33,5,50.0,100.0
1087,FB2906-600,1.0,83.33,5,50.0,100.0
1088,DO9388-006,6.0,48.78,4.5,50.0,63.0
1089,FD1643-300,4.0,67.0,4,38.0,63.0
1090,CZ0931-003,48.0,47.42,4.4,56.0,80.0
1091,DJ5961-600,60.0,39.89,4.3,34.0,84.0
1092,FN6753-900,,,,,
