,count_of_sizes,colors,color,product_code,reviews,star_rating,Size,comfort,quality
10,"['29831915:6', '29831914:6.5', '29831919:7', '29831913:7.5', '29831918:8', '29831920:8.5', '29831925:9', '29831921:9.5', '29831917:10', '29831927:10.5', '29831923:11', '29831926:11.5', '29831912:12', '29831924:12.5', '29831911:13', '29831916:14', '29831922:15']","['White/Platinum Tint/Racer Blue/Thunder Blue', 'Black/Amber Brown/Bronzine', 'Deep Jungle/Geode Teal/Sea Glass/Black', 'Sea Glass/University Red/Blue Joy/Midnight Navy', 'Midnight Navy/Black/Racer Blue/Pure Platinum', 'Black/Anthracite/White', 'Black/Light Smoke Grey/White/Volt']",['Shown: Black/Light Smoke Grey/White/Volt'],['Style: FB1309-001'],['Reviews (30)'],['4.7'],['52% between Runs Small and True to Size'],['93% between Uncomfortable and Average'],['Yes (28)No (1)']
11,"['29805529:6', '29805523:6.5', '29805530:7', '29805539:7.5', '29805527:8', '29805524:8.5', '29805532:9', '29805538:9.5', '29805537:10', '29805526:10.5', '29805535:11', '29805531:11.5', '29805533:12', '29805536:12.5', '29805534:13', '29805525:14', '29805528:15']","['Anthracite/Black/Black/White', 'Honeydew/Sea Glass/Honeydew/Honeydew', 'Light Ultramarine/Polar/Polar/Pure Platinum', 'Anthracite/Black/Anthracite/Black', 'Pure Platinum/Anthracite/Pure Platinum/White', 'Baltic Blue/Green Abyss/Hot Punch/Citron Tint', 'Pure Platinum/Pure Platinum/Pure Platinum/White', 'Black/White/Black/White']",['Shown: Anthracite/Black/Anthracite/Black'],['Style: DV1678-006'],['Reviews (200)'],['4.6'],['46% between Runs Small and True to Size'],['89% between Uncomfortable and Average'],['Yes (61)No (7)']
12,"['21061156:6', '21061157:6.5', '21061158:7', '21061163:7.5', '21061159:8', '21061160:8.5', '21061162:12.5']","['Black/Anthracite/Metallic Gold', 'Oil Green/Medium Olive/Metallic Silver/White', 'Black/Anthracite/White/Bright Crimson', 'Black/Game Royal/White/Metallic Silver', 'Black/Aluminum', 'Work Blue/Diffused Blue/White/Cool Grey', 'White/Pure Platinum/White', 'Black/Black/Dark Grey', 'Black/Total Orange/Total Crimson/Black', 'Black/White/Black']",['Shown: Black/White/Black'],['Style: 924453-007'],['Reviews (2540)'],['4.9'],['44% between Runs Small and True to Size'],['96% between Uncomfortable and Average'],['Yes (37)No (3)']
13,"['24117406:6', '24117413:6.5', '24117405:7', '24117411:7.5', '24117404:8', '24117409:8.5', '24117403:9', '24117407:9.5', '24117416:10', '24117419:10.5', '24117415:11', '24117418:11.5', '24117414:12', '24117417:12.5', '24117412:13', '24117410:14', '24117408:15']","['Iron Grey/Dark Smoke Grey/Black/White', 'Wolf Grey/Black/White/Black', 'Black/Black/Black/Black', 'White/White/Black']",['Shown: Wolf Grey/Black/White/Black'],['Style: CN8490-001'],['Reviews (329)'],['4.7'],['49% between Runs Small and True to Size'],['89% between Uncomfortable and Average'],['Yes (35)']
14,"['29763398:3.5', '29763407:4', '29763396:4.5', '29763405:5', '29763394:5.5', '29763404:6', '29763514:6.5', '29763403:7', '29763412:7.5', '29763402:8', '29763410:8.5', '29763393:9', '29763408:9.5', '29763397:10', '29763401:10.5', '29763395:11', '29763400:11.5', '29763515:12', '29763399:12.5', '29763513:13', '29763411:14', '29763409:15', '29763406:16']",[],['Shown: Photon Dust/White/Metallic Silver'],['Style: FD6719-001'],['Reviews (2)'],['5'],['50% between Runs Small and True to Size'],['100% between Uncomfortable and Average'],"['Yes (1), No (1)']"
15,"['29763459:9', '29763450:9.5', '29763467:10', '29763460:10.5', '29763465:11', '29763462:11.5', '29763448:12', '29763446:13', '29763453:14', '29763451:15']",[],['Shown: Metallic Silver/Photon Dust/White/Metallic Silver'],['Style: FD6848-001'],['Reviews (5)'],['5'],['50% between Runs Small and True to Size'],['100% between Uncomfortable and Average'],['Yes (5)']
16,"['29763554:3.5', '29763545:7.5', '29763542:8', '29763543:8.5', '29763541:9', '29763550:9.5', '29763553:10', '29763560:10.5', '29763558:11', '29763559:11.5', '29763556:12', '29763561:12.5', '29763546:13', '29763544:14', '29763551:15', '29763548:16']",[],['Shown: Metallic Silver/Photon Dust/White/Metallic Silver'],['Style: FD6815-001'],['Reviews (10)'],['4.6'],['56% between Runs Small and True to Size'],['72% between Uncomfortable and Average'],['Yes (8)No (1)']
17,"['29809317:6', '29809322:6.5', '29809328:7', '29809320:7.5', '29809327:8', '29809315:8.5', '29809329:9', '29809313:9.5', '29809319:10', '29809326:10.5', '29809318:11', '29809325:11.5', '29809323:12', '29809324:12.5', '29809321:13', '29809316:14', '29809314:15']","['Black/Black/White/Malachite', 'Black/Pure Platinum/Black/White', 'Black/Anthracite/Flat Gold/Metallic Gold', 'Light Bone/College Grey/Light Bone/Particle Grey', 'Summit White/Pure Platinum/Safety Orange/Black', 'Black/Anthracite/Black', 'White/Summit White/White', 'Phantom/High Voltage/White/Reflective Silver', 'Cobblestone/Light Orewood Brown/Black/Reflect Silver']",['Shown: Light Bone/College Grey/Light Bone/Particle Grey'],['Style: FN7459-002'],['Reviews (23)'],['4.3'],['37% between Runs Small and True to Size'],['74% between Uncomfortable and Average'],['Yes (21)No (2)']
18,"['29821100:7', '29821111:7.5', '29821106:8', '29821107:8.5', '29821213:9', '29821098:9.5', '29821214:10', '29821103:10.5', '29821110:11', '29821104:11.5', '29821102:12', '29821101:12.5', '29821105:13', '29821215:14', '29821112:15', '29821109:17', '29821099:18']","['White/Fir/Sail/Fire Red', 'Black/Fire Red/Sail/Cement Grey']",['Shown: White/Fir/Sail/Fire Red'],['Style: DR8884-101'],['Reviews (148)'],['4.8'],['49% between Runs Small and True to Size'],['91% between Uncomfortable and Average'],['Yes (117)No (1)']
19,[],[],[],[],[],[],[],[],[]
20,"['29933408:3.5', '29933410:4', '29933514:4.5', '29933516:5', '29933409:5.5', '29933404:6', '29933520:6.5', '29933517:7', '29933515:7.5', '29933513:8', '29933406:12.5', '29933407:14', '29933400:15']","['Black/Black/Varsity Red/White', 'Black/University Red/Racer Blue/White', 'Pure Platinum/Sail/Wolf Grey/Metallic Silver', 'Black/White/Deep Royal/Scream Green', 'Flat Pewter/Photon Dust/Black/White', 'White/University Blue/Black/University Gold', 'Black/University Red/White', 'University Red/Black', 'Black/University Gold/Viotech/Black', 'White/Black/Cool Grey/White', 'Black/Black/Black']",['Shown: Black/Black/Varsity Red/White'],['Style: FV0393-001'],['Reviews (11)'],['4.8'],['42% between Runs Small and True to Size'],['100% between Uncomfortable and Average'],['Yes (6)']
21,"['29164541:5', '29164540:5.5', '29164545:6', '29164547:6.5', '29164542:7', '29164553:7.5', '29164546:8', '29164548:11.5']","['White/White/White', 'Black/Black/White', 'White/White/Black', 'Sky J Teal/White/Sky J French Blue', 'White/Gym Red/Sail/French Blue', 'Sail/Desert/Black', 'Black/Sail/Dark Concord', 'Lemon Wash/White/Lapis', 'Sky J French Blue/Sail/Ozone Blue', 'Dusty Peach/Sail/White/Night Maroon', 'Pure Platinum/Sail/Sky J Mauve', 'Black/Aquatone/Sail/Lucky Green', 'Black/College Grey/Sail/Gym Red']",['Shown: Black/Aquatone/Sail/Lucky Green'],['Style: BQ6472-033'],['Reviews (990)'],['4.9'],['50% between Runs Small and True to Size'],['80% between Uncomfortable and Average'],['Yes (41)No (2)']
22,"['29482091:9', '29482088:9.5', '29482077:10', '29482085:10.5', '29482079:11']","['White/White/Velvet Brown', 'Stadium Green/Stadium Green/White/White', 'White/Total Orange/Black']",['Shown: White/White/Velvet Brown'],['Style: DV0829-100'],['Reviews (45)'],['4.8'],['53% between Runs Small and True to Size'],['78% between Uncomfortable and Average'],['Yes (10)']
23,"['28578464:6', '28578453:6.5', '28578465:7']","['Black/Gum Light Brown/Black', 'White/Gum Light Brown/White']",['Shown: Black/Gum Light Brown/Black'],['Style: DZ4404-001'],['Reviews (40)'],['4.8'],['57% between Runs Small and True to Size'],['74% between Uncomfortable and Average'],['Yes (12)']
24,"['22958739:9', '22958740:9.5', '22958741:10', '22958745:10.5', '22958746:11', '22958747:11.5', '22958748:12', '22958743:13']",[],['Shown: Black/White/Metallic Gold'],['Style: 852542-007'],['Reviews (643)'],['4.8'],['50% between Runs Small and True to Size'],['80% between Uncomfortable and Average'],['Yes (45)No (1)']
25,"['17112685:6', '17112684:6.5', '17112683:7', '17112682:7.5', '17112681:8', '17112689:12.5', '17112687:14', '17112686:15']","['White/Pure Platinum/Black', 'Cool Grey/Pure Platinum/Black', 'Pure Platinum/White/Off White/Wolf Grey', 'Black/Black/Black', 'Black/Anthracite/White']",['Shown: Black/Anthracite/White'],['Style: 849559-001'],['Reviews (205)'],['3.8'],['41% between Runs Small and True to Size'],['83% between Uncomfortable and Average'],['Yes (32)No (3)']
26,"['11404906:7.5', '11404909:9', '11404911:10']","['Light Taupe/Sail/Black', 'Midnight Navy/White/Black', 'Wolf Grey/White', 'Black/Sail/Anthracite']",['Shown: Wolf Grey/White'],['Style: 511881-023'],['Reviews (445)'],['4.3'],['60% between Runs Small and True to Size'],['95% between Uncomfortable and Average'],['Yes (4)No (1)']
27,"['28763982:3.5', '28763978:4', '28763987:17', '28763980:18']","['Black/University Red/Bright Concord/White', 'Black/University Red/Dark Grey/Metallic Gold', 'Lapis/Black/Crimson Bliss/Saturn Gold', 'White/Siren Red/Black']",['Shown: White/Siren Red/Black'],['Style: DQ4122-100'],['Reviews (53)'],['4.4'],['33% between Runs Small and True to Size'],['75% between Uncomfortable and Average'],['Yes (20)No (2)']
28,"['29809055:6', '29809062:13', '29809066:14', '29809065:15']","['Sea Glass/Sea Glass', 'Hemp/Hemp', 'Oil Green/Oil Green']",['Shown: Hemp/Hemp'],['Style: FD5130-200'],['Reviews (9)'],['4.7'],['28% between Runs Small and True to Size'],['84% between Uncomfortable and Average'],['Yes (9)']
29,"['29815198:6', '29815194:6.5', '29815197:7', '29815192:7.5', '29815189:8', '29815190:8.5', '29815188:9', '29815199:9.5', '29815202:10.5', '29815196:11', '29815195:12', '29815204:12.5', '29815193:13', '29815191:14', '29815200:15']","['Black/Cool Grey/Wolf Grey/White', 'White/Black/White/Malachite', 'Black/White/Game Royal', 'White/Pure Platinum/Black', 'Photon Dust/Dark Obsidian/White/Track Red', 'Black/Dark Grey/White', 'White/Pure Platinum/Black', 'Black/Dark Grey/Black']",['Shown: White/Pure Platinum/Black'],['Style: FN7304-100'],['Reviews (4)'],['4.5'],[],[],[]
30,"['29844129:8', '29844136:8.5', '29844122:9', '29844135:9.5', '29844120:10', '29844125:10.5', '29844137:11']",[],['Shown: Sky J Light Olive/Celadon/Bright Mandarin/Black'],['Style: FD6819-300'],['Reviews (37)'],['4.8'],['50% between Runs Small and True to Size'],['89% between Uncomfortable and Average'],['Yes (12)No (1)']
31,"['21989565:7', '21989570:8', '21989567:9.5']",[],['Shown: Black/White/Olive Canvas'],['Style: AH8047-011'],['Reviews (6)'],['3.8'],['34% between Runs Small and True to Size'],['88% between Uncomfortable and Average'],[]
32,"['28684155:3.5', '28684151:4', '28684154:4.5', '28684152:5', '28684153:5.5', '28643197:6', '28643200:6.5', '28643205:7', '28643202:7.5', '28643194:8', '28643191:8.5', '28643199:9', '28643207:9.5', '28643203:10', '28643192:10.5', '28643198:11', '28643204:12', '28643195:13', '28643201:14', '28643206:15']","['White/White/White/Pure Platinum', 'Black/Anthracite/Black/Anthracite', 'Off Noir/Pilgrim/Canyon Purple/Elemental Pink', 'Summit White/Photon Dust/Light Iron Ore', 'Off Noir/Black/Anthracite/Summit White']",['Shown: White/White/White/Pure Platinum'],['Style: DQ3977-100'],['Reviews (19)'],['4.2'],['40% between Runs Small and True to Size'],['77% between Uncomfortable and Average'],['Yes (11)No (2)']
33,"['28640751:6.5', '28640756:7', '28640764:8', '28640748:8.5', '28640753:9', '28640759:9.5', '28640749:10', '28640752:10.5', '28640750:11', '28640762:11.5', '28640757:12']","['Black/Black/Black/Fireberry', 'Black/Anthracite/Black/Anthracite', 'Wolf Grey/Wolf Grey/Dark Smoke Grey/Volt']",['Shown: Black/Anthracite/Black/Anthracite'],['Style: DJ4701-003'],['Reviews (134)'],['4.6'],['42% between Runs Small and True to Size'],['89% between Uncomfortable and Average'],['Yes (59)No (6)']
34,"['23217390:3.5', '23217388:4', '22843803:6', '22843802:6.5', '22843801:7', '22843800:7.5', '22843799:8', '22843798:8.5', '22843797:9', '22843796:9.5', '22843794:10', '22843795:10.5', '22843810:11', '22843809:11.5', '22843808:12', '22843807:12.5', '22843806:13', '22843805:14', '22843804:15']","['White/Wolf Grey/Black/Safety Orange', 'White/Pure Platinum/Game Royal', 'White/Sail/Black/Pine Green', 'White/Black', 'White/Coconut Milk/White/Picante Red', 'White/White/Black/Amber Brown', 'Black/Sail/Sail']",['Shown: White/Black'],['Style: BQ6806-100'],['Reviews (786)'],['4.7'],['48% between Runs Small and True to Size'],['71% between Uncomfortable and Average'],['Yes (17)']
35,"['29494123:6', '29494130:7', '29494129:8', '29494128:9', '29494122:10', '29494120:12', '29494119:13', '29494127:14', '29494126:15', '29494125:16', '29494124:17', '29494131:18']","['Khaki/Khaki', 'Volt/Volt', 'University Red/University Red', 'Geode Teal/Geode Teal', 'Black/Black', 'Sesame/Sesame', 'Sail/Sail']",['Shown: Sesame/Sesame'],['Style: FD4116-200'],['Reviews (164)'],['4.3'],['27% between Runs Small and True to Size'],['78% between Uncomfortable and Average'],['Yes (63)No (8)']
36,"['29499596:5', '29499585:5.5', '29499597:6', '29499587:6.5', '29499591:7', '29499595:9.5', '29499584:10']","['Cacao Wow/Black/Hyper Pink/Picante Red', 'Pine Green/Muslin/Black/Orange Blaze', 'Light Iron Ore/Black/Coconut Milk/Neutral Grey', 'Citron Tint/Muslin/Sky J Teal/Dynamic Yellow', 'Muslin/Blackened Blue/Coconut Milk/Black']",['Shown: Light Iron Ore/Black/Coconut Milk/Neutral Grey'],['Style: DV1305-001'],['Reviews (35)'],['4.3'],['50% between Runs Small and True to Size'],['83% between Uncomfortable and Average'],['Yes (19)No (1)']
37,"['27512406:6', '27512407:6.5', '27512408:7', '27512409:7.5', '27512410:8', '27512412:9', '27512413:9.5', '27512401:12']","['Black/White', 'White/Black/White', 'White/Desert Ochre/Black']",['Shown: White/Desert Ochre/Black'],['Style: DH3162-100'],['Reviews (166)'],['4.6'],['34% between Runs Small and True to Size'],['61% between Uncomfortable and Average'],['Yes (9)No (4)']
38,"['25655620:8.5', '25655613:9.5', '25655608:10', '25655610:10.5', '25655619:11', '25655623:13']","['Cargo Khaki/Dark Smoke Grey/Night Forest/Olive Grey', 'Black/Anthracite']",['Shown: Black/Anthracite'],['Style: CQ9356-004'],['Reviews (176)'],['4.4'],['38% between Runs Small and True to Size'],['76% between Uncomfortable and Average'],['Yes (6)']
39,"['29815001:6', '29814997:6.5', '29815000:7', '29814995:7.5', '29814999:8', '29814993:8.5', '29814990:9', '29814991:9.5', '29815006:10', '29815005:11', '29815003:11.5', '29814998:12', '29815002:12.5', '29814996:13', '29814994:14', '29814992:15']","['Hemp/Sesame/Earth/Summit White', 'Light Smoke Grey/Black/Industrial Blue/Summit White', 'Anthracite/Black/Mystic Red/Summit White']",['Shown: Light Smoke Grey/Black/Industrial Blue/Summit White'],['Style: FB9658-002'],['Reviews (8)'],['4.9'],['50% between Runs Small and True to Size'],['94% between Uncomfortable and Average'],['Yes (7)No (1)']
40,"['29753692:8', '29753686:8.5', '29753698:9', '29753688:9.5', '29753696:10', '29753693:10.5', '29753697:11', '29753694:11.5', '29753683:12', '29753695:12.5', '29753685:13', '29753687:14', '29753689:15']","['White/White/Honeydew', 'White/Picante Red/White', 'White/Bronzine/White', 'White/White/Black', 'Picante Red/White/Picante Red']",['Shown: White/White/Honeydew'],['Style: DV0788-105'],['Reviews (184)'],['4.8'],['54% between Runs Small and True to Size'],['85% between Uncomfortable and Average'],['Yes (29)No (1)']
41,"['27160567:6.5', '27160576:7', '27160573:8', '27160564:8.5', '27160569:10']","['Black/Anthracite/University Red', 'Midnight Navy/Obsidian/Ashen Slate/White', 'Black/Dark Smoke Grey/Black', 'Bright Crimson/White/Obsidian', 'Anthracite/Blackened Blue/Canyon Purple/Vivid Purple', 'Iron Grey/Smoke Grey/Black/White', 'Black/Iron Grey/White']",['Shown: Black/Iron Grey/White'],['Style: DC3728-003'],['Reviews (518)'],['4.1'],['31% between Runs Small and True to Size'],['67% between Uncomfortable and Average'],['Yes (20)No (7)']
42,"['29814788:6', '29814796:6.5', '29814786:7', '29814798:7.5', '29814787:8', '29814792:8.5', '29814785:9', '29814794:9.5', '29814791:10.5', '29814789:11.5', '29814790:12.5', '29814799:13', '29814793:14', '29814795:15']","['White/Pure Platinum/Medium Olive/Black', 'White/Deep Royal Blue/Pure Platinum/Black', 'White/Pure Platinum/Black/University Red']",['Shown: White/Pure Platinum/Medium Olive/Black'],['Style: FD9082-102'],['Reviews (135)'],['4.8'],['46% between Runs Small and True to Size'],['88% between Uncomfortable and Average'],['Yes (57)No (3)']
43,"['29830913:8', '29830911:8.5', '29830903:9', '29830910:9.5', '29830902:10', '29830900:10.5', '29830906:11', '29830898:11.5', '29830912:12', '29830909:13', '29830904:14', '29830897:15']","['White/White/Black', 'Varsity Red/White/Black', 'White/Palomino/White/Black', 'White/Field Purple/Black', 'Black/Tour Yellow/White']",['Shown: Varsity Red/White/Black'],['Style: DV5141-611'],['Reviews (24)'],['4.8'],['46% between Runs Small and True to Size'],['92% between Uncomfortable and Average'],['Yes (15)No (2)']
44,"['28659423:7.5', '28659428:8', '28659425:8.5', '28659420:9', '28659426:9.5', '28659427:10', '28659429:10.5', '28659430:11', '28659422:11.5', '28659433:12', '28659421:12.5', '28659431:13', '28659418:14', '28659419:15']","['Yellow Ochre/White/Yellow Ochre/Black', 'White/White/Black/Black', 'Black/Black/White/Royal Blue', 'White/Black/Gym Red', 'Black/Black/Black', 'White/White/White', 'Gym Red/White/Black']",['Shown: White/White/White'],['Style: 554724-136'],['Reviews (2967)'],['4.9'],['50% between Runs Small and True to Size'],['78% between Uncomfortable and Average'],['Yes (12)No (1)']
45,"['28317693:4', '28317682:5', '28317688:6.5']","['White/Sail/White/White', 'Black/White/Black/Black', 'Grey Fog/Black/University Gold/Grey Fog']",['Shown: Grey Fog/Black/University Gold/Grey Fog'],['Style: DQ7558-001'],['Reviews (19)'],['4.4'],['45% between Runs Small and True to Size'],['84% between Uncomfortable and Average'],['Yes (4)']
46,"['29825659:6', '29825664:7', '29825662:7.5', '29825650:8', '29825663:8.5', '29825660:9', '29825649:9.5', '29825653:10', '29825661:10.5', '29825656:11', '29825657:11.5', '29825648:12', '29825651:12.5', '29825654:13', '29825652:14', '29825658:15']","['Black/Phantom/White/Light Silver', 'Light Silver/White/Smoke Grey/Deep Royal Blue']",['Shown: Black/Phantom/White/Light Silver'],['Style: FD2592-002'],['Reviews (6)'],['4.5'],['42% between Runs Small and True to Size'],['84% between Uncomfortable and Average'],['Yes (5)No (1)']
47,"['29811331:7.5', '29811327:8', '29811338:8.5', '29811339:9', '29811337:9.5', '29811328:10', '29811329:10.5', '29811340:11', '29811343:11.5', '29811342:12', '29811332:13', '29811341:14', '29811335:18']","['Sky J Purple/Honeycomb/Sail/Shimmer', 'Black/Bright Mandarin/Sail/Sky J Light Olive', 'Cement Grey/Black/Infrared 23/Dark Charcoal']",['Shown: Sky J Purple/Honeycomb/Sail/Shimmer'],['Style: DB2889-501'],['Reviews (96)'],['4.6'],['50% between Runs Small and True to Size'],['89% between Uncomfortable and Average'],['Yes (13)']
