,count_of_sizes,colors,product_code,star_rating,comfort,quality,n_reviews,size
504,12,"['Core Black / Crystal White / Turbo', 'Blue Dawn S23 / Blue Fusion Met. S23 / Coral Fusion S23', 'Acid Orange S21 / Wonder White F21 / Silver Violet S23']",HR1152,3.9,67.8571,82.1429,7,32.1429
505,11,[['Cloud White / Violet Fusion S23 / Silver Metallic']],HQ8390,4.6,83.5526,90.7895,38,46.0526
506,2,"['Cloud White / Platinum Metallic / Cloud White', 'Legend Ink / Bright Cyan / Legend Ink', 'Core Black / Gold Metallic / Core Black', 'Cloud White / Core Black / Cloud White', 'Dark Blue / Cloud White / Dark Blue', 'Core Black / Cloud White / Core Black', 'Core Black / Core Black / Core Black', 'Off White / Off White / Off White', 'Core Black / Core Black / Core Black', 'Olive Strata S23 / Olive Strata S23 / Olive Strata S23', 'Pink Fusion F23 / Pink Fusion F23 / Pink Fusion F23']",EG1758,4.5,76.6034,85.0584,10618,41.3277
507,3,"['Core Black / Cloud White / Off White', 'Cloud White / Cloud White / Off White', 'Victory Crimson / Orbit Indigo F21 / Off White']",EF1883,4.5,74.6495,84.229,214,58.1776
508,5,"['Wonder Steel F22 / Cloud White / Cloud White', 'Cloud White / Cloud White / Core Black', 'Core Black / Cloud White / Core Black', 'Cloud White / Team Navy Blue 2 / Better Scarlet S23', 'Team Navy Blue 2 / Better Scarlet S23 / Cloud White', 'Lucid Blue S23 / Off White / Pulse Mint S22', 'Grey One / Off White / Lucid Fuchsia S23']",GY5597,4.4,74.3339,85.1327,565,47.8242
509,2,"['Core Black / Cloud White / Team Shock Pink 2', 'Cloud White / Cloud White / Core Black', 'Core Black / Core Black / Cloud White', 'Team Solar Orange / Core Black / Core Black', 'Cloud White / Core Black / Lucid Lemon', 'Bright Royal / Cloud White / Bliss Blue']",GW4571,4.6,80.1852,85,135,50.1852
510,6,"['Cloud White / Core Black / Lucid Lemon', 'Bright Royal / Cloud White / Solar Red']",GY7377,4.4,76.6667,76.3889,90,47.5
511,4,"['Core Black / White / Core Black', 'White / Core Black / White', 'Adi Blue / White / Adi Blue', 'Off White / Shadow Red / Chalky Brown S22', 'Adi Blue / White / Adi Blue', 'Bright Royal / Team Power Red / Cloud White', 'Core Black / Cloud White / Team Colleg Gold', 'Team Power Red / Cloud White / Team Colleg Gold', 'Cloud White / Cloud White / Cloud White', 'Blanch Brown / Shadow Green / Dgh Solid Grey', 'Grey Six / Core Black / Grey Five', 'Supplier Colour / Supplier Colour / Core White']",HQ9928,4.6,79.1073,85.5288,6124,45.5188
512,10,[['Core Black / Team Solar Yellow 2 / Grey Five']],IG0781,4.5,70,85,10,47.5
513,2,"['Cloud White / Cloud White / Core Black', 'Cloud White / Core Black / Cloud White', 'Core Black / Cloud White / Cloud White']",HQ9018,4.7,87.069,91.3793,29,56.0345
514,17,"['Core Black / Core Black / Cloud White', 'Cloud White / Cloud White / Core Black', 'Green Oxide S21 / Green Oxide S21 / Cloud White']",HP6555,4.0,62.2624,78.9924,263,42.3954
515,8,"['Cream White / Clear Pink / Vivid Pink', 'Core Black / Cloud White / Grey Five', 'Magic Mauve S22 / Magic Mauve S22 / Burgundy']",GV7979,4.4,76.5873,81.746,63,52.7778
516,10,"['Beam Pink F22 / Cloud White / Beam Green F22', 'Core Black / Cloud White / Grey Three', 'Grey Four / Zero Metalic / Beam Orange F22']",GY8406,4.2,75.1302,81.25,192,53.2552
517,12,"['Almost Lime S22 / Pulse Lime S22 / Turbo', 'Core Black / Grey Six / Dash Grey', 'Blue Dawn S23 / Blue Fusion S23 / Coral Fusion S23']",HR1147,4.4,70.098,90.6863,51,52.9412
518,7,"['Solar Lime / Green Spark / Chalk Pearl', 'Gobi / Utility Black / Purple Glow', 'Active Red / Grey Four / Crew Yellow', 'Utility Black / Purple Glow / Grey Four']",IE1534,4.7,100,100,3,50
519,13,[['Core Black / Cloud White / Silver Metallic']],FX1804,4.5,81.7073,83.4337,83,47.8659
520,6,"['Grey Two / Silver Metallic / Light Purple', 'Wonder Mauve / Wonder Mauve / Magic Grey S22', 'Core Black / Core Black / Mint Rush S22', 'Ecru Tint / Magic Beige F22 / Linen Green F22', 'Cloud White / Cloud White / Almost Lime S22']",GV9764,4.4,88.4328,90.2985,67,51.8657
521,8,"['Core Black / Cloud White / Team Shock Pink 2', 'Cloud White / Cloud White / Core Black', 'Core Black / Core Black / Cloud White', 'Team Solar Orange / Core Black / Core Black', 'Cloud White / Core Black / Lucid Lemon', 'Bright Royal / Cloud White / Bliss Blue']",GW4572,4.7,80.597,85.6343,134,50.3731
522,10,"['Cloud White / Cloud White / Coral Fusion', 'Chalk White / Chalk White / Wonder Quartz']",GV9434,4.5,84,85,25,48
523,7,"['Wonder Steel F22 / Cloud White / Cloud White', 'Cloud White / Cloud White / Core Black', 'Core Black / Cloud White / Core Black', 'Cloud White / Team Navy Blue 2 / Better Scarlet S23', 'Team Navy Blue 2 / Better Scarlet S23 / Cloud White', 'Lucid Blue S23 / Off White / Pulse Mint S22', 'Grey One / Off White / Lucid Fuchsia S23']",HQ6709,4.4,74.3339,85.1327,565,47.8242
524,3,"['Core Black / Cloud White / Cloud White', 'Core Black / Core Black / Cloud White', 'Core Black / Cloud White / Grey Two', 'Core Black / Cloud White / Cloud White', 'Core Black / Carbon / Core Black', 'Cloud White / Grey Two / Cloud White', 'Core Black / Core Black / Cloud White', 'Core Black / Cloud White / Core Black', 'Core Black / Gold Metallic / Core Black', 'Core Black / Cloud White / Core Black', 'Legend Ink / Cloud White / Legend Ink', 'Cloud White / Core Black / Core Black', 'Cloud White / Core Black / Grey Three', 'Core Black / Core Black / Core Black', 'Shadow Navy S22 / Cloud White / Shadow Navy S22', 'Core Black / Preloved Yellow / Core Black', 'Shadow Navy / Preloved Yellow / Shadow Navy']",GV9735,4.7,89.5908,88.7856,11561,51.9702
525,5,[['Onix / Core Black / Solar Red']],EE8935,4.4,72.6852,81.713,108,33.7963
526,2,"['Cloud White / Core Black / Grey Six', 'Cloud White / Core Black / Cloud White', 'Cloud White / Core Black / Cloud White', 'Cloud White / Cloud White / Cloud White', 'Cloud White / Copper Metallic / Core Black', 'Cloud White / Off White / Crystal White', 'Magic Beige F22 / Magic Beige F22 / Cloud White', 'Cloud White / Magic Lime S22 / Cloud White', 'Cloud White / Wonder White F21 / Off White', 'Cloud White / Semi Lucid Blue S23 / Gold Metallic', 'Sand Strata / Wonder Taupe / Core Black', 'Cloud White / Wonder White F21 / Better Scarlet S23', 'Core Black / Core Black / Cloud White', 'Core Black / Glow Blue / Off White', 'Core Black / Energy Ink / Silver Metallic', 'Cloud White / Orange / Royal Blue', 'Cloud White / Clear Pink / Semi Court Green', 'Off White / Core Black / Off White', 'Core Black / Off White / Magic Beige', 'Maroon / Wonder White / Maroon', 'Earth Strata / Wonder White / Earth Strata', 'Cloud White / Bright Red / Wonder Clay F23']",IF7611,4.7,80.1694,86.5514,11282,55.727
527,6,"['Core Black / Cloud White / Team Shock Pink 2', 'Cloud White / Cloud White / Core Black', 'Core Black / Core Black / Cloud White', 'Team Solar Orange / Core Black / Core Black', 'Cloud White / Core Black / Lucid Lemon', 'Bright Royal / Cloud White / Bliss Blue']",GW4570,4.7,80.597,85.6343,134,50.3731
528,2,"['Cloud White / Core Black / Grey Six', 'Cloud White / Core Black / Cloud White', 'Cloud White / Core Black / Cloud White', 'Cloud White / Cloud White / Cloud White', 'Cloud White / Copper Metallic / Core Black', 'Cloud White / Off White / Crystal White', 'Magic Beige F22 / Magic Beige F22 / Cloud White', 'Cloud White / Magic Lime S22 / Cloud White', 'Cloud White / Wonder White F21 / Off White', 'Cloud White / Semi Lucid Blue S23 / Gold Metallic', 'Sand Strata / Wonder Taupe / Core Black', 'Cloud White / Wonder White F21 / Better Scarlet S23', 'Core Black / Core Black / Cloud White', 'Core Black / Glow Blue / Off White', 'Core Black / Energy Ink / Silver Metallic', 'Cloud White / Orange / Royal Blue', 'Cloud White / Clear Pink / Semi Court Green', 'Off White / Core Black / Off White', 'Core Black / Off White / Magic Beige', 'Maroon / Wonder White / Maroon', 'Earth Strata / Wonder White / Earth Strata', 'Cloud White / Bright Red / Wonder Clay F23']",IF7611,4.7,80.1694,86.5514,11282,55.727
529,6,"['Core Black / Cloud White / Team Shock Pink 2', 'Cloud White / Cloud White / Core Black', 'Core Black / Core Black / Cloud White', 'Team Solar Orange / Core Black / Core Black', 'Cloud White / Core Black / Lucid Lemon', 'Bright Royal / Cloud White / Bliss Blue']",GW4570,4.7,80.597,85.6343,134,50.3731
530,14,"['Cloud White / Team Power Red 2 / Silver Metallic', 'Cloud White / Crystal White / Silver Metallic', 'Cloud White / Royal Blue / Silver Metallic']",IE9333,3.3,66.6667,66.6667,3,58.3333
531,4,"['Bliss / Feather Grey / Wonder White F21', 'Wonder White / Pulse Yellow / Core Black', 'Cloud White / Flash Aqua / Arctic Fusion', 'Core Black / Core Black / Grey Three', 'Shadow Violet / Shadow Violet / Wonder Beige', 'Lucid Pink / Lucid Pink / Off White', 'Silver Green / Collegiate Green / Sand Strata', 'Off White / Solar Yellow / Lucid Pink', 'Wonder Clay / Wonder Clay / Core White', 'Grey One / Grey One / Core White', 'Wonder Quartz / Wonder Quartz / Wonder Quartz', 'Linen Green / Linen Green / Off White', 'Off White / Wonder Beige F23 / Off White']",IE7354,4.6,88.5656,90.2049,610,62.0082
532,10,"['Core Black / Silver Metallic / Cloud White', 'Cloud White / Silver Metallic / Silver Metallic']",FY4397,4.3,78.5714,82.1429,7,39.2857
533,13,"['Team Colleg Gold 2 / Team Colleg Gold 2 / Team Maroon 2', 'Cloud White / Cloud White / Collegiate Navy', 'Core Black / Core Black / Team Colleg Gold 2', 'Off White / Team Victory Red / Cloud White', 'Cloud White / Cloud White / Collegiate Royal', 'Cloud White / Cloud White / Team Power Red 2', 'Core Black / Collegiate Green / Team Orange', 'Cloud White / Cloud White / Team Power Red 2', 'Team Power Red 2 / Team Power Red 2 / Core Black', 'Core Black / Core Black / Team Power Red 2', 'Cloud White / Cloud White / Team Maroon 2', 'Core Black / Carbon / Grey Six', 'Halo Silver S21 / Preloved Yellow F23 / Royal Blue', 'Core Black / Better Scarlet S23 / Royal Blue', 'Core Black / Core Black / Lucid Lemon', 'Core Black / Core Black / Team College Purple']",IG5869,4.8,90.5932,93.7288,295,51.3559
534,11,"['Core Black / Silver Metallic / Cloud White', 'Cloud White / Silver Metallic / Silver Metallic']",H02347,4.3,78.5714,82.1429,7,39.2857
535,4,"['Grey Two / Halo Blue / Chalk White', 'Chalk White / Chalk White / Bliss Orange']",GV6917,4.3,95.8333,87.5,6,41.6667
536,12,"['Grey One / Silver Metallic / Silver Dawn', 'Core Black / Cloud White / Carbon', 'Cloud White / Core Black / Arctic Fusion', 'Wonder Blue / Lucid Lemon / Arctic Night', 'Silver Violet / Zero Metalic / Silver Dawn', 'Light Aqua / Carbon / Solar Red', 'Chalk White / Silver Metallic / Wonder Blue']",ID6929,4.6,83.8608,91.2975,158,47.6266
537,6,"['Cloud White / Core Black / Grey Six', 'Cloud White / Core Black / Cloud White', 'Cloud White / Core Black / Cloud White', 'Cloud White / Cloud White / Cloud White', 'Cloud White / Copper Metallic / Core Black', 'Cloud White / Off White / Crystal White', 'Magic Beige F22 / Magic Beige F22 / Cloud White', 'Cloud White / Magic Lime S22 / Cloud White', 'Cloud White / Wonder White F21 / Off White', 'Cloud White / Semi Lucid Blue S23 / Gold Metallic', 'Sand Strata / Wonder Taupe / Core Black', 'Cloud White / Wonder White F21 / Better Scarlet S23', 'Core Black / Core Black / Cloud White', 'Core Black / Glow Blue / Off White', 'Core Black / Energy Ink / Silver Metallic', 'Cloud White / Orange / Royal Blue', 'Cloud White / Clear Pink / Semi Court Green', 'Off White / Core Black / Off White', 'Core Black / Off White / Magic Beige', 'Maroon / Wonder White / Maroon', 'Earth Strata / Wonder White / Earth Strata', 'Cloud White / Bright Red / Wonder Clay F23']",GY5986,4.7,80.1694,86.5514,11282,55.727
538,5,"['Wonder Taupe / Semi Coral Fusion / Wonder Taupe', 'Wonder Quartz / Pulse Blue / Semi Coral Fusion']",IE1666,4.8,77.8409,90.9091,44,52.2727
539,2,"['Core Black / Cloud White / Team Shock Pink 2', 'Core Black / Core Black / Cloud White', 'Cloud White / Core Black / Lucid Lemon F23', 'Bright Royal / Cloud White / Bliss Blue', 'Cloud White / Cloud White / Core Black']",HQ1077,4.3,69.7692,78.3846,325,45.7692
540,12,"['Cloud White / Silver Metallic / Linen Green F22', 'Grey Two / Cloud White / Almost Blue F22', 'Bliss Orange / Beam Orange F22 / Cloud White']",GX6422,4.7,95,95,15,53.3333
541,4,"['Core Black / Gold Metallic / Tribe Purple', 'Core Black / Cloud White / Grey Three', 'Cloud White / Core Black / Off White', 'Cloud White / Team Collegiate Red / Cloud White', 'Team Solar Orange / Core Black / Team Solar Green']",IF4806,4.5,79.8433,88.604,351,44.5157
542,1,"['Grey One / Silver Metallic / Silver Dawn', 'Core Black / Cloud White / Carbon', 'Cloud White / Core Black / Arctic Fusion', 'Wonder Blue / Lucid Lemon / Arctic Night', 'Silver Violet / Zero Metalic / Silver Dawn', 'Light Aqua / Carbon / Solar Red', 'Chalk White / Silver Metallic / Wonder Blue']",HQ1338,4.6,83.8608,91.2975,158,47.6266
543,11,"['Cloud White / Silver Violet S23 / Lucid Lemon F23', 'Lucid Pink / Zero Metalic / Wonder Blue', 'Core Black / Cloud White / Grey Five', 'Silver Violet / Acid Orange / Bliss Lilac', 'Wonder Quartz S23 / Zero Metalic / Wonder Orchid F23', 'Linen Green F22 / Zero Metalic / Lucid Lemon F23']",IG0676,4.8,93.3333,94,75,53.6667
544,5,"['Carbon / Talc / Cloud White', 'Core Black / Wonder White / Impact Orange', 'Core White / Almost Yellow / Blue Dawn']",ID7560,4.5,72.5352,85.5634,71,50
545,10,"['Halo Blue / Blue Dawn / Solar Red', 'Carbon / Off White / Screaming Orange', 'Wonder Quartz / Bright Royal / Wonder Clay', 'Silver Dawn / Shadow Navy / Coral Fusion', 'Shadow Violet F23 / Silver Violet S23 / Carbon', 'Core Black / Core Black / Grey Six', 'Dash Grey / Cloud White / Silver Metallic', 'Cloud White / Grey Four / Better Scarlet S23', 'Grey Five / Grey Five / Bliss Lilac', 'Off White / Cloud White / Linen Green', 'Core White / Wonder Quartz / Bliss Orange']",ID9590,4.4,87.0253,88.9241,158,62.9747
546,3,"['Cloud White / Core Black / Cloud White', 'Focus Olive / Core Black / Focus Olive', 'Royal Blue / Cloud White / Royal Blue', 'Core Black / Cloud White / Core Black', 'Almost Pink / Cloud White / Almost Pink']",GZ5888,4.7,85.4346,89.3841,4903,49.5501
547,5,"['Bliss Orange / Bliss Orange / Bliss Orange', 'Shadow Navy S22 / Shadow Navy S22 / Grey Three', 'Grey Three / Royal Blue / Off White', 'Aluminium / Wonder Taupe S23 / Silver Violet S23', 'Wonder Quartz / Core White / Halo Blush', 'Cloud White / Linen Green F22 / Off White', 'Wonder White / Aluminium / Wonder Beige', 'Chalk White / Grey Two / Grey One', 'Carbon / Grey Two / Grey Six', 'Aluminium / Wonder Clay / Wonder Quartz', 'Off White / Sand Strata / Gum']",GX1813,4.6,91.2611,89.4912,226,58.8496
548,6,"['Bliss / Feather Grey / Wonder White F21', 'Wonder White / Pulse Yellow / Core Black', 'Cloud White / Flash Aqua / Arctic Fusion', 'Core Black / Core Black / Grey Three', 'Shadow Violet / Shadow Violet / Wonder Beige', 'Lucid Pink / Lucid Pink / Off White', 'Silver Green / Collegiate Green / Sand Strata', 'Off White / Solar Yellow / Lucid Pink', 'Wonder Clay / Wonder Clay / Core White', 'Grey One / Grey One / Core White', 'Wonder Quartz / Wonder Quartz / Wonder Quartz', 'Linen Green / Linen Green / Off White', 'Off White / Wonder Beige F23 / Off White']",IE7097,4.6,88.5656,90.2049,610,62.0082
549,3,"['Core Black / Core Black / Core Black', 'Cloud White / Core Black / Lucid Lemon F23', 'Bright Royal / Cloud White / Solar Red']",ID9337,4.4,65.0424,80.7203,118,43.6441
550,2,"['Cloud White / Cloud White / Core Black', 'Core Black / Cloud White / Team Shock Pink 2', 'Cloud White / Core Black / Lucid Lemon F23', 'Bright Royal / Cloud White / Bliss Blue']",FZ6116,4.2,64.7668,79.1451,193,40.0259
551,1,"['Core Black / Matt Purple Met. F22 / Almost Pink S22', 'Core Black / Pulse Magenta F22 / Pulse Blue', 'Crew Navy S21 / Iron Metallic / Halo Blush F21', 'Core Black / Cloud White / Carbon', 'Core Black / Core Black / Cloud White', 'Cloud White / Cloud White / Core Black', 'Wonder Quartz / Wonder Quartz / Almost Pink', 'Silver Dawn / Silver Dawn / Silver Violet']",H00947,4.5,83.3515,85.0308,2764,48.7033
552,2,"['Off White / Wonder White F21 / Off White', 'Core Black / Cloud White / Core Black', 'Bliss / Core Black / Bliss', 'Acid Orange S21 / Clear Pink / Acid Orange S21']",IF7629,4.7,89.5559,91.6667,609,51.3158
553,7,"['Core Black / Utility Grey / Hi-Res Blue', 'Gobi-Smc / Mystery Ink / Unity Orange', 'Crew Yellow / Cloud White / Unity Orange']",ID1889,4.7,86.1111,96.2963,54,43.5185
554,6,"['Cloud White / Cloud White / Zero Metalic', 'Grey / Carbon / Cloud White', 'Cloud White / Zero Metalic / Cloud White', 'Core Black / Cloud White / Carbon', 'Olive Strata S23 / Gold Metallic / Off White']",IF2772,4.7,84.322,89.548,177,50
555,1,"['Blue Dawn / Blue Dawn / Orchid Fusion', 'Orchid Fusion F23 / Almost Pink S22 / Pink Fusion F23', 'Core Black / Pink Fusion / Shadow Red', 'Off White / Orchid Fusion / Wonder Beige', 'Cloud White / Cloud White / Grey One', 'Core Black / Core Black / Cloud White', 'Carbon / Carbon / Blue Dawn', 'Cloud White / Cloud White / Bright Red', 'Cloud White / Zero Metalic / Grey One', 'Core Black / Black Blue Met. / Carbon']",IF0041,4.5,82.6497,87.7494,451,50.9424
556,9,"['Cloud White / Cloud White / Linen Green', 'Cloud White / Cloud White / Wonder Blue', 'Core Black / Core Black / Pink Fusion', 'Bliss Lilac / Bliss Lilac / Violet Fusion', 'Pink Fusion / Pink Fusion / Royal Blue', 'Shadow Red / Shadow Red / Wonder Clay']",IF0227,4.1,77.907,83.7209,43,69.186
557,11,"['Wonder Orchid / Off White / Shadow Red', 'Core Black / Acid Orange / Lucid Pink', 'Wonder Beige / Off White / Orbit Grey', 'Solar Green / Impact Orange / Core Black', 'Collegiate Gold / Acid Orange S21 / Legend Ink', 'Core Black / Better Scarlet S23 / Iron Metallic']",IF0006,4.4,80,80.5556,45,51.6667
558,7,"['Grey One / Off White / Blue Dawn', 'Off White / Wonder Taupe S23 / Beam Orange F22', 'Wonder Quartz S23 / Wonder White F21 / Off White', 'Linen Green F22 / Dark Green / Earth Strata S23']",HQ4304,4.0,83.75,83.75,20,55
559,12,"['Cloud White / Cloud White / Linen Green', 'Cloud White / Cloud White / Wonder Blue', 'Core Black / Core Black / Pink Fusion', 'Bliss Lilac / Bliss Lilac / Violet Fusion', 'Pink Fusion / Pink Fusion / Royal Blue', 'Shadow Red / Shadow Red / Wonder Clay']",IG0649,4.1,77.907,83.7209,43,69.186
560,7,"['Bright Royal / Cloud White / Bliss Blue', 'Cloud White / Core Black / Lucid Lemon']",IE9488,4.2,72.561,87.8049,41,43.9024
561,9,"['Bliss Lilac F22 / Beam Orange F22 / Pulse Magenta F22', 'Core Black / Core Black / Grey Six', 'Wonder Steel F22 / Grey Three / Purple', 'Trace Grey / Crystal White / Impact Orange F22', 'Core Black / Core Black / Grey Six', 'Wonder Taupe S23 / Taupe Met. S23 / Impact Orange F22', 'Acid Orange S21 / Sand Strata S23 / Silver Violet S23', 'Silver Dawn S23 / Blue Dawn S23 / Silver Violet S23', 'Wonder Silver F23 / Wonder Silver F23 / Lucid Lemon F23']",GZ0688,4.5,82.5,88.5,50,46
562,7,"['Core Black / Off White / Cloud White', 'Cloud White / Cloud White / Core Black', 'Off White / Core Black / Burnt Cayenne', 'Almost Blue / Off White / Core Black']",IG7076,4.4,75.9804,91.1765,51,48.5294
563,5,"['Cloud White / Silver Metallic / Bright Cyan', 'Cloud White / Silver Metallic / Cloud White', 'Solar Gold / Cloud White / Lucid Lemon F23', 'Bright Royal / Cloud White / Royal Blue']",GW6265,4.3,85.8333,81.3187,91,50.2778
564,2,"['Cloud White / Cloud White / Core Black', 'Core Black / Core Black / Cloud White', 'Bright Royal / Cloud White / Bliss Blue', 'Cloud White / Core Black / Lucid Lemon']",FZ6107,4.5,72.3611,83.0556,180,45.9722
565,16,"['Bright Royal / Cloud White / Solar Red', 'Cloud White / Core Black / Lucid Lemon', 'Cloud White / Cloud White / Cloud White', 'Core Black / Core Black / Core Black']",GY7378,4.4,76.1538,78.8462,65,53.4615
566,3,"['Crystal White / Cloud White / Cloud White', 'Core Black / Cloud White / Cloud White', 'Shadow Red / Cloud White / Better Scarlet S23', 'Wonder Taupe / Cloud White / Lucid Blue', 'Core Black / Carbon / Core Black']",GZ2291,5.0,100,100,3,50
567,4,"['Core Black / Cloud White / Core Black', 'Pink Fusion F23 / Lucid Pink F23 / Bright Red', 'Dash Grey / Cloud White / Crystal White']",IF8182,4.2,86.4826,86.4826,172,70.2035
568,6,[['Cloud White / Supplier Colour / Preloved Brown']],IF7714,4.7,89.2857,92.8571,7,60.7143
569,1,"['Cloud White / Royal Blue / Gold Metallic', 'Bliss Orange / Cloud White / Core Black', 'Core White / Sand Strata / Off White', 'Cloud White / Better Scarlet S23 / Crystal White']",IG0280,4.5,81.2931,84.9656,291,53.2759
570,6,"['Core Black / Cloud White / Grey Five', 'Magic Mauve S22 / Cloud White / Pulse Magenta F22', 'Magic Beige F22 / Cloud White / Mesa']",GY1658,4.6,87.7841,90.0568,88,53.4091
571,9,"['Core Black / Cloud White / Magic Grey', 'Ecru Tint / Carbon / Beam Pink F22']",GY8313,4.6,82.0755,86.3208,159,49.3711
572,3,"['Purple / Cloud White / Lucid Fuchsia S23', 'Grey Four / Gum / Gum', 'Core Black / Cloud White / Cloud White', 'Crystal White / Cloud White / Cloud White', 'Core Black / Core Black / Core Black']",HP5988,4.5,79.1667,84.6014,138,50.9058
573,10,"['Solar Orange / Taupe Met. / Acid Orange', 'Lucid Blue S23 / Violet Fusion S23 / Pulse Mint S22', 'Royal Blue / Off White / Bright Red', 'Arctic Fusion / Cloud White / Wonder Clay']",IG5468,4.0,64.1379,78.5959,146,49.8276
574,7,"['Carbon / Talc / Cloud White', 'Core Black / Wonder White / Impact Orange', 'Core White / Almost Yellow / Blue Dawn']",IE7284,4.5,72.5352,85.5634,71,50
575,15,"['Cloud White / Team Power Red 2 / Silver Metallic', 'Cloud White / Crystal White / Silver Metallic', 'Cloud White / Royal Blue / Silver Metallic']",IE9327,3.3,66.6667,66.6667,3,58.3333
576,15,"['Cloud White / Team Power Red 2 / Silver Metallic', 'Cloud White / Crystal White / Silver Metallic', 'Cloud White / Royal Blue / Silver Metallic']",IE9327,3.3,66.6667,66.6667,3,58.3333
577,12,"['Bright Royal / Cloud White / Bliss Blue', 'Cloud White / Core Black / Lucid Lemon', 'Cloud White / Grey Two / Preloved Blue', 'Team Solar Orange / Core Black / Core Black', 'Core Black / Core Black / Cloud White', 'Cloud White / Cloud White / Cloud White', 'Core Black / Cloud White / Team Shock Pink 2']",GZ0032,4.7,81.7485,88.0368,163,51.9939
578,16,[['Core Black / Sand Strata S23 / Impact Orange F22']],GV9034,4.7,81.25,92.5,20,51.25
579,12,"['Core Black / Core Black / Cloud White', 'Non Dyed / Non Dyed / Non Dyed']",GW4302,4.3,75.8721,80.814,86,45.9302
580,0,"['Core Black / Grey Three / Mint Ton', 'Semi Flash Aqua F23 / Core Black / Preloved Yellow F23', 'Wonder Silver F23 / Core Black / Grey Two']",IF4870,4.5,77.3869,87.8141,199,44.0955
581,0,"['Core Black / Cloud White / Carbon', 'Aurora Black S24 / Zero Metalic / Core Black', 'Cloud White / Cloud White / Halo Silver S21', 'Silver Violet S23 / Silver Metallic / Silver Dawn S23', 'Core Black / Carbon / Cloud White', 'Pink Fusion F23 / Cloud White / Wonder Orchid F23', 'Wonder Beige F23 / Silver Metallic / Lucid Lemon F23', 'Arctic Night F23 / Lucid Lemon F23 / Arctic Fusion F23', 'Legend Ink / Zero Metalic / Wonder Clay F23', 'Bliss Lilac F22 / Zero Metalic / Silver Dawn S23', 'Flash Aqua F23 / Silver Metallic / Light Aqua']",IE9681,4.5,81.7708,85.9375,144,49.1319
582,0,"['Cloud White / Cloud White / Core Black', 'Core Black / Cloud White / Core Black', 'Purple Glow / Cloud White / Core Black']",IE4862,4.5,88.172,88.4409,93,50.5376
583,0,"['Wonder White / Aluminium / Impact Orange', 'Savanna / Coral Fusion S23 / Court Green S23', 'Wonder Blue / Core Black / Lucid Lemon']",H03663,4.4,85.7143,89.2857,14,50
584,4,[['Core Black / Core Black / Matte Gold']],GZ6196,4.7,87.4593,88.9849,926,52.3344
585,3,[[]],ID4464,3.0,40.625,50,8,43.75
586,5,"['Cloud White / Grey Two / Cloud White', 'Core Black / Cloud White / Cloud White']",ID6992,4.2,77.3529,82.9412,85,52.9412
587,0,"['Team Rave Green / Team Rave Green / Team Rave Green', 'Off White / Off White / Off White', 'Orbit Grey / Bliss / Linen', 'Silver Metallic / Brown / Cream White', 'Core White / Core White / Core White', 'Black / Black / Black', 'Unity Ink / Unity Ink / Unity Ink']",HQ3665,4.0,75,90,5,40
588,6,"['Core Black / Grey Three / Grey Four', 'Silver Violet / Blue Dawn / Coral Fusion']",HQ1239,4.3,74,82,25,51
589,15,[['Core Black / Team Solar Yellow 2 / Grey Five']],IG0765,4.7,76.6667,88.3333,15,45
590,2,"['Bold Green / Signal Orange / Vivid Berry', 'Bahia Magenta / Bahia Magenta / Collegiate Green', 'Royal Blue / Cloud White / Royal Blue', 'Core Black / Cloud White / Core Black', 'Mystery Blue / Hi-Res Yellow / Mystery Blue', 'Vision Met. / Vision Met. / Grey Two', 'Core Black / Grey Six / Core Black', 'Core Black / Core Black / Core Black', 'Core Black / Gold Metallic / Core Black', 'Core Black / Core Black / Beam Pink F22', 'Cloud White / Cloud White / Matte Gold', 'Grey Two / Silver Metallic / Grey Two', 'Sand Strata / Purple / Sand Strata', 'Ecru Tint / Coral Fusion / Ecru Tint', 'Night Indigo / Cloud White / Night Indigo']",GZ6412,4.7,90.9001,90.6966,6108,54.7224
591,7,[['Core Black / Grey Five / Carbon']],ID4291,4.7,85.2041,86.7347,49,57.6531
592,6,"['Cloud White / Core Black / Aluminium', 'Grey One / Cream White / Core Black']",HQ4381,4.4,76.3158,85.5263,38,56.5789
593,5,"['Halo Blue S21 / Halo Blue S21 / Clear Sky', 'Grey Six / Matte Silver / Blue Fusion S23', 'Grey Two / Clear Pink / Cloud White', 'Cloud White / Bliss Orange / Bliss Orange', 'Magic Mauve / Burgundy / Shadow Maroon']",GZ9654,4.7,86.6995,92.9803,203,54.9261
594,0,"['Cloud White / Shadow Red / Cream White', 'Cloud White / Silver Metallic / Core Black']",HQ7022,,,,,
595,0,"['Core Black / Core Black / Cloud White', 'Cloud White / Cloud White / Core Black', 'Supplier Colour / Supplier Colour / Cloud White']",GX3122,4.5,82.8,87.2,125,56
596,0,"['Light Purple / Light Purple / Crystal White', 'Core Black / Utility Black / Utility Black', 'Magic Beige / Core Black / Cloud White', 'Cloud White / Cloud White / Cloud White']",GX4634,4.8,86.7604,91.1243,338,52.145
