,count_of_sizes,colors,product_code,star_rating,comfort,quality,n_reviews,size
749,1,"['Core Black / Core Black / Cloud White', 'Cloud White / Cloud White / Core Black', 'Supplier Colour / Supplier Colour / Cloud White']",IF3249,4.5,82.8,87.2,125,56
750,5,"['Wonder Steel F22 / Cloud White / Cloud White', 'Cloud White / Cloud White / Core Black', 'Core Black / Cloud White / Core Black', 'Cloud White / Team Navy Blue 2 / Better Scarlet S23', 'Team Navy Blue 2 / Better Scarlet S23 / Cloud White', 'Lucid Blue S23 / Off White / Pulse Mint S22', 'Grey One / Off White / Lucid Fuchsia S23']",HQ6710,4.4,74.3339,85.1327,565,47.8242
751,1,"['Almost Pink S22 / Acid Red S22 / Chalk White', 'Shadow Red / Sandy Beige Met / Shadow Red', 'Semi Coral Fusion / Core Black / Semi Coral Fusion', 'Shadow Violet / Impact Orange / Violet Fusion']",GZ5925,4.7,84.5882,88.2883,777,48.9704
752,3,"['Bliss Orange / Bliss Orange / Bliss Orange', 'Shadow Navy S22 / Shadow Navy S22 / Grey Three', 'Grey Three / Royal Blue / Off White', 'Aluminium / Wonder Taupe S23 / Silver Violet S23', 'Wonder Quartz / Core White / Halo Blush', 'Cloud White / Linen Green F22 / Off White', 'Wonder White / Aluminium / Wonder Beige', 'Chalk White / Grey Two / Grey One', 'Carbon / Grey Two / Grey Six', 'Aluminium / Wonder Clay / Wonder Quartz', 'Off White / Sand Strata / Gum']",IE7064,4.6,90.8991,89.1447,228,58.8816
753,2,"['Mystery Blue / Hi-Res Yellow / Cloud White', 'Wonder Taupe / Off White / Purple', 'Cloud White / Cloud White / Silver Metallic']",GX0872,4.5,78.0848,86.5385,390,58.8689
754,0,"['Core Black / Bold Orange / Bold Gold', 'Royal Blue / Team Solar Yellow 2 / Cloud White']",FZ6123,,,,,
755,4,"['Wonder Red F22 / Wonder Mauve / Beam Orange F22', 'Cloud White / Grey Two / Lucid Fuchsia S23', 'Pulse Mint S22 / Lucid Fuchsia S23 / Cloud White', 'Core Black / Pulse Mint S22 / Cloud White']",HQ8578,4.6,84.4318,87.6136,220,52.5
756,1,"['Crystal White / Cloud White / Cloud White', 'Core Black / Cloud White / Cloud White', 'Shadow Red / Cloud White / Better Scarlet S23', 'Wonder Taupe / Cloud White / Lucid Blue', 'Core Black / Carbon / Core Black']",GZ2293,5.0,100,100,4,50
757,3,"['Halo Blue S21 / Halo Blue S21 / Clear Sky', 'Grey Six / Matte Silver / Blue Fusion S23', 'Grey Two / Clear Pink / Cloud White', 'Cloud White / Bliss Orange / Bliss Orange', 'Magic Mauve / Burgundy / Shadow Maroon']",GZ9661,4.7,86.6995,92.9803,203,54.9261
758,1,[['Core Black / Team Solar Yellow 2 / Grey Five']],IG0767,4.5,73.5294,85.2941,17,48.5294
759,2,"['Cloud White / Core Black / Cloud White', 'Pantone / Off White / Pantone', 'Core Black / Core Black / Cloud White', 'Cloud White / Cloud White / Core Black', 'Cloud White / Cloud White / Collegiate Navy', 'Cloud White / Cloud White / Green', 'Chalk White / Chalk White / Core Black', 'Aluminium / Collegiate Red / Aluminium', 'Core Black / Carbon / Gum', 'Pantone / Pantone / Gum', 'Chalk White / Chalk White / Wonder White', 'Cloud White / Blue Bird / Off White', 'Cloud White / Cloud White / Blue Dawn', 'Core White / Off White / Preloved Blue', 'Grey Three / Grey Five / Gum', 'Cloud White / Cloud White / Cloud White', 'Savanna / Savanna / Sand Strata', 'Cloud White / Pantone / Pantone', 'Core White / Magic Beige / Off White', 'Earth Strata S23 / Earth Strata S23 / Dark Brown', 'Semi Court Green S23 / Semi Court Green S23 / Collegiate Green', 'Cream White / Cream White / Core Black']",HQ9930,4.6,79.4212,87.0177,622,50.9244
760,1,"['Purple / Cloud White / Lucid Fuchsia S23', 'Grey Four / Gum / Gum', 'Core Black / Cloud White / Cloud White', 'Crystal White / Cloud White / Cloud White', 'Core Black / Core Black / Core Black']",HP9824,4.5,79.1667,84.6014,138,50.9058
761,2,"['Cloud White / Core Black / Grey Six', 'Cloud White / Core Black / Cloud White', 'Cloud White / Core Black / Cloud White', 'Cloud White / Cloud White / Cloud White', 'Cloud White / Copper Metallic / Core Black', 'Cloud White / Off White / Crystal White', 'Magic Beige F22 / Magic Beige F22 / Cloud White', 'Cloud White / Magic Lime S22 / Cloud White', 'Cloud White / Wonder White F21 / Off White', 'Cloud White / Semi Lucid Blue S23 / Gold Metallic', 'Sand Strata / Wonder Taupe / Core Black', 'Cloud White / Wonder White F21 / Better Scarlet S23', 'Core Black / Core Black / Cloud White', 'Core Black / Glow Blue / Off White', 'Core Black / Energy Ink / Silver Metallic', 'Cloud White / Orange / Royal Blue', 'Cloud White / Clear Pink / Semi Court Green', 'Off White / Core Black / Off White', 'Core Black / Off White / Magic Beige', 'Maroon / Wonder White / Maroon', 'Earth Strata / Wonder White / Earth Strata', 'Cloud White / Bright Red / Wonder Clay F23']",HQ1905,4.7,80.1694,86.5514,11282,55.727
762,3,"['Core Black / Core Black / Chalk White', 'Wonder Taupe / Wonder Taupe / Chalk White']",HQ7087,4.0,77.459,86.0656,61,75
763,2,[['Cloud White / Cloud White / Core Black']],HQ6040,5.0,80.3571,87.5,14,53.5714
764,1,"['Blue Dawn / Cloud White / Silver Violet', 'Cloud White / Zero Metalic / Grey One', 'Core Black / Cloud White / Pulse Magenta F22', 'Olive Strata / Cloud White / Pink Strata']",GZ6741,4.0,73.1752,78.9538,411,52.9197
765,3,"['Off White / Off White / Off White', 'Unity Ink / Unity Ink / Off White', 'Silver Green / Off White / Light Brown', 'Clear Onix / Clear Onix / Carbon']",IE9541,4.7,86.3636,90.9091,11,50
766,3,"['Bright Royal / Cloud White / Bliss Blue', 'Cloud White / Core Black / Lucid Lemon', 'Cloud White / Grey Two / Preloved Blue S23', 'Team Solar Orange / Core Black / Core Black', 'Core Black / Core Black / Cloud White', 'Cloud White / Cloud White / Cloud White', 'Core Black / Cloud White / Team Shock Pink 2']",GW4576,4.7,81.7485,88.0368,163,51.9939
767,2,"['Cloud White / Wonder Quartz / Grey Five', 'Core Black / Grey Five / Carbon', 'Wonder Quartz S23 / Taupe Met. S23 / Chalk White', 'Crystal White / Flash Aqua / Almost Yellow', 'Silver Dawn / Orchid Fusion / Almost Yellow', 'Crew Blue / Lucid Pink / Lucid Cyan', 'Grey One / Core Black / Silver Metallic', 'Cloud White / Silver Metallic / Green Spark']",IE9727,4.3,82.0055,86.1264,182,61.9505
768,3,"['Bright Royal / Cloud White / Bliss Blue', 'Cloud White / Core Black / Lucid Lemon', 'Cloud White / Grey Two / Preloved Blue S23', 'Team Solar Orange / Core Black / Core Black', 'Core Black / Core Black / Cloud White', 'Cloud White / Cloud White / Cloud White', 'Core Black / Cloud White / Team Shock Pink 2']",GW4574,4.7,81.7485,88.0368,163,51.9939
769,0,[['Grey Six / Iron Metallic / Core Black']],GW2131,5.0,93.75,100,8,53.125
770,0,"['Cloud White / Better Scarlet / Gold Metallic', 'Cloud White / Cloud White / Gold Metallic', 'Cloud White / Cloud White / Ambient Blush', 'Cloud White / Wonder Mauve / Pink Tint', 'Cloud White / Victory Crimson / Clear Pink', 'Cloud White / Clear Pink / Victory Crimson', 'Cloud White / Off White / Shock Purple', 'Cloud White / Supplier Colour / Victory Blue', 'Core White / Linen Green F22 / Silver Metallic', 'Core Black / Off White / Wonder White', 'Cloud White / Off White / Wonder White F21', 'Cloud White / Collegiate Navy / Cloud White', 'Cloud White / Core Black / Cloud White', 'Cloud White / Green / Cloud White']",FZ6370,4.6,79.7512,85.9801,3012,59.3959
771,0,"['Core Black / Crystal White / Mint Ton', 'Wonder Steel / Magic Grey Met / Pulse Lilac', 'Semi Flash Aqua F23 / Crystal White / Wonder Silver F23', 'Core Black / Crystal White / Grey Four']",FY9256,4.5,83.7349,88.1024,166,52.7108
772,2,"['Core Black / Cloud White / Team Shock Pink 2', 'Cloud White / Core Black / Lucid Lemon']",HQ0954,4.7,81.25,87.5,40,50
773,4,"['Bright Royal / Cloud White / Bliss Blue', 'Cloud White / Core Black / Lucid Lemon', 'Cloud White / Grey Two / Preloved Blue S23', 'Team Solar Orange / Core Black / Core Black', 'Core Black / Core Black / Cloud White', 'Cloud White / Cloud White / Cloud White', 'Core Black / Cloud White / Team Shock Pink 2']",GW4577,4.7,81.7485,88.0368,163,51.9939
774,2,[['Cloud White / Lucid Blue / Core White']],IG2394,4.5,79.1667,88.3333,30,61.6667
775,2,"['Core Black / Purple Rush S22 / Core Black', 'Cloud White / Crystal White / Grey Two']",HQ4473,4.8,90,90,10,57.5
776,1,"['Cloud White / Cloud White / Core Black', 'Cloud White / Cloud White / Core Black', 'Bliss / Bliss / Off White', 'Cloud White / Core Black / Cloud White', 'Cloud White / Cloud White / Aluminium', 'Off White / Core Black / Core Black', 'Wonder Quartz / Grey One / Wonder Quartz']",HQ6953,4.6,80.6338,89.7541,427,54.6362
777,1,"['Core Black / Cloud White / Core Black', 'Core Black / Grey Five / Core Black', 'Core Black / Core White / Core Black', 'Core Black / Grey Five / Core Black']",FY8649,4.6,82.7065,85.4442,1362,50.4056
778,1,"['Light Purple / Light Purple / Crystal White', 'Core Black / Utility Black / Utility Black', 'Magic Beige / Core Black / Cloud White', 'Cloud White / Cloud White / Cloud White']",H03489,4.8,86.7604,91.1243,338,52.145
779,1,"['Core Black / Core Black / Metal Grey', 'Shadow Maroon F22 / Wonder Red F22 / Pulse Lilac F22']",FU7224,4.5,86.0795,88.0682,264,43.5606
780,2,"['Cloud White / Core Black / Aluminium', 'Grey One / Cream White / Core Black']",HQ4382,4.4,76.3158,85.5263,38,56.5789
781,3,"['Cloud White / Core Black / Lucid Lemon F23', 'Bright Royal / Cloud White / Solar Red']",ID9347,4.7,73.4043,86.7021,47,50.5319
782,3,[['Ash Pearl / Ash Pearl / Silver Metallic']],H03834,4.0,70.6522,88.0435,23,41.3043
783,1,[['Silver Dawn / Silver Dawn / Core Black']],HQ6044,4.7,80,85,15,55
784,2,"['Core Black / Core Black / Cloud White', 'Cloud White / Cloud White / Core Black', 'Green Oxide S21 / Green Oxide S21 / Cloud White']",GW4108,4.0,62.2624,78.9924,263,42.3954
785,1,[['Core Black / Core Black / Grey Three']],GZ0331,4.4,73.0508,89.527,296,41.4407
786,4,[['Core Black / Team Solar Yellow 2 / Grey Five']],IG0774,4.8,86.25,86.25,20,51.25
787,1,"['Core Black / Cloud White / Grey Six', 'Cloud White / Core Black / Grey Two', 'Vivid Red S21 / Cloud White / Impact Orange F22', 'Cloud White / Silver Metallic / Core Black', 'Charcoal S24 / Core Black / Cloud White']",GY8919,4.6,82.5697,89.5418,251,44.3227
788,2,"['Cloud White / Lucid Pink / Wonder Blue', 'Core Black / Wonder Silver / Cloud White', 'Core Black / Pink Fusion / Cloud White']",IE4351,4.7,83.8235,86.7647,51,47.549
789,1,[['Solar Red / Team Solar Green / Core Black']],GW1029,4.2,72.069,75.3425,146,48.7931
790,1,"['Core Black / Cloud White / Off White', 'Cloud White / Cloud White / Off White', 'Victory Crimson / Orbit Indigo F21 / Off White']",EE5599,4.5,74.6495,84.229,214,58.1776
791,1,"['Core Black / Cloud White / Grey Six', 'Better Scarlet / Cloud White / Core Black']",HR0728,4.4,76.9737,83.8346,266,47.2744
792,1,"['Grey One / Grey Three / Team Real Magenta', 'Ecru Tint / Beam Orange F22 / Semi Impact Orange F22', 'Purple / Cloud White / Core Black', 'Grey Two / Cloud White / Core Black', 'Wonder White / Cloud White / Core Black']",GX4620,4.3,80.7642,86.2024,761,69.8617
793,3,"['Core Black / Off White / Grey Six', 'Core Black / Core Black / Solar Pink', 'Cloud White / Cloud White / Silver Metallic', 'Core Black / Core Black / Cloud White', 'Mineral Green / Mineral Green / Mineral Green', 'Bright Orange / Bright Orange / Core Black', 'Bliss / Bliss / Tech Emerald', 'Crystal White / Crystal White / Silver Metallic', 'Core Black / Core Black / Core Black', 'Wonder White F21 / Wonder White F21 / Purple Tint', 'Core Black / Core Black / Cloud White', 'Cloud White / Cloud White / Core Black', 'Grey One / Bliss Pink F22 / Cloud White', 'Grey Four / Almost Blue F22 / Cloud White', 'Bliss / Bliss Pink F22 / Cloud White', 'Shadow Maroon F22 / Shadow Maroon F22 / Cloud White', 'Cloud White / Magic Grey S22 / Legend Ink', 'Linen Green F22 / Mineral Green / Cloud White', 'Core Black / Core Black / Wild Brown S21', 'Orbit Green F21 / Orbit Green F21 / Gold Metallic', 'Feather Grey / Feather Grey / Violet Tone F21', 'Halo Blush / Halo Blush / Cloud White', 'Cloud White / Hi-Res Green / Real Magenta', 'Ecru Tint / Ecru Tint / Impact Yellow', 'Cloud White / Almost Blue F22 / Vivid Red S21', 'Shadow Red / Beam Orange F22 / Core Black', 'Off White / Blue Fusion S23 / Core Black', 'Cloud White / Cloud White / Bliss Orange', 'Impact Orange F22 / Impact Orange F22 / Impact Orange F22', 'Legacy Burgundy S22 / Legacy Burgundy S22 / Legacy Burgundy S22', 'Beam Yellow / Beam Yellow / Core Black', 'Core Black / Cloud White / Blue Dawn S23', 'Wonder White F21 / Wonder White F21 / Cloud White', 'Dark Green / Core Black / Cloud White', 'Magic Beige / Magic Beige / Ecru Tint', 'Clear Pink / Clear Pink / Cloud White', 'Wonder White / Wonder White / Wonder Taupe', 'Shadow Red / Shadow Red / Pink Strata', 'Wonder Taupe / Aluminium / Clear Pink', 'Cloud White / Wonder Quartz / Wonder Quartz', 'Core Black / Cloud White / Grey Two', 'Off White / Preloved Blue / Halo Blush', 'Grey Five / Cloud White / Carbon', 'Wonder White / Wonder Beige / Supplier Colour', 'Cloud White / Core Black / Solar Yellow', 'Core Black / Core Black / Pulse Yellow', 'Beam Orange F22 / Beam Orange F22 / Cream White', 'Clay Strata / Off White / Off White', 'Wonder Quartz / Off White / Off White', 'Wonder Beige / Off White / Off White']",GW5698,4.4,78.8297,85.9837,3751,59.8012
794,1,"['Core White / Orbit Grey / Cream White', 'Black / Core White / Cream White', 'Core White / Cream White / Black']",GW8614,4.6,85.7143,92.8571,7,60.7143
795,1,"['Core Black / Off White / Grey Six', 'Core Black / Core Black / Solar Pink', 'Cloud White / Cloud White / Silver Metallic', 'Core Black / Core Black / Cloud White', 'Mineral Green / Mineral Green / Mineral Green', 'Bright Orange / Bright Orange / Core Black', 'Bliss / Bliss / Tech Emerald', 'Crystal White / Crystal White / Silver Metallic', 'Core Black / Core Black / Core Black', 'Wonder White F21 / Wonder White F21 / Purple Tint', 'Core Black / Core Black / Cloud White', 'Cloud White / Cloud White / Core Black', 'Grey One / Bliss Pink F22 / Cloud White', 'Grey Four / Almost Blue F22 / Cloud White', 'Bliss / Bliss Pink F22 / Cloud White', 'Shadow Maroon F22 / Shadow Maroon F22 / Cloud White', 'Cloud White / Magic Grey S22 / Legend Ink', 'Linen Green F22 / Mineral Green / Cloud White', 'Core Black / Core Black / Wild Brown S21', 'Orbit Green F21 / Orbit Green F21 / Gold Metallic', 'Feather Grey / Feather Grey / Violet Tone F21', 'Halo Blush / Halo Blush / Cloud White', 'Cloud White / Hi-Res Green / Real Magenta', 'Ecru Tint / Ecru Tint / Impact Yellow', 'Cloud White / Almost Blue F22 / Vivid Red S21', 'Shadow Red / Beam Orange F22 / Core Black', 'Off White / Blue Fusion S23 / Core Black', 'Cloud White / Cloud White / Bliss Orange', 'Impact Orange F22 / Impact Orange F22 / Impact Orange F22', 'Legacy Burgundy S22 / Legacy Burgundy S22 / Legacy Burgundy S22', 'Beam Yellow / Beam Yellow / Core Black', 'Core Black / Cloud White / Blue Dawn S23', 'Wonder White F21 / Wonder White F21 / Cloud White', 'Dark Green / Core Black / Cloud White', 'Magic Beige / Magic Beige / Ecru Tint', 'Clear Pink / Clear Pink / Cloud White', 'Wonder White / Wonder White / Wonder Taupe', 'Shadow Red / Shadow Red / Pink Strata', 'Wonder Taupe / Aluminium / Clear Pink', 'Cloud White / Wonder Quartz / Wonder Quartz', 'Core Black / Cloud White / Grey Two', 'Off White / Preloved Blue / Halo Blush', 'Grey Five / Cloud White / Carbon', 'Wonder White / Wonder Beige / Supplier Colour', 'Cloud White / Core Black / Solar Yellow', 'Core Black / Core Black / Pulse Yellow', 'Beam Orange F22 / Beam Orange F22 / Cream White', 'Clay Strata / Off White / Off White', 'Wonder Quartz / Off White / Off White', 'Wonder Beige / Off White / Off White']",IE9613,4.4,78.8297,85.9837,3751,59.8012
796,0,"['Cloud White / Better Scarlet / Gold Metallic', 'Cloud White / Cloud White / Gold Metallic', 'Cloud White / Cloud White / Ambient Blush', 'Cloud White / Wonder Mauve / Pink Tint', 'Cloud White / Victory Crimson / Clear Pink', 'Cloud White / Clear Pink / Victory Crimson', 'Cloud White / Off White / Shock Purple', 'Cloud White / Supplier Colour / Victory Blue', 'Core White / Linen Green F22 / Silver Metallic', 'Core Black / Off White / Wonder White', 'Cloud White / Off White / Wonder White F21', 'Cloud White / Collegiate Navy / Cloud White', 'Cloud White / Core Black / Cloud White', 'Cloud White / Green / Cloud White']",HP6378,,,,,
797,1,"['Grey Two / Grey One / Gold Metallic', 'Olive Strata / Core Black / Wonder Silver', 'Core Black / Cloud White / Cloud White', 'Core Black / Arctic Night / Lucid Lemon', 'Core Black / Core Black / Gold Metallic', 'Core Black / Bright Red / Semi Solar Green']",IG2264,4.7,87.2059,92.9902,510,47.8922
798,1,"['Grey Two / Grey One / Gold Metallic', 'Olive Strata / Core Black / Wonder Silver', 'Core Black / Cloud White / Cloud White', 'Core Black / Arctic Night / Lucid Lemon', 'Core Black / Core Black / Gold Metallic', 'Core Black / Bright Red / Semi Solar Green']",IG2261,4.7,87.2059,92.9902,510,47.8922
799,2,"['Core Black / Off White / Grey Six', 'Core Black / Core Black / Solar Pink', 'Cloud White / Cloud White / Silver Metallic', 'Core Black / Core Black / Cloud White', 'Mineral Green / Mineral Green / Mineral Green', 'Bright Orange / Bright Orange / Core Black', 'Bliss / Bliss / Tech Emerald', 'Crystal White / Crystal White / Silver Metallic', 'Core Black / Core Black / Core Black', 'Wonder White F21 / Wonder White F21 / Purple Tint', 'Core Black / Core Black / Cloud White', 'Cloud White / Cloud White / Core Black', 'Grey One / Bliss Pink F22 / Cloud White', 'Grey Four / Almost Blue F22 / Cloud White', 'Bliss / Bliss Pink F22 / Cloud White', 'Shadow Maroon F22 / Shadow Maroon F22 / Cloud White', 'Cloud White / Magic Grey S22 / Legend Ink', 'Linen Green F22 / Mineral Green / Cloud White', 'Core Black / Core Black / Wild Brown S21', 'Orbit Green F21 / Orbit Green F21 / Gold Metallic', 'Feather Grey / Feather Grey / Violet Tone F21', 'Halo Blush / Halo Blush / Cloud White', 'Cloud White / Hi-Res Green / Real Magenta', 'Ecru Tint / Ecru Tint / Impact Yellow', 'Cloud White / Almost Blue F22 / Vivid Red S21', 'Shadow Red / Beam Orange F22 / Core Black', 'Off White / Blue Fusion S23 / Core Black', 'Cloud White / Cloud White / Bliss Orange', 'Impact Orange F22 / Impact Orange F22 / Impact Orange F22', 'Legacy Burgundy S22 / Legacy Burgundy S22 / Legacy Burgundy S22', 'Beam Yellow / Beam Yellow / Core Black', 'Core Black / Cloud White / Blue Dawn S23', 'Wonder White F21 / Wonder White F21 / Cloud White', 'Dark Green / Core Black / Cloud White', 'Magic Beige / Magic Beige / Ecru Tint', 'Clear Pink / Clear Pink / Cloud White', 'Wonder White / Wonder White / Wonder Taupe', 'Shadow Red / Shadow Red / Pink Strata', 'Wonder Taupe / Aluminium / Clear Pink', 'Cloud White / Wonder Quartz / Wonder Quartz', 'Core Black / Cloud White / Grey Two', 'Off White / Preloved Blue / Halo Blush', 'Grey Five / Cloud White / Carbon', 'Wonder White / Wonder Beige / Supplier Colour', 'Cloud White / Core Black / Solar Yellow', 'Core Black / Core Black / Pulse Yellow', 'Beam Orange F22 / Beam Orange F22 / Cream White', 'Clay Strata / Off White / Off White', 'Wonder Quartz / Off White / Off White', 'Wonder Beige / Off White / Off White']",IE9627,4.4,78.8297,85.9837,3751,59.8012
800,0,"['Pink Strata S23 / Shadow Red / Wonder Blue F23', 'Dark Blue / Cream White / Core Black', 'Wonder Red / Cloud White / Wonder Taupe', 'Solar Red / Core Black / Cloud White', 'Carbon / Blue Dawn S23 / Court Green S23', 'Wonder Taupe S23 / Wonder Taupe S23 / Solar Red', 'Cloud White / Core Black / Solar Red', 'Cloud White / Solar Gold / Lucid Blue S23', 'Core Black / White Tint / Screaming Orange S21', 'Dash Grey / Solar Red / Lucid Blue', 'Chalk White / Core Black / Bright Red', 'Light Aqua / Core Black / Bright Red', 'Shadow Navy S22 / Crystal White / Wonder Blue F23', 'Lucid Lemon / Core Black / Crystal White', 'Cloud White / Arctic Night / Lucid Lemon', 'Grey Four / Cloud White / Grey Five', 'Core Black / Core Black / Lucid Lime F23', 'Better Scarlet S23 / Better Scarlet S23 / Solar Red', 'Wonder Silver F23 / Wonder Silver F23 / Grey Four', 'Lucid Blue S23 / Coral Fusion S23 / Blue Fusion S23', 'Core Black / Cloud White / Core Black', 'Core Black / Bright Royal / Lucid Lemon F23']",IE1694,,,,,
801,0,"['Silver Dawn / Silver Dawn / Lucid Blue', 'Core Black / Cloud White / Bright Royal', 'Non Dyed / Core Black / Wonder Quartz', 'Core Black / Cloud White / Core Black', 'Core Black / Bright Yellow / Cloud White', 'Blue Dawn / Coral Fusion / Blue Fusion', 'White Tint / Court Green S23 / Blue Dawn S23', 'Cloud White / Solar Red / Beam Pink F22', 'Acid Orange S21 / Dash Grey / Bliss Orange', 'Core Black / White Tint / Beam Pink', 'Core Black / Core Black / Magic Beige F22', 'Flash Aqua / Cloud White / Bright Red', 'Grey Four / Crystal White / Wonder Clay F23', 'Wonder Quartz S23 / Gold Metallic / Chalk White', 'Core Black / Lucid Pink F23 / Blue Dawn S23', 'Cloud White / Wonder Blue F23 / Lucid Lemon F23', 'Royal Blue / Silver Dawn S23 / Lucid Lemon F23', 'Grey Two / Cloud White / Grey One', 'Non Dyed / Lucid Pink F23 / Lucid Lemon F23', 'Violet Fusion S23 / Violet Fusion S23 / Flash Aqua F23', 'Chalk White / Cloud White / Dash Grey', 'Wonder Quartz S23 / Cloud White / Wonder Taupe S23']",HQ1401,,,,,
802,0,"['Core Black / Off White / Grey Six', 'Core Black / Core Black / Solar Pink', 'Cloud White / Cloud White / Silver Metallic', 'Core Black / Core Black / Cloud White', 'Mineral Green / Mineral Green / Mineral Green', 'Bright Orange / Bright Orange / Core Black', 'Bliss / Bliss / Tech Emerald', 'Crystal White / Crystal White / Silver Metallic', 'Core Black / Core Black / Core Black', 'Wonder White F21 / Wonder White F21 / Purple Tint', 'Core Black / Core Black / Cloud White', 'Cloud White / Cloud White / Core Black', 'Grey One / Bliss Pink F22 / Cloud White', 'Grey Four / Almost Blue F22 / Cloud White', 'Bliss / Bliss Pink F22 / Cloud White', 'Shadow Maroon F22 / Shadow Maroon F22 / Cloud White', 'Cloud White / Magic Grey S22 / Legend Ink', 'Linen Green F22 / Mineral Green / Cloud White', 'Core Black / Core Black / Wild Brown S21', 'Orbit Green F21 / Orbit Green F21 / Gold Metallic', 'Feather Grey / Feather Grey / Violet Tone F21', 'Halo Blush / Halo Blush / Cloud White', 'Cloud White / Hi-Res Green / Real Magenta', 'Ecru Tint / Ecru Tint / Impact Yellow', 'Cloud White / Almost Blue F22 / Vivid Red S21', 'Shadow Red / Beam Orange F22 / Core Black', 'Off White / Blue Fusion S23 / Core Black', 'Cloud White / Cloud White / Bliss Orange', 'Impact Orange F22 / Impact Orange F22 / Impact Orange F22', 'Legacy Burgundy S22 / Legacy Burgundy S22 / Legacy Burgundy S22', 'Beam Yellow / Beam Yellow / Core Black', 'Core Black / Cloud White / Blue Dawn S23', 'Wonder White F21 / Wonder White F21 / Cloud White', 'Dark Green / Core Black / Cloud White', 'Magic Beige / Magic Beige / Ecru Tint', 'Clear Pink / Clear Pink / Cloud White', 'Wonder White / Wonder White / Wonder Taupe', 'Shadow Red / Shadow Red / Pink Strata', 'Wonder Taupe / Aluminium / Clear Pink', 'Cloud White / Wonder Quartz / Wonder Quartz', 'Core Black / Cloud White / Grey Two', 'Off White / Preloved Blue / Halo Blush', 'Grey Five / Cloud White / Carbon', 'Wonder White / Wonder Beige / Supplier Colour', 'Cloud White / Core Black / Solar Yellow', 'Core Black / Core Black / Pulse Yellow', 'Beam Orange F22 / Beam Orange F22 / Cream White', 'Clay Strata / Off White / Off White', 'Wonder Quartz / Off White / Off White', 'Wonder Beige / Off White / Off White']",FZ6000,,,,,
803,0,"['Wonder Quartz / Cloud White / Wonder Clay', 'Clay Strata / Preloved Brown / Magic Beige', 'Cloud White / Cloud White / Crystal White', 'Earth Strata S23 / Wonder Taupe S23 / Supplier Colour', 'Core Black / Cloud White / Clear Sky', 'Core Black / Cloud White / Grey Five', 'Silver Green / Silver Pebble / Acid Orange', 'Wonder White F21 / Magic Beige F22 / Preloved Brown F23', 'Core Black / Grey Three / Cloud White', 'Off White / Wonder Beige F23 / Acid Orange S21']",IE9594,,,,,
804,13,"['Core Black / Cloud White / Carbon', 'Wonder Blue F23 / Lucid Lemon F23 / Arctic Night F23', 'Core Black / Core Black / Cloud White', 'Crew Blue S21 / Cloud White / Dash Grey', 'Clear Pink / Cloud White / Core Black', 'Flash Aqua F23 / Cloud White / Silver Dawn S23', 'Core Black / Pink Fusion F23 / Grey Five']",IF7870,4.6,86.126,88.0027,373,49.0617
805,0,"['Bold Green / Signal Orange / Vivid Berry', 'Bahia Magenta / Bahia Magenta / Collegiate Green', 'Royal Blue / Cloud White / Royal Blue', 'Core Black / Cloud White / Core Black', 'Mystery Blue / Hi-Res Yellow / Mystery Blue', 'Vision Met. / Vision Met. / Grey Two', 'Core Black / Grey Six / Core Black', 'Core Black / Core Black / Core Black', 'Core Black / Gold Metallic / Core Black', 'Core Black / Core Black / Beam Pink F22', 'Cloud White / Cloud White / Matte Gold', 'Grey Two / Silver Metallic / Grey Two', 'Sand Strata / Purple / Sand Strata', 'Ecru Tint / Coral Fusion / Ecru Tint', 'Night Indigo / Cloud White / Night Indigo']",GX4302,,,,,
806,1,"['Chalk White / Chalk White / Pink Strata', 'Pink Strata / Pink Strata / Shadow Red', 'Cloud White / Blue Dawn S23 / Beam Pink F22', 'Mgh Solid Grey / Grey Four / Wonder Quartz S23']",HR0050,3.6,59.2697,62.6404,89,45.5056
807,0,"['Bold Green / Signal Orange / Vivid Berry', 'Bahia Magenta / Bahia Magenta / Collegiate Green', 'Royal Blue / Cloud White / Royal Blue', 'Core Black / Cloud White / Core Black', 'Mystery Blue / Hi-Res Yellow / Mystery Blue', 'Vision Met. / Vision Met. / Grey Two', 'Core Black / Grey Six / Core Black', 'Core Black / Core Black / Core Black', 'Core Black / Gold Metallic / Core Black', 'Core Black / Core Black / Beam Pink F22', 'Cloud White / Cloud White / Matte Gold', 'Grey Two / Silver Metallic / Grey Two', 'Sand Strata / Purple / Sand Strata', 'Ecru Tint / Coral Fusion / Ecru Tint', 'Night Indigo / Cloud White / Night Indigo']",GZ5897,,,,,
