,count_of_sizes,colors,color,product_code,reviews,star_rating,Size,comfort,quality
10,"['14.5', '18', '19']","['Royal Blue / Cloud White / Royal Blue', 'Wonder Blue / Impact Orange / Core Black', 'Cream White / Carbon / Grey Four', 'Orbit Grey / Chalk White / Grey Four', 'Better Scarlet S23 / Core Black / Better Scarlet S23', 'Royal Blue / Off White / Core Black', 'Silver Metallic / Core Black / Grey One', 'Cloud White / Core Black / Cloud White', 'Crew Yellow S21 / Core Black / Crew Yellow S21']",[],['Product code: GW4464'],['Reviews (177)'],['4.7'],['51.6949'],['83.8983'],['88.9831']
11,"['M 8 / W 9', 'M 8.5 / W 9.5', 'M 9 / W 10', 'M 9.5 / W 10.5', 'M 10 / W 11', 'M 10.5 / W 11.5', 'M 11 / W 12', 'M 11.5 / W 12.5', 'M 12 / W 13', 'M 12.5 / W 13.5', 'M 13 / W 14']",[],['Grey Three / Pulse Yellow F21 / Grey Two'],['Product code: FZ1025'],['Reviews (132)'],['4.6'],['50'],['91.3462'],['91.2879']
12,"['5', '5.5', '6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '12.5', '13']","['Core White / Core Black / Chalk White', 'Core White / Magic Grey S22 / Easy Mint', 'Chalk White / Carbon / Hazy Copper S21']",[],['Product code: GZ9802'],['Reviews (8)'],['5.0'],['50'],['84.375'],['93.75']
13,"['7', '7.5', '8', '8.5', '9', '10.5', '12', '12.5']","['Core White / Clear Pink / Cream White', 'Crystal White / Bright Blue / Grey One']",[],['Product code: IE4212'],['Reviews (14)'],['4.9'],['50'],['76.7857'],['87.5']
14,"['M 9.5 / W 10.5', 'M 10 / W 11', 'M 10.5 / W 11.5']","['Core Black / Cloud White / Team Shock Pink 2', 'Core Black / Core Black / Cloud White', 'Cloud White / Core Black / Lucid Lemon F23', 'Bright Royal / Cloud White / Bliss Blue F22', 'Cloud White / Cloud White / Core Black']",[],['Product code: GZ0024'],['Reviews (326)'],['4.3'],['45.7822'],['69.862'],['78.4509']
15,"['5', '5.5', '6', '7', '7.5', '8']","['Orbit Grey / Silver Metallic / Metal Grey', 'Cloud White / Silver Metallic / Royal Blue', 'Core Black / Silver Metallic / Solar Yellow']",[],['Product code: GX9595'],['Reviews (232)'],['4.5'],['50.3233'],['79.9569'],['88.5776']
16,"['M 5.5 / W 6.5', 'M 6 / W 7', 'M 6.5 / W 7.5', 'M 7 / W 8', 'M 7.5 / W 8.5', 'M 8 / W 9', 'M 8.5 / W 9.5', 'M 9 / W 10']","['Core Black / Cloud White / Grey Five', 'Beige Tone F21 / Core Black / Beam Yellow F22', 'Beam Orange F22 / Core Black / Semi Pulse Lilac F22', 'Silver Pebble / Core Black / Silver Pebble']",[],['Product code: HP5400'],['Reviews (189)'],['4.3'],['48.6772'],['78.1746'],['82.5397']
17,"['5', '5.5', '6']","['Cream White / Dark Brown / Sand Strata', 'Grey Four / Better Scarlet S23 / Core Black', 'Core Black / Cloud White / Collegiate Gold', 'Core Black / Core Black / Bliss', 'Feather Grey / Feather Grey / Acid Orange S21', 'Metal Grey / Feather Grey / Sand', 'Grey Three / Grey Three / Grey Five', 'Cloud White / Cloud White / Grey One', 'Cloud White / Cloud White / Vivid Red S21', 'Trace Grey / Cloud White / Core Black', 'Magic Lime S22 / Cloud White / Core Black', 'Red / Royal Blue / Off White', 'Vivid Red S21 / Cloud White / Gum', 'Legend Ink / Cloud White / Gum', 'Better Scarlet / Team Victory Red / Core Black', 'Core Black / Core Black / Cloud White', 'Cloud White / Cloud White / Core Black', 'Core Black / Core Black / Core Black', 'Core Black / Core Black / Gum', 'Core Black / Cloud White / Grey Five', 'Cloud White / Cloud White / Cloud White', 'Cloud White / Cloud White / Gum', 'Cloud White / Core Black / Grey Three', 'Mineral Green / Mineral Green / Cloud White', 'Collegiate Gold / Impact Yellow F22 / Core Black', 'Shadow Navy / Cloud White / Collegiate Burgundy', 'Shadow Navy / White Tint / Glory Red', 'Core Black / Semi Lucid Blue / Glory Red', 'Core Black / Active Teal / Cloud White', 'Shadow Navy / Grey Two / Core Black', 'Cloud White / Solar Orange / Core Black', 'Cloud White / Off White / Solar Red', 'Cloud White / Semi Lucid Blue / Core Black', 'Core Black / Semi Lucid Blue S23 / Cloud White', 'Crystal White / Cloud White / Better Scarlet', 'Cloud White / Core Black / Bright Red', 'Core Black / Royal Blue / Cloud White', 'Grey Three / Core Black / Cloud White', 'Aluminium / Aluminium / Core Black', 'Core Black / Core Black / Cloud White', 'Focus Olive / Core Black / Shadow Olive', 'Core Black / Carbon / Grey Five']",[],['Product code: IF8029'],['Reviews (5526)'],['4.6'],['52.1109'],['83.0404'],['86.2378']
18,"['5', '5.5', '6', '7', '8', '9.5', '10']","['Cream White / Dark Brown / Sand Strata', 'Grey Four / Better Scarlet S23 / Core Black', 'Core Black / Cloud White / Collegiate Gold', 'Grey Three / Core Black / Grey Five', 'Core Black / Core Black / Bliss', 'Feather Grey / Feather Grey / Acid Orange S21', 'Metal Grey / Feather Grey / Sand', 'Grey Three / Grey Three / Grey Five', 'Cloud White / Cloud White / Grey One', 'Cloud White / Cloud White / Vivid Red S21', 'Trace Grey / Cloud White / Core Black', 'Magic Lime S22 / Cloud White / Core Black', 'Red / Royal Blue / Off White', 'Vivid Red S21 / Cloud White / Gum', 'Legend Ink / Cloud White / Gum', 'Better Scarlet / Team Victory Red / Core Black', 'Core Black / Core Black / Cloud White', 'Cloud White / Cloud White / Core Black', 'Core Black / Core Black / Core Black', 'Core Black / Core Black / Gum', 'Core Black / Cloud White / Grey Five', 'Cloud White / Cloud White / Cloud White', 'Cloud White / Cloud White / Gum', 'Cloud White / Core Black / Grey Three', 'Mineral Green / Mineral Green / Cloud White', 'Collegiate Gold / Impact Yellow F22 / Core Black', 'Shadow Navy / Cloud White / Collegiate Burgundy', 'Shadow Navy / White Tint / Glory Red', 'Core Black / Semi Lucid Blue / Glory Red', 'Core Black / Active Teal / Cloud White', 'Shadow Navy / Grey Two / Core Black', 'Cloud White / Solar Orange / Core Black', 'Cloud White / Off White / Solar Red', 'Cloud White / Semi Lucid Blue / Core Black', 'Core Black / Semi Lucid Blue S23 / Cloud White', 'Crystal White / Cloud White / Better Scarlet', 'Cloud White / Core Black / Bright Red', 'Core Black / Royal Blue / Cloud White', 'Grey Three / Core Black / Cloud White', 'Aluminium / Aluminium / Core Black', 'Core Black / Core Black / Cloud White', 'Focus Olive / Core Black / Shadow Olive', 'Core Black / Carbon / Grey Five']",[],['Product code: HQ4452'],['Reviews (5526)'],['4.6'],['52.1109'],['83.0404'],['86.2378']
19,"['8', '8.5', '9', '14']","['Team Power Red 2 / Cloud White / Team Power Red 2', 'Cloud White / Core Black / Cloud White']",[],['Product code: GX5126'],['Reviews (67)'],['4.4'],['47.0149'],['75.3731'],['79.1045']
20,"['5', '6', '7.5', '11', '13']","['Cloud White / Off White / Blue Bird', 'Cloud White / Cloud White / Cloud White', 'Cloud White / Cloud White / Chalk White', 'Core White / Aluminium / Off White']",[],['Product code: GW1798'],['Reviews (119)'],['4.6'],['47.479'],['76.8908'],['88.8655']
21,"['8.5', '9', '10', '10.5', '11', '12', '13']",[],['Crew Navy S21 / Silver Metallic / Cloud White'],['Product code: H68593'],['Reviews (33)'],['3.8'],['54.5455'],['81.8182'],['73.4848']
22,"['10', '10.5', '11.5', '12', '12.5', '13', '14']","['Grey Two / Cloud White / Grey Three', 'Core Black / Core Black / Grey Six']",[],['Product code: GV9789'],['Reviews (251)'],['4.6'],['53.1873'],['89.6414'],['87.1514']
23,"['7', '7.5', '10', '10.5', '11']","['Cloud White / Solar Red / Crystal White', 'Grey Three / Cloud White / Grey Five', 'Victory Blue / Victory Blue / Cloud White', 'Better Scarlet / Better Scarlet / Cloud White', 'Carbon / Court Green / Core Black', 'Chalk White / Core Black / Cloud White', 'Core Black / Cloud White / Core Black', 'Core Black / Core Black / Carbon', 'Silver Violet / Cloud White / Core Black', 'Lucid Blue S23 / Lucid Blue S23 / Cloud White']",[],['Product code: HP5771'],['Reviews (615)'],['4.5'],['50.935'],['83.5366'],['86.3415']
24,['7.5'],"['Core Black / Core Black / Core Black', 'Cloud White / Core Black / Cloud White', 'Core Black / Cloud White / Core Black', 'Cloud White / Cloud White / Cloud White', 'Core Black / Violet Fusion / Cream White', 'Semi Impact Orange / Craft Orange / Purple Rush', 'Sand Strata / Magic Beige / Legend Ink', 'Cloud White / Wonder Steel F22 / Cloud White', 'Cloud White / Off White / Light Blue', 'Cloud White / Cloud White / Off White', 'Cloud White / Cloud White / Chalk White', 'Cloud White / Vivid Red S21 / Cloud White', 'Crystal White / Preloved Red S23 / Clay Strata S23', 'Bliss / Magic Beige / Cream White', 'Cloud White / Sand Strata / Bright Royal', 'Cloud White / Semi Screaming Green / Blue Dawn', 'Core Black / Focus Olive F21 / Cloud White', 'Cloud White / Core Black / Green', 'Cloud White / Bright Blue / Red', 'Aluminium / Aluminium / Off White', 'Cloud White / Bright Blue / Red', 'Dark Green / Core White / Gold Metallic', 'Earth Strata / Olive Strata / Aluminium', 'Better Scarlet S23 / Cloud White / Charcoal S24', 'Core Black / Cloud White / Off White', 'Collegiate Green / Crew Yellow / Cloud White', 'Crystal White / Wonder Beige F23 / Earth Strata S23']",[],['Product code: GY0025'],['Reviews (4876)'],['4.8'],['52.4825'],['82.6377'],['89.3355']
25,"['7', '7.5', '8', '11.5']","['Core Black / Core Black / Core Black', 'Cloud White / Core Black / Cloud White', 'Core Black / Cloud White / Core Black', 'Cloud White / Cloud White / Cloud White', 'Core Black / Violet Fusion / Cream White', 'Semi Impact Orange / Craft Orange / Purple Rush', 'Sand Strata / Magic Beige / Legend Ink', 'Cloud White / Wonder Steel F22 / Cloud White', 'Cloud White / Off White / Light Blue', 'Cloud White / Cloud White / Off White', 'Cloud White / Cloud White / Chalk White', 'Cloud White / Vivid Red S21 / Cloud White', 'Crystal White / Preloved Red S23 / Clay Strata S23', 'Bliss / Magic Beige / Cream White', 'Cloud White / Sand Strata / Bright Royal', 'Cloud White / Semi Screaming Green / Blue Dawn', 'Core Black / Focus Olive F21 / Cloud White', 'Cloud White / Core Black / Green', 'Cloud White / Bright Blue / Red', 'Aluminium / Aluminium / Off White', 'Cloud White / Bright Blue / Red', 'Dark Green / Core White / Gold Metallic', 'Earth Strata / Olive Strata / Aluminium', 'Better Scarlet S23 / Cloud White / Charcoal S24', 'Core Black / Cloud White / Off White', 'Collegiate Green / Crew Yellow / Cloud White', 'Crystal White / Wonder Beige F23 / Earth Strata S23']",[],['Product code: GW2175'],['Reviews (4876)'],['4.8'],['52.4825'],['82.6377'],['89.3355']
26,"['6.5', '7', '7.5', '8', '8.5', '9', '10', '10.5', '11', '11.5', '12', '12.5', '13', '14']","['Core Black / Silver Metallic / Cloud White', 'Cloud White / Silver Metallic / Silver Metallic', 'Team Light Grey / Cloud White / Silver Metallic', 'Team Power Red / Cloud White / Solar Red', 'Royal Blue / Cloud White / Solar Blue', 'Team Navy / Cloud White / Mystery Ink']",[],['Product code: S23851'],['Reviews (17)'],['4.6'],['51.4706'],['92.6471'],['91.1765']
27,"['3.5', '4', '4.5', '5', '5.5', '6', '6.5', '7', '8', '10', '11', '12', '13']",[],['Power Red / Core Black / Cloud White'],['Product code: FW2853'],['Reviews (28)'],['3.1'],['32.1429'],['47.3214'],['61.6071']
28,"['5', '5.5', '6', '6.5', '7', '7.5', '8', '9']","['Core Black / Core Black / Light Purple', 'Bliss / Feather Grey / Linen', 'Non Dyed / Carbon / Chalk White', 'Carbon / Cloud White / Core Black', 'Bright Royal / Core Black / Crystal White', 'Light Grey / Light Grey / Dash Grey']",[],['Product code: HQ1970'],['Reviews (267)'],['4.6'],['50.8427'],['79.3071'],['86.8914']
29,"['M 4 / W 5', 'M 5 / W 6', 'M 6 / W 7']","['Grey Three / Cloud White / Grey Three', 'Scarlet / Cloud White / Scarlet', 'Core Black / Cloud White / Core Black', 'Collegiate Navy / Cloud White / Collegiate Navy']",[],['Product code: FU8298'],['Reviews (2282)'],['4.7'],['47.8122'],['83.916'],['86.4045']
30,"['6.5', '7', '8', '8.5', '14', '15']","['Royal Blue / Cloud White / Cloud White', 'Team Power Red / Cloud White / Cloud White', 'Core Black / Cloud White / Cloud White', 'Cloud White / Silver Metallic / Team Light Grey', 'Team Navy / Cloud White / Cloud White', 'Team Light Grey / Cloud White / Silver Metallic']",[],['Product code: FZ4216'],['Reviews (71)'],['4.7'],['48.2394'],['83.0986'],['85.9155']
31,"['6.5', '7', '7.5', '8', '8.5', '9', '9.5', '14']","['Impact Orange F22 / Beam Orange F22 / Pulse Lilac F22', 'Core Black / Cloud White / Grey Six', 'Cloud White / Gold Metallic / Cloud White', 'Impact Orange F22 / Beam Orange F22 / Pulse Lilac F22', 'Team Shock Pink / Cloud White / Clear Pink', 'Team Power Red / Cloud White / Vivid Red S21', 'Team Navy / Cloud White / Wonder Steel F22', 'Royal Blue / Cloud White / Blue Rush S22', 'Team Light Grey / Cloud White / Cloud White', 'Cloud White / Core Black / Cloud White']",[],['Product code: HP2178'],['Reviews (45)'],['4.8'],['50.5556'],['88.3333'],['88.3333']
32,"['6.5', '7', '7.5', '8.5', '9', '10', '10.5', '11', '11.5', '12', '12.5', '13', '14']","['Core Black / Silver Metallic / Cloud White', 'Cloud White / Silver Metallic / Silver Metallic', 'Team Light Grey / Cloud White / Silver Metallic', 'Team Power Red / Cloud White / Solar Red', 'Royal Blue / Cloud White / Solar Blue', 'Team Navy / Cloud White / Mystery Ink']",[],['Product code: FY4442'],['Reviews (17)'],['4.6'],['51.4706'],['92.6471'],['91.1765']
33,"['M 6.5 / W 7.5', 'M 7 / W 8', 'M 7.5 / W 8.5', 'M 9.5 / W 10.5']","['Bright Royal / Cloud White / Bliss Blue F22', 'Cloud White / Core Black / Lucid Lemon F23', 'Cloud White / Grey Two / Preloved Blue S23', 'Team Solar Orange / Core Black / Core Black', 'Core Black / Core Black / Cloud White', 'Cloud White / Cloud White / Cloud White', 'Core Black / Cloud White / Team Shock Pink 2']",[],['Product code: GZ0031'],['Reviews (163)'],['4.7'],['51.9939'],['81.7485'],['88.0368']
34,"['7', '9.5', '11', '12', '14']","['Core Black / Cloud White / Carbon', 'Core Black / Core Black / Core Black', 'Cloud White / Cloud White / Beam Green F22', 'Core Black / Cloud White / Solar Yellow', 'Lucid Blue S23 / Cloud White / Pulse Mint S22', 'Cloud White / Grey Two / Lucid Blue S23']",[],['Product code: HQ1449'],['Reviews (687)'],['4.5'],['49.0175'],['81.8413'],['85.6623']
35,"['M 11 / W 12', 'M 11.5 / W 12.5', 'M 12 / W 13', 'M 13 / W 14']","['Purple / Cloud White / Lucid Fuchsia S23', 'Grey Four / Gum / Gum', 'Core Black / Cloud White / Cloud White', 'Crystal White / Cloud White / Cloud White', 'Core Black / Core Black / Core Black']",[],['Product code: HP5987'],['Reviews (138)'],['4.5'],['50.9058'],['79.1667'],['84.6014']
36,"['7', '7.5', '8', '8.5', '11.5', '12', '12.5', '14', '15']",[],['Core Black / Grey Four / Mesa'],['Product code: FZ1035'],['Reviews (155)'],['4.8'],['49.8387'],['88.7097'],['92.2581']
37,"['5', '6', '6.5', '7', '11', '13']","['Grey One / Crystal White / Cloud White', 'Vivid Red / Better Scarlet / Cloud White', 'Grey Five / Carbon / Bright Royal', 'Cloud White / Core Black / Gold Metallic', 'Core Black / Cloud White / Gold Metallic', 'Core Black / Cloud White / Carbon', 'Cloud White / Core Black / Cloud White', 'Wonder Taupe / Simple Brown / Core Black', 'Grey Six / Solar Orange / Core Black', 'Active Teal / Core Black / Crystal White', 'Active Purple / Core Black / Signal Green', 'Crystal White / Core Black / Signal Green', 'Core Black / Core Black / Signal Green', 'Core Black / Grey Five / Core Black', 'Magic Grey S22 / Cloud White / Beam Orange F22', 'Beam Orange F22 / Grey One / Bliss Orange', 'Cloud White / Core Black / Grey One', 'Core Black / Core Black / Core Black', 'Core Black / Core Black / Cloud White', 'Cloud White / Cloud White / Cloud White', 'Core Black / Core Black / Core Black', 'Core Black / Cloud White / Core Black', 'Royal Blue / Crystal White / Core Black', 'Core Black / Cloud White / Grey Six', 'Cloud White / Cloud White / Grey Two', 'Core Black / Core Black / Core Black', 'Core Black / Cloud White / Core Black', 'Solar Yellow / Solar Yellow / Core Black', 'Focus Olive F21 / Focus Olive F21 / Core Black', 'Silver Green / Carbon / Grey Four', 'Light Solid Grey / Silver Metallic / Crystal White', 'Bright Royal / Black Blue Met. / Silver Metallic', 'Grey Three / Cloud White / Core Black']",[],['Product code: GX2084'],['Reviews (1178)'],['4.4'],['51.2521'],['76.528'],['82.6401']
38,"['7.5', '10', '13', '14']","['Core Black / Signal Green / Pulse Lilac F22', 'Preloved Red S23 / Core Black / Cloud White', 'Cloud White / Core Black / Matte Silver', 'Royal Blue / Off White / Bright Royal']",[],['Product code: GY4690'],['Reviews (104)'],['4.4'],['47.3558'],['80.2885'],['84.375']
39,"['8', '11.5', '13']",[],['Core Black / Core Black / Cloud White'],['Product code: FY9299'],['Reviews (20)'],['4.6'],['35'],['83.75'],['93.75']
40,"['M 15 / W 16', 'M 16 / W 17', 'M 17 / W 18', 'M 18 / W 19']","['Core Black / Cloud White / Cloud White', 'Core Black / Core Black / Cloud White', 'Core Black / Cloud White / Grey Two', 'Core Black / Cloud White / Cloud White', 'Core Black / Carbon / Core Black', 'Cloud White / Grey Two / Cloud White', 'Core Black / Core Black / Cloud White', 'Core Black / Cloud White / Core Black', 'Core Black / Gold Metallic / Core Black', 'Core Black / Cloud White / Core Black', 'Legend Ink / Cloud White / Legend Ink', 'Cloud White / Core Black / Core Black', 'Cloud White / Core Black / Grey Three', 'Core Black / Core Black / Core Black', 'Shadow Navy S22 / Cloud White / Shadow Navy S22', 'Core Black / Preloved Yellow / Core Black', 'Shadow Navy / Preloved Yellow / Shadow Navy']",[],['Product code: GV9712'],['Reviews (11565)'],['4.7'],['51.9717'],['89.5965'],['88.7916']
41,"['10.5', '11', '11.5', '12']","['Cloud White / Cloud White / Silver Metallic', 'Cloud White / Cloud White / Gold Metallic']",[],['Product code: HP7711'],['Reviews (13)'],['4.5'],['46.1538'],['75'],['82.6923']
42,"['9.5', '10', '11', '11.5', '12']","['Wonder Steel F22 / Core Black / Impact Orange F22', 'Core Black / Core Black / Grey Five', 'Core Black / Core Black / Grey Five']",[],['Product code: HR1160'],['Reviews (172)'],['4.3'],['50'],['81.5407'],['81.9767']
43,"['M 11.5 / W 12.5', 'M 12 / W 13', 'M 13 / W 14']","['Grey Three / Grey Three / Grey Two', 'Core Black / Grey Three / Carbon', 'Core Black / Core Black / Solar Red', 'Core Black / Core Black / Solar Gold', 'Shadow Navy / Shadow Navy / Acid Orange', 'Cloud White / Zero Metalic / Crystal White', 'Grey One / Cloud White / Solar Red', 'Silver Violet S23 / Silver Violet S23 / Silver Dawn S23', 'Core Black / Core Black / Solar Red', 'Core Black / Core Black / Carbon', 'Grey One / Silver Metallic / Core White', 'Core Black / Core Black / Coral Fusion', 'Orange / Orange / Core Black', 'Aluminium / Off White / Wonder Beige', 'Cloud White / Cloud White / Lucid Pink', 'Shadow Navy / Shadow Navy / Silver Metallic', 'Core Black / Core Black / Grey Six', 'Olive Strata / Core Black / Silver Pebble']",[],['Product code: HP5982'],['Reviews (197)'],['4.4'],['56.8528'],['76.5228'],['82.1066']
44,"['12.5', '13', '14']","['Cloud White / Orbit Grey / Off White', 'Clay Strata / Cream White / Bold Gold', 'Silver Metallic / Preloved Blue / Grey Two', 'Wonder Quartz / Off White / Core Black', 'Linen Green / Metal Grey / Cream White', 'Off White / Collegiate Gold / Cream White', 'Off White / Wonder Beige / Cream White']",[],['Product code: FZ6298'],['Reviews (580)'],['4.8'],['52.5519'],['82.6125'],['91.8103']
45,"['4.5', '5', '5.5', '6', '6.5', '7', '7.5', '8', '9']","['Core Black / Grey Five / Off White', 'Cloud White / Mgh Solid Grey / Off White', 'Core Black / Grey Four / Cloud White', 'Cloud White / Grey One / Core Black', 'Grey Three / Grey One / Core Black', 'Core Black / Core Black / Core Black', 'Active Teal / Core Black / Off White', 'Bliss / Core Black / Cloud White', 'Grey Two / Grey One / Silver Metallic', 'Cloud White / Core Black / Silver Metallic', 'Wonder Beige / Shadow Olive / Better Scarlet', 'Focus Olive / Silver Pebble / Carbon', 'Wonder Beige / Aluminium / Core Black', 'Core Black / Carbon / Grey Five']",[],['Product code: GW4654'],['Reviews (734)'],['4.4'],['59.9796'],['76.1921'],['88.624']
46,"['5', '5.5', '6', '6.5']","['Pink Strata S23 / Shadow Red / Wonder Blue F23', 'Wonder Red / Cloud White / Wonder Taupe', 'Solar Red / Core Black / Cloud White', 'Carbon / Blue Dawn S23 / Court Green S23', 'Wonder Taupe S23 / Wonder Taupe S23 / Solar Red', 'Cloud White / Core Black / Solar Red', 'Cloud White / Solar Gold / Lucid Blue S23', 'Core Black / White Tint / Screaming Orange S21', 'Dash Grey / Solar Red / Lucid Blue', 'Chalk White / Core Black / Bright Red', 'Light Aqua / Core Black / Bright Red', 'Shadow Navy S22 / Crystal White / Wonder Blue F23', 'Lucid Lemon / Core Black / Crystal White', 'Cloud White / Arctic Night / Lucid Lemon', 'Grey Four / Cloud White / Grey Five', 'Core Black / Core Black / Lucid Lime F23', 'Better Scarlet S23 / Better Scarlet S23 / Solar Red', 'Wonder Silver F23 / Wonder Silver F23 / Grey Four', 'Lucid Blue S23 / Coral Fusion S23 / Blue Fusion S23', 'Core Black / Cloud White / Core Black', 'Core Black / Bright Royal / Lucid Lemon F23']",[],['Product code: HQ6342'],['Reviews (1938)'],['4.7'],['49.613'],['86.1197'],['89.306']
47,"['7', '10.5', '11.5', '12', '13']","['Wonder Steel F22 / Core Black / Impact Orange F22', 'Core Black / Core Black / Grey Five', 'Core Black / Core Black / Grey Five']",[],['Product code: HR1157'],['Reviews (172)'],['4.3'],['50'],['81.5407'],['81.9767']
