,ShoeName,Category,no_colors,price_reduce,price,product_code
363,Jordan Stadium 90,Women,5.0,112.97,140.0,FB2269-103
364,Nike Air Huarache,Women,8.0,96.97,120.0,DV2220-100
365,Nike Cortez Platform Unlocked By You,Women,5.0,130.0,130.0,FQ7223-905
366,Nike Alphafly 3 Proto,Women,1.0,285.0,285.0,FD8357-100
367,Nike Alpha Huarache Elite 4 Turf,Women,6.0,85.0,85.0,DV0496-006
368,Nike SB Force 58 Premium,Women,3.0,85.0,85.0,DH7505-101
369,Nike Ja Fly 4,Women,2.0,120.0,120.0,DR2741-100
370,Converse Chuck Taylor All Star Low Top,Women,3.0,60.0,60.0,M9697-410
371,Nike React HyperSet,Women,4.0,135.0,135.0,CI2955-160
372,Nike Huarache 9 Elite Mid LAX SE,Women,1.0,135.0,135.0,FV6149-001
373,Nike Dunk Low By Kelíta,Women,1.0,150.0,150.0,FN0569-900
374,Nike Precision 6,Women,1.0,60.97,80.0,FV1894-800
375,Nike Air Max 1 '87 LX NBHD,Women,1.0,160.0,160.0,FN0564-001
376,Nike Inflict,Women,5.0,110.0,110.0,325256-401
377,Nike SB Zoom Blazer Mid,Women,6.0,59.97,90.0,864349-204
378,Nike Dunk Low,Women,1.0,115.0,115.0,
379,Air Jordan XXXVIII,Women,2.0,200.0,200.0,DZ3356-500
380,Nike Zoom SD 4,Women,2.0,85.0,85.0,685135-004
381,Sabrina 1 By You,Women,1.0,160.0,160.0,FJ4036-900
382,Nike Initiator,Women,1.0,75.0,75.0,394053-101
383,"Freak 4 ""Birthstone""",Women,5.0,89.97,130.0,DJ6149-400
384,Nike Blazer Mid Victory,Women,2.0,90.97,120.0,DR2948-600
385,Nike Air Max 90 By You,Women,6.0,150.0,150.0,FJ8901-900
386,Air Jordan 1 Elevate High SE,Women,1.0,155.0,155.0,FB9894-100
387,Air Jordan 1 Low,Women,1.0,115.0,115.0,DC0774-102
388,Nike Woodside Chukka 2,Women,2.0,130.0,130.0,537345-001
389,Nike Zoom Javelin Elite 3,Women,2.0,160.0,160.0,AJ8119-002
390,"Cosmic Unity 3 ""A'ja Wilson""",Women,1.0,137.97,160.0,FQ9395-600
391,Nike RYZ 365,Women,2.0,76.97,90.0,BQ4153-100
392,Nike Huarache 9 Elite Low LAX SE,Women,1.0,125.0,125.0,FV6147-001
393,"Air Jordan XXXVIII ""FIBA""",Women,1.0,170.97,200.0,FN7481-100
394,Jordan Hex,Women,6.0,55.0,55.0,DQ8992-001
395,Air Jordan XXXVII Low GC,Women,1.0,195.0,195.0,FD8701-001
396,Nike Free RN By You,Women,6.0,130.0,130.0,FJ9822-601
397,Nike Free Run 5.0,Women,2.0,89.97,105.0,DZ5217-100
398,Nike SB Chron 2,Women,4.0,75.0,75.0,DM3493-002
399,Nike Attack,Women,1.0,140.0,140.0,
400,Nike Pegasus Trail 3 GORE-TEX,Women,1.0,96.97,160.0,DC8794-002
401,Nike Zoom Rival SD 2,Women,2.0,70.0,70.0,685134-400
402,Luka 1,Women,2.0,66.97,110.0,DN1772-108
403,Nike Zoom Blazer Mid Pro GT,Women,2.0,85.0,100.0,FN4182-001
404,Nike Cortez Unlocked By You Greatest Gift,Women,3.0,130.0,130.0,FJ8890-900
405,Nike Dunk High,Women,1.0,125.0,125.0,DV2185-100
406,Nike Alpha Huarache 8 Pro,Women,2.0,85.97,100.0,CW4439-011
407,Nike Blazer Mid '77 By You,Women,6.0,120.0,120.0,DO7433-900
408,Nike Free Crater Trail Moc N7,Women,1.0,88.97,160.0,DQ7605-200
409,NikeCourt Vapor Lite 2 Premium,Women,1.0,71.97,95.0,FB7065-600
410,Nike Precision 6 FlyEase,Women,2.0,68.97,80.0,DJ7552-009
411,Nike Dunk High 1985,Women,1.0,77.97,140.0,FD0794-700
412,Nike Air Huarache x Serena Williams Design Crew,Women,1.0,130.0,130.0,DX4260-100
413,Nike Magmascape x sacai,Women,2.0,200.0,200.0,
414,Nike Romaleos 4 SE,Women,1.0,200.0,200.0,DJ4487-121
415,Nike Dunk High Up Premium,Women,3.0,72.97,145.0,DQ5012-133
416,Nike Air More Uptempo,Women,1.0,72.97,85.0,FJ6035-600
417,NikeCourt Vision Mid,Women,2.0,76.97,90.0,CD5436-100
418,Nike React HyperSet LE,Women,1.0,140.0,140.0,DJ4473-170
419,Nike Air Max Plus PRM,Women,1.0,157.97,185.0,DZ2832-200
420,Converse Custom Chuck Taylor All Star Low Top,Women,1.0,80.0,80.0,CU1724-960
421,Nike Air Max Scorpion Flyknit,Women,1.0,250.0,250.0,DJ4702-002
422,NikeCourt Air Zoom GP Turbo Naomi Osaka,Women,1.0,119.97,140.0,DZ1725-300
423,Nike Air Deldon Be True,Women,3.0,120.0,120.0,DX6779-100
424,Air Jordan XXXVIII WNBA,Women,1.0,200.0,200.0,FQ9008-800
425,Nike SB Zoom Blazer Mid Premium,Women,3.0,80.97,100.0,FD5113-400
426,Nike Manoa Leather SE,Women,2.0,73.97,105.0,DC8892-001
427,Nike SB Zoom Nyjah 3,Women,6.0,66.97,110.0,DV7896-600
428,Nike Vomero 16,Women,4.0,127.97,150.0,DA7698-004
429,Converse x Kasina Weapon,Women,1.0,140.0,140.0,
430,NikeCourt Zoom NXT,Women,1.0,124.97,140.0,DH0222-101
431,Nike Air Force 1 x Serena Williams Design Crew,Women,2.0,98.97,140.0,DR9842-400
432,Nike Dunk Low By Kelcey,Women,1.0,150.0,150.0,FN0569-900
433,Nike SB Ishod Wair Premium,Women,1.0,72.97,110.0,DZ5648-100
434,Nike ZoomX Dragonfly XC,Women,3.0,160.0,160.0,DX7992-700
435,Nike Air Max Koko,Women,1.0,80.97,100.0,CW9705-200
436,Nike M2K Tekno,Women,1.0,120.0,120.0,BQ3378-100
437,LeBron 19 Low,Women,1.0,97.97,160.0,DH1270-100
438,Nike ACG Torre Mid Waterproof,Women,2.0,150.0,150.0,
439,Air Jordan 1 Low SE,Women,1.0,106.97,125.0,FB9893-300
440,Nike Air Force 1 Low By You,Women,1.0,135.0,135.0,DV3907-900
441,Nike Metcon 9 AMP,Women,1.0,136.97,160.0,DZ2616-800
442,Nike Attack,Women,1.0,120.0,120.0,
443,KD16 By You,Women,1.0,190.0,190.0,FB2390-900
444,Nike Air Max Pulse Roam,Women,2.0,144.97,170.0,DZ3544-200
445,Nike Huarache 9 Elite TF LAX SE,Women,1.0,105.0,105.0,FV6148-001
446,Nike Fontanka Waffle,Women,1.0,70.97,100.0,DC3579-800
447,Nike Blazer Mid '77,Women,3.0,115.0,115.0,FJ4547-100
448,CONVERSE x DRKSHDW,Women,1.0,175.0,175.0,A04955C-101
449,Nike Zoom Vomero 5,Women,3.0,160.0,160.0,FB9149-400
450,Nike Zoom Vomero 5,Women,1.0,160.0,160.0,
451,Nike Blazer Mid '77 Canvas,Women,2.0,71.97,100.0,DX5550-700
452,Nike Air Max SYSTM,Women,1.0,70.97,100.0,DV6841-100
453,Air Jordan 1 Low OG,Women,1.0,140.0,140.0,CZ0775-001
454,Nike ZoomX Dragonfly,Women,3.0,160.0,160.0,CV0400-400
455,Nike Pegasus 39,Women,1.0,78.97,130.0,DZ4701-600
456,NOCTA Air Force 1 Low,Women,1.0,160.0,160.0,
457,Nike x Martine Rose Shox MR4,Women,1.0,200.0,200.0,
458,Nike Air Zoom LJ Elite,Women,2.0,160.0,160.0,CT0079-400
459,"Zion 3 ""Mud, Sweat and Tears""",Women,1.0,140.0,140.0,DR0675-300
460,Nike Air Force 1 '07 SE,Women,1.0,93.97,110.0,DO9458-100
461,Nike Roshe One,Women,2.0,63.97,75.0,844994-002
462,Nike Dunk Low Twist,Women,1.0,125.0,125.0,DZ2794-102
463,Nike Dunk Low By Italia,Women,1.0,150.0,150.0,FN0569-900
464,Nike Blazer Mid '77 Next Nature,Women,1.0,105.0,105.0,DQ4124-106
465,Nike Sideline IV,Women,1.0,80.0,80.0,943790-100
466,Nike Benassi N7,Women,1.0,35.0,35.0,FV5914-010
467,Nike Alpha Huarache 8 Elite,Women,3.0,110.97,130.0,CW4440-011
468,Nike City Classic Premium,Women,1.0,123.97,145.0,FD0211-300
469,Nike Court Legacy Canvas Mid,Women,1.0,59.97,70.0,DD0161-100
470,Nike Revolution 7 EasyOn,Women,1.0,59.97,70.0,FN7999-001
471,Nike Huarache 9 Elite Low LAX,Women,2.0,120.0,120.0,FD0089-101
472,Nike Air Max 97 By You Greatest Gift,Women,1.0,195.0,195.0,FN6743-900
473,Nike Dunk Low Disrupt x Serena Williams Design Crew,Women,1.0,120.0,120.0,DX4220-100
474,"Nike ACG GORE-TEX ""Mountain Fly""",Women,1.0,220.0,220.0,CT2904-002
475,Nike Tech Hera,Women,1.0,110.0,110.0,FQ8107-133
476,Nike Benassi JDI,Women,1.0,13.97,25.0,343881-007
477,Nike Attack,Women,1.0,130.0,130.0,
478,NikeCourt Air Zoom Vapor Pro 2,Women,1.0,130.0,130.0,FB2200-001
479,NikeCourt Air Zoom Vapor Pro 2 Premium,Women,1.0,105.97,140.0,FB7054-600
480,Nike Air Max 95,Women,1.0,104.97,190.0,DZ5226-300
481,Nike Air Presto,Women,1.0,65.97,130.0,DM9554-900
482,Nike Air Max 1 Premium 2,Women,1.0,108.97,180.0,FD5088-200
483,Air Jordan OG,Women,1.0,112.97,140.0,DO1850-007
484,Nike J Force 1 Low LX SP,Women,2.0,170.0,170.0,DR0424-001
485,Freak 5 By You,Women,1.0,160.0,160.0,HF0004-900
486,KD16 By You,Women,1.0,190.0,190.0,FB2390-900
487,Nike Zoom Javelin Elite 3,Women,1.0,89.97,150.0,DV9193-001
488,Nike Daybreak,Women,1.0,95.0,95.0,DX3313-100
489,Nike Manoa Leather,Women,2.0,80.97,95.0,454350-700
490,Nike G.T. Jump,Women,2.0,153.97,180.0,CZ9907-003
491,Nike Renew Ride 3,Women,1.0,64.97,80.0,DC8184-001
492,Air Jordan XXXVII,Women,1.0,111.97,185.0,DD6958-001
493,Nike SB Zoom Blazer Mid Premium,Women,2.0,75.97,100.0,DV7898-600
494,Nike Terminator High (Morehouse),Women,1.0,150.0,150.0,
495,LeBron Witness 8,Women,1.0,110.0,110.0,FB2239-002
496,Nike Court Royale AC,Women,1.0,65.0,65.0,BQ9138-001
497,Nike Initiator,Women,1.0,75.0,75.0,FQ6873-101
498,AJKO 1,Women,1.0,84.97,140.0,DO5047-411
499,Nike Air Max 1 '87 By You,Women,1.0,180.0,180.0,FJ8893-900
500,Nike Air Max 1 '87,Women,1.0,160.0,160.0,
501,Nike Blazer Mid '77,Women,1.0,89.97,100.0,CZ1055-101
502,Nike Air Max 1 x Serena Williams Design Crew,Women,1.0,150.0,150.0,FQ4298-800
503,Nike Blazer Mid '77 Suede,Women,1.0,78.97,105.0,CI1172-601
504,Cosmic Unity 3 N7,Women,1.0,170.0,170.0,FV6079-001
505,Nike High Jump Elite,Women,1.0,135.0,135.0,806561-400
506,Nike Air Max Thea Mid,Women,2.0,127.97,150.0,859550-200
507,NikeCourt Air Zoom GP Turbo Osaka,Women,1.0,136.97,160.0,FB7076-100
508,Nike M2K Tekno,Women,1.0,102.97,120.0,AO3108-006
509,Nike Zoom Rotational 6,Women,2.0,110.0,110.0,685131-004
510,Nike Air Max Command,Women,1.0,120.0,120.0,397690-018
511,Nike Dunk Low Retro,Women,1.0,115.0,115.0,DD1391-100
512,Nike Icon Classic SE,Women,2.0,70.0,70.0,FJ2596-002
513,Nike Air Adjust Force Unlocked By You Greatest Gift,Women,1.0,210.0,210.0,FB2392-900
514,Nike Dunk High,Women,1.0,110.97,130.0,FN4216-001
515,Nike Metcon 9 EasyOn,Women,2.0,127.97,150.0,DZ2540-600
516,Nike Air Force 1 ’07,Women,1.0,115.0,115.0,FZ3597-133
517,Nike Vomero 5,Women,1.0,160.0,160.0,FN7196-663
518,Freak 5 By You,Women,1.0,160.0,160.0,HF0004-900
519,Nike Vomero 5,Women,1.0,160.0,160.0,FN7778-600
520,Air Jordan 1 Mid SE,Women,1.0,135.0,135.0,FJ4923-008
521,Nike Blazer Mid '77 By You,Women,1.0,120.0,120.0,DO7433-900
522,Nike Dunk Low Premium,Women,1.0,125.0,125.0,FQ8899-100
523,Nike Air Force 1 '07 EasyOn,Women,1.0,115.0,115.0,FD1146-100
524,Nike Zoom Air Fire,Women,2.0,93.97,125.0,DV1129-101
525,Nike Dunk Low,Women,1.0,125.0,125.0,FQ8897-252
526,Nike Pole Vault Elite,Women,2.0,130.0,130.0,AA1204-400
527,Nike SB Pogo,Women,1.0,67.97,90.0,DR9114-100
528,Nike Air Max 97 By You Greatest Gift,Women,1.0,195.0,195.0,FZ0815-900
529,Nike Air Max Fusion,Women,1.0,75.0,75.0,CJ1671-100
530,Jordan System.23,Women,1.0,110.0,110.0,DN4890-700
531,Nike Alpha Huarache 8 Varsity,Women,1.0,76.97,90.0,CZ6558-110
532,Nike Air Force 1 '07 SE,Women,1.0,72.97,110.0,DR6402-900
533,Nike Air Max 97,Women,1.0,138.97,185.0,FQ8889-100
534,Air Jordan 1 Low SE Craft,Women,1.0,120.0,120.0,DZ4135-002
535,LeBron Witness 6 (Team),Women,1.0,89.97,105.0,DO9843-100
536,Nike Dunk Low,Women,1.0,120.0,120.0,DV7411-400
537,Nike InfinityRN 4 By You Greatest Gift,Women,1.0,190.0,190.0,DX5048-300
538,Air Jordan 1 Mid SE Craft,Women,1.0,114.97,135.0,FD6817-003
539,Jumpman MVP,Women,1.0,140.97,165.0,FQ8337-121
540,Nike SB Nyjah Free 2,Women,1.0,65.97,100.0,BV2078-100
541,Nike SB Zoom Blazer Mid x Mason Silva,Women,1.0,88.97,110.0,DZ7260-400
542,Nike Air Max 1 Premium 2,Women,1.0,160.0,160.0,FD5088-001
543,Air Jordan 11 CMFT Low,Women,2.0,110.97,130.0,DV2629-005
544,Air Jordan 2 Retro,Women,1.0,175.0,175.0,FB2372-100
545,Nike Air Adjust Force Unlocked By You Greatest Gift,Women,1.0,210.0,210.0,FB2392-900
546,"LeBron XXI ""Abalone""",Women,1.0,210.0,210.0,FN0708-400
547,Nike Air Max 270,Women,1.0,160.0,160.0,DH3050-100
548,Nike Dunk Low Next Nature,Women,1.0,110.0,110.0,FN7105-030
549,NikeCourt Air Zoom Vapor 11 Premium,Women,1.0,153.97,180.0,FD6694-001
550,Air Jordan 1 Retro Low Slip,Women,2.0,110.0,110.0,AV3918-102
551,Converse x Martine Ali Chuck 70 De Luxe Wedge,Women,1.0,160.0,160.0,
552,Nike Ebernon Low,Women,1.0,70.0,70.0,AQ1779-100
553,Air Jordan 1 Mid SE,Women,1.0,135.0,135.0,FJ3448-200
554,Zion 2 TB,Women,1.0,102.97,120.0,DQ7688-170
555,Nike Air Force 1 '07 Premium,Women,1.0,98.97,140.0,DV4462-600
556,Nike Air More Uptempo,Women,1.0,85.0,85.0,FJ2708-001
557,Nike Crater Impact,Women,1.0,89.97,105.0,CW2386-603
558,Nike Air Pegasus '89 Premium,Women,1.0,110.0,110.0,FN6838-012
559,NikeCourt Air Zoom GP Turbo Osaka Premium,Women,1.0,160.0,160.0,FJ2985-001
560,Nike G.T. Cut 2 GTE,Women,1.0,153.97,180.0,FV4145-001
561,Nike Renew In-Season TR 11,Women,1.0,57.97,75.0,DA1349-004
562,Nike Air Footscape Woven,Women,2.0,160.0,160.0,
563,Nike Air Footscape Woven Premium,Women,1.0,160.0,160.0,
564,NikeCourt Air Zoom Vapor Pro 2,Women,1.0,120.0,120.0,DV2024-001
565,Nike ZoomX Dragonfly,Women,1.0,89.97,150.0,DR9922-700
566,Nike SB Zoom Blazer Mid,Women,1.0,67.97,90.0,FD0731-001
567,Air Jordan I High G,Women,4.0,99.97,180.0,DQ0660-130
568,Nike Superfly 9 Elite Mercurial Dream Speed,Women,5.0,295.0,295.0,FD1157-600
569,Nike Mercurial Vapor 15 Academy,Women,2.0,85.0,85.0,DJ5630-600
570,Nike Infinity Pro 2,Women,3.0,93.97,110.0,DJ5593-041
571,Nike Infinity Ace Next Nature,Women,6.0,82.97,110.0,DX0024-100
572,Jordan ADG 4 x Eastside Golf,Women,1.0,205.0,205.0,FJ0850-001
573,Jordan ADG 4,Women,5.0,195.0,195.0,DM0103-003
574,Nike Air Max 1 '86 OG G,Women,4.0,120.97,160.0,DV1403-002
575,Nike Air Zoom Infinity Tour NEXT% Boa,Women,1.0,150.97,190.0,DJ5590-103
576,Air Jordan 1 Low G,Women,5.0,140.0,140.0,DD9315-108
577,Roshe G Next Nature,Women,7.0,76.97,85.0,DV1202-601
578,Air Jordan 1 High G NRG,Women,1.0,210.0,210.0,FD6815-001
579,Nike Air Zoom Infinity Tour NEXT% NRG,Women,1.0,180.0,180.0,DV6801-701
580,Jordan Retro 6 G,Women,3.0,230.0,230.0,DV1376-101
581,Air Jordan 12 Low,Women,1.0,220.0,220.0,DH4120-101
582,Nike Air Zoom Infinity Tour NRG,Women,1.0,153.97,180.0,FB3124-100
583,Nike Air Zoom Infinity Tour,Women,5.0,136.97,160.0,DC5221-041
584,Nike Air Zoom Infinity Tour NEXT% Shield,Women,1.0,190.0,190.0,FD6853-001
585,Nike Air Max 1 '86 OG G NRG,Women,1.0,170.0,170.0,DV1407-100
586,Nike Infinity Pro 2,Women,1.0,110.0,110.0,DM8449-001
587,Nike Air Max 90 G,Women,1.0,99.97,130.0,CU9978-101
588,Nike Air Max 90 G NRG,Women,1.0,105.97,150.0,DQ4128-155
589,Nike Victory Pro 3,Women,2.0,110.97,130.0,DV6800-110
590,Air Jordan 1 Low G NRG,Women,1.0,170.0,170.0,FD6848-001
591,Nike Phantom GX Elite,Women,4.0,203.97,250.0,DC9968-705
592,Nike Mercurial Vapor 15 Elite,Women,8.0,212.97,250.0,DJ4978-605
593,Nike Phantom GX Pro,Women,4.0,144.97,160.0,DD9465-600
594,Nike Mercurial Superfly 9 Elite By You,Women,6.0,305.0,305.0,FN6746-904
595,Nike Mercurial Vapor 15 Elite,Women,3.0,260.0,260.0,DJ5167-300
596,Nike Superfly 9 Academy Mercurial Dream Speed,Women,3.0,110.0,110.0,FD1162-600
597,Nike Tiempo Legend 10 Elite,Women,4.0,230.0,230.0,DZ3183-100
598,Nike Mercurial Vapor 15 Academy,Women,1.0,85.0,85.0,DJ5633-600
599,Nike Mercurial Superfly 9 Academy,Women,5.0,95.0,95.0,DJ5627-600
600,Nike Mercurial Superfly 9 Academy By You,Women,6.0,130.0,130.0,FN6750-900
601,Nike Mercurial Vapor 15 Club,Women,2.0,65.0,65.0,DJ5963-600
602,Nike Phantom GX Academy MG By You,Women,6.0,125.0,125.0,DX5257-900
603,Nike Phantom GX Academy,Women,4.0,85.0,85.0,DD9475-705
604,Nike Gripknit Phantom GX Elite FG By You,Women,4.0,280.0,280.0,DX5261-902
605,Nike Tiempo Legend 10 Pro,Women,2.0,140.0,140.0,DV4336-040
606,Nike Gripknit Phantom GX Elite Dynamic Fit FG By You,Women,2.0,305.0,305.0,DX5266-902
607,Nike Phantom GX Academy,Women,4.0,85.97,100.0,DD9472-300
608,NikePremier 3,Women,5.0,93.97,110.0,AT5889-407
609,Nike Tiempo Legend 10 Academy,Women,4.0,72.97,85.0,DV4337-300
610,Nike Phantom GX Club,Women,2.0,63.97,75.0,DD9482-600
611,Nike Phantom Luna,Women,2.0,110.97,130.0,FN8406-300
612,Nike Mercurial Superfly 9 Pro,Women,3.0,170.0,170.0,DJ5598-040
613,Nike Phantom GX Elite,Women,3.0,242.97,285.0,DC9969-600
614,Nike Streetgato,Women,7.0,67.97,90.0,DC8466-102
615,Nike Tiempo Legend 10 Elite,Women,2.0,240.0,240.0,DV4330-300
616,Nike Tiempo Legend 10 Academy,Women,2.0,80.0,80.0,DV4340-040
617,Nike Mercurial Vapor 15 Pro,Women,2.0,97.97,130.0,DJ5605-300
618,Nike Lunargato II,Women,7.0,102.97,120.0,580456-500
619,Nike Phantom GX Academy,Women,5.0,72.97,85.0,DD9473-705
620,Nike Phantom GX Pro,Women,4.0,120.97,160.0,DD9463-300
621,Nike Phantom GX Academy,Women,3.0,67.97,90.0,DD9477-300
622,Nike Phantom GX Academy Dynamic Fit MG By You,Women,5.0,130.0,130.0,DX5260-900
623,Nike Mercurial Superfly 9 Club,Women,2.0,75.0,75.0,DJ5961-600
624,Nike Mercurial Vapor 15 Academy By You,Women,6.0,115.0,115.0,FN6753-900
625,Nike Mercurial Superfly 9 Elite,Women,1.0,285.0,285.0,DJ5165-040
626,Nike Phantom Luna FG By You,Women,6.0,150.0,150.0,FJ4831-900
627,Nike Phantom GT2 Elite FG,Women,4.0,175.97,250.0,CZ9890-007
628,Nike Mercurial Superfly 9 Academy,Women,5.0,95.0,95.0,DJ5629-605
629,Nike Mercurial Vapor 15 Club,Women,1.0,60.0,60.0,DJ5969-040
630,Nike Phantom GX Elite,Women,3.0,195.97,260.0,DD9441-040
631,Nike Vapor 15 Academy Mercurial Dream Speed,Women,4.0,95.0,95.0,FD1164-600
632,Nike Phantom Luna Elite,Women,2.0,242.97,285.0,FN8405-300
633,Nike Mercurial Vapor 15 Elite By You,Women,6.0,280.0,280.0,FN6749-906
634,Nike Mercurial Vapor 15 Pro,Women,3.0,160.0,160.0,DJ5603-300
635,Nike Premier 3,Women,1.0,100.0,100.0,AT6178-010
636,Nike Phantom GX Academy,Women,1.0,67.97,90.0,DD9469-300
637,Nike Mercurial Vapor 15 Academy,Women,3.0,90.0,90.0,DJ5631-300
638,Nike Tiempo Legend 10 Pro,Women,3.0,150.0,150.0,DV4333-040
639,Nike Mercurial Superfly 9 Club,Women,1.0,70.0,70.0,DJ5962-040
640,Nike Mercurial Superfly 9 Elite,Women,2.0,285.0,285.0,DJ5165-300
641,Nike React Gato,Women,3.0,112.97,150.0,CT0550-700
642,Nike Mercurial Superfly 9 Academy,Women,3.0,100.0,100.0,DJ5622-300
643,Nike Tiempo Legend 10 Academy,Women,4.0,80.0,80.0,DV4342-100
644,Nike Tiempo Legend 10 Club,Women,1.0,60.0,60.0,DV4344-040
645,Nike Mercurial Vapor 15 Academy,Women,7.0,72.97,85.0,DJ5635-605
646,Nike Phantom GX Club,Women,1.0,48.97,65.0,DD9483-040
647,Nike Phantom GX Academy,Women,2.0,85.97,95.0,DD9476-040
648,Nike Tiempo Legend 9 Academy MG,Women,1.0,75.0,75.0,DA1174-705
649,Nike Tiempo Legend 9 Elite FG,Women,4.0,195.97,230.0,CZ8482-054
650,Nike Tiempo Legend 10 Academy,Women,3.0,85.0,85.0,DV4341-100
651,Nike Phantom GT2 Academy FlyEase,Women,1.0,72.97,85.0,DH9638-600
652,Nike Dunk Low Retro,Men,1.0,115.0,115.0,DD1391-100
653,Nike Dunk Low,Men,1.0,115.0,115.0,FQ8826-100
654,"Air Jordan 1 High OG ""Royal Reimagined""",Men,1.0,180.0,180.0,DZ5485-042
655,Nike Blazer Phantom Mid,Men,2.0,127.97,150.0,DX5800-100
656,Nike Zoom Vomero 5,Men,3.0,160.0,160.0,BV1358-003
657,"Sabrina 1 ""West Coast Roots""",Men,5.0,130.0,130.0,FQ3381-600
658,Nike Vaporfly 3,Men,7.0,260.0,260.0,FV3633-081
659,Nike Dunk High Retro SE,Men,1.0,119.97,140.0,FB8892-200
660,Nike Air More Uptempo '96,Men,7.0,153.97,180.0,FB8883-200
661,"Nike Air Trainer 1 ""College Football Playoff""",Men,2.0,140.0,140.0,FJ6196-001
662,"Air Jordan XXXVIII ""Aqua""",Men,4.0,200.0,200.0,DZ3356-001
663,"KD16 ""B.A.D.""",Men,6.0,160.0,160.0,DV2917-500
664,Tiger Woods '13,Men,3.0,250.0,250.0,DR5752-100
665,"Air Jordan 13 ""Wheat""",Men,1.0,200.0,200.0,414571-171
666,"Air Jordan 8 ""Winterized""",Men,1.0,210.0,210.0,FD1334-001
667,"Air Jordan 3 ""Fear""",Men,2.0,210.0,210.0,CT8532-080
668,"Air Jordan 4 Craft ""Olive""",Men,1.0,210.0,210.0,FB9927-200
669,Nike Dunk Low Retro,Men,1.0,115.0,115.0,FV8106-361
670,Nike Air Force 1 '07,Men,1.0,114.97,135.0,FQ8823-236
671,Nike Blazer Mid '77,Men,1.0,93.97,110.0,FQ8824-236
672,Nike Dunk Low Retro Premium,Men,2.0,120.0,120.0,DZ2538-300
673,Nike Air Max 270,Men,8.0,136.97,160.0,AH8050-100
674,Nike Air Alpha Force 88,Men,2.0,140.0,140.0,DZ4627-101
675,Nike Air Flight Huarache,Men,3.0,93.97,125.0,FD0192-200
676,Nike Air Penny 2 x Stüssy,Men,2.0,200.0,200.0,DX6934-200
677,"Zion 3 ""Gen Zion""",Men,3.0,140.0,140.0,DR0675-018
678,"Luka 2 ""Caves""",Men,1.0,130.0,130.0,DX9013-008
679,"Air Jordan 1 Low OG ""White/Red""",Men,2.0,140.0,140.0,CZ0790-161
680,Air Jordan 1 Mid,Men,2.0,106.97,125.0,DQ8426-106
681,Nike Dunk Low Retro,Men,1.0,97.97,115.0,DJ6188-101
682,Nike Dunk Low Retro,Men,4.0,115.0,115.0,DV0831-004
683,Air Jordan 1 Zoom CMFT 2,Men,8.0,127.97,150.0,DV1307-101
684,Air Jordan 1 Mid SE Craft,Men,1.0,114.97,135.0,FD6817-003
685,Nike Air Max 1 Premium,Men,1.0,136.97,160.0,FQ8731-012
686,Nike Air Max 1,Men,1.0,105.97,140.0,FD9082-104
687,Air Jordan 1 Mid SE,Men,2.0,135.0,135.0,FB9911-001
688,Air Jordan 1 Low SE,Men,2.0,125.0,125.0,FB9907-001
689,"LeBron XXI ""Freshwater""",Men,4.0,150.97,200.0,FV2345-500
690,LeBron NXXT Gen,Men,9.0,144.97,170.0,DR8784-500
691,Nike Pegasus 40,Men,23.0,110.97,130.0,FV3631-081
692,Nike Invincible 3,Men,16.0,143.97,180.0,DR2615-101
693,Nike Full Force Low,Men,3.0,71.97,95.0,FB1362-100
694,Nike Air Max 1 SC,Men,5.0,150.0,150.0,FB9660-001
695,Nike Air Force 1 '07,Men,4.0,91.97,115.0,CT2302-100
696,Nike Air Force 1 '07,Men,1.0,114.97,135.0,FV6656-100
697,Nike Air Max 2013,Men,3.0,180.0,180.0,FZ3156-010
698,Nike Air Max Pulse Roam,Men,2.0,144.97,170.0,DZ3544-200
699,Nike Killshot 2 Leather,Men,7.0,90.0,90.0,432997-121
700,Nike G.T. Cut 2 GTE,Men,1.0,153.97,180.0,FV4145-001
701,Nike G.T. Hustle 2 GTE,Men,6.0,135.97,180.0,FV4137-001
702,Nike G.T. Jump 2,Men,5.0,161.97,190.0,FV1895-001
703,Freak 5,Men,9.0,105.97,140.0,DX4985-600
704,Giannis Immortality 3,Men,8.0,76.97,90.0,DZ7533-600
705,Nike InfinityRN 4 GORE-TEX,Men,3.0,153.97,180.0,FB2204-002
706,Nike InfinityRN 4,Men,18.0,136.97,160.0,DR2665-100
707,Nike Air Max Penny,Men,8.0,153.97,180.0,FQ8827-324
708,Nike Air Max 90 GORE-TEX,Men,2.0,136.97,160.0,FD5810-200
709,Nike Pegasus Trail 4 GORE-TEX,Men,11.0,160.0,160.0,DJ7926-001
710,Nike Vomero 17,Men,6.0,160.0,160.0,FB1309-001
711,Nike Air VaporMax 2023 Flyknit,Men,7.0,210.0,210.0,DV1678-006
712,Nike Air VaporMax Plus,Men,8.0,178.97,210.0,924453-007
713,Nike Air Max 90,Men,4.0,130.0,130.0,CN8490-001
714,Jordan Retro 6 G NRG,Men,1.0,230.0,230.0,FD6719-001
715,Air Jordan 1 Low G NRG,Men,1.0,170.0,170.0,FD6848-001
716,Air Jordan 1 High G NRG,Men,1.0,210.0,210.0,FD6815-001
717,Nike Air Max Pulse,Men,7.0,112.97,150.0,FN7459-002
718,"Air Jordan 2 ""Origins""",Men,2.0,175.0,175.0,DR8884-101
719,Nike Dunk High Premium,Men,1.0,135.0,135.0,
