,n_reviews,size,comfort,quality,star_rating,product_code
1074,23.0,53.0,90.0,66.51,4.4,CT2405-606
1075,0.0,,,,0.0,FQ1910-100
1076,1.0,,100.0,100.0,5.0,FJ0691-100
1077,,,,,,FZ4655-900
1078,13.0,45.0,100.0,68.85,4.7,DV7775-300
1079,,,,,,FJ8902-900
1080,1.0,,50.0,75.0,5.0,FB8894-002
1081,4.0,63.0,63.0,50.33,3.0,DZ2927-400
1082,,,,,,DX5260-900
1083,832.0,45.0,88.0,44.65,4.7,CN9675-100
1084,244.0,56.0,85.0,47.27,4.6,DA7995-400
1085,316.0,44.0,92.0,47.76,4.7,DJ6158-201
1086,1.0,50.0,100.0,83.33,5.0,DD0524-002
1087,1.0,50.0,100.0,83.33,5.0,FB2906-600
1088,6.0,50.0,63.0,48.78,4.5,DO9388-006
1089,4.0,38.0,63.0,67.0,4.0,FD1643-300
1090,48.0,56.0,80.0,47.42,4.4,CZ0931-003
1091,60.0,34.0,84.0,39.89,4.3,DJ5961-600
1092,,,,,,FN6753-900
1093,1.0,50.0,50.0,66.67,5.0,FV1699-801
1094,9.0,50.0,72.0,74.0,4.8,FZ5758-004
1095,,,,,,
1096,0.0,,,,0.0,FJ4414-200
1097,37.0,,,,4.6,DC8749-401
1098,2.0,50.0,100.0,66.67,4.5,AO2416-101
1099,0.0,,,,0.0,DM8199-064
1100,1.0,50.0,100.0,83.33,5.0,DZ0962-002
1101,61.0,50.0,79.0,59.94,4.3,DZ2617-101
1102,1.0,50.0,100.0,83.33,5.0,FN7400-140
1103,733.0,73.0,100.0,57.76,4.7,M9160-000
1104,1.0,50.0,100.0,75.0,5.0,DJ6516-012
1105,3.0,50.0,100.0,72.22,5.0,FB2812-100
1106,80.0,46.0,75.0,42.42,4.6,DC1460-007
1107,,,,,,DQ9700-900
1108,50.0,31.0,73.0,46.0,4.2,CK9951-004
1109,,,,,,FJ2253-901
1110,3.0,34.0,50.0,50.22,4.3,DH5088-414
1111,0.0,,,,0.0,FD7855-002
1112,3.0,50.0,75.0,52.78,4.7,DZ0503-002
1113,2.0,,,,5.0,DJ5165-040
1114,14.0,42.0,79.0,49.86,4.3,DR0126-300
1115,13.0,46.0,77.0,58.95,4.1,CW3203-600
1116,40.0,57.0,79.0,49.5,4.7,DR7882-600
1117,12.0,50.0,100.0,66.67,4.5,DV2436-101
1118,,,,,,FJ4831-900
1119,0.0,,,,0.0,DZ5998-100
1120,3.0,34.0,67.0,67.0,5.0,FN5714-001
1121,2.0,,75.0,75.0,4.0,DD1901-600
1122,0.0,,,,0.0,FN3717-001
1123,2.0,,100.0,100.0,5.0,DD0531-002
1124,347.0,50.0,70.0,60.0,4.8,CV0582-010
1125,159.0,45.0,79.0,44.48,4.4,DD9535-004
1126,,,,,,DX5050-200
1127,,,,,,FZ4653-900
1128,3.0,67.0,67.0,55.78,3.7,FJ4004-100
1129,,,,,,FN0569-900
1130,4.0,50.0,100.0,75.0,4.3,DQ1979-500
1131,148.0,58.0,85.0,51.72,4.8,CD7069-160
1132,17.0,,,,4.7,BV1171-100
1133,,,,,,FB2390-900
1134,2.0,50.0,100.0,75.0,3.0,DZ3025-001
1135,9.0,50.0,100.0,53.7,3.9,DM0573-101
1136,89.0,50.0,86.0,68.0,4.8,CI4510-001
1137,702.0,47.0,92.0,46.67,4.7,CW7356-011
1138,61.0,50.0,79.0,59.94,4.3,DZ2616-800
1139,56.0,36.0,73.0,54.5,4.6,CZ9890-007
1140,21.0,55.0,80.0,49.76,4.8,CJ9179-200
1141,,,,,,846438-997
1142,44.0,45.0,78.0,41.76,4.0,CK6024-002
1143,,,,,,DO7437-900
1144,6.0,50.0,88.0,62.67,4.7,DX9016-004
1145,19.0,50.0,88.0,47.75,4.9,AV5355-101
1146,,,,,,
1147,9.0,56.0,78.0,74.3,4.3,FQ8822-084
1148,0.0,,,,0.0,FD6692-001
1149,,,,,,FJ8900-900
1150,121.0,48.0,94.0,51.74,4.7,DQ3984-003
1151,137.0,44.0,88.0,44.49,4.7,DN3687-002
1152,10.0,39.0,84.0,61.0,4.8,FJ6805-001
1153,253.0,34.0,87.0,40.47,4.7,CT3886-301
1154,1.0,50.0,50.0,66.67,5.0,FN0113-200
1155,2.0,50.0,100.0,75.0,5.0,DV6801-701
1156,9.0,50.0,100.0,57.41,5.0,DX4233-001
1157,,,,,,FN0569-900
1158,14.0,25.0,88.0,42.43,4.4,DJ5629-605
1159,4.0,,,,3.5,DJ5969-040
1160,113.0,40.0,81.0,42.1,4.6,DJ6015-603
1161,,,,,,
1162,47.0,41.0,68.0,42.01,4.4,DQ7673-003
1163,52.0,50.0,84.0,46.59,4.8,DN3686-105
1164,,,,,,FJ8900-900
1165,10.0,50.0,59.0,39.67,3.8,CT6648-010
1166,8.0,63.0,82.0,81.67,4.8,FJ7098-701
1167,,,,,,DX5049-900
1168,6.0,75.0,50.0,47.22,4.5,DD9441-040
1169,0.0,,,,0.0,DR6851-100
1170,152.0,36.0,77.0,41.61,4.4,DN3555-600
1171,0.0,,,,0.0,DR1020-400
1172,,,,,,FN0569-900
1173,0.0,,,,0.0,FD1164-600
1174,,,,,,FN0569-900
1175,220.0,51.0,88.0,47.7,4.5,DD9284-400
1176,1.0,50.0,100.0,83.33,5.0,DZ5999-100
1177,,,,,,
1178,76.0,48.0,92.0,54.12,4.5,DR0453-005
1179,7.0,59.0,84.0,61.95,4.9,DV5255-200
1180,24.0,34.0,87.0,44.5,4.5,CZ7399-330
1181,2.0,50.0,100.0,83.33,5.0,DZ5941-100
1182,,,,,,
1183,1.0,50.0,100.0,75.0,5.0,DN5079-300
1184,,,,,,FN0569-900
1185,,,,,,CU1722-960
1186,,,,,,
1187,0.0,,,,0.0,DZ5966-100
1188,25.0,57.0,81.0,55.33,4.1,862507-201
1189,50.0,23.0,79.0,46.0,4.3,FN8405-600
1190,2.0,50.0,50.0,50.0,3.5,FB8877-200
1191,3.0,34.0,100.0,78.0,5.0,FJ8915-400
1192,,,,,,FD9781-900
1193,0.0,,,,0.0,A05685C-650
1194,20.0,50.0,100.0,75.0,4.0,FB1374-101
1195,2.0,,,,4.5,FQ8075-133
1196,434.0,53.0,97.0,50.31,4.8,CW0784-161
1197,109.0,49.0,86.0,61.82,4.9,FD6812-400
1198,3.0,50.0,67.0,72.33,5.0,FN6840-657
1199,3.0,17.0,67.0,61.33,4.3,DZ0502-401
1200,,,,,,
1201,119.0,59.0,83.0,49.85,4.6,DX5883-100
1202,32.0,43.0,88.0,44.71,3.7,922474-001
1203,36.0,39.0,73.0,40.11,4.4,DH3392-004
1204,0.0,,,,0.0,DX5637-002
1205,4.0,88.0,100.0,71.0,4.5,DX1800-160
1206,14.0,56.0,72.0,54.57,4.7,DV1206-100
1207,15.0,50.0,100.0,75.0,4.8,DH5359-400
1208,27.0,50.0,100.0,52.47,4.2,DH3394-008
1209,122.0,46.0,79.0,43.31,4.8,CZ2959-402
1210,167.0,48.0,93.0,48.6,4.5,DA8535-001
1211,,,,,,HF0004-900
1212,1.0,50.0,100.0,83.33,5.0,DZ7739-700
1213,0.0,,,,0.0,525393-770
1214,,,,,,FN6749-906
1215,59.0,47.0,100.0,60.86,4.6,DM0590-100
1216,2.0,50.0,50.0,50.0,3.5,FD0204-001
1217,8.0,59.0,67.0,67.0,4.6,FB8875-700
1218,10.0,61.0,65.0,58.67,3.3,FB1950-001
1219,23.0,50.0,100.0,51.45,4.9,DC8725-101
1220,43.0,20.0,70.0,31.55,4.3,DJ5603-040
1221,24.0,48.0,85.0,48.5,3.8,922471-900
1222,17.0,63.0,87.0,75.0,3.6,828654-900
1223,,,,,,FB2390-900
1224,,,,,,
1225,0.0,,,,0.0,DX5638-002
1226,2.0,50.0,75.0,58.33,4.5,DV2114-001
1227,28.0,50.0,100.0,52.38,4.6,AT6178-010
1228,12.0,28.0,80.0,54.0,4.4,AO0808-002
1229,,,,,,HF0004-900
1230,910.0,51.0,90.0,47.33,4.7,CW4555-015
1231,74.0,52.0,92.0,48.45,4.7,DC9093-001
1232,38.0,78.0,97.0,67.11,4.8,DV1376-101
1233,6.0,42.0,92.0,61.33,4.3,CV0584-010
1234,10.0,50.0,92.0,71.0,4.9,DD0552-002
1235,0.0,,,,0.0,DX5209-002
1236,0.0,,,,0.0,FQ2140-100
1237,19.0,60.0,59.0,59.5,2.8,AQ1202-900
1238,,,,,,FQ7223-905
1239,299.0,51.0,88.0,47.23,4.8,CW2289-001
1240,1.0,50.0,100.0,83.33,5.0,FN6830-001
1241,,,,,,FB5058-900
1242,0.0,,,,0.0,DZ5947-100
1243,111.0,45.0,73.0,40.23,4.6,DH7505-001
1244,80.0,50.0,87.0,49.0,4.5,DM8968-601
1245,8.0,50.0,50.0,37.5,5.0,DR2741-400
1246,13.0,75.0,75.0,52.56,4.3,FJ0685-010
1247,7.0,50.0,92.0,52.1,4.7,DH4120-101
1248,74.0,34.0,100.0,45.57,4.8,DJ6524-104
1249,51.0,45.0,69.0,39.31,3.8,DC8992-003
1250,7.0,75.0,75.0,75.0,4.9,M9697-410
1251,11.0,40.0,80.0,52.12,4.0,CI2955-160
1252,6.0,10.0,80.0,41.11,4.7,DR0826-100
1253,90.0,53.0,81.0,46.52,4.7,CQ3835-106
1254,79.0,53.0,90.0,53.15,4.8,DN4180-070
1255,0.0,,,,0.0,FV6149-001
1256,2.0,,,,2.5,DD9469-300
1257,,,,,,487471-016
1258,,,,,,FN0569-900
1259,2.0,50.0,100.0,66.67,3.0,FB3124-100
1260,1.0,50.0,100.0,83.33,5.0,FQ4112-001
1261,57.0,42.0,67.0,54.5,4.6,DJ5631-300
1262,18.0,56.0,89.0,63.15,4.8,DO9801-300
1263,0.0,,,,0.0,DZ5988-100
1264,30.0,50.0,100.0,51.11,4.8,325256-100
1265,1.0,50.0,100.0,83.33,5.0,DZ5979-100
1266,55.0,46.0,84.0,48.18,4.6,864349-204
1267,,,,,,FJ4036-900
1268,22.0,50.0,100.0,75.0,4.5,685135-004
1269,,,,,,FJ4036-900
1270,39.0,60.0,90.0,53.42,4.9,CZ9164-100
1271,135.0,53.0,91.0,48.99,4.8,DJ6149-101
1272,14.0,34.0,84.0,51.24,4.7,DV4333-040
1273,36.0,50.0,100.0,50.93,4.7,AV5354-101
1274,3.0,50.0,100.0,61.11,4.0,DJ5962-040
1275,0.0,,,,0.0,DZ2527-100
1276,0.0,,,,0.0,FB8895-300
1277,2.0,75.0,75.0,83.33,5.0,FV8105-161
1278,2.0,50.0,75.0,58.33,4.0,CI2952-004
1279,1.0,50.0,100.0,83.33,5.0,FB2394-001
1280,6.0,50.0,75.0,62.5,3.7,AJ8119-002
1281,167.0,52.0,81.0,44.73,4.4,487754-100
1282,3.0,50.0,84.0,78.0,3.3,DZ7738-700
1283,1.0,50.0,50.0,50.0,5.0,DX5639-002
1284,8.0,42.0,67.0,40.5,3.5,FJ1581-160
1285,47.0,53.0,83.0,68.0,4.7,DB4109-001
1286,2.0,75.0,75.0,83.33,5.0,FB8881-200
1287,30.0,50.0,100.0,51.11,4.8,CV0586-616
1288,94.0,25.0,97.0,42.09,4.6,DC5221-041
1289,0.0,,,,0.0,FZ3592-259
1290,1.0,50.0,100.0,83.33,5.0,FQ9395-600
1291,0.0,,,,0.0,DZ5986-100
1292,0.0,,,,0.0,FD1167-600
1293,0.0,,,,0.0,FV6147-001
1294,9.0,20.0,90.0,44.07,4.9,AR3762-001
1295,,,,,,
1296,22.0,42.0,75.0,46.58,4.7,DR2018-001
1297,9.0,43.0,93.0,67.56,4.3,FN7481-100
1298,50.0,54.0,82.0,48.0,4.7,CT0550-470
1299,2.0,25.0,50.0,58.33,4.0,FD8701-001
1300,2.0,50.0,50.0,50.0,3.0,DR0290-001
1301,100.0,56.0,86.0,51.0,4.3,DM0822-101
1302,41.0,,,,4.9,CZ5914-100
1303,10.0,20.0,60.0,33.33,4.5,DV9956-006
1304,150.0,52.0,87.0,69.5,4.8,DM3493-606
1305,,,,,,
1306,6.0,30.0,60.0,52.22,4.3,FB9152-100
1307,0.0,,,,0.0,FN4442-001
1308,16.0,,80.0,46.25,3.9,DH3396-001
1309,13.0,,50.0,50.0,4.3,685134-400
1310,214.0,35.0,89.0,41.96,4.8,DN1772-108
1311,5.0,50.0,100.0,56.67,5.0,DM2424-330
1312,16.0,54.0,87.0,76.17,4.8,FD7039-600
1313,2.0,50.0,100.0,83.33,5.0,DJ5622-300
1314,1.0,50.0,100.0,83.33,5.0,FN4182-001
1315,0.0,,,,0.0,FZ3507-100
1316,0.0,,,,0.0,DD0518-001
1317,0.0,,,,0.0,FB8902-100
1318,20.0,46.0,81.0,57.33,4.7,DZ3522-001
1319,,,,,,
1320,236.0,47.0,90.0,68.5,4.7,CK9388-001
1321,,,,,,
1322,1.0,50.0,100.0,83.33,5.0,DZ5980-100
1323,10.0,39.0,56.0,48.33,4.6,DH2482-101
1324,17.0,34.0,17.0,25.5,4.1,DQ7605-200
1325,18.0,50.0,,50.0,4.2,DV2139-100
1326,8.0,50.0,100.0,54.17,5.0,DJ7552-002
1327,0.0,,,,0.0,DZ5977-100
1328,0.0,,,,0.0,DD0549-002
1329,27.0,50.0,96.0,49.9,4.7,DJ7381-001
1330,,,,,,
1331,200.0,43.0,84.0,43.0,4.5,CU4826-101
1332,0.0,,,,0.0,FN0310-100
1333,20.0,50.0,100.0,53.33,4.9,DC7501-300
1334,1.0,50.0,50.0,66.67,5.0,FV6911-300
1335,1.0,50.0,100.0,83.33,5.0,DZ7742-600
1336,11.0,50.0,100.0,68.18,4.5,FB7815-100
1337,2.0,50.0,100.0,83.33,5.0,FD8356-100
1338,1.0,,,,5.0,DJ4473-170
1339,,,,,,
1340,13.0,38.0,96.0,52.36,4.5,CN2269-003
1341,23.0,48.0,85.0,76.22,4.5,FD2291-001
1342,0.0,,,,0.0,DZ5949-100
1343,,,,,,CU1724-960
1344,6.0,50.0,100.0,66.67,4.7,DV4342-100
1345,1.0,50.0,100.0,83.33,4.0,DZ1725-300
1346,2.0,25.0,50.0,37.5,4.0,DV2020-001
1347,0.0,,,,0.0,FD6691-001
1348,16.0,25.0,50.0,29.17,4.8,DV4344-040
1349,2.0,,,,2.0,DX6779-100
1350,19.0,50.0,100.0,75.0,4.6,DV2619-100
1351,6.0,50.0,100.0,75.0,4.3,DD0503-002
1352,4.0,50.0,100.0,75.0,5.0,DZ6001-100
1353,5.0,50.0,70.0,66.67,4.2,FD5113-600
1354,47.0,54.0,97.0,51.04,4.4,DC8892-001
1355,0.0,,,,0.0,FD6693-001
1356,3.0,50.0,100.0,83.33,5.0,DZ7744-001
1357,3.0,67.0,100.0,89.0,4.3,FD6853-001
1358,81.0,40.0,72.0,38.16,4.2,DV7896-600
1359,0.0,,,,0.0,DM9132-001
1360,4.0,75.0,75.0,58.33,5.0,DV7192-001
1361,0.0,,,,0.0,DZ7746-001
1362,1598.0,50.0,79.0,45.98,4.9,553558-161
1363,,,,,,
1364,0.0,,,,0.0,HF5258-102
1365,2.0,25.0,100.0,62.5,5.0,DD0505-002
1366,0.0,,,,0.0,FN2152-001
1367,5.0,,,,4.6,FB8942-133
1368,0.0,,,,0.0,FD1168-600
1369,5.0,50.0,100.0,63.33,4.8,DV7186-301
1370,0.0,,,,0.0,FB2664-600
1371,1.0,50.0,100.0,75.0,5.0,DO6676-200
1372,0.0,,,,0.0,DX5645-002
1373,0.0,,,,0.0,DD0555-002
1374,0.0,,,,0.0,DZ6002-100
1375,,,,,,FN0569-900
1376,128.0,47.0,67.0,57.0,4.7,CW6539-301
1377,0.0,,,,0.0,DA5457-001
1378,16.0,57.0,84.0,57.42,4.9,DX7992-700
1379,8.0,43.0,100.0,76.83,5.0,DZ2554-001
1380,272.0,20.0,80.0,33.7,4.8,342964-042
1381,1.0,50.0,100.0,83.33,5.0,FV3928-101
1382,832.0,45.0,88.0,44.65,4.7,CN9675-015
1383,16.0,50.0,84.0,67.0,4.8,DA0701-002
1384,19.0,42.0,79.0,64.89,4.8,DO5047-407
1385,12.0,55.0,82.0,48.44,4.2,DX1156-101
1386,13.0,50.0,100.0,75.0,4.6,DH0606-002
1387,4.0,,,,4.5,BQ3378-100
1388,14.0,,,,4.8,DD9483-040
1389,2.0,50.0,50.0,50.0,3.5,DX7435-007
1390,3010.0,43.0,84.0,42.77,4.7,AH8050-107
1391,85.0,38.0,82.0,40.39,4.6,DH1270-100
1392,,,,,,
1393,2.0,75.0,75.0,83.33,5.0,DZ4558-100
1394,298.0,40.0,83.0,42.34,4.6,DH9522-003
1395,206.0,41.0,83.0,46.67,3.8,849559-100
1396,2.0,50.0,75.0,75.0,5.0,DV1407-100
1397,8.0,38.0,88.0,63.0,4.6,DV2621-200
1398,,,,,,DV3907-900
1399,,,,,,
1400,0.0,,,,0.0,DD0507-002
1401,,,,,,
1402,0.0,,,,0.0,DZ5992-100
1403,0.0,,,,0.0,FB8891-001
1404,,,,,,
1405,7.0,75.0,100.0,77.38,5.0,FN3414-100
1406,,,,,,FB2390-900
1407,0.0,,,,0.0,FV6148-001
1408,1.0,100.0,100.0,100.0,5.0,DX2117-001
1409,5.0,,,,4.2,DD0534-002
1410,3.0,50.0,34.0,39.11,3.0,FN0112-600
1411,158.0,43.0,99.0,49.86,4.7,DJ3130-002
1412,0.0,,,,0.0,A04955C-101
1413,3.0,,67.0,50.16,4.3,DM8449-001
1414,38.0,53.0,74.0,47.6,4.5,DD5016-300
1415,4.0,,,,4.8,DD9476-040
1416,66.0,48.0,82.0,43.84,4.6,DA8026-100
1417,99.0,60.0,100.0,80.0,4.8,DH7561-107
1418,8.0,,,,4.8,DX3576-001
1419,3.0,50.0,100.0,83.33,5.0,DZ7741-001
1420,4.0,50.0,100.0,75.0,5.0,FD0734-442
1421,10.0,45.0,100.0,71.67,4.7,FJ9532-101
1422,32.0,42.0,92.0,45.71,4.9,CV0400-400
1423,1.0,50.0,100.0,75.0,5.0,DR9926-700
1424,9.0,39.0,84.0,55.81,5.0,DX8554-001
1425,7.0,43.0,79.0,61.0,4.6,DZ0482-001
1426,8.0,36.0,86.0,61.5,4.6,FD0789-600
1427,,,,,,
1428,19.0,42.0,59.0,50.5,4.5,CT0079-400
1429,1405.0,36.0,79.0,38.43,4.8,322992-131
1430,16.0,,75.0,40.62,4.6,DV0797-100
1431,,,,,,
1432,415.0,44.0,91.0,46.69,4.6,942836-003
1433,41.0,32.0,75.0,36.48,4.4,DA1174-705
1434,0.0,,,,0.0,FQ8784-100
1435,8.0,44.0,75.0,68.83,4.4,DZ2672-101
1436,2.0,50.0,100.0,66.67,5.0,DV7231-001
1437,30.0,50.0,60.0,55.0,3.8,DM0033-001
1438,,,,,,FN0569-900
1439,,,,,,
1440,4.0,50.0,75.0,58.33,5.0,DV0790-001
1441,178.0,48.0,88.0,45.71,4.7,DC8793-401
1442,1.0,50.0,100.0,83.33,5.0,FV5914-010
1443,37.0,,50.0,50.0,4.4,CW4440-011
1444,236.0,42.0,82.0,62.0,4.7,DA3130-241
1445,1.0,,,,5.0,DD0538-002
1446,53.0,56.0,90.0,73.0,4.2,DH0649-600
1447,85.0,48.0,87.0,46.57,4.5,CZ8482-054
1448,149.0,42.0,79.0,41.9,4.5,CU9978-101
1449,,,,,,
1450,3.0,50.0,100.0,61.11,4.7,DV4341-300
1451,0.0,,,,0.0,DZ5991-100
1452,3.0,50.0,50.0,44.44,5.0,FQ8825-100
1453,9.0,50.0,100.0,75.0,4.7,DR9513-400
1454,1.0,50.0,100.0,83.33,5.0,DJ4888-100
1455,0.0,,,,0.0,FD0089-101
1456,5.0,50.0,100.0,70.0,4.4,DQ6453-400
1457,,,,,,FN6743-900
1458,38.0,33.0,82.0,46.23,4.2,CT2904-002
1459,22.0,46.0,93.0,69.5,4.1,DJ6080-800
1460,9.0,40.0,100.0,70.0,4.4,DD0506-002
1461,,,,,,
1462,6.0,50.0,92.0,69.56,4.8,FJ0698-100
1463,17.0,50.0,40.0,45.0,3.0,DH9638-600
1464,10.0,43.0,65.0,54.0,4.9,FD5088-200
1465,227.0,46.0,91.0,49.04,4.5,DV1237-601
1466,52.0,57.0,88.0,48.97,4.6,DC3727-200
1467,0.0,,,,0.0,FD1160-600
1468,0.0,,,,0.0,DZ5945-100
1469,,,,,,HF0004-900
1470,2.0,50.0,100.0,75.0,5.0,CU6312-100
1471,3.0,50.0,67.0,61.22,3.7,FN6835-010
1472,,,,,,FB2390-900
1473,0.0,,,,0.0,DZ5955-100
1474,6.0,34.0,100.0,61.33,4.3,DV6799-007
1475,0.0,,,,0.0,DV9193-001
1476,,,,,,
1477,0.0,,,,0.0,DZ5355-126
1478,408.0,49.0,95.0,48.9,4.7,454350-700
1479,75.0,39.0,77.0,40.89,4.3,CZ9907-200
1480,,,,,,
1481,0.0,,,,0.0,DZ5978-100
1482,5.0,60.0,60.0,60.0,5.0,DX4980-001
1483,183.0,42.0,74.0,39.76,4.7,DD6958-001
1484,4.0,25.0,75.0,50.0,3.8,DV7898-001
1485,0.0,,,,0.0,FB9120-160
1486,,,,,,
1487,29.0,19.0,73.0,54.8,4.2,FB2239-002
1488,0.0,,,,0.0,DZ6005-100
1489,106.0,50.0,89.0,69.5,4.5,DC3637-160
1490,22.0,53.0,91.0,72.0,4.7,CZ1929-200
1491,160.0,41.0,91.0,66.0,4.6,537732-004
1492,1.0,50.0,100.0,83.33,5.0,FN3720-900
1493,,,,,,FJ8893-900
1494,0.0,,,,0.0,DZ5968-100
1495,,,,,,
1496,0.0,,,,0.0,FD0278-001
1497,3.0,50.0,84.0,78.0,5.0,DQ7684-101
1498,98.0,50.0,79.0,64.5,4.6,CI1172-601
1499,0.0,,,,0.0,DZ6004-100
1500,1.0,50.0,100.0,83.33,5.0,DQ4128-155
1501,28.0,50.0,80.0,51.67,4.6,DZ2615-001
1502,1.0,50.0,100.0,83.33,5.0,FV6079-001
1503,6.0,42.0,75.0,55.67,3.5,FJ4022-025
1504,2.0,,50.0,50.0,4.5,DD0532-002
1505,15.0,50.0,88.0,69.0,4.7,806561-400
1506,11.0,61.0,89.0,68.18,3.8,DZ3324-003
1507,0.0,,,,0.0,FB7076-100
1508,9.0,50.0,75.0,52.78,4.6,DZ3674-100
1509,2.0,50.0,100.0,66.67,3.5,FB8900-001
1510,92.0,53.0,91.0,49.09,4.9,CW6999-600
1511,13.0,63.0,88.0,55.46,4.9,DV0794-001
1512,0.0,,,,0.0,FQ6474-100
1513,119.0,65.0,85.0,58.96,4.4,DX5575-700
1514,23.0,42.0,61.0,35.78,4.2,685131-004
1515,16.0,54.0,87.0,76.17,4.8,FD7039-101
1516,33.0,48.0,97.0,59.44,4.6,DX1978-101
1517,4.0,,17.0,21.0,3.5,FJ6245-002
1518,,,,,,DO7432-900
1519,1405.0,36.0,79.0,38.43,4.8,322992-067
1520,214.0,48.0,82.0,50.19,4.8,DV0833-600
1521,0.0,,,,0.0,DZ5956-100
1522,1.0,,,,4.0,DJ6229-200
1523,10.0,40.0,85.0,75.0,4.7,FB9761-300
1524,4.0,25.0,100.0,50.0,5.0,DZ4839-001
1525,6.0,42.0,92.0,78.0,4.7,FB8915-400
1526,2.0,50.0,100.0,75.0,5.0,DV3050-300
1527,2.0,50.0,100.0,83.33,5.0,DZ5951-100
1528,132.0,25.0,63.0,29.84,4.6,CU3517-014
1529,,,,,,HF0004-900
1530,0.0,,,,0.0,FQ7724-106
1531,1.0,50.0,50.0,66.67,4.0,DV6800-110
1532,2.0,50.0,75.0,62.5,5.0,DC6083-200
1533,8.0,50.0,100.0,75.0,4.8,DD0525-002
1534,33.0,48.0,80.0,67.92,5.0,FJ4923-008
1535,0.0,,,,0.0,FB9619-001
1536,132.0,17.0,50.0,22.84,4.8,CZ5911-100
1537,22.0,63.0,87.0,59.09,4.0,DD2858-001
1538,112.0,58.0,82.0,48.15,4.6,FD1146-100
1539,0.0,,,,0.0,DZ5954-100
1540,0.0,,,,0.0,DZ5959-100
1541,13.0,37.0,78.0,57.5,3.9,AA1204-400
1542,1.0,,,,5.0,DD0537-002
1543,26.0,54.0,89.0,64.33,4.8,FN6881-100
1544,,,,,,
1545,,,,,,FZ0815-900
1546,9.0,50.0,89.0,79.67,5.0,FD7674-001
1547,0.0,,,,0.0,DZ5973-100
1548,6.0,50.0,67.0,44.56,3.7,DZ5317-121
1549,4.0,25.0,84.0,54.5,3.8,DD0522-002
1550,0.0,,,,0.0,DX5640-002
1551,8.0,57.0,93.0,58.33,4.8,DM0107-500
1552,2.0,50.0,100.0,66.67,5.0,FB9128-100
1553,2.0,50.0,50.0,50.0,5.0,DD9361-212
1554,5.0,25.0,75.0,46.67,4.8,DZ0795-102
1555,6.0,75.0,75.0,55.56,3.5,DN4890-700
1556,8.0,38.0,63.0,67.0,4.8,DX4976-100
1557,25.0,,,,4.4,CZ6558-110
1558,4.0,50.0,63.0,71.0,4.5,FN7439-133
1559,0.0,,,,0.0,DZ5944-100
1560,0.0,,,,0.0,FN3721-200
1561,20.0,63.0,59.0,55.67,4.0,DZ4135-002
1562,,,,,,
1563,0.0,,,,0.0,DD0518-002
1564,389.0,,,,4.8,687977-020
1565,2.0,25.0,100.0,75.0,5.0,DZ5972-100
1566,7.0,50.0,88.0,69.0,3.9,FD8637-600
1567,250.0,34.0,63.0,32.87,4.4,BV2078-100
1568,4.0,50.0,100.0,66.67,4.8,DZ7260-400
1569,555.0,50.0,91.0,47.48,4.6,DO9500-300
1570,,,,,,FV6909-800
1571,10.0,43.0,65.0,54.0,4.9,FD5088-001
1572,675.0,53.0,77.0,69.01,4.8,CZ0790-001
1573,,,,,,
1574,,,,,,FB2392-900
1575,0.0,,,,0.0,FN0708-400
1576,,,,,,
1577,0.0,,,,0.0,FQ8740-480
1578,0.0,,,,0.0,DZ0961-002
1579,,,,,,
1580,20.0,50.0,94.0,58.0,4.9,DV9367-100
1581,0.0,,,,0.0,DZ5969-100
1582,4.0,50.0,100.0,58.33,5.0,DQ7688-170
1583,0.0,,,,0.0,FJ2708-001
1584,23.0,59.0,72.0,77.0,4.6,FQ8749-010
1585,7.0,59.0,59.0,67.9,5.0,FV8106-181
1586,,,,,,
1587,4.0,50.0,100.0,75.0,5.0,FJ4451-100
1588,5.0,30.0,80.0,63.33,4.6,FN6838-012
1589,0.0,,,,0.0,FQ2145-100
1590,50.0,50.0,87.0,46.33,4.7,CU3958-002
1591,10.0,50.0,88.0,49.33,4.6,DV0791-200
1592,3.0,50.0,100.0,75.0,5.0,FJ2985-001
1593,17.0,46.0,78.0,57.02,4.9,FN6843-100
1594,0.0,,,,0.0,FZ5056-103
1595,,,,,,
1596,657.0,45.0,82.0,42.38,4.5,BQ9646-004
1597,0.0,,,,0.0,FB7143-403
1598,3.0,50.0,84.0,67.0,4.3,DD0533-002
1599,7.0,84.0,84.0,60.76,4.3,DN2647-100
1600,0.0,,,,0.0,DX5211-002
1601,55.0,41.0,84.0,52.58,4.8,DM0028-400
1602,129.0,50.0,66.0,38.93,4.7,CW6539-100
1603,2.0,,50.0,50.0,4.0,DD0536-002
1604,18.0,47.0,80.0,44.19,4.1,AO7507-001
1605,0.0,50.0,100.0,inf,0.0,FQ1099-200
1606,1.0,100.0,100.0,100.0,5.0,DZ7747-001
1607,4.0,63.0,100.0,87.67,5.0,FV3628-031
1608,5.0,50.0,100.0,56.67,4.8,DV1235-100
1609,7.0,40.0,80.0,60.0,5.0,DR9922-700
1610,4.0,50.0,100.0,83.33,5.0,FD0731-001
1611,0.0,,,,0.0,DZ5995-001
1612,0.0,,,,0.0,DD0521-001
1613,0.0,,,,0.0,DZ5976-001
1614,0.0,,,,0.0,DR2034-400
1615,3.0,50.0,100.0,75.0,5.0,DD0554-002
1616,2.0,,50.0,50.0,3.0,DD0510-002
1617,3.0,17.0,100.0,50.11,4.3,DD0526-002
