,n_reviews,size,comfort,quality,star_rating,product_code
554,4.0,50.0,100.0,58.33,5.0,DQ7688-170
555,1.0,50.0,100.0,75.0,5.0,DV4462-600
556,0.0,,,,0.0,FJ2708-001
557,456.0,43.0,80.0,41.07,4.7,CW2386-603
558,5.0,30.0,80.0,63.33,4.6,FN6838-012
559,3.0,50.0,100.0,75.0,5.0,FJ2985-001
560,3.0,67.0,100.0,89.0,5.0,FV4145-001
561,78.0,25.0,66.0,45.5,4.1,DA1349-004
562,,,,,,
563,,,,,,
564,1.0,100.0,50.0,83.33,5.0,DV2024-001
565,7.0,40.0,80.0,60.0,5.0,DR9922-700
566,4.0,50.0,100.0,83.33,5.0,FD0731-001
567,19.0,56.0,95.0,73.14,4.8,DQ0660-130
568,0.0,,,,0.0,FD1157-600
569,0.0,,,,0.0,DJ5630-600
570,73.0,16.0,76.0,46.0,4.1,DJ5593-041
571,1.0,50.0,100.0,83.33,4.0,DX0024-100
572,0.0,,,,0.0,FJ0850-001
573,93.0,54.0,81.0,46.08,4.5,DM0103-003
574,20.0,32.0,82.0,46.33,4.5,DV1403-002
575,2.0,50.0,100.0,75.0,4.5,DJ5590-103
576,107.0,54.0,82.0,49.69,4.7,DD9315-108
577,10.0,50.0,63.0,44.33,4.6,DV1202-601
578,10.0,56.0,72.0,69.33,4.6,FD6815-001
579,2.0,50.0,100.0,75.0,5.0,DV6801-701
580,38.0,78.0,97.0,67.11,4.8,DV1376-101
581,7.0,50.0,92.0,52.1,4.7,DH4120-101
582,2.0,50.0,100.0,66.67,3.0,FB3124-100
583,94.0,25.0,97.0,42.09,4.6,DC5221-041
584,3.0,67.0,100.0,89.0,4.3,FD6853-001
585,2.0,50.0,75.0,75.0,5.0,DV1407-100
586,3.0,,67.0,50.16,4.3,DM8449-001
587,149.0,42.0,79.0,41.9,4.5,CU9978-101
588,1.0,50.0,100.0,83.33,5.0,DQ4128-155
589,1.0,50.0,50.0,66.67,4.0,DV6800-110
590,5.0,50.0,100.0,83.33,5.0,FD6848-001
591,54.0,43.0,81.0,43.19,4.7,DC9968-705
592,75.0,41.0,83.0,44.0,4.7,DJ4978-605
593,34.0,20.0,70.0,32.94,4.4,DD9465-600
594,,,,,,FN6746-904
595,0.0,,,,0.0,DJ5167-300
596,1.0,100.0,100.0,100.0,4.0,FD1162-600
597,5.0,,,,3.6,DZ3183-100
598,8.0,50.0,100.0,75.0,4.3,DJ5633-600
599,10.0,50.0,100.0,53.33,4.2,DJ5627-600
600,,,,,,FN6750-900
601,76.0,32.0,44.0,27.96,4.7,DJ5963-600
602,,,,,,DX5257-900
603,0.0,,,,0.0,DD9475-705
604,,,,,,DX5261-902
605,6.0,25.0,88.0,54.33,4.3,DV4336-040
606,,,,,,DX5266-902
607,53.0,34.0,67.0,34.92,4.7,DD9472-300
608,64.0,39.0,95.0,45.71,4.6,AT5889-407
609,9.0,50.0,50.0,37.04,3.8,DV4337-300
610,9.0,,,,4.6,DD9482-600
611,32.0,20.0,77.0,46.92,4.6,FN8406-300
612,58.0,17.0,67.0,28.57,4.4,DJ5598-040
613,66.0,37.0,83.0,42.53,4.7,DC9969-600
614,47.0,32.0,72.0,37.5,4.5,DC8466-102
615,1.0,,,100.0,3.0,DV4330-300
616,0.0,,,,0.0,DV4340-040
617,22.0,50.0,75.0,44.7,4.6,DJ5605-300
618,38.0,34.0,67.0,34.54,4.8,580456-500
619,29.0,17.0,67.0,31.45,4.6,DD9473-705
620,17.0,50.0,100.0,53.92,4.6,DD9463-300
621,3.0,,100.0,66.66,4.7,DD9477-300
622,,,,,,DX5260-900
623,60.0,34.0,84.0,39.89,4.3,DJ5961-600
624,,,,,,FN6753-900
625,2.0,,,,5.0,DJ5165-040
626,,,,,,FJ4831-900
627,56.0,36.0,73.0,54.5,4.6,CZ9890-007
628,14.0,25.0,88.0,42.43,4.4,DJ5629-605
629,4.0,,,,3.5,DJ5969-040
630,6.0,75.0,50.0,47.22,4.5,DD9441-040
631,0.0,,,,0.0,FD1164-600
632,50.0,23.0,79.0,46.0,4.3,FN8405-300
633,,,,,,FN6749-906
634,43.0,20.0,70.0,31.55,4.3,DJ5603-300
635,28.0,50.0,100.0,52.38,4.6,AT6178-010
636,2.0,,,,2.5,DD9469-300
637,57.0,42.0,67.0,54.5,4.6,DJ5631-300
638,13.0,30.0,80.0,46.92,4.7,DV4333-040
639,3.0,50.0,100.0,61.11,4.0,DJ5962-040
640,2.0,,,,5.0,DJ5165-300
641,50.0,54.0,82.0,48.0,4.7,CT0550-700
642,2.0,50.0,100.0,83.33,5.0,DJ5622-300
643,6.0,50.0,100.0,66.67,4.7,DV4342-100
644,16.0,25.0,50.0,29.17,4.8,DV4344-040
645,3.0,50.0,,50.0,3.7,DJ5635-605
646,14.0,,,,4.8,DD9483-040
647,4.0,,,,4.8,DD9476-040
648,41.0,32.0,75.0,36.48,4.4,DA1174-705
649,85.0,48.0,87.0,46.57,4.5,CZ8482-054
650,3.0,50.0,100.0,61.11,4.7,DV4341-100
651,17.0,50.0,40.0,45.0,3.0,DH9638-600
652,350.0,46.0,68.0,39.05,4.7,DD1391-100
653,5.0,50.0,80.0,76.67,5.0,FQ8826-100
654,832.0,50.0,79.0,48.05,4.9,DZ5485-042
655,29.0,43.0,78.0,69.07,4.3,DX5800-100
656,29.0,55.0,98.0,71.69,4.8,BV1358-003
657,99.0,41.0,81.0,57.84,4.7,FQ3381-600
658,0.0,,,,0.0,FV3633-081
659,0.0,,,,0.0,FB8892-200
660,2.0,,,,5.0,FB8883-200
661,0.0,,,,0.0,FJ6196-001
662,49.0,52.0,100.0,69.03,4.7,DZ3356-001
663,39.0,46.0,87.0,52.03,4.4,DV2917-500
664,38.0,45.0,85.0,60.88,4.5,DR5752-100
665,1475.0,52.0,84.0,46.21,4.9,414571-171
666,11.0,50.0,87.0,79.0,4.8,FD1334-001
667,536.0,49.0,86.0,51.41,4.9,CT8532-080
668,56.0,44.0,78.0,71.02,4.8,FB9927-200
669,7.0,59.0,59.0,67.9,5.0,FV8106-361
670,2.0,75.0,100.0,91.67,5.0,FQ8823-236
671,0.0,,,,0.0,FQ8824-236
672,45.0,50.0,84.0,72.81,4.3,DZ2538-300
673,3010.0,43.0,84.0,42.77,4.7,AH8050-100
674,1.0,50.0,50.0,66.67,4.0,DZ4627-101
675,1.0,50.0,50.0,66.67,5.0,FD0192-200
676,0.0,,,,0.0,DX6934-200
677,15.0,27.0,54.0,44.78,3.6,DR0675-018
678,1.0,,100.0,100.0,5.0,DX9013-008
679,675.0,53.0,77.0,69.01,4.8,CZ0790-161
680,562.0,51.0,84.0,54.49,4.9,DQ8426-106
681,459.0,55.0,75.0,45.44,4.9,DJ6188-101
682,54.0,56.0,85.0,64.9,4.7,DV0831-004
683,90.0,51.0,94.0,69.44,4.8,DV1307-101
684,8.0,50.0,82.0,77.33,5.0,FD6817-003
685,3.0,50.0,84.0,78.0,4.7,FQ8731-012
686,135.0,46.0,88.0,58.74,4.8,FD9082-104
687,15.0,47.0,70.0,72.33,5.0,FB9911-001
688,5.0,38.0,50.0,49.33,4.2,FB9907-001
689,29.0,42.0,95.0,67.51,4.8,FV2345-500
690,192.0,42.0,93.0,52.81,4.8,DR8784-500
691,0.0,,,,0.0,FV3631-081
692,360.0,50.0,85.0,49.44,4.4,DR2615-101
693,9.0,50.0,88.0,75.63,4.9,FB1362-100
694,19.0,50.0,92.0,78.91,4.5,FB9660-001
695,862.0,56.0,86.0,47.84,4.9,CT2302-100
696,9.0,50.0,67.0,57.52,3.4,FV6656-100
697,4.0,50.0,88.0,79.33,5.0,FZ3156-010
698,21.0,48.0,84.0,77.33,4.5,DZ3544-200
699,118.0,57.0,72.0,44.69,4.7,432997-121
700,3.0,67.0,100.0,89.0,5.0,FV4145-001
701,1.0,50.0,50.0,50.0,3.0,FV4137-001
702,3.0,50.0,100.0,83.33,5.0,FV1895-001
703,29.0,47.0,72.0,69.55,4.5,DX4985-600
704,57.0,29.0,75.0,53.38,4.5,DZ7533-600
705,25.0,44.0,85.0,71.0,4.6,FB2204-002
706,189.0,29.0,86.0,47.33,4.5,DR2665-100
707,1.0,50.0,100.0,83.33,5.0,FQ8827-324
708,12.0,25.0,63.0,48.78,4.4,FD5810-200
709,176.0,46.0,89.0,52.01,4.3,DJ7926-001
710,30.0,52.0,93.0,79.44,4.7,FB1309-001
711,200.0,46.0,89.0,55.17,4.6,DV1678-006
712,2540.0,44.0,96.0,47.15,4.9,924453-007
713,329.0,49.0,89.0,49.55,4.7,CN8490-001
714,2.0,50.0,100.0,66.67,5.0,FD6719-001
715,5.0,50.0,100.0,83.33,5.0,FD6848-001
716,10.0,56.0,72.0,69.33,4.6,FD6815-001
717,23.0,37.0,74.0,67.43,4.3,FN7459-002
718,148.0,49.0,91.0,73.02,4.8,DR8884-101
719,,,,,,
720,11.0,42.0,100.0,65.52,4.8,FV0393-001
721,990.0,50.0,80.0,44.71,4.9,BQ6472-033
722,45.0,53.0,78.0,51.07,4.8,DV0829-100
723,40.0,57.0,74.0,53.67,4.8,DZ4404-001
724,643.0,50.0,80.0,45.67,4.8,852542-007
725,205.0,41.0,83.0,46.54,3.8,849559-001
726,445.0,60.0,95.0,51.97,4.3,511881-023
727,53.0,33.0,75.0,48.58,4.4,DQ4122-100
728,9.0,28.0,84.0,70.67,4.7,FD5130-200
729,4.0,,,,4.5,FN7304-100
730,37.0,50.0,89.0,57.14,4.8,FD6819-300
731,6.0,34.0,88.0,61.0,3.8,AH8047-011
732,19.0,40.0,77.0,58.3,4.2,DQ3977-100
733,134.0,42.0,89.0,58.34,4.6,DJ4701-003
734,786.0,48.0,71.0,40.39,4.7,BQ6806-100
735,164.0,27.0,78.0,47.8,4.3,FD4116-200
736,35.0,50.0,83.0,62.43,4.3,DV1305-001
737,166.0,34.0,61.0,33.47,4.6,DH3162-100
738,176.0,38.0,76.0,39.14,4.4,CQ9356-004
739,8.0,50.0,94.0,77.17,4.9,FB9658-002
740,184.0,54.0,85.0,51.59,4.8,DV0788-105
741,518.0,31.0,67.0,33.95,4.1,DC3728-003
742,135.0,46.0,88.0,58.74,4.8,FD9082-102
743,24.0,46.0,92.0,66.83,4.8,DV5141-611
744,2967.0,50.0,78.0,42.8,4.9,554724-136
745,19.0,45.0,84.0,50.02,4.4,DQ7558-001
746,6.0,42.0,84.0,69.78,4.5,FD2592-002
747,96.0,50.0,89.0,50.85,4.6,DB2889-501
748,54.0,54.0,77.0,54.78,4.7,DV1302-100
749,1598.0,50.0,79.0,45.98,4.9,553558-136
750,11.0,50.0,95.0,78.64,4.9,FQ8338-017
751,19.0,57.0,88.0,51.84,4.8,CZ0326-100
752,4.0,25.0,75.0,50.0,5.0,FB8878-200
753,19.0,56.0,95.0,73.14,4.8,DQ0660-130
754,246.0,52.0,95.0,51.03,4.8,865031-009
755,49.0,54.0,82.0,61.66,4.9,DX4332-800
756,281.0,40.0,96.0,48.54,4.8,DM1123-100
757,17.0,38.0,94.0,71.45,4.6,DQ9011-100
758,181.0,50.0,69.0,40.59,4.6,DA6364-101
759,2.0,50.0,75.0,75.0,4.0,FB9657-002
760,411.0,52.0,80.0,47.08,4.8,DC0774-080
761,60.0,47.0,72.0,48.56,4.3,DN3253-061
762,14.0,46.0,92.0,69.81,4.9,DQ3505-100
763,79.0,47.0,65.0,39.02,4.3,DN2158-101
764,115.0,54.0,83.0,52.33,4.5,DH0295-102
765,30.0,45.0,83.0,56.0,4.8,DV0426-200
766,1124.0,49.0,85.0,44.99,4.6,BQ3204-005
767,832.0,50.0,79.0,48.05,4.9,DZ5485-105
768,216.0,44.0,97.0,48.39,4.7,942838-101
769,48.0,55.0,88.0,52.53,4.7,DX8733-103
770,17.0,50.0,50.0,37.25,3.3,FV0169-400
771,81.0,60.0,74.0,50.02,4.7,DH7004-600
772,3.0,67.0,84.0,61.44,4.7,FJ5471-121
773,84.0,48.0,83.0,46.44,4.8,CT2303-100
774,401.0,43.0,82.0,44.24,4.7,CZ4052-101
775,41.0,48.0,86.0,60.11,4.7,FN6622-201
776,0.0,,,,0.0,FD1157-600
777,,,,,,DM1182-991
778,54.0,43.0,81.0,43.19,4.7,DC9968-705
779,252.0,53.0,63.0,39.99,4.7,DN3577-002
780,75.0,41.0,83.0,44.0,4.7,DJ4978-605
781,73.0,16.0,76.0,46.0,4.1,DJ5593-041
782,16.0,25.0,100.0,45.83,4.8,FB2207-100
783,22.0,43.0,57.0,62.12,4.2,DZ2544-100
784,13.0,50.0,88.0,74.21,4.8,DX4361-002
785,9.0,38.0,88.0,56.81,4.7,DV5475-300
786,8.0,50.0,84.0,57.17,4.6,DZ3338-106
787,31.0,15.0,92.0,38.89,4.9,CD4382-400
788,13.0,50.0,100.0,83.33,4.9,FN6616-800
789,1.0,,50.0,75.0,1.0,DX5635-002
790,11.0,,50.0,50.0,4.5,FD0670-001
791,31.0,15.0,92.0,38.89,4.9,CD4382-600
792,34.0,20.0,70.0,32.94,4.4,DD9465-600
793,,,,,,FN6746-904
794,171.0,40.0,78.0,41.09,4.5,DD9304-602
795,6.0,50.0,100.0,83.33,5.0,FQ8732-010
796,327.0,56.0,88.0,49.63,4.9,DO1925-130
797,2.0,50.0,75.0,75.0,4.0,FQ8971-600
798,1.0,50.0,100.0,83.33,3.0,DZ2946-100
799,201.0,39.0,92.0,45.16,4.8,DJ5423-300
800,0.0,,,,0.0,FZ3620-001
801,0.0,,,,0.0,DJ5167-300
802,13.0,34.0,92.0,57.38,4.8,FD0808-001
803,55.0,46.0,84.0,48.18,4.6,864349-302
804,21.0,50.0,69.0,73.0,4.8,DX4981-103
805,11.0,50.0,100.0,75.0,4.9,DJ6520-001
806,1.0,100.0,100.0,100.0,4.0,FD1162-600
807,5.0,,,,3.6,DZ3183-100
808,3.0,,50.0,41.66,4.7,DO6294-002
809,16.0,45.0,75.0,60.0,3.8,DM8019-004
810,8.0,50.0,100.0,75.0,4.3,DJ5633-600
811,1.0,50.0,100.0,83.33,4.0,DX0024-100
812,9.0,50.0,100.0,61.11,5.0,CW7586-100
813,0.0,,,,0.0,FN6594-002
814,79.0,53.0,93.0,73.0,4.6,DM0174-302
815,3.0,50.0,100.0,61.11,4.0,DZ9360-007
816,,,,,,FB8895-600
817,0.0,,,,0.0,FJ0850-001
818,0.0,,,,0.0,FB2907-100
819,0.0,,,,0.0,FD6255-102
820,10.0,50.0,100.0,53.33,4.2,DJ5627-300
821,,,,,,FJ8893-900
822,1291.0,45.0,83.0,43.13,4.8,921826-011
823,,,,,,FN6750-900
824,50.0,41.0,67.0,38.0,4.2,DC7232-001
825,267.0,45.0,84.0,46.37,4.3,DM3413-002
826,49.0,50.0,85.0,47.72,4.5,DO7625-001
827,,,,,,FJ2253-901
828,76.0,32.0,44.0,27.96,4.7,DJ5963-600
829,3.0,50.0,84.0,66.89,5.0,DV5473-001
830,96.0,45.0,83.0,46.49,4.5,CD0197-006
831,,,,,,DV3892-900
832,15.0,75.0,79.0,69.11,4.3,FD0762-800
833,7.0,50.0,100.0,75.0,4.7,FJ1213-106
834,,,,,,DX5257-900
835,7.0,84.0,84.0,60.76,4.3,DN2647-651
836,0.0,,,,0.0,DD9475-705
837,66.0,29.0,70.0,49.5,4.2,CW3406-004
838,,,,,,DO7424-900
839,38.0,13.0,95.0,39.51,4.3,DJ6606-001
840,28.0,46.0,90.0,67.95,4.8,DZ4353-160
841,26.0,52.0,88.0,69.74,4.7,DM1206-174
842,581.0,46.0,93.0,46.85,4.6,CZ1884-004
843,4.0,63.0,88.0,75.33,4.0,FQ8077-104
844,320.0,50.0,93.0,48.71,4.8,DC8418-104
845,83.0,25.0,50.0,25.4,4.6,DC8753-100
846,,,,,,DV3892-900
847,21.0,61.0,90.0,75.5,4.2,CD4385-400
848,16.0,23.0,94.0,41.08,3.4,DD0007-900
849,49.0,42.0,100.0,50.73,4.6,394055-001
850,2.0,50.0,75.0,75.0,5.0,FB8889-100
851,0.0,,,,0.0,A03938C-206
852,365.0,46.0,83.0,64.5,4.3,CT2357-100
853,30.0,43.0,96.0,49.67,4.4,DR5540-002
854,294.0,55.0,95.0,53.06,4.6,DM0829-301
855,275.0,48.0,87.0,46.33,4.8,CW3400-001
856,0.0,,,,0.0,DX5636-002
857,4.0,50.0,100.0,75.0,3.8,DD0529-002
858,21.0,50.0,75.0,49.6,4.0,DM0823-101
859,1.0,50.0,100.0,83.33,5.0,FB8885-100
860,,,,,,DX5261-902
861,93.0,54.0,81.0,46.08,4.5,DM0103-003
862,1.0,50.0,100.0,83.33,5.0,FB8132-100
863,30.0,46.0,90.0,48.67,4.7,DV0806-102
864,1.0,50.0,100.0,83.33,5.0,DZ4637-001
865,6.0,25.0,88.0,54.33,4.3,DV4336-040
866,,,,,,FQ7148-900
867,1.0,50.0,100.0,83.33,5.0,DZ7740-800
868,17.0,37.0,82.0,43.59,4.1,DV3258-103
869,267.0,49.0,92.0,49.0,4.6,DA7245-011
870,18.0,50.0,100.0,51.85,4.9,FB1378-001
871,4.0,50.0,67.0,47.33,3.8,DM3004-001
872,1.0,100.0,100.0,100.0,4.0,168817C-102
873,372.0,50.0,89.0,49.74,4.7,FJ2843-100
874,359.0,47.0,92.0,46.61,4.6,DD6203-003
875,158.0,43.0,82.0,44.41,4.6,DD9293-003
876,,,,,,FJ4036-900
877,38.0,57.0,83.0,47.54,4.3,DD1579-103
878,10.0,44.0,100.0,71.33,4.9,DZ3407-800
879,193.0,47.0,94.0,48.9,4.8,DD9538-012
880,4.0,50.0,75.0,62.5,3.5,DV1734-100
881,115.0,50.0,93.0,49.7,4.7,DC8751-800
882,0.0,,,,0.0,DZ5943-100
883,,,,,,FJ8896-900
884,17.0,47.0,88.0,48.92,4.9,DC7695-102
885,91.0,50.0,95.0,54.19,4.7,DH0623-400
886,0.0,,,,0.0,DZ5952-100
887,2.0,,,,5.0,DX3946-100
888,72.0,40.0,85.0,46.76,4.3,DV2757-201
889,17.0,50.0,97.0,78.41,4.8,DX4397-170
890,0.0,,,,0.0,FB9728-600
891,13.0,42.0,78.0,60.0,4.1,AQ1199-001
892,,,,,,HF0795-101
893,252.0,38.0,75.0,44.41,4.5,DR8785-401
894,,,,,,FB2382-900
895,8.0,70.0,80.0,75.0,4.5,DO9387-001
896,5.0,20.0,60.0,40.0,4.0,DR0508-001
897,429.0,48.0,91.0,48.12,4.9,DM0029-105
898,469.0,46.0,83.0,44.56,4.7,DM0825-103
899,7.0,50.0,93.0,81.0,4.7,DX3666-005
900,1.0,,50.0,75.0,4.0,FQ9044-800
901,2.0,50.0,75.0,75.0,4.5,FQ0205-133
902,1.0,50.0,100.0,75.0,1.0,DM9015-105
903,88.0,50.0,75.0,42.05,4.7,CT6649-414
904,0.0,,,,0.0,DA5457-010
905,4.0,50.0,88.0,79.33,5.0,FJ1683-100
906,65.0,39.0,89.0,44.21,4.3,DJ6258-100
907,10.0,50.0,78.0,59.33,4.5,DA5455-616
908,2.0,25.0,50.0,58.33,4.0,DZ2906-600
909,7.0,50.0,100.0,54.76,4.9,DV0804-200
910,28.0,50.0,100.0,55.95,4.9,DQ9624-400
911,525.0,56.0,69.0,42.49,4.7,DH2987-112
912,19.0,,,,4.9,DJ6521-002
913,14.0,,50.0,50.0,3.8,DX7998-700
914,134.0,50.0,90.0,48.91,4.7,DR2693-300
915,2.0,50.0,100.0,75.0,5.0,DJ6517-001
916,1.0,,50.0,50.0,4.0,DM0259-900
917,7.0,67.0,84.0,64.62,4.6,DV3276-600
918,,,,,,DX5266-902
919,127.0,42.0,84.0,43.05,4.5,CT1726-100
920,115.0,55.0,75.0,43.62,4.7,CQ9179-100
921,153.0,49.0,86.0,46.96,4.8,DM3494-301
922,107.0,56.0,94.0,54.98,4.5,805899-202
923,1.0,50.0,100.0,83.33,5.0,FJ0980-001
924,10.0,13.0,75.0,42.67,4.4,DX7999-100
925,57.0,49.0,88.0,49.18,4.5,DC8185-010
926,,,,,,CW7635-991
927,53.0,34.0,67.0,34.92,4.7,DD9472-040
928,15.0,47.0,82.0,58.56,4.6,DA5456-001
929,0.0,,,,0.0,FQ8829-100
930,58.0,47.0,89.0,67.17,4.5,DJ7883-300
931,3.0,,50.0,50.0,5.0,DQ1872-001
932,50.0,42.0,89.0,53.67,4.7,DV5477-600
933,,,,,,FZ0814-900
934,20.0,32.0,82.0,46.33,4.5,DV1403-002
935,16.0,50.0,94.0,81.33,4.9,FB9891-100
936,1.0,50.0,50.0,66.67,5.0,DJ6519-104
937,,,,,,DV2273-900
938,64.0,39.0,95.0,45.71,4.6,AT5889-407
939,10.0,50.0,72.0,44.0,2.6,DV3278-700
940,65.0,49.0,91.0,47.18,4.5,DJ3056-004
941,297.0,58.0,86.0,48.11,4.6,CW1648-003
942,0.0,,,,0.0,FD0088-100
943,163.0,53.0,90.0,48.48,4.5,DA1105-400
944,,,,,,
945,601.0,52.0,89.0,47.5,4.5,416355-001
946,136.0,45.0,79.0,43.29,4.5,DO9328-004
947,17.0,50.0,80.0,49.22,4.8,DX9428-003
948,,,,,,DV3908-900
949,0.0,,,,0.0,FV0400-001
950,2.0,75.0,100.0,91.67,4.5,FJ5464-010
951,9.0,50.0,50.0,37.04,3.8,DV4337-300
952,9.0,45.0,95.0,80.0,4.8,DZ3299-400
953,37.0,50.0,84.0,47.37,4.6,DR2695-600
954,79.0,52.0,89.0,54.59,4.5,DC9835-300
955,9.0,50.0,100.0,57.41,5.0,166800C-001
956,159.0,59.0,90.0,74.5,4.6,CZ5478-400
957,3.0,50.0,100.0,61.11,4.7,DV2018-600
958,3.0,50.0,100.0,75.0,5.0,DM8465-100
959,6.0,50.0,100.0,61.11,5.0,FJ1056-100
960,,,,,,FJ4036-900
961,2.0,50.0,100.0,75.0,4.5,DJ5590-103
962,12.0,59.0,92.0,83.67,4.9,DC8877-200
963,17.0,47.0,88.0,48.92,4.9,DC7695-100
964,195.0,50.0,87.0,45.84,4.5,DA8697-001
965,8.0,34.0,100.0,53.0,5.0,DV6798-001
966,0.0,,,,0.0,DJ4471-121
967,9.0,,,,4.6,DD9482-040
968,8.0,25.0,25.0,20.83,3.8,DJ4487-121
969,121.0,51.0,91.0,60.56,4.8,DZ4475-300
970,1.0,,100.0,100.0,5.0,DD0553-002
971,30.0,47.0,87.0,53.56,4.8,DO7189-100
972,3.0,50.0,100.0,61.11,3.0,DM0886-100
973,32.0,20.0,77.0,46.92,4.6,FN8406-300
974,0.0,,,,0.0,DZ5961-100
975,106.0,55.0,88.0,49.24,4.8,DN1856-002
976,1.0,50.0,100.0,83.33,5.0,FN3435-148
977,0.0,,,,0.0,DD0535-002
978,23.0,48.0,72.0,67.54,4.2,FB1396-070
979,15.0,37.0,63.0,35.56,4.2,DH9227-101
980,2.0,50.0,25.0,37.5,2.0,DX2670-001
981,0.0,,,,0.0,DX5643-002
982,,,,,,FJ8890-905
983,24.0,53.0,100.0,67.67,4.9,CD6404-400
984,698.0,32.0,94.0,42.48,4.7,BQ4639-203
985,93.0,47.0,72.0,47.55,4.3,DV7903-003
986,1.0,50.0,50.0,66.67,5.0,FD0759-133
987,10.0,50.0,93.0,61.0,4.8,DR6191-103
988,18.0,50.0,100.0,51.85,4.2,CZ6559-110
989,108.0,54.0,82.0,49.65,4.8,DD9315-108
990,58.0,17.0,67.0,28.57,4.4,DJ5598-040
991,78.0,52.0,81.0,47.75,4.9,CW2290-111
992,66.0,37.0,83.0,42.53,4.7,DC9969-600
993,18.0,75.0,100.0,87.5,5.0,CJ8524-401
994,53.0,50.0,84.0,47.81,4.7,DC4073-003
995,47.0,32.0,72.0,37.5,4.5,DC8466-102
996,0.0,,,,0.0,FN7454-100
997,6.0,50.0,70.0,56.67,4.5,DZ3744-100
998,58.0,25.0,75.0,33.91,4.5,366683-003
999,0.0,,,,0.0,FD0090-101
1000,0.0,,,,0.0,DM0106-117
1001,0.0,,,,0.0,FQ8725-084
1002,30.0,53.0,69.0,44.0,3.9,DM1106-002
1003,3.0,50.0,84.0,67.0,5.0,FJ1582-130
1004,5.0,25.0,100.0,62.5,4.8,FD0735-442
1005,0.0,,,,0.0,FN2452-170
1006,4.0,25.0,75.0,50.0,4.5,CI2964-610
1007,4.0,50.0,75.0,75.0,4.8,FD9081-001
1008,48.0,37.0,79.0,41.44,4.6,DM4044-102
1009,,,,,,DO7432-900
1010,33.0,30.0,67.0,39.4,4.2,DM1120-008
1011,12.0,37.0,64.0,50.33,3.6,DV5468-300
1012,30.0,34.0,100.0,61.33,4.8,DZ3306-100
1013,74.0,63.0,88.0,75.5,4.9,DC1975-001
1014,8.0,50.0,100.0,54.17,4.1,FD3598-001
1015,12.0,65.0,95.0,81.11,4.7,FB2863-600
1016,33.0,25.0,82.0,40.72,4.4,CV5708-010
1017,2.0,50.0,75.0,75.0,5.0,DZ2545-600
1018,5.0,50.0,100.0,75.0,5.0,DX1165-100
1019,0.0,,,,0.0,DZ5984-100
1020,0.0,,,,0.0,DX5644-002
1021,5.0,50.0,100.0,56.67,3.2,CN0050-100
1022,12.0,50.0,84.0,58.56,4.9,DZ5320-200
1023,2.0,25.0,100.0,75.0,5.0,FN0096-401
1024,10.0,50.0,84.0,51.33,4.5,DR6966-102
1025,2.0,25.0,100.0,58.33,4.5,FN0234-104
1026,3.0,50.0,84.0,78.0,5.0,DZ6763-102
1027,1.0,50.0,100.0,83.33,5.0,FD0268-100
1028,4.0,34.0,84.0,64.33,3.5,DJ6418-001
1029,,,,,,
1030,2.0,50.0,50.0,50.0,4.0,DR2733-400
1031,62.0,30.0,90.0,45.91,4.6,DM1124-002
1032,1.0,50.0,100.0,83.33,5.0,FB2908-106
1033,58.0,59.0,100.0,79.5,4.7,AH4000-100
1034,29.0,39.0,78.0,58.5,4.3,456975-001
1035,70.0,52.0,83.0,47.38,4.6,DA1446-100
1036,25.0,,25.0,14.5,4.8,DV3353-001
1037,514.0,52.0,84.0,45.53,4.1,621716-020
1038,159.0,50.0,88.0,47.05,4.6,CW3396-001
1039,,,,,,
1040,0.0,,,,0.0,FV0392-101
1041,0.0,,,,0.0,FQ3391-010
1042,7.0,25.0,75.0,38.1,4.3,DR2756-400
1043,7.0,50.0,25.0,29.76,4.7,DQ7674-001
1044,0.0,,,,0.0,DZ6003-100
1045,1.0,,100.0,100.0,5.0,FB9722-001
1046,278.0,47.0,95.0,47.45,4.8,CT3550-101
1047,,,,,,FJ4036-900
1048,23.0,45.0,88.0,74.77,4.5,FB2067-003
1049,12.0,46.0,88.0,66.89,4.3,DH7546-101
1050,20.0,40.0,84.0,66.33,4.9,FV3826-001
1051,85.0,50.0,90.0,52.94,4.7,DR2686-001
1052,564.0,39.0,72.0,55.5,4.6,CZ4099-400
1053,1.0,,,100.0,3.0,DV4330-300
1054,,,,,,FZ3984-900
1055,0.0,,,,0.0,DV4340-040
1056,22.0,50.0,75.0,44.7,4.6,DJ5605-300
1057,10.0,50.0,63.0,44.33,4.6,DV1202-601
1058,15.0,47.0,82.0,58.56,4.6,DA5456-101
1059,7.0,50.0,100.0,75.0,4.9,DD0550-002
1060,5.0,30.0,100.0,76.67,5.0,DR0455-001
1061,38.0,34.0,67.0,34.54,4.8,580456-500
1062,29.0,17.0,67.0,31.45,4.6,DD9473-040
1063,,,,,,FN6743-900
1064,,,,,,DV2273-900
1065,55.0,50.0,90.0,55.76,4.9,DZ2522-001
1066,379.0,46.0,88.0,45.55,4.4,CI9923-005
1067,145.0,48.0,74.0,42.97,4.4,DH1537-002
1068,88.0,50.0,73.0,42.52,3.9,DD0204-009
1069,10.0,,,,4.3,DH0956-002
1070,,,,,,DZ3635-900
1071,17.0,50.0,100.0,53.92,4.6,DD9463-300
1072,3.0,,100.0,66.66,4.7,DD9477-300
1073,19.0,42.0,59.0,50.5,4.5,CT0079-101
