,ShoeName,Category,no_colors,price_reduce,price,Brand,product_code,URL
470,Nike Revolution 7 EasyOn,Women,1,59.97,70.0,Nike,FN7999-001,https://www.nike.com/t/revolution-7-easyon-womens-easy-on-off-road-running-shoes-3KLT6K/FN7999-001
471,Nike Huarache 9 Elite Low LAX,Women,2,120.0,120.0,Nike,FD0089-101,https://www.nike.com/t/huarache-9-elite-low-lax-lacrosse-cleats-r1Psr6/FD0089-101
472,Nike Air Max 97 By You Greatest Gift,Women,1,195.0,195.0,Nike,FN6743-900,https://www.nike.com/u/custom-nike-air-max-97-shoes-by-you-10001675/5527549310
473,Nike Dunk Low Disrupt x Serena Williams Design Crew,Women,1,120.0,120.0,Nike,DX4220-100,https://www.nike.com/t/dunk-low-disrupt-x-serena-williams-design-crew-womens-shoes-JSFp1c/DX4220-100
474,"Nike ACG GORE-TEX ""Mountain Fly""",Women,1,220.0,220.0,Nike,CT2904-002,https://www.nike.com/t/acg-gore-tex-mountain-fly-shoes-78bQ8Z/CT2904-002
475,Nike Tech Hera,Women,1,110.0,110.0,Nike,FQ8107-133,https://www.nike.com/t/tech-hera-womens-shoes-2n0qcZ/FQ8107-133
476,Nike Benassi JDI,Women,1,13.97,25.0,Nike,343881-007,https://www.nike.com/t/benassi-jdi-womens-slides-fZbvxT/343881-007
477,Nike Attack,Women,1,130.0,130.0,Nike,,https://www.nike.com/launch/r/FB8938-102
478,NikeCourt Air Zoom Vapor Pro 2,Women,1,130.0,130.0,Nike,FB2200-001,https://www.nike.com/t/nikecourt-air-zoom-vapor-pro-2-womens-hard-court-tennis-shoes-wide-8tGQwM/FB2200-001
479,NikeCourt Air Zoom Vapor Pro 2 Premium,Women,1,105.97,140.0,Nike,FB7054-600,https://www.nike.com/t/nikecourt-air-zoom-vapor-pro-2-premium-womens-hard-court-tennis-shoes-5tLbM1/FB7054-600
480,Nike Air Max 95,Women,1,104.97,190.0,Nike,DZ5226-300,https://www.nike.com/t/air-max-95-womens-shoes-5PsPNn/DZ5226-300
481,Nike Air Presto,Women,1,65.97,130.0,Nike,DM9554-900,https://www.nike.com/t/air-presto-mens-shoes-JlLlWz/DM9554-900
482,Nike Air Max 1 Premium 2,Women,1,108.97,180.0,Nike,FD5088-200,https://www.nike.com/t/air-max-1-premium-2-shoes-Zl7x8b/FD5088-200
483,Air Jordan OG,Women,1,112.97,140.0,Nike,DO1850-007,https://www.nike.com/t/air-jordan-og-womens-shoe-G2NHHt/DO1850-007
484,Nike J Force 1 Low LX SP,Women,2,170.0,170.0,Nike,DR0424-001,https://www.nike.com/t/j-force-1-low-lx-sp-womens-shoes-mj8RZW/DR0424-001
485,Freak 5 By You,Women,1,160.0,160.0,Nike,HF0004-900,https://www.nike.com/u/custom-freak-5-by-you-10001745/4130726134
486,KD16 By You,Women,1,190.0,190.0,Nike,FB2390-900,https://www.nike.com/u/custom-nike-kd-16-by-you-10001742/4758821816
487,Nike Zoom Javelin Elite 3,Women,1,89.97,150.0,Nike,DV9193-001,https://www.nike.com/t/zoom-javelin-elite-3-track-field-throwing-spikes-FsRcHV/DV9193-001
488,Nike Daybreak,Women,1,95.0,95.0,Nike,DX3313-100,https://www.nike.com/t/daybreak-womens-shoes-qLjcF9/CK2351-001
489,Nike Manoa Leather,Women,2,80.97,95.0,Nike,454350-700,https://www.nike.com/t/manoa-leather-mens-boots-Mj42BL/454350-700
490,Nike G.T. Jump,Women,2,153.97,180.0,Nike,CZ9907-003,https://www.nike.com/t/gt-jump-basketball-shoes-Mj4kHp/CZ9907-003
491,Nike Renew Ride 3,Women,1,64.97,80.0,Nike,DC8184-001,https://www.nike.com/t/renew-ride-3-womens-road-running-shoes-FKZdhN/DC8184-001
492,Air Jordan XXXVII,Women,1,111.97,185.0,Nike,DD6958-001,https://www.nike.com/t/air-jordan-xxxvii-basketball-shoes-MttxV5/DD6958-001
493,Nike SB Zoom Blazer Mid Premium,Women,2,75.97,100.0,Nike,DV7898-600,https://www.nike.com/t/sb-zoom-blazer-mid-premium-skate-shoes-qr7mWL/DV7898-600
494,Nike Terminator High (Morehouse),Women,1,150.0,150.0,Nike,,https://www.nike.com/launch/r/FV2083-001
495,LeBron Witness 8,Women,1,110.0,110.0,Nike,FB2239-002,https://www.nike.com/t/lebron-witness-8-basketball-shoes-Blsjb8/FB2239-002
496,Nike Court Royale AC,Women,1,65.0,65.0,Nike,BQ9138-001,https://www.nike.com/t/court-royale-ac-womens-slip-on-shoes-Z8Kg15/BQ9138-001
497,Nike Initiator,Women,1,75.0,75.0,Nike,FQ6873-101,https://www.nike.com/t/initiator-womens-running-shoe-sK1Csq/FQ6873-101
498,AJKO 1,Women,1,84.97,140.0,Nike,DO5047-411,https://www.nike.com/t/ajko-1-mens-shoes-GNcCR9/DO5047-411
499,Nike Air Max 1 '87 By You,Women,1,180.0,180.0,Nike,FJ8893-900,https://www.nike.com/u/custom-air-max-1-unlocked-by-you-10001714/8309443440
500,Nike Air Max 1 '87,Women,1,160.0,160.0,Nike,,https://www.nike.com/launch/r/FQ8900-440
501,Nike Blazer Mid '77,Women,1,89.97,100.0,Nike,CZ1055-101,https://www.nike.com/t/blazer-mid-77-womens-shoes-25h71W/CZ1055-101
502,Nike Air Max 1 x Serena Williams Design Crew,Women,1,150.0,150.0,Nike,FQ4298-800,https://www.nike.com/t/air-max-1-x-serena-williams-design-crew-shoes-rXLHBc/FQ4298-800
503,Nike Blazer Mid '77 Suede,Women,1,78.97,105.0,Nike,CI1172-601,https://www.nike.com/t/blazer-mid-77-suede-shoes-HxFGDP/CI1172-601
504,Cosmic Unity 3 N7,Women,1,170.0,170.0,Nike,FV6079-001,https://www.nike.com/t/cosmic-unity-3-n7-basketball-shoes-2t595M/FV6079-001
505,Nike High Jump Elite,Women,1,135.0,135.0,Nike,806561-400,https://www.nike.com/t/high-jump-elite-track-field-jumping-spikes-AKTd9Aq3/806561-400
506,Nike Air Max Thea Mid,Women,2,127.97,150.0,Nike,859550-200,https://www.nike.com/t/air-max-thea-mid-womens-shoe-Q2mzEJ/859550-200
507,NikeCourt Air Zoom GP Turbo Osaka,Women,1,136.97,160.0,Nike,FB7076-100,https://www.nike.com/t/nikecourt-air-zoom-gp-turbo-osaka-womens-hard-court-tennis-shoes-ZdfLR2/FB7076-100
508,Nike M2K Tekno,Women,1,102.97,120.0,Nike,AO3108-006,https://www.nike.com/t/m2k-tekno-womens-shoes-ncPnqs/AO3108-006
509,Nike Zoom Rotational 6,Women,2,110.0,110.0,Nike,685131-004,https://www.nike.com/t/zoom-rotational-6-track-field-throwing-shoes-kgbYp9/685131-004
510,Nike Air Max Command,Women,1,120.0,120.0,Nike,397690-018,https://www.nike.com/t/air-max-command-womens-shoes-xSHPfg/397690-018
511,Nike Dunk Low Retro,Women,1,115.0,115.0,Nike,DD1391-100,https://www.nike.com/t/dunk-low-retro-mens-shoes-87q0hf/DD1391-100
512,Nike Icon Classic SE,Women,2,70.0,70.0,Nike,FJ2596-002,https://www.nike.com/t/icon-classic-se-womens-sandals-Dmv4KV/FJ2596-002
513,Nike Air Adjust Force Unlocked By You Greatest Gift,Women,1,210.0,210.0,Nike,FB2392-900,https://www.nike.com/u/nike-air-adjust-force-unlocked-by-you-10001738/9215341484
514,Nike Dunk High,Women,1,110.97,130.0,Nike,FN4216-001,https://www.nike.com/t/dunk-high-womens-shoes-P0t1rV/FN4216-001
515,Nike Metcon 9 EasyOn,Women,2,127.97,150.0,Nike,DZ2540-600,https://www.nike.com/t/metcon-9-easyon-womens-workout-shoes-k9NSLK/DZ2540-600
516,Nike Air Force 1 ’07,Women,1,115.0,115.0,Nike,FZ3597-133,https://www.nike.com/t/air-force-1-07-womens-shoes-g1WQMK/FZ3597-133
517,Nike Vomero 5,Women,1,160.0,160.0,Nike,FN7196-663,https://www.nike.com/t/vomero-5-womens-shoes-ZnKVhN/FN7196-663
518,Freak 5 By You,Women,1,160.0,160.0,Nike,HF0004-900,https://www.nike.com/u/custom-freak-5-by-you-10001744/5385744585
519,Nike Vomero 5,Women,1,160.0,160.0,Nike,FN7778-600,https://www.nike.com/t/vomero-5-womens-shoes-26nkFx/FN7778-600
520,Air Jordan 1 Mid SE,Women,1,135.0,135.0,Nike,FJ4923-008,https://www.nike.com/t/air-jordan-1-mid-se-mens-shoes-bvPSnj/FJ4923-008
521,Nike Blazer Mid '77 By You,Women,1,120.0,120.0,Nike,DO7433-900,https://www.nike.com/u/custom-nike-blazer-mid-77-by-you-10001337/4383823206
522,Nike Dunk Low Premium,Women,1,125.0,125.0,Nike,FQ8899-100,https://www.nike.com/t/dunk-low-premium-womens-shoes-W1tXD6/FQ8899-100
523,Nike Air Force 1 '07 EasyOn,Women,1,115.0,115.0,Nike,FD1146-100,https://www.nike.com/t/air-force-1-07-easyon-shoes-vpmlK3/FD1146-100
524,Nike Zoom Air Fire,Women,2,93.97,125.0,Nike,DV1129-101,https://www.nike.com/t/zoom-air-fire-womens-shoes-qWR8HQ/DV1129-101
525,Nike Dunk Low,Women,1,125.0,125.0,Nike,FQ8897-252,https://www.nike.com/t/dunk-low-womens-shoes-k1mC1k/FQ8897-252
526,Nike Pole Vault Elite,Women,2,130.0,130.0,Nike,AA1204-400,https://www.nike.com/t/pole-vault-elite-track-field-jumping-spikes-z6w0XQ/AA1204-400
527,Nike SB Pogo,Women,1,67.97,90.0,Nike,DR9114-100,https://www.nike.com/t/sb-pogo-skate-shoes-fcHgzR/DR9114-100
528,Nike Air Max 97 By You Greatest Gift,Women,1,195.0,195.0,Nike,FZ0815-900,https://www.nike.com/u/custom-nike-air-max-97-shoes-by-you-10001673/6589589279
529,Nike Air Max Fusion,Women,1,75.0,75.0,Nike,CJ1671-100,https://www.nike.com/t/air-max-fusion-womens-shoes-FmV5Vx/CJ1671-100
530,Jordan System.23,Women,1,110.0,110.0,Nike,DN4890-700,https://www.nike.com/t/jordan-system23-mens-shoes-fKW1rS/DN4890-700
531,Nike Alpha Huarache 8 Varsity,Women,1,76.97,90.0,Nike,CZ6558-110,https://www.nike.com/t/alpha-huarache-8-varsity-lacrosse-cleats-q0XBb8/CZ6558-110
532,Nike Air Force 1 '07 SE,Women,1,72.97,110.0,Nike,DR6402-900,https://www.nike.com/t/air-force-1-07-se-womens-shoes-BqXrqR/DR6402-900
533,Nike Air Max 97,Women,1,138.97,185.0,Nike,FQ8889-100,https://www.nike.com/t/air-max-97-womens-shoes-WLVLt1/FQ8889-100
534,Air Jordan 1 Low SE Craft,Women,1,120.0,120.0,Nike,DZ4135-002,https://www.nike.com/t/air-jordan-1-low-se-craft-mens-shoes-lcTJxC/DZ4135-002
535,LeBron Witness 6 (Team),Women,1,89.97,105.0,Nike,DO9843-100,https://www.nike.com/t/lebron-witness-6-team-basketball-shoes-d6BdZB/DO9843-100
536,Nike Dunk Low,Women,1,120.0,120.0,Nike,DV7411-400,https://www.nike.com/t/dunk-low-womens-shoes-kPGHX0/DV7411-400
537,Nike InfinityRN 4 By You Greatest Gift,Women,1,190.0,190.0,Nike,DX5048-300,https://www.nike.com/u/custom-reactx-infinity-rn-4-by-you-10001739/2146020008
538,Air Jordan 1 Mid SE Craft,Women,1,114.97,135.0,Nike,FD6817-003,https://www.nike.com/t/air-jordan-1-mid-se-craft-mens-shoes-5VjD18/FD6817-003
539,Jumpman MVP,Women,1,140.97,165.0,Nike,FQ8337-121,https://www.nike.com/t/jumpman-mvp-womens-shoes-pkJccB/FQ8337-121
540,Nike SB Nyjah Free 2,Women,1,65.97,100.0,Nike,BV2078-100,https://www.nike.com/t/sb-nyjah-free-2-skate-shoes-s4Kt9q/BV2078-100
541,Nike SB Zoom Blazer Mid x Mason Silva,Women,1,88.97,110.0,Nike,DZ7260-400,https://www.nike.com/t/sb-zoom-blazer-mid-x-mason-silva-skate-shoes-1FNC6x/DZ7260-400
542,Nike Air Max 1 Premium 2,Women,1,160.0,160.0,Nike,FD5088-001,https://www.nike.com/t/air-max-1-premium-2-shoes-zLvmlb/FD5088-001
543,Air Jordan 11 CMFT Low,Women,2,110.97,130.0,Nike,DV2629-005,https://www.nike.com/t/air-jordan-11-cmft-low-womens-shoes-kk9grs/DV2629-005
544,Air Jordan 2 Retro,Women,1,175.0,175.0,Nike,FB2372-100,https://www.nike.com/t/air-jordan-2-retro-womens-shoes-jkpGhP/FB2372-100
545,Nike Air Adjust Force Unlocked By You Greatest Gift,Women,1,210.0,210.0,Nike,FB2392-900,https://www.nike.com/u/nike-air-adjust-force-unlocked-by-you-10001740/5910223381
546,"LeBron XXI ""Abalone""",Women,1,210.0,210.0,Nike,FN0708-400,https://www.nike.com/t/lebron-xxi-abalone-basketball-shoes-RQm6rR/FN0708-400
547,Nike Air Max 270,Women,1,160.0,160.0,Nike,DH3050-100,https://www.nike.com/t/air-max-270-womens-shoes-PCB5wl/DH3050-100
548,Nike Dunk Low Next Nature,Women,1,110.0,110.0,Nike,FN7105-030,https://www.nike.com/t/dunk-low-next-nature-womens-shoes-bxR0pv/FN7105-030
549,NikeCourt Air Zoom Vapor 11 Premium,Women,1,153.97,180.0,Nike,FD6694-001,https://www.nike.com/t/nikecourt-air-zoom-vapor-11-premium-womens-hard-court-tennis-shoes-5lVbnb/FD6694-001
550,Air Jordan 1 Retro Low Slip,Women,2,110.0,110.0,Nike,AV3918-102,https://www.nike.com/t/air-jordan-1-retro-low-slip-womens-shoes-3lqhns/AV3918-102
551,Converse x Martine Ali Chuck 70 De Luxe Wedge,Women,1,160.0,160.0,Nike,,https://www.nike.com/launch/r/A08650C-001
552,Nike Ebernon Low,Women,1,70.0,70.0,Nike,AQ1779-100,https://www.nike.com/t/ebernon-low-womens-shoe-6dfCc8/AQ1779-100
553,Air Jordan 1 Mid SE,Women,1,135.0,135.0,Nike,FJ3448-200,https://www.nike.com/t/air-jordan-1-mid-se-womens-shoes-spwLJ0/FJ3448-200
554,Zion 2 TB,Women,1,102.97,120.0,Nike,DQ7688-170,https://www.nike.com/t/zion-2-tb-mens-basketball-shoes-GfL6GT/DQ7688-170
555,Nike Air Force 1 '07 Premium,Women,1,98.97,140.0,Nike,DV4462-600,https://www.nike.com/t/air-force-1-07-premium-womens-shoes-PZFSFm/DV4462-600
556,Nike Air More Uptempo,Women,1,85.0,85.0,Nike,FJ2708-001,https://www.nike.com/t/air-more-uptempo-mens-slides-5RWtBc/FJ2708-001
557,Nike Crater Impact,Women,1,89.97,105.0,Nike,CW2386-603,https://www.nike.com/t/crater-impact-womens-shoes-zztfgM/CW2386-603
558,Nike Air Pegasus '89 Premium,Women,1,110.0,110.0,Nike,FN6838-012,https://www.nike.com/t/air-pegasus-89-premium-shoes-4nxg1c/FN6838-012
559,NikeCourt Air Zoom GP Turbo Osaka Premium,Women,1,160.0,160.0,Nike,FJ2985-001,https://www.nike.com/t/nikecourt-air-zoom-gp-turbo-osaka-premium-womens-hard-court-tennis-shoes-fRK8k4/FJ2985-001
560,Nike G.T. Cut 2 GTE,Women,1,153.97,180.0,Nike,FV4145-001,https://www.nike.com/t/gt-cut-2-gte-basketball-shoes-k20cn7/FV4145-001
561,Nike Renew In-Season TR 11,Women,1,57.97,75.0,Nike,DA1349-004,https://www.nike.com/t/renew-in-season-tr-11-womens-workout-shoes-KxgvTj/DA1349-004
562,Nike Air Footscape Woven,Women,2,160.0,160.0,Nike,,https://www.nike.com/launch/r/FB1959-001
563,Nike Air Footscape Woven Premium,Women,1,160.0,160.0,Nike,,https://www.nike.com/launch/r/FQ8129-010
564,NikeCourt Air Zoom Vapor Pro 2,Women,1,120.0,120.0,Nike,DV2024-001,https://www.nike.com/t/nikecourt-air-zoom-vapor-pro-2-womens-clay-tennis-shoes-JS33k7/DV2024-001
565,Nike ZoomX Dragonfly,Women,1,89.97,150.0,Nike,DR9922-700,https://www.nike.com/t/zoomx-dragoy-track-field-distance-spikes-26wvr7/DR9922-700
566,Nike SB Zoom Blazer Mid,Women,1,67.97,90.0,Nike,FD0731-001,https://www.nike.com/t/sb-zoom-blazer-mid-skate-shoes-SS5p2B/FD0731-001
567,Air Jordan I High G,Women,4,99.97,180.0,Nike,DQ0660-130,https://www.nike.com/t/air-jordan-i-high-g-mens-golf-shoes-ZgQdl6/DQ0660-130
568,Nike Superfly 9 Elite Mercurial Dream Speed,Women,5,295.0,295.0,Nike,FD1157-600,https://www.nike.com/t/superfly-9-elite-mercurial-dream-speed-fg-high-top-soccer-cleats-sb8gJK/FD1157-600
569,Nike Mercurial Vapor 15 Academy,Women,2,85.0,85.0,Nike,DJ5630-600,https://www.nike.com/t/mercurial-vapor-15-academylow-top-soccer-cleats-gb4RSn/DJ5630-600
570,Nike Infinity Pro 2,Women,3,93.97,110.0,Nike,DJ5593-041,https://www.nike.com/t/infinity-pro-2-mens-golf-shoes-TsqzdV/DJ5593-041
571,Nike Infinity Ace Next Nature,Women,6,82.97,110.0,Nike,DX0024-100,https://www.nike.com/t/infinity-ace-next-nature-golf-shoes-Q57Wdv/DX0024-100
572,Jordan ADG 4 x Eastside Golf,Women,1,205.0,205.0,Nike,FJ0850-001,https://www.nike.com/t/jordan-adg-4-x-eastside-golf-mens-golf-shoes-1SrDgb/FJ0850-001
573,Jordan ADG 4,Women,5,195.0,195.0,Nike,DM0103-003,https://www.nike.com/t/jordan-adg-4-mens-golf-shoes-zw1ZGK/DM0103-003
574,Nike Air Max 1 '86 OG G,Women,4,120.97,160.0,Nike,DV1403-002,https://www.nike.com/t/air-max-1-86-og-g-mens-golf-shoes-qT5Dtm/DV1403-002
575,Nike Air Zoom Infinity Tour NEXT% Boa,Women,1,150.97,190.0,Nike,DJ5590-103,https://www.nike.com/t/air-zoom-infinity-tour-next-boa-mens-golf-shoes-wide-LxFSGW/DJ5590-103
576,Air Jordan 1 Low G,Women,5,140.0,140.0,Nike,DD9315-108,https://www.nike.com/t/air-jordan-1-low-g-golf-shoes-jChrQ3/DD9315-108
577,Roshe G Next Nature,Women,7,76.97,85.0,Nike,DV1202-601,https://www.nike.com/t/roshe-g-next-nature-mens-golf-shoes-CdMxPX/DV1202-601
578,Air Jordan 1 High G NRG,Women,1,210.0,210.0,Nike,FD6815-001,https://www.nike.com/t/air-jordan-1-high-g-nrg-mens-golf-shoes-KqNcWn/FD6815-001
579,Nike Air Zoom Infinity Tour NEXT% NRG,Women,1,180.0,180.0,Nike,DV6801-701,https://www.nike.com/t/air-zoom-infinity-tour-next-nrg-golf-shoes-Qz3VFg/DV6801-701
580,Jordan Retro 6 G,Women,3,230.0,230.0,Nike,DV1376-101,https://www.nike.com/t/jordan-retro-6-g-mens-golf-shoes-t9bR21/DV1376-101
581,Air Jordan 12 Low,Women,1,220.0,220.0,Nike,DH4120-101,https://www.nike.com/t/air-jordan-12-low-golf-shoes-0fSmzT/DH4120-101
582,Nike Air Zoom Infinity Tour NRG,Women,1,153.97,180.0,Nike,FB3124-100,https://www.nike.com/t/air-zoom-infinity-tour-nrg-mens-golf-shoes-ZGRpRp/FB3124-100
583,Nike Air Zoom Infinity Tour,Women,5,136.97,160.0,Nike,DC5221-041,https://www.nike.com/t/air-zoom-infinity-tour-mens-golf-shoes-d64khm/DC5221-041
584,Nike Air Zoom Infinity Tour NEXT% Shield,Women,1,190.0,190.0,Nike,FD6853-001,https://www.nike.com/t/air-zoom-infinity-tour-next-shield-mens-weatherized-golf-shoes-lhh909/FD6853-001
585,Nike Air Max 1 '86 OG G NRG,Women,1,170.0,170.0,Nike,DV1407-100,https://www.nike.com/t/air-max-1-86-og-g-nrg-mens-golf-shoes-vlRfMG/DV1407-100
586,Nike Infinity Pro 2,Women,1,110.0,110.0,Nike,DM8449-001,https://www.nike.com/t/infinity-pro-2-mens-golf-shoes-wide-GgZxGQ/DM8449-001
587,Nike Air Max 90 G,Women,1,99.97,130.0,Nike,CU9978-101,https://www.nike.com/t/air-max-90-g-golf-shoe-hxtVmz/CU9978-101
588,Nike Air Max 90 G NRG,Women,1,105.97,150.0,Nike,DQ4128-155,https://www.nike.com/t/air-max-90-g-nrg-golf-shoes-L8Sss7/DQ4128-155
589,Nike Victory Pro 3,Women,2,110.97,130.0,Nike,DV6800-110,https://www.nike.com/t/victory-pro-3-mens-golf-shoes-SsxNJ0/DV6800-110
590,Air Jordan 1 Low G NRG,Women,1,170.0,170.0,Nike,FD6848-001,https://www.nike.com/t/air-jordan-1-low-g-nrg-mens-golf-shoes-9dJHhQ/FD6848-001
591,Nike Phantom GX Elite,Women,4,203.97,250.0,Nike,DC9968-705,https://www.nike.com/t/phantom-gx-elite-firm-ground-low-top-soccer-cleat-WGRzk4/DC9968-705
592,Nike Mercurial Vapor 15 Elite,Women,8,212.97,250.0,Nike,DJ4978-605,https://www.nike.com/t/mercurial-vapor-15-elite-firm-ground-low-top-soccer-cleats-NLZxDR/DJ4978-605
593,Nike Phantom GX Pro,Women,4,144.97,160.0,Nike,DD9465-600,https://www.nike.com/t/phantom-gx-pro-firm-ground-high-top-soccer-cleats-fDn8NS/DD9465-600
594,Nike Mercurial Superfly 9 Elite By You,Women,6,305.0,305.0,Nike,FN6746-904,https://www.nike.com/u/custom-mercurial-superfly-9-elite-shoes-by-you-10001669/9229032605
595,Nike Mercurial Vapor 15 Elite,Women,3,260.0,260.0,Nike,DJ5167-300,https://www.nike.com/t/mercurial-vapor-15-elitelow-top-soccer-cleats-DW9qRM/DJ5167-300
596,Nike Superfly 9 Academy Mercurial Dream Speed,Women,3,110.0,110.0,Nike,FD1162-600,https://www.nike.com/t/superfly-9-academy-mercurial-dream-speed-mg-high-top-soccer-cleats-76w9qJ/FD1162-600
597,Nike Tiempo Legend 10 Elite,Women,4,230.0,230.0,Nike,DZ3183-100,https://www.nike.com/t/tiempo-legend-10-elite-firm-ground-low-top-soccer-cleats-lJ1VMj/DZ3183-100
598,Nike Mercurial Vapor 15 Academy,Women,1,85.0,85.0,Nike,DJ5633-600,https://www.nike.com/t/mercurial-vapor-15-academy-indoor-court-low-top-soccer-shoes-Gm6XLG/DJ5633-600
599,Nike Mercurial Superfly 9 Academy,Women,5,95.0,95.0,Nike,DJ5627-600,https://www.nike.com/t/mercurial-superfly-9-academy-indoor-court-high-top-soccer-shoes-V1BdWs/DJ5627-600
600,Nike Mercurial Superfly 9 Academy By You,Women,6,130.0,130.0,Nike,FN6750-900,https://www.nike.com/u/custom-mercurial-superfly-9-academy-shoes-by-you-10001682/5287383815
601,Nike Mercurial Vapor 15 Club,Women,2,65.0,65.0,Nike,DJ5963-600,https://www.nike.com/t/mercurial-vapor-15-club-multi-ground-low-top-soccer-cleats-WGNRnc/DJ5963-600
602,Nike Phantom GX Academy MG By You,Women,6,125.0,125.0,Nike,DX5257-900,https://www.nike.com/u/custom-phantom-academy-low-by-you-10001417/3873115631
603,Nike Phantom GX Academy,Women,4,85.0,85.0,Nike,DD9475-705,https://www.nike.com/t/phantom-gx-academy-indoor-court-low-top-soccer-shoes-LMLbLm/DD9475-705
604,Nike Gripknit Phantom GX Elite FG By You,Women,4,280.0,280.0,Nike,DX5261-902,https://www.nike.com/u/custom-phantom-elite-low-by-you-10001415/3982044182
605,Nike Tiempo Legend 10 Pro,Women,2,140.0,140.0,Nike,DV4336-040,https://www.nike.com/t/tiempo-legend-10-pro-turf-low-top-soccer-shoes-PbtHQn/DV4336-040
606,Nike Gripknit Phantom GX Elite Dynamic Fit FG By You,Women,2,305.0,305.0,Nike,DX5266-902,https://www.nike.com/u/custom-nike-phantom-elite-dynamic-fit-by-you-10001413/6780736307
607,Nike Phantom GX Academy,Women,4,85.97,100.0,Nike,DD9472-300,https://www.nike.com/t/phantom-gx-academy-multi-ground-high-top-soccer-cleats-fg6cTd/DD9472-300
608,NikePremier 3,Women,5,93.97,110.0,Nike,AT5889-407,https://www.nike.com/t/nikepremier-3-firm-ground-soccer-cleats-SZHrPF/AT5889-407
609,Nike Tiempo Legend 10 Academy,Women,4,72.97,85.0,Nike,DV4337-300,https://www.nike.com/t/tiempo-legend-10-academy-multi-ground-low-top-soccer-cleats-PVVHhx/DV4337-300
610,Nike Phantom GX Club,Women,2,63.97,75.0,Nike,DD9482-600,https://www.nike.com/t/phantom-gx-club-multi-ground-high-top-soccer-cleats-l5kgZq/DD9482-600
611,Nike Phantom Luna,Women,2,110.97,130.0,Nike,FN8406-300,https://www.nike.com/t/phantom-luna-firm-ground-high-top-soccer-cleats-kDdlg7/FN8406-300
612,Nike Mercurial Superfly 9 Pro,Women,3,170.0,170.0,Nike,DJ5598-040,https://www.nike.com/t/mercurial-superfly-9-pro-firm-ground-high-top-soccer-cleats-lpGlgb/DJ5598-040
613,Nike Phantom GX Elite,Women,3,242.97,285.0,Nike,DC9969-600,https://www.nike.com/t/phantom-gx-elite-firm-ground-high-top-soccer-cleats-qC22Bz/DC9969-600
614,Nike Streetgato,Women,7,67.97,90.0,Nike,DC8466-102,https://www.nike.com/t/streetgato-low-top-soccer-shoes-rM82P8/DC8466-102
615,Nike Tiempo Legend 10 Elite,Women,2,240.0,240.0,Nike,DV4330-300,https://www.nike.com/t/tiempo-legend-10-elitesoccer-cleats-4ptLMt/DV4330-300
616,Nike Tiempo Legend 10 Academy,Women,2,80.0,80.0,Nike,DV4340-040,https://www.nike.com/t/tiempo-legend-10-academylow-top-soccer-cleats-P6NXdH/DV4340-040
617,Nike Mercurial Vapor 15 Pro,Women,2,97.97,130.0,Nike,DJ5605-300,https://www.nike.com/t/mercurial-vapor-15-pro-turf-low-top-soccer-shoes-k3JLmK/DJ5605-300
618,Nike Lunargato II,Women,7,102.97,120.0,Nike,580456-500,https://www.nike.com/t/lunargato-ii-indoor-court-low-top-soccer-shoes-qqTAoz9v/580456-500
619,Nike Phantom GX Academy,Women,5,72.97,85.0,Nike,DD9473-705,https://www.nike.com/t/phantom-gx-academy-multi-ground-low-top-soccer-cleats-1810WZ/DD9473-705
620,Nike Phantom GX Pro,Women,4,120.97,160.0,Nike,DD9463-300,https://www.nike.com/t/phantom-gx-pro-firm-ground-low-top-soccer-cleats-jqVxJw/DD9463-300
621,Nike Phantom GX Academy,Women,3,67.97,90.0,Nike,DD9477-300,https://www.nike.com/t/phantom-gx-academy-turf-low-top-soccer-shoes-LK93gv/DD9477-300
622,Nike Phantom GX Academy Dynamic Fit MG By You,Women,5,130.0,130.0,Nike,DX5260-900,https://www.nike.com/u/custom-phantom-academy-dynamic-fit-by-you-10001416/9746332948
623,Nike Mercurial Superfly 9 Club,Women,2,75.0,75.0,Nike,DJ5961-600,https://www.nike.com/t/mercurial-superfly-9-club-multi-ground-high-top-soccer-cleats-1ZgF9b/DJ5961-600
624,Nike Mercurial Vapor 15 Academy By You,Women,6,115.0,115.0,Nike,FN6753-900,https://www.nike.com/u/custom-mercurial-vapor-15-academy-shoes-by-you-10001681/5689353402
625,Nike Mercurial Superfly 9 Elite,Women,1,285.0,285.0,Nike,DJ5165-040,https://www.nike.com/t/mercurial-superfly-9-elitehigh-top-soccer-cleats-0tSNhw/DJ5165-040
626,Nike Phantom Luna FG By You,Women,6,150.0,150.0,Nike,FJ4831-900,https://www.nike.com/u/custom-phantom-luna-academy-by-you-10001552/4333794322
627,Nike Phantom GT2 Elite FG,Women,4,175.97,250.0,Nike,CZ9890-007,https://www.nike.com/t/phantom-gt2-elite-fg-firm-ground-soccer-cleats-GNHLws/CZ9890-007
628,Nike Mercurial Superfly 9 Academy,Women,5,95.0,95.0,Nike,DJ5629-605,https://www.nike.com/t/mercurial-superfly-9-academy-turf-high-top-soccer-shoes-pJ76Rf/DJ5629-605
629,Nike Mercurial Vapor 15 Club,Women,1,60.0,60.0,Nike,DJ5969-040,https://www.nike.com/t/mercurial-vapor-15-club-indoor-court-low-top-soccer-shoes-1kcBQh/DJ5969-040
