,index,URL,Exception,msg
27,1738,https://www.adidas.com/us/gamecourt-2.0-tennis-shoes/HQ8809.html,<class 'selenium.common.exceptions.TimeoutException'>,<function element_to_be_clickable.<locals>._predicate at 0x0000021CFB04C5E0>
28,1739,https://www.adidas.com/us/alphaboost-v1-shoes/IE9670.html,<class 'selenium.common.exceptions.TimeoutException'>,<function element_to_be_clickable.<locals>._predicate at 0x0000021CF9C29280>
29,1743,https://www.adidas.com/us/adilette-comfort-slides/H03619.html,<class 'selenium.common.exceptions.TimeoutException'>,<function element_to_be_clickable.<locals>._predicate at 0x0000021CF9BFE160>
30,1744,https://www.adidas.com/us/ozweego-shoes/IE0535.html,<class 'selenium.common.exceptions.TimeoutException'>,<function element_to_be_clickable.<locals>._predicate at 0x0000021CF9B44AF0>
31,1747,https://www.adidas.com/us/nmd_r1-v2-shoes/GY6162.html,<class 'selenium.common.exceptions.TimeoutException'>,<function element_to_be_clickable.<locals>._predicate at 0x0000021CF98B0160>
32,1748,https://www.adidas.com/us/duramo-10-running-shoes/GW8336.html,<class 'selenium.common.exceptions.TimeoutException'>,<function element_to_be_clickable.<locals>._predicate at 0x0000021CF98B0040>
33,1752,https://www.adidas.com/us/matchbreak-super-shoes/EG2740.html,<class 'selenium.common.exceptions.TimeoutException'>,<function element_to_be_clickable.<locals>._predicate at 0x0000021CF983CD30>
34,1757,https://www.adidas.com/us/nmd_r1.v2-shoes/ID2853.html,<class 'selenium.common.exceptions.TimeoutException'>,<function element_to_be_clickable.<locals>._predicate at 0x0000021CFADDCD30>
35,1766,https://www.adidas.com/us/ultraboost-light-running-shoes/HQ8596.html,<class 'selenium.common.exceptions.TimeoutException'>,<function element_to_be_clickable.<locals>._predicate at 0x0000021CFAE9C670>
36,1772,https://www.adidas.com/us/4dfwd-2-running-shoes/HP7663.html,<class 'selenium.common.exceptions.TimeoutException'>,<function element_to_be_clickable.<locals>._predicate at 0x0000021CFADD5940>
37,1773,https://www.adidas.com/us/4dfwd-2-running-shoes/HP7673.html,<class 'selenium.common.exceptions.TimeoutException'>,<function element_to_be_clickable.<locals>._predicate at 0x0000021CFAD00160>
38,1774,https://www.adidas.com/us/superstar-82-shoes/HP3169.html,<class 'selenium.common.exceptions.TimeoutException'>,<function element_to_be_clickable.<locals>._predicate at 0x0000021CF983CEE0>
39,1775,https://www.adidas.com/us/grand-court-cloudfoam-comfort-shoes/HP2534.html,<class 'selenium.common.exceptions.TimeoutException'>,<function element_to_be_clickable.<locals>._predicate at 0x0000021CFAE53A60>
40,1777,https://www.adidas.com/us/forum-low-classic-shoes/FZ6274.html,<class 'selenium.common.exceptions.TimeoutException'>,<function element_to_be_clickable.<locals>._predicate at 0x0000021CF9BF1310>
41,1787,https://www.adidas.com/us/retropy-e5-shoes/Q47101.html,<class 'selenium.common.exceptions.TimeoutException'>,<function element_to_be_clickable.<locals>._predicate at 0x0000021CF983C5E0>
42,1788,https://www.adidas.com/us/adistar-cs-2.0-running-shoes/HP9636.html,<class 'selenium.common.exceptions.TimeoutException'>,<function element_to_be_clickable.<locals>._predicate at 0x0000021CF9CA7E50>
43,1789,https://www.adidas.com/us/y-3-hicho/IE9542.html,<class 'selenium.common.exceptions.TimeoutException'>,<function element_to_be_clickable.<locals>._predicate at 0x0000021CF983CCA0>
44,1791,https://www.adidas.com/us/the-velosamba-vegan-cycling-shoes/HQ6710.html,<class 'selenium.common.exceptions.TimeoutException'>,<function element_to_be_clickable.<locals>._predicate at 0x0000021CFADDC9D0>
45,1792,https://www.adidas.com/us/adilette-shower-slides/GZ5925.html,<class 'selenium.common.exceptions.TimeoutException'>,<function element_to_be_clickable.<locals>._predicate at 0x0000021CFAE9CCA0>
46,1793,https://www.adidas.com/us/oztral-shoes/GZ9409.html,<class 'selenium.common.exceptions.TimeoutException'>,<function element_to_be_clickable.<locals>._predicate at 0x0000021CF9BF1430>
47,1794,https://www.adidas.com/us/top-sala-competition-indoor-soccer-shoes/FZ6123.html,<class 'selenium.common.exceptions.TimeoutException'>,<function element_to_be_clickable.<locals>._predicate at 0x0000021CF9BF11F0>
48,1795,https://www.adidas.com/us/retropy-e5-shoes/IF2883.html,<class 'selenium.common.exceptions.TimeoutException'>,<function element_to_be_clickable.<locals>._predicate at 0x0000021CFAF80670>
49,1797,https://www.adidas.com/us/nmd_r1-v2-shoes/GZ1999.html,<class 'selenium.common.exceptions.TimeoutException'>,<function element_to_be_clickable.<locals>._predicate at 0x0000021CF75020D0>
50,1798,https://www.adidas.com/us/freak-spark-md-23-football-inline-cleats/GX9193.html,<class 'selenium.common.exceptions.TimeoutException'>,<function element_to_be_clickable.<locals>._predicate at 0x0000021CF7502790>
51,1799,https://www.adidas.com/us/adizero-afterburner-8-pro-tpu-cleats/FZ4225.html,<class 'selenium.common.exceptions.TimeoutException'>,<function element_to_be_clickable.<locals>._predicate at 0x0000021CF9B03940>
52,1800,https://www.adidas.com/us/pureboost-22-heat.rdy-running-shoes/GY4706.html,<class 'selenium.common.exceptions.TimeoutException'>,<function element_to_be_clickable.<locals>._predicate at 0x0000021CF983CA60>
53,1802,https://www.adidas.com/us/alphaboost-v1-shoes/HP2758.html,<class 'selenium.common.exceptions.TimeoutException'>,<function element_to_be_clickable.<locals>._predicate at 0x0000021CF9BF18B0>
54,1825,https://www.adidas.com/us/predator-accuracy-plus-artificial-grass-soccer-cleats/HQ0954.html,<class 'selenium.common.exceptions.TimeoutException'>,<function element_to_be_clickable.<locals>._predicate at 0x0000021CF94191F0>
55,1831,https://www.adidas.com/us/tracefinder-trail-running-shoes/Q47234.html,<class 'selenium.common.exceptions.TimeoutException'>,<function element_to_be_clickable.<locals>._predicate at 0x0000021CF9CA7820>
56,1832,https://www.adidas.com/us/superstar-82-shoes/IG4691.html,<class 'selenium.common.exceptions.TimeoutException'>,<function element_to_be_clickable.<locals>._predicate at 0x0000021CF9B031F0>
57,1833,https://www.adidas.com/us/ozweego-shoes/H06146.html,<class 'selenium.common.exceptions.TimeoutException'>,<function element_to_be_clickable.<locals>._predicate at 0x0000021CF9B03E50>
58,1851,https://www.adidas.com/us/dame-certified-basketball-shoes/HR0728.html,<class 'selenium.common.exceptions.TimeoutException'>,<function element_to_be_clickable.<locals>._predicate at 0x0000021CF983C9D0>
59,1852,https://www.adidas.com/us/nmd_r1-shoes/GY7366.html,<class 'selenium.common.exceptions.TimeoutException'>,<function element_to_be_clickable.<locals>._predicate at 0x0000021CF9BF1820>
60,1859,https://www.adidas.com/us/x_plrboost-shoes/ID9437.html,<class 'selenium.common.exceptions.TimeoutException'>,<function element_to_be_clickable.<locals>._predicate at 0x0000021CFAF803A0>
61,1860,https://www.adidas.com/us/adilette-comfort-sandals/GX4302.html,<class 'selenium.common.exceptions.TimeoutException'>,<function element_to_be_clickable.<locals>._predicate at 0x0000021CF996C790>
62,1863,https://www.adidas.com/us/adilette-comfort-slides/GZ5897.html,<class 'selenium.common.exceptions.TimeoutException'>,<function element_to_be_clickable.<locals>._predicate at 0x0000021CFAE53670>
63,1864,https://www.adidas.com/us/superstar-shoes/ID4683.html,<class 'selenium.common.exceptions.TimeoutException'>,<function element_to_be_clickable.<locals>._predicate at 0x0000021CF9BF1040>
64,1866,https://www.adidas.com/us/barricade-tennis-shoes/IG5718.html,<class 'selenium.common.exceptions.TimeoutException'>,<function element_to_be_clickable.<locals>._predicate at 0x0000021CF6E16790>
65,1869,https://www.adidas.com/us/adilette-shower-slides/GW8748.html,<class 'selenium.common.exceptions.TimeoutException'>,<function element_to_be_clickable.<locals>._predicate at 0x0000021CF9BC2F70>
66,1870,https://www.adidas.com/us/predator-accuracy.3-firm-ground-soccer-cleats/GW4593.html,<class 'selenium.common.exceptions.TimeoutException'>,<function element_to_be_clickable.<locals>._predicate at 0x0000021CFADDC5E0>
67,1871,https://www.adidas.com/us/ultra-4d-mid-evolved-shoes/IG5342.html,<class 'selenium.common.exceptions.TimeoutException'>,<function element_to_be_clickable.<locals>._predicate at 0x0000021CFADDC550>
68,1872,https://www.adidas.com/us/nmd_r1-shoes/HQ4462.html,<class 'selenium.common.exceptions.TimeoutException'>,<function element_to_be_clickable.<locals>._predicate at 0x0000021CF935EAF0>
69,1874,https://www.adidas.com/us/duramo-10-wide-running-shoes/GY3856.html,<class 'selenium.common.exceptions.TimeoutException'>,<function element_to_be_clickable.<locals>._predicate at 0x0000021CF96954C0>
70,1875,https://www.adidas.com/us/superstar-lux-shoes/IE2300.html,<class 'selenium.common.exceptions.TimeoutException'>,<function element_to_be_clickable.<locals>._predicate at 0x0000021CF9C29CA0>
71,1877,https://www.adidas.com/us/rivalry-low-basketball-shoes/IG6310.html,<class 'selenium.common.exceptions.TimeoutException'>,<function element_to_be_clickable.<locals>._predicate at 0x0000021CF9B44790>
72,1878,https://www.adidas.com/us/copa-pure-ii.2-firm-ground-soccer-cleats/IE4895.html,<class 'selenium.common.exceptions.TimeoutException'>,<function element_to_be_clickable.<locals>._predicate at 0x0000021CF7502E50>
73,1879,https://www.adidas.com/us/retrocross-spikeless-golf-shoes/IE2157.html,<class 'selenium.common.exceptions.TimeoutException'>,<function element_to_be_clickable.<locals>._predicate at 0x0000021CFAF9F3A0>
74,1880,https://www.adidas.com/us/forum-low-gore-tex-shoes/IE7207.html,<class 'selenium.common.exceptions.TimeoutException'>,<function element_to_be_clickable.<locals>._predicate at 0x0000021CF9CA70D0>
75,1881,https://www.adidas.com/us/fevernova-court-indoor-shoes/IF9940.html,<class 'selenium.common.exceptions.TimeoutException'>,<function element_to_be_clickable.<locals>._predicate at 0x0000021CF9CA7940>
76,1882,https://www.adidas.com/us/znchill-lightmotion-plus-shoes/HP9917.html,<class 'selenium.common.exceptions.TimeoutException'>,<function element_to_be_clickable.<locals>._predicate at 0x0000021CF9BF10D0>
77,1883,https://www.adidas.com/us/superstar-shoes/GZ3741.html,<class 'selenium.common.exceptions.TimeoutException'>,<function element_to_be_clickable.<locals>._predicate at 0x0000021CFB04C430>
78,1884,https://www.adidas.com/us/adilette-comfort-slides/GX4303.html,<class 'selenium.common.exceptions.TimeoutException'>,<function element_to_be_clickable.<locals>._predicate at 0x0000021CF9B03550>
79,1885,https://www.adidas.com/us/nmd_r1.v2-shoes/ID2852.html,<class 'selenium.common.exceptions.TimeoutException'>,<function element_to_be_clickable.<locals>._predicate at 0x0000021CFB0059D0>
80,1886,https://www.adidas.com/us/nmd_r1-shoes/IG3077.html,<class 'selenium.common.exceptions.TimeoutException'>,<function element_to_be_clickable.<locals>._predicate at 0x0000021CF935EDC0>
81,1887,https://www.adidas.com/us/adilette-boost-slides/FY8154.html,<class 'selenium.common.exceptions.TimeoutException'>,<function element_to_be_clickable.<locals>._predicate at 0x0000021CF9695AF0>
82,1888,https://www.adidas.com/us/ownthegame-shoes/FY6007.html,<class 'selenium.common.exceptions.TimeoutException'>,<function element_to_be_clickable.<locals>._predicate at 0x0000021CFB005160>
83,1889,https://www.adidas.com/us/y-3-kaiwa/IE7255.html,<class 'selenium.common.exceptions.TimeoutException'>,<function element_to_be_clickable.<locals>._predicate at 0x0000021CF9695700>
84,1890,https://www.adidas.com/us/ultraboost-light-running-shoes/IE1689.html,<class 'selenium.common.exceptions.TimeoutException'>,<function element_to_be_clickable.<locals>._predicate at 0x0000021CFAF9FC10>
85,1891,https://www.adidas.com/us/y-3-rivalry-sandals/FZ6400.html,<class 'selenium.common.exceptions.TimeoutException'>,<function element_to_be_clickable.<locals>._predicate at 0x0000021CFAF9FA60>
86,1892,https://www.adidas.com/us/y-3-ajatu-run/HQ5988.html,<class 'selenium.common.exceptions.TimeoutException'>,<function element_to_be_clickable.<locals>._predicate at 0x0000021CF983C940>
87,1893,https://www.adidas.com/us/hoops-3.0-mid-classic-vintage-shoes/HP7894.html,<class 'selenium.common.exceptions.TimeoutException'>,<function element_to_be_clickable.<locals>._predicate at 0x0000021CFAFF0550>
88,1894,https://www.adidas.com/us/forum-low-shoes/IE7172.html,<class 'selenium.common.exceptions.TimeoutException'>,<function element_to_be_clickable.<locals>._predicate at 0x0000021CF7502CA0>
89,1895,https://www.adidas.com/us/nmd_s1-shoes/HQ4439.html,<class 'selenium.common.exceptions.TimeoutException'>,<function element_to_be_clickable.<locals>._predicate at 0x0000021CF9B44040>
90,1896,https://www.adidas.com/us/ultra-4dfwd-running-shoes/ID1686.html,<class 'selenium.common.exceptions.TimeoutException'>,<function element_to_be_clickable.<locals>._predicate at 0x0000021CFAE53B80>
91,1897,https://www.adidas.com/us/ozweego-shoes/ID9818.html,<class 'selenium.common.exceptions.TimeoutException'>,<function element_to_be_clickable.<locals>._predicate at 0x0000021CF996C4C0>
92,1898,https://www.adidas.com/us/adizero-cleats/GZ6911.html,<class 'selenium.common.exceptions.TimeoutException'>,<function element_to_be_clickable.<locals>._predicate at 0x0000021CFADDC700>
93,1899,https://www.adidas.com/us/ultrabounce-running-shoes/HP5796.html,<class 'selenium.common.exceptions.TimeoutException'>,<function element_to_be_clickable.<locals>._predicate at 0x0000021CF996CD30>
94,1900,https://www.adidas.com/us/courtjam-control-tennis-shoes/ID1536.html,<class 'selenium.common.exceptions.TimeoutException'>,<function element_to_be_clickable.<locals>._predicate at 0x0000021CF996C8B0>
95,1904,https://www.adidas.com/us/swift-run-shoes/F35206.html,<class 'selenium.common.exceptions.TimeoutException'>,<function element_to_be_clickable.<locals>._predicate at 0x0000021CF9C29940>
96,1905,https://www.adidas.com/us/adilette-slides/IE9618.html,<class 'selenium.common.exceptions.TimeoutException'>,<function element_to_be_clickable.<locals>._predicate at 0x0000021CFAE18A60>
97,1911,https://www.adidas.com/us/ozelia-shoes/IE2002.html,<class 'selenium.common.exceptions.TimeoutException'>,<function element_to_be_clickable.<locals>._predicate at 0x0000021CFAF80160>
98,1913,https://www.adidas.com/us/predator-accuracy.4-flexible-ground-soccer-cleats/GW4605.html,<class 'selenium.common.exceptions.TimeoutException'>,<function element_to_be_clickable.<locals>._predicate at 0x0000021CFAE9CD30>
99,1914,https://www.adidas.com/us/catarina-macario-ultraboost-1.0-shoes/HR0080.html,<class 'selenium.common.exceptions.TimeoutException'>,<function element_to_be_clickable.<locals>._predicate at 0x0000021CFB04CA60>
100,1915,https://www.adidas.com/us/solarmotion-spikeless-shoes/GX6425.html,<class 'selenium.common.exceptions.TimeoutException'>,<function element_to_be_clickable.<locals>._predicate at 0x0000021CF935EF70>
101,1916,https://www.adidas.com/us/court-revival-shoes/HP2601.html,<class 'selenium.common.exceptions.TimeoutException'>,<function element_to_be_clickable.<locals>._predicate at 0x0000021CFB0B9C10>
102,1917,https://www.adidas.com/us/barricade-tennis-shoes/ID1548.html,<class 'selenium.common.exceptions.TimeoutException'>,<function element_to_be_clickable.<locals>._predicate at 0x0000021CFADDCAF0>
103,1920,https://www.adidas.com/us/adilette-shower-slides/GZ5928.html,<class 'selenium.common.exceptions.TimeoutException'>,<function element_to_be_clickable.<locals>._predicate at 0x0000021CFB005D30>
104,1921,https://www.adidas.com/us/terrex-two-flow-trail-running-shoes/GY6145.html,<class 'selenium.common.exceptions.TimeoutException'>,<function element_to_be_clickable.<locals>._predicate at 0x0000021CFB0B90D0>
105,1922,https://www.adidas.com/us/adizero-adios-7-running-shoes/GY2588.html,<class 'selenium.common.exceptions.TimeoutException'>,<function element_to_be_clickable.<locals>._predicate at 0x0000021CFB0B9430>
106,1924,https://www.adidas.com/us/racer-tr-slides/G58170.html,<class 'selenium.common.exceptions.TimeoutException'>,<function element_to_be_clickable.<locals>._predicate at 0x0000021CFAE18280>
107,1928,https://www.adidas.com/us/adizero-12.0-poison-football-cleats/IG7218.html,<class 'selenium.common.exceptions.TimeoutException'>,<function element_to_be_clickable.<locals>._predicate at 0x0000021CF7502430>
108,1936,https://www.adidas.com/us/tour360-22-golf-shoes/GV7244.html,<class 'selenium.common.exceptions.TimeoutException'>,<function element_to_be_clickable.<locals>._predicate at 0x0000021CFAFF04C0>
